Xpos,Ypos,CYR61,NGFR,LOXL2,GAPDH
4365.47281082461,7856.77176410518,5,0,0,318
4427.00146183565,8567.69833977237,0,1,2,87
4398.59559722788,7692.74194863433,0,0,1,74
4413.27386438446,8067.58788676761,3,0,5,203
4442.9594232059,7772.17505030181,1,1,3,105
4470.88965933072,7995.09888453422,0,0,0,116
4470.87767354597,7547.09380863039,0,0,3,135
4495.99903984638,7623.20115218435,1,0,1,66
4564.04211384323,7937.73957342752,2,9,1,194
4540.35962382445,7785.0136677116,0,1,0,150
4543.75253256151,8073.84457308249,1,3,5,235
4566.22325581395,7560.68837209302,0,0,0,38
4599.49060972472,7643.49987136609,0,2,0,96
4599.78167367929,7438.74801309023,0,0,0,101
4927.62915358212,8172.59395311473,3,0,2,113
4683.93702523891,8173.64493996569,2,4,0,220
4721.7056422569,8046.38559423769,2,0,1,207
4765.34088200238,7622.13945172825,0,0,0,86
4782.29557124519,7442.72753530167,0,0,0,140
4819.24355394975,7870.30694695352,1,0,2,158
4806.14113389626,8525.86761158022,0,0,1,37
4870.84708452361,7974.54730297429,0,1,1,156
4864.585829767,8084.35805991441,0,0,2,225
4869.8886269888,7628.55509723041,1,1,2,138
4883.8854727133,8565.87970791699,0,0,3,39
4902.37309368192,7475.87772331155,1,0,0,122
4936.84099456749,7855.81216046803,0,0,5,108
4957.72904158328,8214.37858572382,3,0,5,263
4976.30833942941,7572.48098024872,0,0,1,51
4978.06852521813,8072.933390083,0,0,2,163
5030.49627421759,7979.48477751756,2,3,7,122
5054.63519668737,7902.51594202899,1,0,0,77
5186.77100963553,7472.43636363636,1,0,1,85
5080.78374836173,8171.06880733945,0,0,3,170
5110.54747145188,8295.67014681892,1,0,0,131
5122.51603119584,7622.72833622184,8,2,21,178
5228.30485816759,7982.11150961852,0,0,9,294
5251.22687432578,8150.07443365696,3,0,3,197
5215.78492935636,8300.6378859236,1,0,1,89
5262.78936839097,7915.73249499857,3,0,4,153
5315.75237320315,8618.58068890697,1,0,1,101
5329.17995529061,7640.60562593145,0,0,3,56
5323.65617892343,8072.97043214556,3,0,1,106
5369.01665459812,7508.34491914072,1,0,1,42
5378.18819374369,7763.65893037336,0,0,0,21
5397.49330476701,8007.92233529727,0,0,1,48
5516.40617005267,8194.9237020316,0,0,0,106
5513.26473296501,7975.89456721915,1,0,1,66
5580.77810049376,7730.78042404879,0,0,1,12
5597.98971281612,8281.3467638234,3,0,0,33
5663.40877192982,7990.20025062657,1,0,0,22
5858.78060046189,8564.28784379593,0,0,0,37
5589.42767295598,7729.37621497999,0,0,0,3
5593.8796615481,8089.56220620495,0,0,0,32
5664.07282282282,8172.61561561562,0,4,3,18
5681.65496315561,7991.8933680104,1,0,0,23
5685.82466202376,8245.80622695617,0,0,0,18
5701.34318038969,7734.32558139535,0,0,3,11
5760.25377426312,7505.29906542056,0,0,3,17
5772.22426313541,8212.99615548911,1,0,1,37
5856.21282852417,8072.37107149421,1,1,0,24
5808.04255319149,8291.26443768997,0,0,0,36
5934.42122917117,7745.61555940273,0,1,5,74
5891.16876400621,7884.57748664023,0,0,1,13
5885.34181541967,7670.93429548044,0,0,3,34
5914.61551724138,8284.02155172414,0,0,2,38
5914.28691392582,8185.88313505948,2,0,1,25
5987.74154852781,8078.70519810978,1,2,0,16
6125.11791459614,8280.6471826834,1,2,3,80
6088.43032416376,7557.32170993155,1,0,7,73
6064.79737019555,8172.14160485502,0,0,3,105
6275.42342799189,7519.35801217039,0,0,0,21
6311.23086522463,7812.04409317804,1,0,3,43
6344.19085752419,8279.04838171505,1,0,0,25
6395.86078431373,7767.85042016807,0,0,5,52
6432.04187403467,7673.48258108804,5,0,3,93
6742.0387719804,7595.45085038916,1,0,0,338
6869.53029356652,8340.70315427858,0,1,0,67
6751.38687820195,7597.30226408858,1,0,1,163
6876.86949361877,8339.62000823384,0,0,3,301
8705.9374115983,8116.08663366337,0,0,0,38
9542.71980018165,8537.02406902816,0,0,0,58
12296.3014477766,8262.44157187177,0,0,0,27
13765.7858108108,8732.81554054054,1,0,2,270
13817.2288888889,8327.47042735043,8,0,0,328
13955.9288291901,8562.63813151564,1,0,1,77
14097.1692570129,8249.97971948446,1,0,8,264
14152.4518553311,8442.82292155942,1,0,2,75
14323.014915479,8431.36095459065,0,0,0,56
15947.3909378293,8614.39936775553,0,0,0,94
18.1533333333333,9114.72266666667,1,0,1,126
29.533147632312,9221.03398328691,2,1,7,307
115.240156143924,8823.00933469111,16,0,7,676
34.3108695652174,8563.30507246377,0,0,3,222
114.083228247163,8631.29413619168,0,1,6,159
89.9353283791926,8956.30949989958,10,1,9,468
264.934253318098,9130.10472883889,17,5,12,1065
164.793776693106,9071.98596705308,1,0,2,238
229.86787620064,8508.25827107791,0,0,1,180
231.666464891041,9391.89709443099,2,0,9,87
229.217619986851,9322.48126232742,1,0,4,207
281.470238095238,8814.01275510204,3,5,24,689
356.585171442314,9474.79983508555,15,4,26,248
332.941618299761,8943.55752816661,1,0,10,498
555.114082103183,9108.93685061532,20,5,56,1865
430.922341324556,8883.64844549215,3,0,15,992
569.658886669995,8830.1269345981,2,2,31,744
618.578139534884,8601.75744186047,0,0,3,163
744.097243660419,9227.97574421169,9,0,35,572
755.57736827484,8910.13723492916,12,29,37,923
745.559121621622,8762.97191722973,0,2,4,289
797.143192488263,8587.77435446009,3,1,1,189
828.572273879966,9120.52085094393,14,4,18,769
913.95291005291,9053.30873015873,1,0,11,356
916.13903594316,8720.4653106715,0,0,2,207
979.241193737769,8686.36545988258,1,0,1,60
1006.55334538879,9532.78887884268,2,2,5,116
1026.6228956229,9460.32323232323,0,0,8,167
1318.95418848168,9295.37630890052,0,0,1,32
963.477192982456,8697.83403508772,0,0,1,75
1009.2162384943,9186.46586069515,3,0,15,628
996.977626090254,9004.83409177095,1,0,2,436
1041.27856025039,8649.39045383412,0,0,0,81
1082.19312977099,9595.31832061069,0,0,4,77
1090.08589723567,8961.12259878182,0,0,8,273
1143.64300969279,9209.53211762773,1,0,9,298
1234.34840964698,9046.39224047536,1,0,4,526
1132.65218458517,8773.55792832597,0,2,2,183
1149.17697081131,9522.13445185015,0,0,1,62
1178.72736030829,8943.07418111753,1,0,1,198
1343.15041928721,9196.88268693221,3,1,9,302
1400.38119879258,9122.156101768,1,0,3,338
1417.57510504202,9034.15913865546,2,0,4,163
1473.67965459141,9467.0299073294,2,2,3,201
1510.43804795606,9095.35343825922,1,2,6,267
1590.4749034749,9359.16760893547,4,2,8,159
1530.81679389313,9218.39649753031,4,2,12,327
1630.07600318894,9211.3930374701,0,0,8,240
1635.26568466994,9056.73595199127,1,1,0,160
1699.99432327457,9145.31759784882,5,2,8,142
1761.14357123021,9029.62149402944,0,0,0,67
1757.02065262288,9347.20549359769,1,1,20,132
1816.271798217,9628.41161121983,0,0,0,13
1818.51293375394,9226.6094637224,0,0,2,219
1827.20892687559,9329.76036720481,1,0,1,166
1831.13212025316,9103.78955696203,0,0,2,141
1963.73750476917,9208.06142693628,1,0,3,334
2004.51572757112,9110.20609956236,0,0,3,268
2002.10887350535,9482.42983008181,0,0,3,45
2041.21915236051,8992.10515021459,2,1,4,193
2089.15769488497,9564.77842305115,0,0,4,95
2252.50347747203,8487.02721499849,0,0,0,65
2272.39675973802,9635.67356084109,2,1,10,457
2346.65663193104,9224.65573137785,1,0,2,329
2421.19186381997,8898.1332948644,1,0,2,73
2433.50211075242,9029.07275887758,0,0,3,98
2450.67818181818,9304.35373737374,2,0,2,142
2497.738776838,9211.16395575797,0,1,3,218
2793.7299371947,9219.93161200279,0,0,5,341
2870.69924141009,8932.80124944221,0,1,3,166
2856.85062313498,9481.95822362647,1,0,3,0
2936.20721680877,9171.4112362972,2,0,15,1114
2903.87663997274,9612.40057931504,0,0,5,3
2918.38797814208,8804.85040983607,0,0,0,126
2966.94850818094,9633.83782483157,1,0,4,0
3047.55980861244,8732.97523219814,0,1,1,102
3049.24965706447,8659.70644718793,1,0,0,31
3131.19769874477,8406.43514644351,0,1,0,21
2835.4210180624,8654.74696223317,0,0,2,72
2879.86983804458,9436.01314767226,1,0,2,2
2889.26752473141,8942.05042016807,0,0,6,263
2853.51370399374,8498.69694596711,1,0,1,66
2844.25642304814,9317.24120728361,2,1,6,1
2923.21587001376,9617.05304332875,0,0,1,1
2932.06413210445,8633.89592933948,1,0,1,84
2930.63644688645,8773.56822344322,0,0,0,89
3008.84860222297,8842.69602559784,1,1,4,430
3047.73046227978,8708.3645535311,0,1,0,44
3105.46388384755,8418.06460980036,2,0,0,84
3097.64032476319,8587.86820027064,2,5,5,184
3220.27448096886,8662.89697231834,0,1,1,122
3332.6377267231,8773.2299879081,2,2,9,531
3545.45956626506,9405.40689156626,8,5,19,23
3387.92636579572,8662.30166270784,2,0,2,200
3463.25019669552,8469.15656963021,0,2,0,125
3429.76689055709,8761.91129988147,4,0,8,382
3478.23304680038,8882.15797516714,4,2,10,1005
3534.9804289964,8578.57178644121,1,1,7,403
3557.56984785615,8747.51244813278,0,0,7,257
3582.89902534113,8866.56842105263,3,0,10,500
3655.32454009025,8493.7403679278,2,0,1,208
3679.1189226599,8923.06263336986,2,1,14,545
3685.37369207773,8700.5610363727,0,0,5,74
3889.70154316882,9028.15385127045,6,1,18,140
3780.7714527265,9128.66873326758,2,0,2,21
3867.90304161634,8497.49610189964,1,0,1,13
4038.23935052531,8487.96389684814,0,0,2,29
3726.81588447653,9349.64259927798,0,0,0,7
3776.00142267748,9124.55882771376,5,0,23,549
3770.39811738649,8480.33222591362,1,2,0,17
3817.16468300272,9551.52975495916,2,0,4,0
3819.10027418723,8822.88758323541,0,1,15,152
3871.8193755004,8893.67830264211,1,11,27,114
3999.02783837125,8863.60787368858,2,7,15,111
3850.58608058608,9295.36923076923,0,0,7,4
3852.02492467817,8433.4193371679,0,0,0,2
3968.77539732004,9197.34527890309,0,1,12,93
3882.27717391304,8554.96150362319,0,0,7,111
3893.45389563974,9387.70550393138,1,1,3,6
3942.83978098914,9479.39404003231,3,0,8,0
3945.67222578576,9297.06478511867,0,0,7,11
3987.49172102358,8479,0,0,6,46
4099.87227964037,8654.71839901409,5,0,9,52
4007.14089912281,8369.50018274854,1,0,1,45
4069.9768547479,9470.64006005255,0,1,6,5
4078.7296,8495.126,2,1,1,57
4159.23607427056,9224.95878392165,0,0,1,22
4104.8454144974,8418.55186223468,2,0,1,6
4116.55930902111,9129.66833013436,1,0,14,78
4125.51913357401,8895.14151624549,4,9,14,125
4190.30662710188,9312.69337289812,1,3,6,4
4339.63831358346,8626.82320053448,0,0,5,21
4252.83051817922,8890.40375990075,2,1,6,63
4244.25646923519,9059.77975848189,4,4,4,44
4281.39542906425,8656.99051315222,1,0,13,31
4347.17307911862,8995.95798607147,8,8,12,79
4336.75576572092,9215.63066202091,4,1,3,48
4323.64956053303,9304.57641054721,1,0,3,1
4517.36067984258,9074.9887125373,3,0,4,51
4396.19499512512,8864.62040948976,2,1,2,61
4477.31334641806,8849.02571148185,0,0,3,84
4457.63412228797,8409.97698882314,1,0,3,32
4481.14235294118,9037.95098039216,5,0,2,138
4516.48515715949,9208.15628637951,7,1,4,61
4508.02759607523,8710.0635731807,1,3,16,142
4590.50730944448,9488.73672400898,2,0,7,43
4599.10169733276,8657.03715589787,2,0,6,129
4673.01172256594,9067.24812764572,0,0,10,151
4688.99877850163,9658.78623778502,0,0,0,15
4695.72596985421,8613.24635532493,2,0,2,114
4806.49655731065,8516.89769137303,0,0,1,29
4797.51238095238,8625.98920634921,1,0,0,102
4960.10610079576,8381.82860640686,1,0,1,61
5032.1724137931,8619.63624070318,0,0,0,56
4661.54856115108,9647.65407673861,0,0,8,72
4701.1072,9664.2768,0,0,2,61
4734.63540546354,8737.77156377716,3,0,9,226
4720.19961612284,8915.06269993602,0,6,6,387
4728.97982391783,8457.8613352898,0,0,0,135
4839.62749822821,8542.2715804394,0,0,0,35
4828.88222222222,8983.64981481481,7,0,9,114
4932.06865671642,9525.02462686567,3,1,1,34
4893.64219972388,9132.01748734468,13,0,4,79
4882.54651964163,9307.53824948312,0,0,1,73
5073.78696367939,9173.77713756559,0,0,5,138
4935.52097428958,8980.91880920162,0,0,5,72
4959.14272917289,8546.3583159152,0,0,3,59
4993.1020956475,9079.74905964535,1,0,2,120
5019.44990272374,9000.66609922179,0,0,0,79
5073.36761658031,8688.31476683938,0,0,1,78
5108.056163535,8394.18026016932,0,0,2,85
5117.97185088577,8567.49788066515,0,1,7,133
5146.00495926319,8794.47449521785,0,0,0,61
5161.13455069678,9019.44449783758,2,0,3,63
5224.41848665343,8666.63004632694,4,0,5,212
5241.71062431544,8865.49375684556,0,0,1,40
5249.86540600667,8413.37152391546,8,1,0,73
5263.73269530381,9042.38548853773,0,0,3,165
5288.74191082803,8504.07821656051,0,0,4,213
5323.29122145401,8630.28326000419,4,1,4,112
5342.18572331017,8811.34238787113,1,0,10,161
5365.20041206218,8386.5257538865,1,0,6,187
5332.34769230769,9126.72923076923,13,0,2,155
5390.81570719147,8519.3275703513,6,4,4,201
5389.46564885496,9217.21933842239,0,0,0,10
5473.27844415978,9097.71189006638,0,0,1,66
5465.01484018265,8952.22888127854,7,1,2,171
5425.92560287327,8741.44227809133,1,1,1,51
5435.79068965517,8634.86620689655,2,0,3,153
5453.82172557173,8849.49636174636,2,0,2,70
5499.11477204858,8509.42474616763,2,1,6,190
5573.78967921897,9196.31324965132,0,0,2,27
5535.91382667965,8855.39678675755,1,0,1,46
5628.80454735086,9034.60513141427,1,0,0,2
5633.73165618449,9629.94004192872,1,0,1,49
5721.44047502208,9069.64608891942,0,0,2,13
5742.20325581395,8407.11162790698,1,5,0,9
5815.24543506215,8577.1152164595,0,0,1,25
5864.92222570206,8961.23969099071,1,0,3,15
5817.06770186335,9179.83416149068,0,0,1,50
5881.5514541387,9083.62863534676,2,0,0,38
5615.14418212479,9058.01517706577,0,0,1,22
5621.65048076923,9638.72740384615,0,0,0,97
5624.79328756674,9000.49885583524,2,0,5,24
5649.56219596942,8925.70396108409,1,0,2,21
5662.48208757187,8501.42724458204,3,0,6,74
5656.36448598131,9058.30841121495,0,0,0,5
5700.49021372328,9170.18965129359,0,0,1,57
5725.89700166574,8968.70544142143,0,6,3,41
5777.04623096918,9583.67211288526,2,1,7,155
5766.87303851641,9090.51583452211,1,2,5,79
5776.88410907381,8588.11706629055,1,2,3,71
5821.97421203438,8912.44484240688,1,0,0,25
5848.8008699855,8590.60560657322,0,0,0,20
5860.32493907392,9002.62523693474,0,0,5,23
5853.91066160978,8808.31689844079,5,0,1,34
5859.95780141844,8433.06453900709,0,0,5,31
5885.25753803596,9562.8398340249,0,0,3,113
5894.91986062718,8935.80332946187,1,0,2,33
5930.38617200675,9655.3823777403,0,1,11,128
5937.09090909091,8851.08384819064,3,0,4,57
5947.63867684478,8712.77353689567,2,0,1,61
5981.50884758364,8421.50646840149,4,0,3,22
5979.66815068493,8998.1,3,0,5,46
5997.91743119266,8618.62771607919,0,0,1,22
6083.71276595745,8473.16096207216,1,1,9,78
6090.12582781457,8959.51248089659,0,0,2,6
6162.76199502429,9203.43111005805,0,0,1,85
6131.25547945205,8680.67397260274,0,1,3,38
6204.64406310545,8415.72778854138,0,0,3,62
6183.50493601462,8755.65228519196,0,0,2,13
6261.30902477048,9095.38385588082,2,0,5,25
6244.71362940276,8635.26714310022,0,0,2,73
6237.29744426319,8911.78629690049,0,0,0,3
6253.34172030427,9288.78583967232,3,0,10,130
6274.11063218391,9177.54597701149,2,0,2,30
6315.88823239783,8992.52117183653,0,0,7,58
6317.67144528964,8804.51989467525,0,1,1,36
6319.78540462428,8440.74494219653,0,0,4,42
6359.29021834061,8563.17755458515,2,0,9,34
6383.25694360947,8743.33617891067,0,2,7,89
6392.04041900328,9166.53962543646,2,0,8,31
6440.4952173913,8393.12282608696,0,0,1,53
6524.7113323124,8436.64854517611,0,0,0,150
6517.94108684611,8435.96648044693,0,0,0,65
6609.04144385027,8460.60427807487,0,0,0,141
6634.02882731598,8620.49398264763,2,0,2,57
6719.24173687622,8422.30103694102,0,0,4,159
6741.29361488185,8494.32378079437,0,0,5,38
6809.43612637363,8383.78090659341,0,0,2,148
6887.29175848391,8364.96275892464,0,0,3,52
7243.39742840444,8447.463471654,1,0,0,16
8704.01659038902,9660.8438215103,1,0,7,164
8733.50883392226,8909.5011778563,0,0,1,33
8868.28885793872,8887.96002785515,7,1,17,337
9377.66495287061,9470.40359897172,0,0,6,224
9391.83309759547,9373.45214521452,0,0,0,191
10203.7146426787,8941.67516241879,0,0,0,54
12684.8747993579,8891.35060765879,0,0,7,213
12768.9163664436,8947.34071024189,2,0,4,167
12830.391214178,8882.01527149321,2,1,14,324
12838.9547378704,9284.57147508955,1,0,5,488
12861.9806789953,9227.46839635661,3,0,11,373
12903.5398338973,9120.7742233159,3,0,11,537
13044.3645066274,9215.2912371134,0,0,4,145
13110.4247076023,9504.47953216374,0,0,1,84
13156.0837483024,9187.59167043911,0,0,1,183
13171.1125874126,9495.3944055944,0,0,3,64
13357.2313746065,8861.37268275621,2,1,8,311
13034.4344190908,9214.66974394705,1,0,3,293
13026.7508865248,9090.71517223911,3,0,36,644
13037.9948341943,8918.01166472255,1,0,7,498
13073.7637729549,8812.03394546466,0,1,7,298
13123.2576,9033.74,1,0,5,325
13146.9646761985,9191.0414914494,0,0,3,270
13195.1180625631,8805.675580222,5,0,7,328
13174.1492445267,8944.94757940179,13,0,16,471
13169.7164658635,9086.24899598393,1,0,4,299
13215.9345537757,8659.95057208238,0,0,0,140
13235.2779187817,9158.22639593909,0,0,10,474
13280.6964735516,9076.89000839631,11,1,9,534
13265.5544217687,8723.46485260771,1,0,13,230
13379.7963042176,8854.20797330824,3,0,9,443
13399.4524849241,9032.61904761905,0,1,16,544
13421.1563703999,9173.5134847881,1,1,2,495
13472.9904929577,8984.88450704225,5,0,15,495
13506.2753669432,9096.63146139119,4,1,17,513
13501.8778325123,9228.55024630542,1,0,3,169
13541.317990373,8748.2238267148,2,0,10,372
13607.3339663185,8911.35970216381,20,0,7,878
13625.3303752536,9138.64579107505,9,4,4,627
13687.6083459025,9268.99899446958,1,0,4,118
13726.8740100792,8877.12239020878,4,6,14,472
13781.4661609401,8906.53681392236,3,0,5,365
13812.9969599088,8751.2226866806,3,0,4,261
13780.8727361723,8439.93587860989,1,0,0,124
13872.2687214866,8991.18014910426,2,0,9,261
13955.0517587024,8561.88026243849,0,0,0,0
13931.2367303609,9042.93205944798,1,0,5,102
14181.343829355,8440.65363128492,1,0,0,70
14234.981427531,9091.23925710124,0,0,3,75
13945.7570042367,8553.61568949023,0,0,0,59
13930.4021325209,8405.60167555217,0,0,2,126
13933.9154993222,8692.0153637596,1,0,0,65
14007.14464,9087.80448,0,0,1,17
14048.817947617,9227.35938170889,0,0,5,58
14061.5115580907,8497.63614530171,1,0,2,62
14057.4898746384,8784.26133076181,1,0,0,21
14131.0560862866,9154.86594761171,0,0,0,43
14130.05420957,8957.18079951544,0,0,11,88
14244.522103148,8436.66220138424,2,0,2,30
14192.2630697051,9322.86293565684,0,0,0,0
14221.1869119799,9197.86661091365,0,0,3,30
14244.6110513097,9002.07122353785,1,0,5,118
14247.3716906946,9094.05976408912,0,0,1,67
14277.9515449438,8509.82092696629,11,0,2,69
14399.1047856069,8747.60144138539,6,2,51,450
14393.7961840084,9072.4182229768,0,0,8,105
14482.2116463213,8959.05889145497,4,0,22,286
14538.3929597112,9385.82259785017,13,4,50,96
14489.4582869855,9058.71802002225,3,0,8,136
14587.667603225,9203.00024431957,9,0,18,202
14606.6151297626,9029.6129210381,5,0,8,99
14607.5616061606,8876.45434543454,0,0,1,22
14726.0366659709,8997.18096430808,5,0,12,81
14723.9910088388,9325.62191405059,4,2,10,50
14763.8330908335,8822.69548950322,0,0,4,117
14773.0724137931,8637.58307210031,0,0,0,22
14785.826056338,9200.33802816901,1,0,5,149
14819.3927822073,9084.14057910197,0,0,2,55
14865.3214934743,8932.28514786056,2,0,2,6
14861.0250666667,8709.89546666667,1,0,0,5
14885.5621675532,9219.08144946809,1,0,6,16
14885.3375550661,8827.12610132159,0,0,0,21
14919.1116811365,8757.33977900552,1,0,0,14
14980.4538276691,9633.45760384483,1,0,4,2
14969.2076959847,8996.51147227534,4,0,0,17
14961.5131342209,9121.28139618568,4,0,1,10
15071.1732617798,8788.01203042991,1,0,13,24
15014.0363036304,9533.38943894389,2,0,6,2
15045.0795428038,9148.41229297877,5,0,2,16
15082.4913391073,9399.22151898734,0,0,5,3
15163.5989045189,9346.89642723765,1,0,10,5
15147.5496567506,8629.08787185355,1,1,2,21
15198.2888300785,9168.84431465596,2,1,3,22
15183.7420066152,9034.61102535832,5,0,1,9
15223.3440761203,8896.15807243708,0,0,0,20
15312.2566433566,8632.56118881119,0,0,0,0
15389.5105885789,9210.07390097853,16,1,2,1
15345.9832050385,8854.63820853744,0,0,0,4
15378.6183685111,9104.34227039361,4,0,0,3
15418.6729901831,8837.35566463253,1,1,3,3
15507.5896842836,9099.03573493697,4,1,0,9
15503.4216589862,9349.57507680491,2,2,28,8
15519.3637561779,8613.3489291598,1,0,0,4
15527.1251022077,8693.19378577269,0,0,0,13
15578.7470407716,9057.02718106094,2,3,5,10
15613.8159468439,9299.30299003322,3,0,11,8
15658.2574886536,9219.66747352496,0,0,2,55
15666.6628869139,9081.66242721422,1,0,4,97
15678.5535855628,8901.85705239829,1,1,1,43
15678.8066124377,9332.79191813172,4,3,6,169
15749.8180628272,8914.89790575916,0,0,4,178
15761.2447108604,8998.76163610719,0,1,6,429
15783.5359327217,9157.76987767584,1,0,5,229
15784.2440076702,9151.93336529243,0,1,9,197
15855.749960032,8936.85659472422,4,0,6,494
15886.3414928253,9090.3635596286,2,0,19,621
15920.5863416877,9211.3251322143,0,1,12,506
15906.0981638418,9403.95550847458,0,0,1,79
15997.5950819672,8893.37482435597,0,0,24,603
16040.4238322212,9010.62020972355,2,4,12,713
16189.8064317587,9626.56270195415,1,0,15,386
16162.6447204969,9019.99544513457,15,0,7,359
16197.0553422905,8929.57549584133,6,0,3,232
16287.0598313843,8965.95798205058,16,0,2,464
17056.0526735834,8786.09058260176,0,0,0,39
21.5883164673413,9688.14351425943,1,2,4,112
123.293524549098,10111.9762024048,1,3,4,176
45.3669421487603,10521.1278236915,0,0,1,37
55.0385202135774,10349.9931350114,0,0,3,152
60.9525648097077,9455.24765581908,0,2,15,188
128.356620834882,9680.26576241794,1,2,17,104
121.420634920635,9940.20046082949,0,0,20,91
117.23987854251,10471.9949392713,0,0,0,103
130.777142857143,10236.5978571429,0,0,6,228
202.058837236398,9492.83467319119,2,0,11,195
161.519001919386,10337.839731286,0,0,0,67
215.907346491228,9647.58442982456,1,2,22,244
230.723647294589,9350.26693386774,1,1,1,61
224.081032412965,10220.0630252101,5,0,3,167
225.222222222222,9825.72713529856,0,1,8,75
253.163959651222,9940.81244657206,2,10,16,71
347.313474159147,9599.44643833743,2,1,21,140
415.43733479627,10307.2741509152,0,7,4,306
325.164744051911,10102.5201874549,1,0,6,92
378.014728288471,9956.88522092433,1,3,3,67
508.056014792256,10452.2213400044,2,0,2,164
412.833228180862,9637.20736067298,0,0,4,93
453.562127659574,10109.4840425532,1,0,10,206
408.831421006178,9744.6412180053,1,0,17,151
496.058098279227,9530.82765655491,5,4,11,221
459.811954022989,9946.58712643678,3,1,2,37
494.090657822001,9826.71088999447,0,0,12,84
587.608300810567,9423.33721104773,13,5,41,400
615.259419569999,9648.80976371248,4,2,5,167
539.275700934579,9930.17445482866,2,2,9,53
611.751023569769,10014.7775810557,5,0,7,69
581.555390334573,9860.67323420074,1,0,6,19
634.814937012598,10183.6850629874,1,0,2,161
630.558918918919,9773.95621621622,3,1,8,94
694.397830802603,9310.63470715835,5,1,41,411
718.960574868907,9896.11225480676,0,0,8,76
698.547723019339,9777.19900187149,0,0,15,93
710.660658794282,10164.8645121193,0,0,1,34
782.26574500768,9447.01314217443,1,8,21,210
798.078952454581,10041.1386741399,0,1,5,60
802.796633303003,9620.57309675463,0,0,9,48
804.310283687943,10270.8882978723,0,0,0,41
813.091532258064,10146.1491935484,0,0,1,13
834.516868400721,9883.06489827453,2,4,17,54
846.230930427494,9543.82606873428,1,3,9,64
896.431845597105,9501.17080820265,3,1,7,121
893.706040871323,9314.53334830451,2,6,13,419
908.91868244982,9938.51209469892,2,2,14,145
914.466216216216,9690.87575075075,0,0,4,77
998.766092207984,10109.8655177493,0,0,2,38
1012.12393162393,9493.06804733728,1,0,1,110
1045.59670103093,9969.94649484536,0,0,2,102
1048.20919023136,9757.95501285347,0,0,1,40
1027.69236209335,9846.07284299858,0,0,8,62
1171.37021896175,9514.6312370499,0,0,4,78
1150.39543726236,10218.0481622307,0,0,3,92
1250.03803131991,10220.8434004474,0,0,1,52
974.541641151255,10133.0330679731,0,0,2,46
1030.26404926867,10080.3398768283,0,0,7,47
1129.63158561297,9544.23518237082,1,0,3,90
1083.03178320509,9354.76446972231,0,0,4,218
1113.01094456341,9869.68451106353,0,0,4,104
1120.21675774135,9679.28633879781,0,0,1,18
1166.773125,10058.4785416667,2,0,7,55
1227.26271312083,9476.20741289844,0,1,6,99
1212.75,9311.42206325301,0,0,1,152
1278.67706708268,10150.9115964639,0,0,0,18
1273.31385108086,9359.99839871898,1,0,2,94
1323.7972972973,9557.28327383988,0,0,1,41
1314.74538080216,10078.2018927445,0,0,2,33
1318.39480019259,9288.83485796822,2,0,0,47
1332.39256377,10308.7980977086,0,0,0,33
1362.93863216266,9441.16118299445,1,2,3,120
1375.54034334764,10222.3463519313,0,1,1,46
1412.74010791367,10016.7491007194,0,0,0,4
1581.78835289005,9550.46023468057,0,0,0,45
1594.33160123172,10038.0958429561,1,0,3,13
1727.73958174325,10139.0343459014,0,1,17,126
1827.88953866147,9636.42641325536,0,0,1,18
1806.6,9466.14316546763,0,0,2,10
1867.610763164,10131.56947344,0,0,16,130
2000.82330540746,9481.37014470678,1,2,1,37
2089.22784810127,9564.66515404825,2,0,1,87
1925.45216548158,10428.243697479,1,0,6,274
1930.73252562908,9497.6192917055,0,0,1,62
1941.7263681592,9756.1637964026,0,0,2,59
1937.41985353946,10277.2436940602,0,0,4,209
1986.11517241379,10149.575862069,0,0,3,73
2072.38036885753,9546.61443247927,1,1,4,78
2003.03183475091,10342.6111786148,0,0,6,123
2027.58671847404,9925.7230660544,0,0,3,47
2130.73115961556,9705.91116500494,2,2,16,238
2062.70308123249,10005.3641456583,0,1,3,47
2079.9246737841,9410.35794780546,0,0,1,178
2149.41723717528,10066.6347181844,0,0,9,104
2116.80151608911,9912.65903465346,3,1,7,160
2114.69160009683,9312.91575889615,0,0,4,133
2198.65227156713,9432.29423175089,5,5,9,343
2226.83696951584,9801.8601315003,0,1,23,197
2202.46868767451,10229.2971679298,0,0,2,196
2390.43003501119,9734.35900820754,1,2,12,478
2299.61724343675,9336.69122911694,0,0,4,283
2269.7807469414,10038.8415969092,1,0,0,99
2344.9752051685,9934.47302252488,1,1,3,229
2368.18179095538,9413.02905061396,0,0,4,186
2378.75503711559,10098.9863202545,2,0,8,200
2349.45910577972,9489.66684841876,0,0,1,170
2453.29625899281,9296.93021582734,1,0,0,91
2469.17962184874,10200.3783613445,0,0,1,118
2482.49234234234,9450.48130630631,8,3,3,411
2548.37287547693,9845.64585501214,8,1,7,356
2543.3995398773,10295.9087423313,4,0,3,141
2583.42536905413,9386.22744669218,5,1,9,385
2660.20616413594,9811.67534345625,3,1,10,329
2599.18916256158,9683.84113300493,4,2,14,666
2620.73539344816,10155.4991556906,1,0,1,26
2615.00485436893,9322.90919474586,4,0,2,232
2813.290287226,10029.7986016629,0,1,6,53
2678.66853932584,10248.4424157303,0,0,0,23
2694.99935691318,10101.1093247588,1,1,4,100
