Xpos,Ypos,NGFR,AXL,LOXL2,GAPDH
27338.2144504228,1448.64950038432,0,0,0,78
27363.4304837952,1870.00117426022,0,0,0,45
27394.4868351764,2355.53870458136,0,0,0,2
27377.8011243851,1634.92059030218,0,0,0,47
27403.8500371195,1316.87082405345,0,0,0,60
27413.0874233129,1441.73006134969,0,0,0,106
27578.5836823589,1221.93365722902,0,0,0,24
27595.7290669856,2224.28369218501,0,0,0,25
27679.25,1563.13830755232,0,0,0,138
27660.5514223195,1784.02932166302,8,5,0,69
27711.5706775701,1651.32827102804,0,0,0,42
27740.9856683963,1802.58067704472,1,9,0,69
27359.6768465909,1130.89133522727,2,1,0,292
27399.1458620012,1310.75820719481,0,0,0,32
27407.4282674772,1737.56960486322,0,0,0,69
27395.1584006151,1205.48865820838,0,1,0,98
27430.0046102263,1934.67560771165,0,0,0,15
27499.4374410933,1533.25494816211,0,0,0,143
27564.3853959547,1212.00713061364,4,7,0,267
27449.7155399473,1672.46312554873,0,0,0,64
27472.0468497577,1821.98142164782,0,0,0,6
27492.0326223338,1450.08124215809,0,0,0,69
27510.8184267241,1296.46875,0,0,0,80
27544.2972712238,1731.6691014333,0,0,0,74
27548.3021671827,1609.91888544892,0,0,0,78
27568.9153663052,1921.96217931764,0,0,0,45
27569.3875,1386.81166666667,0,0,0,47
27622.5763688761,2032.3265129683,0,0,0,8
27635.2548227905,1855.13369223867,6,3,0,73
27790.3884820748,1584.24866514111,5,0,0,96
27724.982132498,1804.15094558533,0,0,0,50
27699.2644274121,1427.24458972047,2,2,0,102
27809.1738296239,1911.18207981581,1,4,0,117
27697.4588204038,2295.54330499469,0,0,0,13
27738.3516761543,2167.71452667088,0,0,0,32
27696.7864443249,1291.02797202797,0,0,0,140
27728.8367722918,1652.25644804716,0,0,0,32
27788.2452727273,1370.15818181818,0,0,0,234
27807.3426573427,2018.02941176471,0,0,0,22
27787.2268948655,2341.16430317848,0,0,0,90
27849.0317460317,1505.27260179434,1,2,0,293
28031.8456786385,1448.72392142612,1,0,0,606
27888.3862131246,1694.86935580975,0,0,0,131
27916.3188172043,1985.29677419355,4,1,0,27
27965.6062898089,1826.61265923567,2,0,0,103
27968.1845134287,1717.46041158005,1,0,0,129
28037.4793973498,2292.35369395535,0,0,0,27
28095.447826087,1757.9052173913,3,1,0,116
28229.2568972411,1884.80037984806,0,0,0,79
28153.3053435114,1659.67857142857,0,0,0,133
28158.6978588422,1926.77993655829,0,0,0,75
28245.6844574169,1724.19597623267,0,0,0,133
28233.4067300658,1486.02194586686,3,1,0,118
28251.9380645161,1417.48946236559,0,0,0,37
28280.1724642988,2328.66459172464,0,0,0,8
28334.0580825752,1505.14952181012,0,0,0,31
28341.9581126625,1823.59316321618,0,0,0,71
28368.6888348202,1657.52216815355,1,1,0,144
28395.3899408284,1934.0875739645,0,0,0,13
28569.7441388638,1927.22813345356,1,0,0,5
28575.0554962647,2071.73826040555,0,0,0,0
28653.8729032258,1987.50322580645,0,0,0,1
28406.4134009528,2259.88689104042,0,0,0,0
28344.1169786096,1518.20153743315,0,0,0,24
28379.6516709512,2186.57326478149,0,0,0,1
28396.8725602755,1422.18156470395,0,1,0,162
28416.7887955182,2355.89579831933,0,0,0,6
28509.9301006941,1788.4894906638,1,1,0,208
28460.2892699115,1880.12389380531,0,0,0,65
28544.8546385157,1575.56743442099,0,0,0,472
28496.9335382251,2343.72224356512,0,0,0,5
28565.9824236818,1921.52050570459,1,0,0,61
28590.7463768116,2150.55706521739,0,0,0,6
28614.50056926,1722.11612903226,0,0,0,139
28591.5004266212,2071.27730375427,3,0,0,0
28701.8111747106,1489.5212046312,1,2,0,472
28680.3601493551,1866.01391717583,4,2,0,34
28664.493354183,1794.93510555121,0,0,0,132
28756.8777705345,1715.08735332464,1,2,0,220
28920.7852154828,1629.19862330407,1,0,0,321
28769.6358457493,1777.80674846626,0,0,0,94
28830.9164754475,1923.70582836163,6,2,0,55
28898.4911983751,1707.69160460393,0,0,0,128
28967.8898478099,1856.5998515219,1,1,0,100
28913.0224021592,2181.48043184885,2,0,0,7
28989.2947695035,2075.97074468085,0,0,0,5
29070.8037775446,1770.59676210463,0,0,0,206
29083.8801055849,2185.63559322034,0,0,0,2
29010.9016393443,1993.34644808743,1,0,0,6
29114.6899309342,1922.81679389313,3,1,0,64
29211.908583691,1762.03712446352,0,0,0,107
29232.4362128911,1899.40304894357,0,0,0,125
29269.4857462269,2070.72498602571,0,0,0,0
29291.1330472103,1837.4878397711,0,0,0,78
29444.6745739809,1732.9745514601,0,0,0,155
29438.3405467985,1885.38231365215,0,0,0,108
29388.9098995696,2213.89354375897,0,0,0,0
29450.9950870925,2301.98615453327,0,0,0,0
29546.3117522871,1918.29064039409,2,3,0,45
29530.651179941,1833.97935103245,0,0,0,69
29525.3987138264,2344.49276527331,0,0,0,0
29600.660834868,2140.6292203806,0,0,0,0
29641.4353999053,2046.34973970658,0,0,0,0
29655.427173913,1902.60190217391,1,0,0,46
29752.1729388943,1856.51057225994,0,0,0,139
29746.2562458545,1699.39929250497,0,0,0,181
29730.1904388715,2056.77351097179,0,0,0,0
29793.0911466841,2120.39529565501,0,0,0,0
29867.6651480638,2040.81624905087,0,0,0,0
29818.5363436123,1641.95190895742,0,0,0,88
29876.2648083624,2191.54753608761,0,0,0,0
29877.2720247295,1956.76043276662,0,0,0,28
29982.1296542553,1925.99889184397,1,0,0,80
29993.247592068,2119.20849858357,0,0,0,0
29982.7379844961,2207.57260981912,0,0,0,0
30036.9140258216,2008.66197183099,0,0,0,5
30069.5756995017,2201.57110003833,0,0,0,0
30133.2979351032,1811.84955752212,0,0,0,99
30094.5524616626,2125.28934624697,0,0,0,0
30158.8933898571,2318.97440728529,0,0,0,0
30163.4480176211,1716.68898678414,0,0,0,43
30269.5879432624,1768.46737588652,0,0,0,165
30278.3425765454,1932.26112073946,0,0,0,194
30369.2488014131,2079.00075700227,0,0,0,120
30481.9528669512,1821.14572895404,0,0,0,578
30491.0201999592,2067.26525198939,0,0,0,186
30666.7457627119,2384.87519260401,1,0,0,152
30846.2919057985,2258.05541262616,6,0,0,201
30957.7185475622,2387.01585407433,7,0,0,183
31502.4799883991,2246.78016241299,0,0,0,8
31634.2669797688,1977.86867774566,0,0,0,0
31656.4071428571,2147.9,0,0,0,3
31782.4859359845,1799.91949563531,0,0,0,18
31783.6764112903,1948.79183467742,0,0,0,3
31780.9516380655,2142.77847113885,0,0,0,2
31810.7649946311,2229.70348212916,0,0,0,2
31806.3957909029,2343.01154107264,0,0,0,5
31997.8900856793,1978.38788249694,0,0,0,0
31936.0711389606,2179.01621820863,0,0,0,2
32007.1795275591,2186.69527559055,0,0,0,3
32065.1650485437,2362.04368932039,0,0,0,2
32104.6202531646,2268.13368865201,0,0,0,1
33328.0981238585,2197.19458741491,0,0,0,0
33477.5631005766,2215.74887892377,0,0,0,6
33214.663494581,2149.62516521279,0,0,0,0
33282.9426537145,2329.65757809913,0,0,0,2
33212.7381583933,1476.7032967033,0,0,0,13
33311.2621290626,2196.78756476684,0,0,0,0
33376.5,2278.20192307692,0,0,0,0
6815.19230769231,2181.02136752137,7,3,0,73
6872.69771986971,2123.73615635179,2,1,0,77
6990.51445086705,2175.74518304432,0,1,0,23
7561.67299658185,3305.2331940752,0,0,0,41
7695.02682870901,3297.9254758083,0,1,0,31
7657.57036577805,3379.98264104154,0,0,0,10
7990.447642376,3190.10349050827,0,0,0,47
8024.49034240562,3130.00834064969,0,0,0,35
8114.06874864455,3180.77965734114,1,0,0,54
8156.05946684894,3385.81954887218,0,0,0,83
8158.77009345794,3255.45093457944,0,0,0,53
8156.07281903389,2823.55803893295,0,0,0,53
8194.65642458101,3164.37779329609,0,0,0,55
8220.68435852373,3324.6769771529,0,1,0,82
8246.44278903457,2897.01489868892,0,0,0,81
8433.57123203913,3117.78385814736,0,0,0,107
8428.95040615648,3351.30739632322,0,2,0,128
8559.446980408,3358.84992930721,2,1,0,131
8713.19154388213,2881.13581037796,0,0,0,40
8751.22827882392,3051.76841757516,0,1,0,53
8841.9652733119,2793.06559485531,0,0,0,75
8884.60168650794,2851.51736111111,0,0,0,47
8976.29839273235,2907.57232704403,1,0,0,50
9042.85312285518,2830.60809883322,0,0,0,76
9111.52209131075,2740.21281296024,0,0,0,64
9120.47859922179,2889.89348249027,0,0,0,127
9146.06517412935,3103.73134328358,0,0,0,32
9246.1427354069,2745.84902712683,0,0,0,275
9244.84850884138,2875.75402480866,0,0,0,250
9363.4665083941,2785.46922163812,0,0,0,232
9864.45314809341,3317.47236180905,0,0,0,87
10567.9950351936,3252.29694570136,0,0,0,51
10657.8139759036,3331.5021686747,0,0,0,93
10704.0107936508,3210.77238095238,0,0,0,41
10781.4024866785,3168.23019538188,0,0,0,65
10761.5182724252,3116.55149501661,0,0,0,59
13753.4827586207,2536.66457680251,2,1,0,178
13811.1022099448,2467.60497237569,0,0,0,110
13868.4870804871,2513.64508464508,0,1,0,250
14533.143582306,2775.79876722262,0,0,0,355
14600.1954350927,2655.0485021398,0,0,0,188
14709.3492675405,2594.31328707273,0,0,0,145
14729.6377810007,2593.2955039884,0,0,0,117
14735.3563559322,2364.35084745763,5,4,0,125
14733.6222558668,2675.42997728993,0,0,0,81
14737.1446923597,2868.59364435429,0,0,0,177
14809.2482408131,2774.91829554339,0,0,0,230
14829.8400657586,2591.38210427431,0,0,0,345
14843.1121898598,2267.68500539374,0,0,0,80
14914.0317460317,2886.07222222222,0,0,0,148
15854.9341857841,2172.49097405039,0,0,0,180
15971.7792910074,2164.59703585019,0,0,0,55
15934.6931137725,2323.55988023952,0,0,0,58
16173.46038163,2119.28315006468,0,0,0,138
16166.2180124224,2215.50869565217,0,0,0,68
16313.0242898312,2029.84973240016,0,0,0,54
16401.8550434202,2170.90313961256,0,2,0,43
16674.8243785084,2123.07377706496,1,0,0,35
20003.9616833495,2422.527714993,0,1,0,353
20153.0142322876,2287.2681279867,1,0,0,122
20312.2130786187,2881.86113152094,0,0,0,146
20338.8129175947,2478.40979955457,0,0,0,59
20383.4132385939,2615.44552480678,0,1,0,284
20410.342047532,2810.31480804388,0,0,0,47
20400.688410524,3164.85736029572,0,0,0,17
20414.966846569,2033.66383962992,0,0,0,398
20412.428702011,2301.76599634369,0,0,0,99
20464.6813308688,2891.17375231054,0,0,0,27
20500.9250567752,2755.73429220288,0,0,0,22
20569.6657534247,3166.14965753425,0,0,0,6
20552.6760180995,3381.6371040724,0,0,0,20
20574.0341535072,2706.59089239809,0,0,0,10
20620.6337517434,2804.81645746165,0,0,0,52
20701.8130054998,2881.287501348,0,2,0,36
20665.0553777209,2718.0985915493,0,0,0,19
20671.8556938681,3234.95527893038,0,0,0,12
20687.1680847041,2236.03157496691,0,0,0,18
20678.2742681048,2328.6001540832,0,0,0,12
20681.629982669,2031.5472270364,0,0,0,4
20727.1617977528,3121.55355805243,0,0,0,2
20887.5696262795,2189.57295881933,0,0,0,6
20817.6383275261,3020.79094076655,0,0,0,0
20916.4716178636,2616.59757893015,3,0,0,69
20863.9203579418,2840.32796420582,1,0,0,59
20885.5824937028,2095.86020151134,0,0,0,31
20948.3823099415,2699.45175438596,0,0,0,4
20618.1199287281,2711.39706688596,0,0,0,9
20574.2043318349,2329.2394769105,0,0,0,37
20605.5416074979,2578.8449304175,0,0,0,71
20640.8137004552,2015.91839680249,0,0,0,74
20622.2686158063,2186.82000913659,0,0,0,22
20681.6419664021,2262.83108317015,0,0,0,31
20668.092046023,3002.43471735868,0,0,0,2
20732.667455388,3081.1382234053,0,0,0,4
20790.2407535944,2562.2013882003,0,0,0,15
20743.1435168739,2735.16412078153,0,0,0,20
20761.9827539009,2366.42704626335,0,4,0,21
20927.2281461813,2617.0631681923,0,1,0,94
20897.8696663242,2178.20377480937,0,0,0,0
20835.0033777071,2992.43453208822,0,0,0,2
20821.1746459879,2359.24207687121,0,3,0,19
20907.6363236587,2400.71210788625,0,3,0,20
20895.7061452514,2284.42960893855,0,0,0,9
20899.2761849035,1985.59449970743,0,0,0,47
21027.2844018506,2830.33496364838,0,0,0,176
20961.2957025921,2711.29467939973,0,0,0,100
20977.4937541091,2279.02629848784,2,0,0,20
21010.570088845,2058.00296150049,0,0,0,64
21011.8385848535,2417.9082365948,0,1,0,6
21048.9015639374,2515.34375958295,0,1,0,87
21093.8696722864,2696.96703921197,1,1,0,25
21078.4621944287,2347.08072768619,1,0,0,10
21112.0825963124,2020.83960425723,4,0,0,115
21144.7150292778,2474.9084797224,0,5,0,95
21162.1110911701,2130.94382627423,1,0,0,44
21131.5425636008,2977.27788649706,4,0,0,105
21199.1659991099,2267.50763981605,2,0,0,8
21351.1872483809,2574.08883248731,0,0,0,119
21161.2381427858,2824.99800299551,0,0,0,136
21292.0611891357,2804.30452267525,0,0,0,311
21226.8384615385,2633.20591715976,0,1,0,71
21328.5939675174,2093.7815158546,0,0,0,28
21401.2200239256,2289.33256648569,1,0,0,43
21359.9498412698,2874.27597883598,0,0,0,65
21354.2396103896,2611.43376623377,1,1,0,50
21392.9546558704,2161.82672064777,0,0,0,1
21454.9867517174,2011.92296368989,0,0,0,29
21458.674002751,2909.76409903714,0,0,0,67
21457.7468164794,2125.56404494382,1,1,0,5
21500.3975571316,2752.35539795114,0,0,0,152
21513.9913394919,2475.84988452656,0,1,0,93
21540.9029097387,2843.22268408551,0,0,0,35
21741.9061913696,2051.01782363978,0,0,0,1
21910.4519379845,1982.56124031008,0,0,0,2
21924.5433962264,2596.72830188679,0,0,0,29
21522.7504065041,2918.13902439024,0,0,0,10
21825.1276880316,2275.45219535642,0,0,0,21
21551.2691446485,2679.89879086431,0,0,0,54
21583.0006990074,2559.16454634419,0,1,0,12
21624.7479829141,2017.62980541054,0,1,0,13
21598.5877525253,2764.63952020202,0,0,0,11
21636.0456140351,2687.42731829574,0,0,0,81
21677.1994002999,2109.48500749625,0,0,0,2
21722.8118207817,2875.76320305052,0,0,0,51
21710.9465831095,2703.05043270665,0,0,0,92
21781.8322008305,2590.04171385428,0,0,0,66
21796.462358353,2729.9769998878,0,0,0,144
21853.0116953219,2169.52259096361,0,0,0,22
21808.6109807602,2478.64101360863,2,1,0,59
21951.4067618415,2814.39071491811,0,2,0,91
21875.8159771755,2550.62482168331,0,0,0,37
21937.6066945607,2619.30279674081,0,0,0,53
22124.0365575019,2370.94390708302,1,1,0,54
21954.5746855346,2949.27358490566,0,1,0,111
21959.9152777778,2078.17569444444,0,0,0,18
22090.7304955192,2893.91868740116,3,3,0,93
22063.3803680982,2620.65714959887,0,0,0,53
22132.4246194379,2709.90471311475,2,0,0,104
22140.9055505819,2986.31580125336,0,0,0,86
22109.1614173228,2093.55433070866,0,2,0,21
22201.9611801242,2014.02363699103,0,0,0,57
22206.6130507066,2100.02285951787,0,0,0,9
22322.2706076506,2852.51832261341,0,0,0,141
22387.7005022738,2604.34992873142,0,1,0,110
22252.6030534351,2728.11567821491,1,0,0,90
22306.2915004603,2408.76495857625,4,2,0,18
22370.3972217178,2287.53422916288,0,0,0,19
22402.0025614754,2448.47899590164,0,0,0,31
22443.0444444444,2064.03903903904,0,0,0,2
22491.7297595006,2770.94841196989,0,0,0,90
22472.4711616572,2394.1551584078,0,0,0,3
22545.7682161608,2499.4767575874,0,0,0,33
22529.0440463646,2241.03308746048,0,0,0,0
22555.6511091393,3140.59511978705,0,0,0,1
22524.2188679245,2247.54660377359,1,0,0,0
22489.1851851852,2002.54006734007,0,0,0,1
22536.4462851406,2073.99447791165,0,0,0,5
22564.1819004525,3283.6742081448,0,0,0,4
22573.5896188159,2887.73154906732,0,0,0,20
22591.6025726325,2123.3000665336,0,0,0,23
22605.9950937445,3243.36446469248,0,0,0,0
