Xpos,Ypos,TMS,C1S,VCL,GAPDH
4489.02245929253,4879.33015160022,39,0,7,386
4526.57919182536,4792.15745471435,45,0,3,415
4606.52390131072,5219.6734772552,109,3,8,448
4848.78070836473,5294.64468726451,280,9,16,785
4972.23673870334,4753.50908644401,254,4,5,804
5021.63165999384,5173.64705882353,391,16,9,989
5055.9001396648,5032.81040502793,239,2,5,468
5111.00406353897,5401.49335057259,562,18,15,1885
5189.86102062975,4977.33441910966,150,2,2,501
5230.92075029308,4911.03751465416,164,3,3,517
5265.12709237446,4647.82517048977,141,2,3,465
5292.81181959564,4864.90824261275,105,4,4,409
5373.7581541091,5245.94673123487,535,7,22,1808
5354.99820547331,5005.78196500673,226,8,7,725
5380.30695770805,4696.19099590723,113,1,8,377
5487.00969932105,4846.18186226964,58,2,5,534
5516.68360071301,4952.99643493761,82,1,6,361
5543.13930722892,5281.26430722892,137,7,8,563
5530.95531587057,5447.97483307653,233,4,10,872
5564.46331828442,5102.00931151242,201,5,10,796
5572.75798722045,4660.46725239617,165,4,5,590
5654.02272727273,5469.92416007905,162,1,7,697
5807.48675365757,5545.9594701463,356,6,44,937
5867.33765690377,5313.68410041841,302,1,3,993
5958.28257686676,4660.17325524646,184,3,13,631
6067.07024653833,5532.54474839581,194,7,13,755
6083.21219868517,5232.75639152666,202,1,10,600
6253.99641737573,5239.92610837438,130,1,11,432
6384.46926436009,5454.7188444743,98,0,10,518
6478.66163265306,5267.63102040816,226,5,10,763
6487.72199046484,4771.15137067938,100,2,12,721
6770.02350289762,4962.94397939472,60,2,4,369
6843.29357167411,4831.39188724648,80,3,9,481
6945.89967520751,4779.08228076507,46,1,3,339
6977.35633528265,4672.80935672515,76,3,8,542
7148.37934631433,5030.43254520167,183,4,10,715
7271.89713541667,5196.24435763889,163,0,16,759
7272.73822919751,4792.89280426414,103,3,15,867
7283.72268907563,5365.50653594771,141,2,10,631
8053.93129770992,5450.2733778626,189,2,9,652
8159.67414529915,5238.474002849,203,6,22,808
8321.2260111023,5268.35170499603,127,3,7,529
8535.05085235481,4753.54926321872,233,0,24,811
8665.23248407643,5514.07112526539,77,4,9,468
8778.86649116209,5449.17788642347,38,1,9,273
8867.84983361065,5448.35648918469,62,3,12,325
8884.20735607676,5037.8315565032,277,6,14,837
9520.01306913997,4657.85075885329,284,4,18,915
9563.77955959789,4771.55193872666,531,6,31,1692
9972.86542239686,4658.25884086444,71,3,15,542
10026.9233038348,5560.54310062275,194,2,11,725
10310.0934579439,5480.72501797268,141,3,10,614
10475.0297674419,5358.90015503876,161,10,6,487
10610.5078852366,5502.67927037811,149,5,7,660
10608.7235345582,5060.22440944882,143,1,12,405
10610.0748968581,5148.25610917169,161,1,9,482
10691.1038798498,5284.98623279099,264,1,11,724
10764.3695219124,5554.36105577689,268,5,23,661
10850.7140695915,5417.90287443268,248,4,16,847
11138.0357598978,5582.38606093779,22,0,8,111
11144.1321216358,5578.80391471513,128,4,11,337
12252.3220398184,4808.12364652462,141,1,8,355
13687.2627001657,4901.63169519602,129,2,26,252
13776.7648351648,5192.16080586081,329,53,25,932
13837.1570247934,5092.63670798898,339,29,20,851
14206.4192953707,5497.40741499386,150,8,14,874
14645.766078543,5473.58821855435,756,2,55,1093
14713.1337505458,5595.71910929996,182,3,15,355
14860.6437246964,5699.24525889623,119,2,7,328
16082.5186476124,4979.59149529453,187,2,5,664
16187.2475460857,4842.40723006943,200,1,17,382
16184.5137880987,4975.51475568457,199,2,11,570
16298.3848354793,4898.4756795422,189,1,11,305
16329.8077077479,4732.98313930149,174,0,12,440
16328.5150454864,4825.02729181246,120,0,7,232
16406.2551159618,4811.06139154161,104,1,2,206
16424.9376461419,4949.60210444271,221,1,14,415
16463.1088621444,4787.96225382932,118,0,6,351
16536.3739463602,4949.47509578544,180,3,20,382
16537.7213675214,4856.99658119658,167,0,23,372
16787.9095711622,4957.18272218769,260,3,20,517
16948.4228607121,5327.8716427233,205,7,25,758
17016.7952036544,4858.0761324705,136,3,9,471
17011.7211515584,5557.00142755175,150,0,7,479
17112.4672619048,4689.52926587302,40,1,11,273
17141.9997562165,5038.70453437348,266,10,27,818
17143.0621655002,5399.98065047345,187,6,11,615
17174.1007224819,4760.46281342966,87,1,10,442
17235.8714750542,4854.06344902386,49,3,3,347
17271.9074852818,5314.1940005607,157,2,6,500
17328.6412894376,4868.62002743484,141,2,5,481
17365.4335565738,5459.06344730349,477,8,14,968
17440.2550085861,4730.03835145965,38,0,4,476
17507.2190265487,5193.66782553729,187,4,10,570
17590.0282199711,4826.0481186686,122,3,6,724
17660.3949955317,4959.27882037534,101,1,5,334
17740.155730897,5088.99584717608,148,1,2,369
17744.409057971,4991.2402173913,119,0,8,270
18013.4162436548,4668.60342639594,111,0,5,396
18016.2052463665,5074.70648706133,130,2,6,365
18095.5241009946,4990.5298393267,108,5,3,313
18122.76362064,5184.67886999135,246,7,18,681
18183.6895463511,4709.66982248521,205,7,10,672
18365.8760637137,5349.64891992145,456,17,24,1442
18415.5329192547,4722.64937888199,138,4,13,596
18432.5715995213,5106.99800558436,221,4,17,811
18470.4482522276,4819.94105551748,153,4,8,571
18743.4654731458,4855.72122762148,26,1,1,140
18541.4288057743,4683.37795275591,148,3,11,824
18577.7858099063,4966.6077643909,168,2,25,771
18598.2298215803,5518.28058623619,328,2,37,851
18631.2948619632,5319.49750766871,181,7,8,802
18633.9983719984,4822.27594627595,118,0,7,585
18704.1103838143,4939.34186254091,121,3,18,558
18758.5335470575,4848.59079459583,111,1,5,343
18755.811588785,4732.36710280374,193,0,10,704
18780.8595963933,5049.86002576213,185,1,15,636
18823.4735584105,5133.13116223484,117,2,5,473
18824.5148118495,5366.84707766213,98,3,4,472
18983.5782894737,5544.88125,228,5,13,732
19147.0335235378,4657.00427960057,53,0,4,202
19259.5029342723,4756.18955399061,102,0,9,508
19389.4236339697,4977.93581303489,150,3,25,789
19467.5515515516,5429.07007007007,181,17,10,585
19525.9551227773,4969.64606265876,180,1,16,530
19544.8850033625,5622.06590450572,429,39,11,892
19613.14170233,5528.80266286258,136,32,17,408
19682.3697042366,5074.27018385292,103,3,16,312
19701.73960217,4871.40807715491,295,1,16,582
19758.5947735192,4772.11341463415,334,2,25,678
19769.4682230869,5364.22611327281,67,1,21,524
19770.7040229885,5136.74245689655,113,7,13,444
19808.7258225324,4678.58374875374,135,0,7,400
19845.1432867504,4965.9789492305,208,2,14,720
19867.4364670821,5578.4513681929,750,4,11,928
19857.9640474426,5170.20719051149,78,2,10,361
19902.9036591014,4749.59888837425,243,3,8,502
19934.5650442478,5063.89115044248,227,1,15,601
20079.2877475248,5565.23638613861,45,2,11,545
20116.0304994281,5131.40068623713,198,1,8,500
20160.3945409429,4769.32837055418,277,4,18,354
20192.6026349341,4864.30216744581,333,2,14,412
20199.9987096774,5058.51182795699,119,9,9,545
20519.4043887147,5527.26567398119,59,0,0,279
20484.3741244335,4930.52698805109,276,0,14,742
20499.245496439,5511.43024717218,60,8,2,333
20666.7323893171,5015.22853557985,627,4,48,968
20870.9216292135,4678.31657303371,137,5,12,967
20890.7160780669,5223.0655204461,757,5,25,1385
21049.439668175,5146.0116892911,277,6,11,729
21054.5506048982,4912.17645323104,348,6,19,1310
21267.5565905915,4791.18863530508,114,1,9,740
21286.4226146676,5349.79592837871,118,0,15,575
21312.9043754411,5252.38214537756,143,1,12,678
21453.8987987494,5066.32400855685,380,3,32,902
21475.7421052632,4890.39979757085,341,7,14,874
21602.2541198949,4729.06114162885,233,12,12,1628
21639.1438040876,5227.95378383355,168,6,17,743
21642.0894948143,5503.35881565741,152,12,21,948
21776.8411971831,5085.03345070423,682,7,49,1500
21812.5812034079,5228.95127795527,369,4,9,764
21856.9215686275,4713.92822789493,156,6,14,909
21939.4498683411,4746.06785497266,89,5,13,759
22006.0366267907,5383.51085511741,415,26,31,1751
22058.9543325527,5125.78922716628,294,5,9,756
22077.0253164557,5024.37299578059,251,3,9,553
22281.4219838133,5374.79296066253,138,4,11,578
22353.2894548063,5473.89454806313,145,3,23,377
22719.1679002727,5508.60303856642,119,11,13,633
22783.3152777778,5230.01458333333,355,4,36,1094
22838.9350986501,5116.01168224299,714,8,17,1259
22979.3772342427,4945.14879272499,1029,12,18,1583
23113.4990138067,4768.03629191321,159,4,12,742
23710.3836055075,5470.21101504963,151,7,8,679
23808.5448827902,5113.37964551172,125,0,14,418
23806.3049056604,4938.43169811321,68,9,7,399
23814.2333984375,5263.72314453125,137,5,5,424
23819.6895442359,4676.93243967828,64,2,7,402
23890.737635113,4998.68326236489,203,1,13,660
23968.2971460548,4753.51371012871,70,0,6,485
24169.7418244406,5253.69810671256,51,1,4,349
24260.8214971209,5228.25943698017,107,5,7,408
24265.7975995636,4688.93835242771,72,3,2,438
24293.8688271605,5332.97029320988,172,2,3,577
24372.4569200073,5157.5731906403,230,4,12,874
24551.7100614439,5493.54070660522,206,6,7,657
24797.0829383886,4675.54407582938,67,5,6,437
24993.7011572498,4871.66712049013,104,3,8,507
25028.783010157,4779.08194829178,44,1,4,380
25090.2858769932,4663.06150341686,68,0,5,387
25272.1630151278,5435.94314032342,160,2,1,508
25224.6608325449,5577.83916745506,200,7,6,620
25285.3512946116,5542.65150454864,73,3,1,261
25338.1758316361,5274.62321792261,192,0,19,576
25665.0028265698,5432.4857662023,240,0,29,678
25745.265855221,5094.35468716635,318,7,10,661
25809.6004457179,5364.86087233365,108,0,10,485
25852.3526664072,5450.04476449981,117,1,7,444
25984.6491518411,5349.64377327265,103,2,20,449
26032.0617142857,5529.08285714286,113,0,10,564
26055.1796178344,5328.5847133758,28,2,9,438
26169.6146699267,5503.88459657702,432,2,19,1156
26354.5321773329,5499.79084733643,327,5,22,1184
26434.1961165049,5242.27184466019,202,6,21,522
26476.2529902956,5093.48070412999,284,6,15,613
26490.5057194461,5018.67790487658,139,0,6,380
26535.8119391338,5410.21888412017,25,5,9,356
26588.0598864223,4733.45947341249,51,2,10,670
26590.3259615385,5154.52163461538,125,2,5,352
26614.1763645726,4947.38619979403,101,6,8,539
26609.9383354894,5259.72919361794,36,0,7,315
26671.1222707424,5332.57959507741,36,1,12,488
26725.3069158878,5425.11588785047,52,1,11,649
26960.8624557261,5315.35123966942,156,11,15,998
27033.612216884,5933.19595058339,27,3,13,576
27071.8296254257,5255.38524404086,319,14,14,1400
27075.6196467457,5392.51778369223,153,5,14,999
27209.7365351629,4812.62298456261,192,7,15,694
27326.8006986578,4763.30777716492,220,16,39,701
27490.0860004886,4795.15831908136,289,10,25,754
27492.264414249,5056.6647080426,162,1,11,349
27563.5058522312,5381.75493782004,250,3,18,304
27572.5170267301,5510.63749542292,158,2,10,297
27626.340585443,5008.76463607595,136,1,19,355
27665.8291001451,5232.9415820029,145,0,15,357
27713.0242881072,5051.33123953099,109,0,6,300
27738.2842105263,4648.20473684211,117,4,17,674
27884.9142857143,4794.61451247165,66,3,2,289
27927.7515710096,4680.59153749476,70,2,3,327
28459.6830922242,4730.2924954792,43,4,9,419
28516.8701229289,4823.1079636558,65,0,3,399
28578.3183118741,4825.21530758226,57,1,15,465
28619.3121805792,5040.60178875639,154,1,5,516
28653.7984313726,4874.31921568627,66,0,7,359
28796.7663465935,5217.31915866484,61,0,7,196
29399.8746089049,5370.79663056558,236,3,22,841
30567.8464928388,4908.24091076019,232,1,11,494
30678.7351608029,4917.52039715087,348,4,33,694
30733.9289428076,5378.11512750681,42,2,7,257
31091.1249712313,5181.07894131185,239,2,90,736
31159.2621440536,4958.38051367951,325,3,6,701
31282.5797448166,5048.87028176502,271,1,15,720
31384.7906894101,5413.62260127932,145,0,4,356
31506.7574827322,5241.93630084421,131,0,7,386
31584.1758482306,5272.72564757388,107,0,12,352
33206.3557788945,5358.77922948074,110,0,6,351
34471.5390027531,5233.42918323646,456,5,13,1687
34558.4836185819,4672.58239608802,157,3,9,583
34555.93,5326.36583333333,345,0,11,1408
34622.8652226233,4726.85639791416,131,1,7,472
34795.1586314152,4787.79548989114,89,4,6,353
34875.9533043134,4833.7281361298,142,2,5,387
34924.4716066482,4948.4432132964,243,3,13,798
34999.7486258703,4841.0469036277,89,1,6,499
35101.9833194329,4811.11384487073,216,2,19,452
35157.2306800618,4729.40958268934,233,2,53,450
35199.7335818755,5519.45913392601,166,5,15,640
35291.0372184133,5436.86940907607,59,2,7,375
35372.428728472,4819.46537193111,190,3,13,576
35420.7169534969,5090.32881728305,172,4,16,592
35572.6376456162,4971.28264868179,223,6,13,598
35623.0047297297,5437.93682432432,180,5,27,742
35777.7751741609,5113.80620645978,117,3,8,428
35840.9649321267,5195.10067873303,214,8,4,608
35911.4932308818,5274.20270764727,269,1,30,511
35922.23951237,5441.66977411259,378,0,42,806
36036.7832046846,5508.08331115252,81,0,15,606
36041.7017663043,5294.96161684783,210,9,6,406
36046.4736267734,4972.62495452892,141,1,2,597
36065.4856565657,5182.56888888889,240,10,3,568
36075.3688840022,4679.63001649258,106,5,5,447
36118.2120309708,5369.73287671233,59,1,6,188
36155.5178913738,5226.51884984026,109,6,10,392
36258.2369755648,5096.14153988013,228,6,9,580
36268.9462897527,4795.90494699647,270,7,11,916
36291.1393442623,5563.33551912568,257,11,8,767
36388.9715394567,5335.73479948254,184,5,3,661
36534.7693733778,5081.83426028921,231,11,3,705
36602.499674691,5020.80676642811,199,2,5,520
36689.7550798258,5225.51306240929,234,14,7,536
36691.7785077428,5389.31393711872,256,9,1,669
36760.039184953,4976.91483803553,318,14,35,549
36916.7834394904,4992.19017288444,182,11,10,554
36916.8268156425,4731.85754189944,116,5,2,312
36924.503861881,5161.98636983189,265,10,14,592
36951.9916613214,5521.11706221937,289,7,7,843
37010.7705479452,5302.98919915701,201,7,11,492
37033.7191780822,5526.10896637609,70,6,4,263
37040.0070656692,5439.44347464672,60,1,1,175
64.8060070671378,5865.68992932862,275,10,12,1005
156.81610495363,6182.90590364171,211,12,4,913
154.772410589875,5743.37250348351,245,8,6,855
243.475474683544,6033.18512658228,206,10,7,667
334.663098236776,6243.87059193955,224,7,10,730
408.749408050513,6298.33149171271,112,13,12,508
492.486727859092,6483.93798064996,42,5,13,400
478.458315877671,5796.47507331378,177,3,1,746
502.172606774669,6129.21030927835,196,9,8,665
539.374494671077,6257.3605292172,270,6,16,826
554.79201545396,5708.73245331616,177,2,6,800
599.839651957738,5922.0077688005,145,8,6,562
638.463331438317,5616.40989198408,71,3,5,540
764.560465116279,6104.17441860465,147,6,7,526
815.242694805195,6369.85119047619,425,5,18,1682
887.600966183575,6121.16570048309,131,3,2,536
1007.20184842884,6292.86543438078,120,6,10,651
1106.00989373397,5961.21473067058,269,7,4,863
1201.98864809082,6249.67251461988,139,7,4,596
1279.10944076969,5665.75075165364,277,5,12,1175
1663.16954787234,5760.28723404255,348,6,11,860
1678.44057297716,6232.85985288424,339,1,20,516
1712.56174024312,5674.38163787588,47,1,4,331
1794.08144927536,5949.15188405797,231,1,13,461
1814.31488011283,5771.06382228491,153,4,12,603
1860.55837563452,5647.00876788186,204,0,16,525
1888.41244661379,5869.76143990238,197,3,7,604
1911.09724186704,6134.77439886846,485,1,37,644
1964.04298874104,6269.39849880587,236,1,19,303
1966.50404749056,5798.1958985429,159,7,8,543
2030.79270633397,5585.3075815739,193,0,8,414
2042.43084370678,6499.40318118949,188,0,8,567
2130.55688246386,6271.50659962288,157,0,4,284
2141.54929577465,6169.1229817932,178,1,15,550
2196.58637709773,6298.3292201382,191,0,25,278
2248.05472,6436.98848,172,4,11,594
2267.16181988743,6250.21200750469,123,2,19,401
2305.79945615228,5955.80557443916,226,1,20,283
2316.68160597572,5786.65390600685,184,0,4,494
2345.16156890968,5593.44404462037,67,3,10,454
2356.23002832861,6342.99886685552,197,0,8,332
2363.62951807229,6065.09299698795,398,1,17,437
2384.50938967136,6476.67270288397,202,8,19,671
2430.71678548283,6296.5453661698,220,2,10,522
2484.27644024076,6199.90584694755,309,2,6,517
2499.09863672815,5703.21251002406,197,5,11,705
2600.44651162791,6014.75527728086,355,3,4,745
2603.652995577,6217.10454362686,372,0,30,594
2702.13221449038,6150.86614817847,196,2,18,506
2826.28423040604,5776.66100094429,153,2,17,489
2897.76248266297,5950.88557558946,114,1,8,431
3020.30186315954,6369.25285736653,164,0,22,752
2986.86300121507,6119.8432563791,198,3,10,638
3294.37309562399,6288.86450567261,347,0,28,494
3607.31608451919,5944.83786114705,337,5,6,970
3660.74224643755,6062.96227996647,352,2,11,856
3723.02248821182,5671.43924555676,270,6,18,1301
3978.24061810155,6210.52832965416,192,4,11,565
4039.33320754717,5762.19660377358,278,7,14,854
4505.73066132265,6082.66853707415,345,0,16,525
4550.03700657895,5978.81743421053,259,5,6,637
4620.72983747317,6081.03587856486,461,5,32,625
4678.97738951696,6200.92805755396,389,5,6,418
4778.16451274886,6732.99301432064,230,2,15,290
4814.0980003603,5789.91460998018,419,9,15,910
4843.66376250403,6641.08777024847,349,0,14,845
4820.16398243045,5601.58711566618,227,12,12,880
4924.91413237925,5672.68694096601,92,1,1,250
4973.07021604938,5809.98649691358,322,6,9,813
5000.72,6041.77727272727,276,11,8,650
5007.61061400802,5647.16846652268,130,2,4,450
5239.88316965797,5624.11886217406,124,1,11,606
5268.73047473201,5691.72511485452,206,5,16,730
5359.61157191989,6092.88812462068,949,9,13,822
5465.16049382716,5746.52331961591,168,4,11,529
5545.54065620542,5582.11031859249,97,0,5,398
5616.51328068916,6300.59619526202,182,0,11,512
5672.12585969739,6390.2386519945,195,4,13,943
5732.7766955267,6329.43759018759,129,1,24,583
5885.93755609694,6151.39799974356,608,7,56,1883
6182.71899255504,5678.00776176144,201,7,17,1059
6415.69012933969,5721.64465622873,260,4,15,1083
6607.57219973009,5634.32354925776,293,3,21,1021
6738.08893643032,5822.53789731051,349,1,15,825
6919.06479750779,5756.04569055036,669,7,39,1254
7369.46254409629,6151.10520854949,218,6,11,620
7416.55950184502,6278.76153136531,136,2,10,474
7724.77839578454,6211.22277517564,268,0,16,683
7739.71162708259,6445.75026586317,450,2,29,1255
7873.27990285367,6131.0197328476,270,1,9,605
7867.83927657396,6361.29790138202,383,8,42,933
8104.51718396164,5984.22838683895,432,5,32,1844
8215.93805309734,5866.23381462506,224,4,14,1048
8304.74298090807,5782.13508743783,84,1,21,559
8409.88059105431,5924.07867412141,180,2,11,625
8562.07524898561,6072.24714127628,115,6,21,547
8619.2259913999,5586.12517916866,169,2,4,591
8660.17941851569,6166.28423871461,140,1,3,484
8720.77015437393,5986.11435105775,89,0,5,284
8772.59340659341,5686.66593406593,142,6,9,619
8777.81472332016,5907.89081027668,137,1,2,368
8785.92296368989,6016.82875368008,150,0,2,373
8908.7643647865,5614.1713231418,183,3,8,610
8910.82955206515,5756.05875509017,231,8,8,583
8991.91798107255,5938.84452456061,124,2,4,369
9000.62781065089,6088.67633136095,169,1,6,384
9080.11933797909,6140.62717770035,180,6,10,478
9108.16077003122,5978.34495317378,155,1,0,410
9125.37691001698,5872.80192416525,138,2,3,560
9154.54758190328,5621.13624544982,187,5,7,731
9157.49225663717,6216.58296460177,87,0,6,329
9216.54386865059,6240.61672652642,118,3,6,477
9265.09162790698,5868.47674418605,131,2,4,440
9287.534375,6174.456640625,84,0,12,377
9364.87073170732,6215.46243902439,30,1,2,198
9398.9766446088,6308.52705332814,81,0,5,316
9417.72744945568,6002.85614307932,163,1,7,501
9471.01296111665,5586.61166500499,169,1,5,580
9476.36500395883,6167.39429928741,179,3,9,568
9502.30986352357,5704.95688585608,191,7,8,620
9558.08063759963,6298.49460853258,214,5,12,948
9701.75946173255,6187.44449116905,263,3,10,715
9760.87430997877,5933.29214437367,240,3,5,669
9802.97934660158,6459.32369508074,393,9,38,1451
9829.3550295858,6195.99226217569,138,5,9,482
9887.18701825558,6412.78864097363,267,3,17,878
9935.68584320361,6325.73265651438,146,2,4,523
10015.870311253,5656.51835594573,49,0,6,474
10171.1985383678,6480.77588306943,427,9,18,1791
10222.7329243354,6256.40122699386,221,4,11,940
10282.0382513661,5643.5321797207,289,0,33,545
10291.2305031447,5778.40566037736,231,1,30,332
10327.0960609439,6871.86937941286,74,2,3,90
10366.231670755,6196.56091578087,152,4,10,729
10480.2948192322,6086.09504286247,283,4,8,856
10525.6320621469,5726.5063559322,280,0,13,893
10585.9521435693,5617.94466600199,360,1,8,767
10738.0132394366,5775.36225352113,553,5,52,756
10765.1083306937,5670.1837187203,303,2,35,492
10817.7074873096,6461.69289340102,435,5,21,1355
10856.6751246035,6362.19347530584,540,15,22,1975
10938.6659651808,5777.45666730438,397,13,36,1251
10932.0856911884,6428.22392886015,239,6,19,907
11132.8608236965,5603.38831405965,13,3,2,73
11131.2800480769,5626.52283653846,160,8,19,723
11153.9009230769,5579.96123076923,137,9,20,500
11198.4648817802,6066.06710709318,243,1,16,927
11222.5486758672,6172.07907497203,162,4,17,593
11226.1291936433,6390.19894055327,109,5,9,506
11312.2133831132,6262.19557725445,102,5,10,409
11354.7685290764,6000.02166476625,85,0,10,411
11390.8289146645,6074.756006628,60,2,5,252
11405.101521164,5783.87169312169,755,18,42,2135
11441.9816176471,6421.18067226891,206,7,5,404
11486.0745596067,6028.68004916018,104,0,6,366
11561.9269474469,6082.46142377935,183,6,10,546
11587.9680935921,5811.35549056102,212,13,32,670
11677.6258079962,5707.61934402681,593,32,51,1732
11679.2676616915,5900.71915422886,255,20,24,889
11698.630153696,6330.69773115394,244,2,12,586
11783.3623385452,5772.78585995921,491,17,30,1783
11844.6958645392,6410.2119830674,89,8,17,181
11911.5912208505,6140.8549382716,582,17,66,1028
11955.4072557051,6362.52954944412,224,10,32,410
12027.5898271927,6460.51613955005,331,15,11,1006
12061.6183708839,6053.65441941075,401,8,13,1513
12082.6625037169,6316.78233719893,218,9,21,509
12231.4987421384,6299.26509433962,119,6,5,519
12334.1263463448,5684.53120464441,516,9,24,1754
12313.2319967267,6200.21644844517,171,0,11,463
12335.2038505096,6379.3479614949,180,6,6,536
12356.7389805467,6106.63678896823,331,5,15,1003
12343.8557391693,5611.53193389906,136,4,7,681
12391.9795268426,6256.27070063694,151,0,7,383
12496.6776617189,6089.16859080081,241,1,19,779
12490.4469064748,6368.31654676259,119,0,8,466
12575.9770463404,6271.24599393677,80,3,2,313
12650.469738277,6373.4953653217,336,3,10,733
12646.0326678766,5704.61343012704,68,2,18,607
12648.4059196617,6134.2156448203,255,1,9,964
12835.6914849856,6441.69354175237,512,10,30,1101
12846.1783271962,5788.91741188848,60,4,11,528
12921.5724907063,6265.26818906001,149,3,10,638
12974.9147366868,6366.84083198112,282,9,46,742
13146.6999609832,5727.56106125634,139,2,6,724
13179.0459958932,6454.79178644764,351,24,19,619
13188.0595611285,6378.70114942529,232,3,13,514
13231.1498470948,5857.13047910296,122,1,6,584
13262.0371886728,5944.00102354145,97,2,5,400
13270.3427167113,6250.47363717605,168,4,1,427
13354.136589404,6193.45033112583,148,1,10,548
13367.7027677497,6294.01985559567,114,7,16,435
13442.8027421495,6341.33569217161,194,2,15,574
13484.8490642799,5709.1737184703,85,3,14,591
13518.4944124619,6484.73179817135,293,4,10,804
13566.3589576547,6404.8986970684,113,2,5,329
13721.6300578035,6128.5732177264,140,1,2,345
13769.5883208645,5991.6783042394,280,8,17,1128
13735.3818181818,6272.76652892562,135,1,4,432
13789.8122555411,5738.32750977836,121,4,7,1101
13803.7307865169,6163.88808988764,157,0,2,566
13854.7149362477,5789.44626593807,103,1,6,782
13890.0964089291,5980.63571659657,206,8,6,554
13955.8476374156,6806.80882352941,162,5,3,464
13994.9181333333,6377.01573333333,139,1,15,813
14343.7034299231,6349.88261383797,250,19,10,978
14599.8630363036,6187.18646864686,243,7,11,1109
14601.3928790669,6443.0890116636,299,22,25,1140
14614.3858490566,5961.08616352201,412,7,10,1022
14678.2898738872,5728.47867210682,572,11,24,1191
14712.756651777,5600.92076131288,125,1,10,255
14795.9310824922,6092.1775147929,93,2,18,423
14836.2369305668,5715.60762721688,239,3,13,546
14865.2299431459,6132.43209096652,208,70,62,444
14947.4930898322,6384.43534057256,161,15,23,771
14987.745966771,5699.51119672526,585,3,31,1072
15270.975,6028.25977272727,350,12,16,1721
15406.1046303402,6545.31244137461,178,3,11,440
15751.4449917898,6178.78723903354,136,6,3,597
15756.5385288967,6180.85551663748,234,14,12,994
15770.0085826385,6079.95586071604,395,16,10,1505
16106.2205253513,5872.47464874771,76,5,7,375
16172.5292439372,5854.04089396101,47,4,12,282
16223.8194714882,5949.99582753825,359,2,14,707
16547.1887664415,6390.6427301813,135,11,9,617
16553.2389285714,5973.00571428571,144,2,10,658
16640.4419243986,5992.09003436426,270,6,12,920
16695.5787649653,5885.84120982987,100,3,6,358
16889.2738838769,6170.54984964145,189,11,12,666
17098.0837083708,6365.51095109511,163,1,11,494
17120.2803814714,6061.36948228883,193,5,12,622
17263.1401486989,5739.23345724907,495,6,13,991
17279.8849104859,6447.53026427963,33,2,1,274
17351.1184466019,6267.47928802589,366,3,12,920
17507.5509193777,5808.14603960396,160,5,14,1102
17593.3018867925,6049.60602647142,122,2,14,552
17623.1807413068,6454.3645395491,159,2,5,617
17679.389441469,6151.38982402448,214,2,16,635
17731.8514748108,5871.52362307492,375,1,9,700
17749.2003762935,6460.63499529633,75,2,7,445
17753.659096644,5755.38657582639,131,1,15,472
17785.92310003,5662.81766296185,231,1,13,539
17907.1971201589,5844.35824230387,368,3,24,941
17879.6855575868,6010.49954296161,271,6,8,842
18212.0959313177,6148.92049272116,524,2,13,1270
18321.9365684575,6119.69774696707,84,1,11,528
18347.9433601225,5976.75392269422,81,2,11,442
18418.1460631419,6069.60289083302,32,1,10,409
18514.0350707851,6122.60521235521,118,1,8,494
18574.312390925,6443.19546247818,176,5,6,643
18564.2254533014,5814.1789257612,133,1,6,461
18691.8569420035,6447.54270650264,216,7,12,813
18776.1946835443,6140.66278481013,78,24,8,324
18992.4284774745,6358.92370930615,287,6,16,698
19040.5089340727,5667.02895871842,203,10,10,557
19115.4832187626,5872.07440355843,311,4,28,638
19132.8561967833,6123.27373068433,362,7,14,710
19205.2621145374,6329.68144273128,366,9,14,1025
19208.0430489731,5817.75829383886,419,12,16,619
19330.5686168779,5972.80210299272,699,16,62,819
19452.4717315568,6001.78937717743,715,14,89,903
19365.279040404,5903.45328282828,288,6,13,500
19437.3558312655,6310.59255583127,413,13,21,755
19545.0690607735,5620.67624309392,38,5,9,166
19585.5483993902,6249.1074695122,208,8,24,508
19619.9520856821,6387.802893649,186,10,13,720
19647.8748275862,6161.03896551724,63,15,4,404
19794.3745039683,6468.70436507936,212,1,17,446
19875.2236024845,6135.49767080745,163,0,22,275
19886.6030334728,6494.30230125523,56,1,2,186
19917.1328395062,6062.96148148148,233,4,22,332
19946.3481747788,6282.38246681416,232,1,9,534
20006.0949796472,6443.12256897332,173,1,7,314
20029.7383373206,5955.23385167464,572,8,36,888
20205.6805125939,6321.05302695537,255,7,21,983
20229.8343885372,5836.22425858047,134,5,14,789
20644.8910593539,5754.12096168295,33,1,0,211
20375.4578616352,6117.6072327044,115,0,12,132
20466.827446652,6194.00772626932,259,0,24,157
20562.9519763576,6072.51606944958,323,1,16,260
20674.841453831,5664.47269155206,71,3,9,445
20653.887599267,5753.39951130116,268,13,6,988
21102.8402649007,6459.92874172185,320,5,4,688
21138.4314190793,6283.53607024205,287,1,12,499
21279.7776684702,6160.93236596163,216,7,17,671
21317.0475068708,6323.27051433058,182,9,3,481
21568.2314990512,6379.87666034156,65,7,10,481
21619.3617021277,6234.10201854883,156,2,15,687
21634.6797474064,5908.78709968426,296,5,18,739
21646.5092491839,6109.87704026115,175,6,17,793
21667.1268543748,5985.94308204662,125,0,17,488
21745.384057971,5886.53737604882,234,8,9,587
21889.0155292195,6288.28606456886,125,3,3,553
