Xpos,Ypos,TXNRD1,EGFR,LOXL2,GAPDH
7007.66649537513,669.970709146968,20,1,0,292
7011.70629722922,264.736523929471,65,0,0,589
7062.05844417574,160.790407093914,78,6,0,404
7154.98270537369,811.975293390982,16,0,1,383
7176.31527093596,604.674630541872,41,0,1,507
7242.45745887691,433.876063528077,62,2,0,484
7249.33027943197,267.597114063216,88,7,1,555
7246.1876724931,91.8157773689052,104,7,1,800
7247.33318284424,876.400902934537,65,0,1,765
7297.39145299145,369.225641025641,39,1,1,221
7370.4859197124,475.237866986219,36,2,0,391
7433.64047510279,567.559616263134,30,1,0,503
7419.92921042396,679.131466355504,80,2,0,721
7479.67791886033,764.413750387117,47,1,1,847
7479.28088235294,356.191666666667,6,1,0,311
7641.52240379547,188.645229309436,25,0,0,364
7672.20482692918,462.217211813274,48,1,0,556
7736.49331848552,797.991091314031,6,1,0,341
7813.57796451914,621.355275443511,23,3,1,456
7810.81995464853,160.098412698413,22,0,0,448
7961.16633896972,401.059378686591,62,1,0,419
8086.54050685501,581.054009140008,46,2,0,375
8198.23494736842,348.104421052632,74,1,0,510
8259.20230414747,966.136866359447,39,2,0,436
8297.18846153846,247.953365384615,137,2,1,575
8311.46052631579,420.822368421053,16,0,0,208
8471.42148760331,879.542975206612,8,0,0,174
8376.09949195597,838.869602032176,28,0,0,417
8385.53597587247,693.180525635502,4,0,0,74
8401.438239159,468.539421813403,11,0,0,130
8455.3492343934,540.166666666667,12,1,0,100
8479.82093862816,464.379783393502,16,0,0,135
8521.41176470588,116.814131569788,32,0,0,267
8523.73646209386,898.338748495788,5,0,0,135
8543.47921323201,376.823871256147,16,0,1,191
8544.13578088578,623.557692307692,11,0,0,99
8559.79903439952,482.870850935425,12,0,0,86
8631.00698602794,815.888223552894,2,0,0,54
8636.1084957705,663.863184994483,23,0,2,217
8658.43484626647,161.520741825281,12,0,1,183
8714.76950718686,498.991786447639,10,2,0,200
8765.15382215289,322.960998439938,30,0,1,287
8808.90189393939,156.217424242424,52,0,0,353
8847.40944614339,635.486578321441,18,1,0,153
8884.26236335242,288.008849557522,10,0,1,198
8997.3317535545,946.04897314376,24,0,3,203
9019.43632416787,478.099493487699,27,2,1,211
9073.22972237343,116.208492106696,22,0,1,285
9096.52296211251,412.1205510907,14,0,5,234
9177.09573934837,735.718295739348,9,0,0,193
9241.88537952114,815.974528782476,11,0,2,240
9287.98053322048,222.532374100719,22,0,3,260
9322.41904761905,681.302380952381,1,0,1,107
9337.89730241363,751.09559867487,13,0,1,140
9351.73505059798,549.304967801288,9,0,3,148
9371.87373396354,650.357191087103,3,0,0,127
9426.08226037196,485.537553648069,17,7,3,372
9572.61970393058,84.2511485451761,15,1,9,309
9688.45030425964,264.818965517241,37,0,4,319
9746.29347284504,342.805181863478,8,1,3,302
9858.70475227503,429.666329625885,32,0,1,357
9891.40780730897,107.242524916944,50,4,7,452
9938.67307692308,177.151442307692,36,0,4,347
9950.17164898746,704.563162970106,61,1,5,618
9978.79230152366,69.8901363271852,55,1,5,615
10022.5647027172,905.875437180522,44,1,10,888
10028.403210576,783.06547056972,26,0,1,608
10059.5445482866,424.310591900312,101,0,11,955
10122.3139770425,273.203241053342,34,3,7,509
10142.1013941698,370.43810730883,37,0,2,452
10235.7157686604,779.946613939694,16,0,0,302
10268.0752464971,503.072911261028,40,4,0,707
10254.7114197531,225.163065843621,49,2,2,645
10312.5748843828,825.726076129491,32,1,0,516
10338.3926530612,944.951836734694,75,0,1,743
10459.9835301429,163.233685518956,140,1,3,923
10591.0729332625,94.1216144450345,136,5,7,1019
10555.092879257,223.499336576736,131,1,1,706
10675.2664877301,798.600076687117,14,0,1,322
10685.823368325,467.208580556823,21,0,0,382
10813.332122093,909.609738372093,24,1,0,380
11012.7004579517,456.052872606162,89,2,2,906
11011.3909185804,211.664926931106,61,4,2,744
11048.2678787879,34.9642424242424,30,0,0,428
11124.186440678,140.037933817595,2,0,0,172
11184.9195183777,182.830798479087,0,0,3,77
11325.8595953403,321.340895156346,1,0,0,116
11454.3778195489,635.293984962406,6,0,0,279
11497.0851498638,289.807220708447,0,0,0,43
11532.5995475113,38.3717948717949,0,0,0,65
11565.2563064466,547.721270632202,2,0,0,293
11563.7169059011,878.61004784689,1,0,0,95
11612.3849080533,350.687381103361,0,0,0,80
11681.3914919852,936.113440197287,12,0,0,176
11855.7757352941,287.722426470588,0,0,0,134
11864.8877697842,722.910071942446,0,0,0,110
12071.6976909414,866.701598579041,17,0,2,507
12172.842883549,49.6467652495379,47,0,12,225
12149.0854092527,593.568208778173,15,0,1,297
12220.8102372035,613.162297128589,6,0,0,105
12306.2174875484,929.946873270614,7,0,0,214
12306.3676552882,749.683268047006,3,0,1,195
12411.1243210622,713.617984308992,7,0,1,218
12463.5902122642,319.035966981132,10,0,0,248
12506.8354166667,177.891666666667,133,7,3,449
12517.1096687556,392.706803939123,21,0,11,246
12600.433008982,146.008233532934,46,2,2,545
12813.939564867,915.290357238786,62,0,2,480
12904.6103392569,927.482714054927,41,1,1,270
12912.7084337349,126.185542168675,32,1,32,292
13031.9604528536,405.37391439206,7,1,1,213
13058.5226654578,51.6831368993654,2,0,0,43
13225.4340918849,57.9476170030056,4,0,0,27
13221.8712029162,441.456561360875,8,0,0,151
13258.5325636471,831.55595026643,1,0,4,88
13255.8903098869,337.771765863256,9,0,1,129
13273.7684258417,253.8271155596,0,0,0,22
13271.7662822252,733.022388059701,5,0,0,96
13335.1661490683,139.491200828157,8,0,1,147
13351.8471910112,490.250280898876,2,0,0,134
13403.6898313746,684.902401635156,4,0,3,76
13464.3363148479,349.868131868132,6,0,0,171
13554.4563462949,667.331376864759,7,0,0,61
13608.9280120482,919.224096385542,17,0,0,321
13697.4455764075,316.626273458445,46,1,0,269
13797.5442509975,426.421109902067,44,6,1,237
13815.8765880218,662.360902255639,20,4,2,198
13804.6996507567,64.5244470314319,1,0,1,4
13854.9444155844,833.957922077922,1,1,0,25
13870.1011804384,912.14502529511,5,0,0,140
13884.4523309534,583.70054598908,2,0,3,89
13915.5546525803,312.926046322633,14,3,1,131
13924.6138613861,451.159830268741,11,0,1,36
13958.316892725,907.317509247842,1,0,1,48
13981.1675814124,214.122575923893,5,0,0,4
14033.013202934,516.880684596577,7,0,7,183
14116.7261654767,470.882822343553,21,0,8,247
14095.6346153846,781.271106941839,0,0,2,3
14129.0395977373,614.840980515399,15,0,0,150
14138.993161494,725.557075223567,1,0,4,52
14159.6121437423,23.5817843866171,7,0,0,27
14164.1881492882,134.596383224317,10,0,1,4
14304.3742911153,486.164461247637,7,0,0,104
14378.061663286,283.32738336714,25,0,0,64
14468.6755691769,81.3568301225919,17,1,5,199
14505.3209109731,592.579414374445,10,0,6,64
14544.9508437271,399.511078503302,52,1,12,256
14678.2744759556,857.919605425401,16,0,2,65
14658.0360824742,731.744845360825,16,1,15,87
14732.0530541012,604.721815008726,23,0,1,64
14783.7455795678,147.393909626719,27,0,2,195
15172.3853820598,373.274640088594,13,1,13,460
15174.66625,273.084583333333,28,1,61,931
14841.8355754858,533.995515695067,29,0,2,171
14927.0275629307,424.394459288426,40,1,13,585
14897.7267694741,219.206010280743,32,0,2,223
14912.2868169188,830.90243902439,17,0,7,300
15009.0754173863,20.2864133563615,17,2,8,262
15093.958898798,587.299340829779,13,0,3,350
15200.68437869,325.513787594638,14,1,38,570
15348.7735247209,620.80754917597,22,1,10,334
15421.9771021021,501.717717717718,31,7,4,379
15447.1519547578,700.506024096386,35,0,9,490
15433.8846153846,945.296503496504,34,0,3,526
15586.8018193632,905.105912930474,12,0,1,478
15599.6755508173,242.23631840796,35,3,47,454
15711.1347869177,426.177651139742,28,5,9,532
15749.4039597082,709.408127822161,29,0,11,603
15809.8250131372,434.496584340515,10,0,4,312
15880.2849907919,855.58379373849,5,0,1,255
15957.7591987808,479.101676464185,31,2,13,535
15937.0668229777,321.957796014068,13,0,0,308
16097.8607255905,455.439006574142,31,6,4,389
16134.9030062394,681.579126488939,13,0,4,372
16150.1619484825,337.106350420811,34,5,2,660
16169.1828631139,593.134796238244,19,1,12,415
16187.2666459241,438.810205351587,44,6,7,485
16276.2434741338,592.902230659706,16,1,3,362
16311.4884047786,427.120168657765,98,7,3,561
16427.6401971522,36.0805038335159,200,0,3,695
16505.4379410544,398.481112494811,129,2,6,603
16591.1459369818,1079.43034825871,25,1,0,341
16661.2866135124,165.285774234159,23,0,15,357
16697.8303452855,445.700199203187,56,0,0,349
16693.8387548094,549.895767750962,47,0,1,269
16782.5583015425,89.1280477691159,138,3,2,460
16773.0917467949,505.279246794872,36,0,1,259
16875.5612113402,885.666451890034,29,0,0,237
16840.3141695703,942.01800232288,44,1,9,317
16945.9403341289,74.7045876425351,52,1,0,515
17349.6129505448,76.668692372171,149,2,2,871
17515.9386401327,1059.89469320066,16,1,18,390
17746.6651685393,61.9475655430712,25,0,2,461
17838.0721229225,125.504860457824,26,0,2,400
17862.5335948995,259.788131436979,16,0,1,276
17970.2355620628,961.101838295103,103,3,10,1221
17947.8067158067,523.186732186732,13,0,4,387
18004.7694821518,895.16918049271,42,1,12,669
18012.1079027356,572.245440729483,17,1,0,191
18023.2352268395,123.227983225315,27,0,4,467
18019.8437047757,439.234442836469,18,1,2,315
18093.1605024424,533.435450104676,10,0,2,206
18096.809314034,72.9282567652612,9,0,0,173
18134.3131081855,601.472810532341,15,0,0,233
18187.3541162228,200.098668280872,10,0,2,210
18475.419053964,223.934710193205,12,0,2,138
18539.8010089686,205.176569506726,12,0,0,36
18563.6559616094,73.1199704688077,34,0,0,54
18656.5041289815,136.822650412898,8,1,0,10
18786.6917680865,510.859364435429,37,7,0,9
18728.9526252263,219.93783946892,13,2,0,7
18860.8736048265,323.378280542986,5,3,0,3
18966.3722837228,454.658466584666,10,0,0,4
19005.6743801653,643.672727272727,6,3,0,6
19061.324442025,329.727272727273,7,1,0,30
19112.6668625147,307.10928319624,6,0,0,24
19140.6772117962,218.592493297587,29,0,0,145
19248.3782831518,512.916079436259,21,1,0,136
19345.8674084376,326.794158553547,33,0,1,344
19342.4863387978,74.6180935033394,27,1,1,304
19364.6899900892,545.437859266601,7,2,0,9
19436.84375,371.207543103448,19,0,3,359
19451.3895850738,196.998886104149,16,0,1,339
19484.292476754,81.1580726965342,15,0,1,412
19514.5068172965,595.20763537203,12,0,1,187
19582.8303812669,384.50885619934,57,0,27,469
19592.0772104608,201.699667911997,28,1,1,370
19648.3534457261,49.1742088139604,27,0,5,215
19672.7646062659,523.356477561389,28,0,0,308
19685.1664835165,311.715934065934,24,2,5,280
19695.6326650943,136.857900943396,48,3,6,456
19763.5969827586,622.855603448276,21,0,2,295
19769.6366229321,346.438106103822,63,1,0,555
19846.8247070312,18.1640625,54,0,1,334
19893.7162140702,696.690487533746,53,1,6,427
19882.3215258856,523.224795640327,52,0,0,370
19903.8693825356,825.085129704056,45,1,1,566
20055.2862119013,282.954136429608,40,0,7,555
20134.5286750165,20.1351351351351,32,0,1,162
20174.5702314445,96.6296887470072,64,2,2,414
20215.1285988484,505.304542546385,34,3,0,282
20391.8503289474,597.984962406015,59,1,4,69
20438.3398526077,959.149092970522,9,0,6,125
20486.4336376404,251.819171348315,91,5,12,65
20527.0826846202,770.369450873133,42,0,10,3
20773.9699738903,616.38772845953,9,0,9,3
20960.5116900468,240.220106880428,109,0,26,16
21063.9719210453,798.69696969697,22,0,4,3
21065.8871128871,274.648351648352,58,1,19,13
21060.0635866865,406.817188276205,11,1,3,6
21171.8688870152,419.985244519393,20,0,8,66
21266.9650548558,463.61641609102,15,0,5,94
21305.1417218543,712.15408388521,13,0,7,17
21285.8763882183,849.953645581845,15,6,13,81
21406.543203082,880.243441570354,54,1,7,293
21490.3055677334,415.958351600175,10,1,10,125
21508.6879194631,36.2832214765101,14,0,17,109
21606.9702998847,553.84630911188,87,1,62,313
21611.4575617284,11.4313271604938,13,1,7,75
21647.6727803251,668.602751146311,12,0,0,151
21697.8169273229,262.021159153634,50,3,9,352
22059.6328392246,927.953249714937,27,0,1,224
22090.3783403657,290.39099859353,39,3,10,372
22223.5149822245,932.406805485018,35,0,1,124
22386.0028448276,244.889482758621,31,0,31,188
22482.818805373,411.569591311803,2,0,0,33
22572.4512595838,535.741511500548,2,0,8,36
22613.027027027,237.460777851022,11,0,11,53
22888.4744790094,246.978254303836,15,0,15,151
22991.4723404255,304.304746317512,31,1,3,118
23231.1672927623,794.403205609817,1,0,1,8
23444.3995686169,595.445403073605,6,0,2,64
23566.9645550528,313.917797888386,56,0,7,135
23948.7090909091,560.830303030303,100,1,1,99
23970.2890704801,676.665219611849,42,0,1,51
23966.0319725434,215.406791907514,294,3,1,861
24089.3666666667,908.141666666667,20,0,1,37
24102.3314296242,659.700626381724,20,0,12,105
24163.8271068636,585.852302345786,18,0,18,219
24617.8361254296,71.2184278350515,176,4,11,615
24774.3185654008,613.721753398969,38,1,13,408
24844.8214012982,201.476804123711,252,8,25,1010
24866.702617801,936.185340314136,40,0,7,354
24899.804520616,674.635121708892,37,2,4,450
24922.3904270296,844.98873768184,23,0,0,247
24954.4302662037,370.897280092593,60,1,5,457
25311.4675675676,204.898798798799,26,2,0,392
24999.6443661972,760.216353677621,18,0,1,213
25036.2919552477,24.7570591369206,70,0,1,339
25088.0057026477,838.627291242363,3,0,2,173
25113.0120144173,575.555867040449,12,0,0,225
25132.1782437746,32.9495412844037,13,1,0,113
25190.2293650794,733.501984126984,7,1,0,154
25275.3583892617,207.957046979866,3,0,0,88
25280.8598564795,129.978894048122,18,0,1,324
25368.7325418994,29.3973463687151,10,1,0,246
25420.9316819816,752.009988014383,14,0,1,223
25757.7244414353,461.655247122546,60,6,3,517
25863.3990136214,528.494363550963,36,2,0,364
25882.3468208092,397.7478879502,37,2,0,386
25999.8952414773,953.497159090909,9,0,0,90
26324.1272384543,798.654571159284,15,0,1,400
26392.5856643357,333.099784830554,118,2,13,653
26439.2658346334,658.796879875195,35,1,2,459
26512.6564690886,729.36201402167,46,4,0,356
26532.6533093201,908.903496923308,60,0,2,616
26677.2638956017,851.476558724021,7,0,0,254
26697.3946280992,665.064876033058,15,1,0,276
26717.8020182605,939.790004805382,13,0,1,296
26725.256227758,537.631227758007,34,1,0,307
26822.3695299838,193.168557536467,11,0,0,203
26833.7252273815,856.038295835328,3,0,1,101
26868.2892156863,678.842691622103,2,0,0,25
26961.3439662955,60.0896780018056,4,0,0,210
27118.7526427061,866.204545454545,1,0,0,83
27163.6855036855,953.52886977887,31,0,4,334
27186.9586741283,239.140335772708,0,0,0,15
27242.9043478261,368.965652173913,2,1,0,203
27254.5967330271,919.684532924962,59,0,7,388
27319.7230833185,687.193420036819,16,2,87,513
27460.0223669309,585.744620611552,1,0,1,63
27527.484910139,499.011529331977,1,1,0,56
27522.4981549815,908.358987875593,19,8,11,353
27590.1246175243,721.259248956885,1,2,0,98
27694.8406015038,137.694736842105,11,0,0,182
27735.5055315055,444.51418951419,12,0,0,237
27914.7396593674,598.722627737226,9,0,2,247
27935.1231454006,334.279426310584,24,0,1,408
28052.5691382766,45.9531062124248,20,0,3,250
28079.4217391304,560.280797101449,21,0,3,151
28109.9553090333,710.839936608558,13,0,10,179
28138.5674342105,133.65350877193,11,0,1,214
28201.170263789,766.23860911271,25,0,2,253
28266.5607221007,353.810175054705,40,0,2,448
28319.2237628496,429.045182883098,25,0,5,143
28450.4312796209,240.703199052133,46,0,31,490
28456.1631701632,26.6721056721057,39,0,5,490
28526.0066079295,69.545704845815,23,0,7,457
28570.8882606354,690.248249865374,15,0,1,215
28598.8602645198,877.217941345601,16,6,12,118
28700.9178947368,845.882105263158,4,0,2,210
29096.4832535885,278.276980329612,103,5,4,810
29161.4944178628,248.608452950558,80,9,30,791
29266.8793742281,267.140798682585,152,2,33,1032
29275.4077791719,695.839815976579,39,0,6,304
29367.1870680045,825.152508361204,38,0,16,632
29382.5188811189,424.774825174825,37,1,1,340
29388.3420662383,340.175976272862,53,2,2,579
29436.5844986017,572.134638433879,38,3,0,335
29759.0345765346,585.623737373737,0,0,0,0
29743.305022831,616.337899543379,2,0,4,0
29774.267211704,555.68760757315,5,0,0,9
29857.5029486099,759.893428812131,15,1,2,8
29863.7370649106,233.403104421449,15,2,12,107
29892.9695575996,337.66929478756,43,0,13,154
29902.5434663751,856.611262985238,13,0,1,12
29993.4818304172,566.061574697174,25,0,0,41
30032.6106889564,784.451621073962,28,0,3,37
30034.6823860087,258.680824484697,70,0,4,150
30037.2786152987,936.621440536013,12,1,1,194
30289.9559219381,655.585464333782,22,0,3,25
30434.5409766454,732.374097664544,25,0,0,16
30503.95583364,482.418844313581,21,1,1,191
30682.5850424694,934.889786616946,12,0,4,117
30671.3433083957,1174.56774729842,40,1,2,402
30705.7079439252,15.7165109034268,14,0,3,200
30559.6024146545,690.456286427977,14,0,0,256
30564.8614372945,65.2602160638798,30,0,1,338
30660.4730173627,197.046457062412,25,0,3,405
30715.2396114409,905.062601187264,16,1,1,244
30795.3840457758,311.03130259172,21,0,11,403
30851.9633487654,637.059027777778,10,2,2,175
30872.8716763006,348.017919075145,18,0,7,263
30878.2183964584,828.625184456468,10,2,0,241
30905.7384615385,572.191452991453,21,0,10,287
30925.5275641026,281.409615384615,13,0,0,184
30962.2795918367,476.340816326531,9,0,4,220
30959.2238849765,368.641725352113,24,0,12,337
31037.2118254879,23.5929965556831,88,3,4,785
31044.9498052791,843.832540025963,23,1,1,288
31085.353,477.201333333333,76,1,6,604
31115.4066838046,724.795372750643,21,1,0,270
31212.2725522552,305.259350935093,40,3,14,402
31209.8142458101,226.872905027933,196,1,8,1265
31277.4808877928,942.160295930949,55,0,7,429
31315.1805633803,706.947323943662,27,1,16,302
31307.9083910701,785.309468822171,30,0,1,225
31437.0536325599,505.346519589197,24,0,2,310
31439.6820787161,888.186855177684,10,0,1,70
31456.2252650177,155.812720848057,48,0,2,502
31467.7233146067,307.614700374532,21,0,1,137
31534.5732647815,407.166666666667,10,0,3,178
31644.3298500682,827.645161290323,12,0,0,173
31694.9882439383,652.54335047759,0,0,0,5
31714.3947192513,529.88736631016,10,0,2,167
31776.7656626506,306.975903614458,20,0,6,207
31807.6060606061,224.684774575018,23,0,6,353
31864.2311904762,327.28880952381,30,0,8,251
31839.9678316124,425.221207307387,24,0,5,264
31888.0103050289,148.804204451772,32,0,1,222
31927.1877205363,16.7064220183486,16,2,3,123
31941.5121520106,256.821917808219,60,0,3,387
31970.4828605201,134.999408983452,20,0,7,204
32017.2184982275,473.776023203352,27,0,3,227
32032.6606304494,720.538564721663,14,0,4,174
32084.6327292111,911.383795309168,86,0,2,480
32072.4997257268,27.3170597915524,45,1,4,256
32090.4454976303,740.371248025276,38,2,3,310
32142.5278174037,399.464574417499,13,0,0,270
32144.3916369199,133.193778684345,33,0,5,343
32140.2767109798,306.668636139833,19,0,1,214
32192.9467366842,217.820705176294,19,1,12,287
32268.27968,127.896,72,0,20,481
32336.8550761856,606.060520458826,60,0,29,819
32339.9910664433,308.439977666108,40,0,4,384
32476.0029397354,93.8569328760412,19,0,8,117
32508.1039411885,514.695527874209,73,0,23,871
32568.1622678397,85.9301075268817,58,0,7,388
32710.6326938449,343.320943245404,72,0,4,482
32878.4091936699,44.6834966088922,64,1,9,506
33011.5517306961,750.037086344618,29,0,4,485
33028.3786458333,554.613802083333,20,3,11,425
33094.2913705584,47.8659898477157,77,3,11,451
33191.7402366864,529.692899408284,9,0,2,320
33260.0259341885,329.113496932515,46,0,8,573
33286.7789373814,778.213156230234,29,6,3,240
33308.168,552.801714285714,10,0,0,266
33342.0407348243,712.019435569755,11,0,2,147
33376.8307692308,153.138191632928,42,0,0,328
33383.6805555556,480.196354166667,13,1,2,355
33432.3936114044,310.606916578669,15,1,7,279
33449.3163035312,112.077385424493,10,0,1,178
33472.776400171,726.274476271911,15,0,2,225
33498.3475551294,191.57861936721,12,0,0,214
33500.9329510366,642.32509925011,11,0,0,271
33558.9484040227,262.849147354613,13,0,2,200
33569.4044309296,828.666377063423,12,0,0,176
33576.6443575965,549.068392769907,20,0,4,439
33595.8108493933,163.516416845111,17,0,1,268
33610.8940533151,388.063226247437,12,0,0,294
33603.1178584262,655.868127919511,11,0,1,237
33642.5365987892,267.749036873968,10,0,0,90
