Xpos,Ypos,EGFR,C1S,VCL,GAPDH
31485.5568720379,31813.1133491311,0,39,3,96
31711.7981755986,31489.8236412011,1,20,4,106
31785.4916,31902.0636,1,32,3,84
31907.737746891,32277.1488661302,3,33,9,58
32072.1409810738,32108.1429123214,3,14,4,63
32098.0917369309,32340.7564924115,6,106,126,285
32291.7497785651,31806.5854738707,0,29,3,110
32423.5555963303,31839.936146789,0,1,1,60
32988.8257069409,32376.7233933162,4,11,6,126
33215.1279279279,31951.9716216216,2,27,5,123
33330.376171875,31943.926171875,0,2,0,4
33334.4702207414,31705.1970012495,7,19,3,68
33356.6806537102,31489.4567137809,0,1,1,1
33448.890191481,31586.5095740524,0,4,3,3
33790.8275374611,32016.6494204128,2,12,6,4
33827.678984862,32286.7698130009,0,0,2,0
33827.2307116105,31970.4891385768,0,3,3,7
33903.8840317101,31899.4747451869,0,7,5,13
34110.1039783002,31807.10420434,0,3,7,49
34426.7415048544,31850.7233009709,1,19,5,112
34443.0061403509,31773.4026315789,0,8,1,91
34487.0684382963,31670.0083727703,2,10,2,78
34585.1174183515,32294.58437014,2,16,3,90
34698.1311596888,31659.1778436458,1,37,5,115
35052.3456934307,31493.0811678832,0,41,8,137
35530.4418444597,31973.5794907089,0,16,4,67
35227.6885803344,32263.2921507509,1,16,1,30
35303.8759718623,32193.0973713439,0,13,2,12
35551.1415109667,31969.9632818846,6,46,18,380
36001.5094949495,32217.4076767677,2,22,3,36
756.485838779956,32697.9760348584,5,20,7,57
1674.45155459147,32680.1117136659,0,35,4,139
2364.34420744458,32728.0271852781,0,37,2,119
2563.27077055532,32910.9685751184,0,34,2,110
3065.48947569843,32594.9636433219,0,28,1,97
3140.78317535545,33270.9627962085,0,18,3,77
4000.52197149644,33101.1404394299,1,19,3,24
4503.71525314415,33274.6430183812,2,59,6,155
4608.86009389671,32521.8585289515,11,30,9,92
5128.16395078151,32493.5287662122,1,43,1,93
5205.15631005765,32670.1143497758,0,25,2,78
5530.78878441907,32605.3247145735,0,30,1,84
5557.61541180629,32824.5305761753,0,15,2,45
5777.76314016173,33077.1334231806,0,11,1,24
5807.12863247863,32567.5461538462,1,76,8,153
5882.23926380368,33275.78200409,0,20,1,108
5913.17572741194,32924.5049770291,0,27,2,59
6004.90272520818,32838.030658592,0,32,2,73
6059.72294207317,32705.8765243902,2,83,4,166
6405.59708470847,33267.0665566557,1,30,2,116
6888.00564288593,32390.7771060056,7,33,12,143
7054.39952648713,33138.7324652264,4,45,8,95
7604.67879256966,33268.193498452,1,19,2,78
7747.85521582734,33254.3736510791,2,59,3,110
8056.33584388908,32990.9619993153,1,7,1,68
8405.24185068349,33260.0269891342,5,12,4,67
8576.87576759565,33120.6844591403,4,2,0,32
8617.93509028795,33200.4919472914,2,7,1,32
9334.42792321117,32386.1968586387,0,31,2,82
9456.24113606831,33117.2170038983,0,7,2,64
9809.44095209033,32550.2001830943,2,20,8,138
10132.178898007,32505.0738569754,6,22,4,182
10218.351008916,32427.0368371657,3,25,12,149
10289.6371249128,33025.1381716678,1,13,5,90
10759.7996681875,33177.7436748237,0,40,4,78
11324.587977707,33050.724522293,0,18,2,23
11396.9056527044,33012.9703131354,1,45,3,40
11850.4515869827,33060.8541582965,11,47,7,41
11946.7589784517,32535.4177972865,5,46,8,77
12941.9191471395,32493.233058898,2,149,11,335
13036.4592247672,33649.6351623458,0,5,1,42
13764.8471938374,32627.6239584971,2,18,9,244
13776.9809206541,33000.1141732283,4,59,3,83
14195.8236422491,33094.4440714543,7,130,273,1037
14389.0610211706,33071.1696139477,2,17,17,599
14459.1844998659,32491.9957093054,6,53,27,272
14489.5811548966,32681.090714007,9,199,80,759
14601.740806293,32545.2601769911,13,166,180,1064
14695.0252383623,33050.8733595064,2,214,52,1397
14880.2035573123,33102.8496503496,1,142,45,203
14907.7542915468,32415.4737867681,16,221,315,675
14942.1915359973,33244.0377676614,4,121,85,370
15088.1265980315,32680.5716710035,12,179,283,756
15251.6855943035,33097.1895198101,5,74,9,25
15276.1711679485,33264.0602754427,3,160,158,908
15432.5446352661,32604.7988437341,2,261,137,261
15475.0428949983,33132.2153030805,2,135,35,118
15590.6561422128,32627.3676483594,4,266,164,429
15685.6410098522,33012.7846880131,8,33,13,55
15802.6448938322,33293.6329625885,0,84,15,317
15847.389019978,32838.2962089036,10,136,123,1728
15970.6617100372,32515.2494423792,4,28,12,170
16097.6228842248,32795.9113067028,3,51,15,265
16278.3217831054,33154.8220640569,1,151,43,839
16455.5156284638,32573.5529816005,10,70,18,265
16484.0609684376,33124.0047049598,0,83,36,348
16560.2105111175,32496.6979497545,10,86,19,299
16565.6053894426,32863.280730897,18,56,29,225
16629.8803151746,32632.9971471267,2,63,21,269
16630.7237654321,33239.1144547325,4,74,15,384
16738.8874742558,32519.5478374836,3,26,8,140
16878.900640318,32509.4343122102,6,54,18,363
16919.9235455376,32420.3953700883,6,28,11,472
16918.9545256745,32773.3544386423,3,74,13,234
17187.986518636,32952.6100317209,2,87,223,1339
17232.5882129998,32532.8478302066,9,160,31,346
17350.603640257,33061.9334047109,6,102,213,1006
17457.8095555556,33180.2686666667,6,65,56,438
17536.1138589618,32804.6816846229,15,96,39,416
17564.5808080808,32557.2770890725,2,58,11,134
17627.5302588407,32912.5617936566,2,43,9,68
17650.6751269036,32588.8622189993,11,94,16,44
17727.0385929648,33187.6514572864,2,51,11,78
17767.1921831637,33025.1891766883,0,46,4,8
17858.3674033149,32712.8473296501,7,201,99,296
17947.2793587896,33152.2472982709,2,138,49,251
18118.3355764917,32943.4860924181,3,44,7,8
18210.8351765206,33120.6575925138,1,30,12,37
18259.1044846208,33279.2514674806,3,90,55,723
18330.7982978723,32568.269787234,17,282,240,1040
18420.1592039801,33101.1886993603,3,76,33,235
18492.2288557214,33140.1691542289,3,108,41,401
18549.4029347611,32429.662899068,3,147,160,1041
18588.6821639899,33317.3518596788,1,76,15,226
18612.9566586405,32725.2626412299,0,41,23,406
18789.9798886694,32767.3286047764,5,116,55,548
18994.3823163138,32730.0626223092,7,202,83,712
18995.7298791726,33246.6856440713,2,125,24,433
19335.7539410555,33041.0233036326,8,230,120,956
19386.3806730472,32433.0937017598,10,165,124,1082
19439.8717622572,32579.9754856614,8,286,32,382
19458.7798153034,32990.8692612137,3,128,130,335
19512.9583071444,33209.4204902577,3,69,76,342
19801.3062575211,32711.3023465704,0,20,1,24
19923.9046849758,32731.1694264943,9,67,81,171
20056.761925698,33054.7515937569,2,44,49,38
20112.7419576811,33178.2779975916,20,146,80,223
20191.4320137694,32436.3020654045,15,148,103,397
20220.3000680426,32730.4617827172,4,67,128,240
20342.1176104543,32517.4091474798,4,70,52,284
20808.9739538856,33009.5354397951,0,31,1,98
21291.4963308873,32743.1984656438,4,29,2,130
21446.1460365091,33027.0105026257,6,42,5,110
22197.4002001001,33291.4732366183,1,10,4,104
22673.6388779139,33229.2362702489,1,20,1,37
23360.9268009295,32409.2745933385,5,59,5,95
23974.5425579323,33297.9237967914,4,14,5,75
26288.5954662304,32747.0698761393,4,108,90,449
26451.7337386018,33068.0592705167,3,36,13,284
26746.9950738916,32550.805327495,7,30,10,110
26746.4655547498,33016.6700507614,3,22,3,55
26774.0817189151,33199.8432546671,18,45,211,663
27107.0160113859,33197.6482832236,0,194,19,589
27270.449909475,32391.4136994569,4,25,4,102
27552.1021560575,33676.5744353183,4,63,24,338
27613.1079779917,33152.9337459881,4,34,64,557
27694.3338931811,32885.4413839436,0,8,2,69
27718.0922092586,33130.257056831,3,56,13,335
27845.0835279325,32958.014190767,2,37,53,610
27858.8058080808,32570.279040404,1,15,10,97
27887.8243967828,33274.7529043789,7,72,37,341
27977.1586417535,33133.8469277758,4,76,86,546
27987.4141386782,32542.6286565547,0,54,79,461
28016.5942069741,32653.9372890889,4,41,79,426
28071.5047619048,33229.4163690476,4,34,43,277
28166.1056191467,32634.813735692,1,53,74,486
28229.8547160243,33253.2015720081,5,117,71,554
28284.598,32873.94825,9,67,53,541
28301.2878319951,32571.6689314392,2,110,45,478
28329.1466621713,33198.8408631153,1,48,42,297
28391.4631925914,33123.90943337,3,84,106,413
28387.9470971243,32978.8771025502,4,105,72,475
28385.6069958848,32594.7204585538,6,115,29,503
28534.5899470899,33250.8019179894,2,100,58,506
28539.7468649752,33033.2023913677,5,81,65,337
28579.2659904198,32804.842209073,7,23,2,101
28574.7312230216,32438.6630215827,8,121,82,728
28647.6674972315,33244.9930786268,1,86,28,343
28670.6556914393,32533.1347601129,3,113,97,477
28782.2349297117,33206.4286395044,6,44,37,178
28827.9612429379,32729.6779661017,15,126,61,294
28845.1529255319,33028.6409574468,0,41,14,216
28938.1304670126,33193.0845070423,3,80,25,317
28990.9502950522,32933.8704039946,7,156,47,361
28978.3013040494,32595.5037748799,3,129,21,449
29091.4170305677,33283.3817841547,5,126,95,500
29149.650063857,33202.7962962963,3,77,46,230
29158.3138049237,32639.1031473979,21,125,36,315
29204.9609062639,32717.5433140826,8,106,36,236
29256.8636811024,32874.3290682415,2,104,65,265
29308.1171421358,32628.9335395102,14,69,23,263
29301.9868881119,33175.0713869464,3,47,27,94
29301.3855005754,33037.3287303414,0,78,28,182
29360.09408,33285.2752,3,139,63,493
29449.967350038,33091.7365223994,1,48,56,156
29576.3065405831,33165.4893617021,2,116,17,156
29681.7792332652,32601.3000841245,2,53,19,242
29680.6128072648,33131.8075778926,2,148,53,375
29839.0662561053,32761.8617540879,11,73,83,299
29910.284067086,32622.4192872117,1,29,1,77
30005.9693301049,33254.0313155771,5,212,72,653
30155.9302252816,33203.4768460576,2,181,21,339
30225.1450223906,32862.9483293145,8,95,7,130
30251.7513586957,33015.44375,2,121,120,352
30318.6607643928,32413.6901790034,3,46,21,260
30358.8664188352,32768.7372986369,7,38,31,187
30550.3202091664,32463.7148569671,8,49,104,619
30601.8697003957,32754.7625777275,3,78,106,417
30658.1767650158,33018.3551106428,1,160,121,694
30782.3523364486,33131.2647975078,5,86,95,606
30865.9157608696,32750.6593070652,0,29,11,260
30900.0983270741,33262.1041311028,4,98,54,447
31142.5541168659,33152.6278220451,5,78,84,719
31294.4293513166,32613.5738599872,7,91,112,545
31340.6993841416,32491.5280985373,2,37,7,144
31349.7223914699,33002.4961919269,1,12,26,203
31342.5464520849,32912.0424286759,0,18,4,146
31427.2072380952,32664.9139047619,0,33,23,103
31431.0975450082,32874.8245499182,1,29,12,49
31486.754589734,32562.0258523792,1,28,10,66
31531.450395399,32913.5704529116,2,46,13,119
31721.3799256506,33214.8427509294,3,57,65,64
31747.1418918919,33062.7389758179,2,33,2,4
31816.0379550736,33228.6615027111,0,24,54,29
31914.8068548387,33149.0153225806,1,22,12,21
32015.9531114327,33103.4590448625,7,113,66,165
32182.5435102041,32801.4871836735,11,122,10,55
32168.5431137725,33480.0628742515,1,56,10,139
32183.6646090535,32558.8072702332,17,87,103,319
32377.05,33289.8197416974,1,13,7,49
32394.054916986,32842.8706896552,2,32,2,58
32444.4335074327,32472.0767376456,12,21,20,260
32626.349890431,33107.8476990504,6,7,6,34
32798.1031207598,32471.6390773406,0,10,0,123
33083.0689785149,32788.7293629853,0,5,0,95
33295.2652396463,32668.8808748255,0,6,0,23
33313.4327002477,33241.6251032205,2,10,3,34
33695.5637209302,33165.0623255814,1,11,2,21
33740.4268960125,32761.6465989054,0,27,2,51
33809.5419847328,32387.5486641221,0,31,1,72
33893.4678292243,33136.2645820806,1,60,1,48
33966.2878069798,33086.3304610082,1,31,1,43
34147.2182130584,32669.581185567,1,54,1,120
34310.1345272803,32395.508121616,0,34,0,95
34702.3363431151,33089.8089472604,2,34,9,135
34867.1465583913,32591.0974477958,2,31,1,107
34888.8169605374,32492.5629722922,6,66,9,144
35149.8924225664,32823.0497787611,2,21,4,63
35376.3519283053,32804.5883596818,1,27,5,49
35688.3419117647,33178.5118464052,0,12,0,25
35889.8602195946,33249.6119087838,0,29,1,51
36040.0265598651,33413.1939291737,0,2,0,24
36082.5750586396,32747.0140734949,1,8,3,76
36186.8893709328,33277.9201012292,1,6,1,54
36230.5324869305,32691.1699029126,2,10,2,47
36757.016010979,33165.5914913083,8,9,9,65
36846.7851002865,33204.6666666667,1,7,2,43
36943.1851317214,32913.1620353663,3,13,1,82
994.8215625,33380.455,0,18,5,82
1120.73224715647,33376.4226867507,0,53,8,321
1139.59357454772,33677.8421709295,0,33,4,235
1246.46292517007,33950.4489795918,0,7,2,84
1463.7863216935,33455.0095892889,1,106,4,295
1795.76866883117,33635.7073863636,1,39,1,66
2436.39050235479,33518.7083987441,7,42,5,69
2610.71248196248,33927.3387445887,0,45,0,23
2882.861815509,33416.34215362,0,20,2,103
3031.10736533529,33366.2400146574,0,23,5,104
3558.15974596971,33406.6209086468,3,37,2,158
4392.31309297913,33809.5083491461,20,65,15,227
4625.11594202899,34159.0427154844,0,39,2,122
5148.02976846748,34004.8482175671,4,6,5,72
5363.18630451415,34088.2987758225,3,22,5,139
5547.28926441352,33491.6958250497,0,7,0,113
6308.5641025641,33816.7688034188,0,9,2,97
6534.02289452167,33768.6271463614,0,14,2,98
7445.04326587579,33953.9424284717,0,31,2,66
7943.31711658262,33748.3352121032,2,29,5,118
8490.58697068404,33445.8035830619,3,10,4,113
8733.26435045317,34115.3153323263,0,9,1,66
8906.26293706294,34046.6395104895,1,6,4,51
9241.42586206897,33481.4834482759,0,15,8,74
9761.26291512915,33454.3474784748,0,43,1,89
11542.29333838,33434.7259651779,0,13,0,99
11583.5726495727,33529.9576210826,0,14,5,172
11700.1128668172,33872.8846501129,7,200,183,852
11924.501503006,33948.5110220441,6,28,11,111
11949.2200956938,34046.7566985646,1,37,3,96
12224.8837503959,33800.5457713019,0,2,2,6
13026.4300545487,33653.3332746789,0,3,0,13
13019.8888356493,33659.8434754831,3,56,1,100
13085.497983871,33625.2116935484,8,42,7,155
13553.7273809524,33965.0858333333,7,173,132,836
14313.6957033549,33556.2160094173,2,79,24,280
14475.3107344633,34160.3218390805,10,21,9,93
14488.5712884879,33532.4832320063,7,137,146,776
14542.8243111198,33856.3672073481,5,136,80,664
14571.729703916,33432.6031518625,2,155,61,1027
14623.5281467426,33661.6124815518,5,126,202,671
14774.272443788,33975.1170195306,1,23,7,97
14771.0660486674,33652.3814600232,8,98,166,830
14873.3544241226,33365.020514088,0,116,48,622
14868.6786650775,33458.2750893921,4,79,32,368
14917.4145679012,34094.0945679012,0,5,1,48
15023.8369272237,33793.646361186,2,73,45,505
15050.4642545772,33492.8485178727,13,153,49,903
15068.892775083,33724.2757212152,7,103,112,519
15164.1115130879,33677.9787188764,5,79,35,697
15173.3847368421,34128.2276315789,1,23,1,121
15259.2622119816,33954.232718894,10,57,80,753
15329.6344376831,34063.1262114041,4,69,52,613
15393.3757654481,33799.8563740954,13,132,111,913
15486.0920953101,33536.2503782148,6,159,23,564
15534.7567991632,33898.8655857741,6,127,56,538
15565.1368754398,34103.7431386348,2,252,71,1004
15630.9828234031,33893.6363392378,3,76,59,523
15751.9969860065,33884.201722282,4,75,66,706
15860.9438451308,33429.6765183981,12,271,39,759
15904.5723148507,33945.8094222567,4,120,69,766
15919.7985847428,33770.5707628581,13,188,87,982
15917.8388686131,34146.8859489051,4,135,78,1054
15928.9531737773,33341.779396462,0,39,8,244
16047.9275049469,33846.4632128081,1,93,15,333
16101.5645321831,33424.6677173192,10,166,256,1154
16197.0061790247,33503.5759853039,10,152,258,1110
16224.0183752418,33833.4419729207,1,138,142,681
16380.2646125963,34049.5500679656,21,142,59,876
16390.8148869836,33682.7907248636,6,57,19,368
16408.3498517577,34171.5351545955,7,122,38,597
16477.6416897159,33494.1694744783,15,124,24,491
16552.5246998622,33784.4205864987,4,175,31,604
16637.3499317872,33466.3283310596,17,264,61,906
16663.3849534643,33857.8245863495,3,115,22,433
16734.9811351439,34164.4151894617,6,184,62,390
16917.7148861646,33337.719614711,2,156,156,758
16908.2624671916,33980.809812235,5,124,39,454
17025.9403626846,33856.956627407,1,117,13,345
17040.7386512236,33419.3698860452,10,102,12,266
17295.4020003847,33492.2763993076,25,216,30,315
17360.6211010738,33968.5345150844,6,169,32,1453
17407.1533018868,33776.0183962264,6,341,108,1352
17625.6783679754,33885.6774441878,3,185,128,1384
17629.838432451,33430.7672739773,4,180,61,1182
17663.2386415787,34144.5151445617,4,54,22,432
17899.3440094899,34225.6341298085,1,29,47,419
17940.3474247739,33593.8958833303,2,127,240,1197
18116.631942844,33450.4172620419,12,149,72,714
18190.9778247096,33807.3380851813,7,121,76,954
18237.4230421005,34190.5941602535,0,181,29,581
18346.9515918011,34114.0926733537,1,71,21,330
18471.570103366,33642.3026769149,1,88,28,465
18490.6017670157,33805.8125,2,147,38,590
18642.8329059829,33869.7373931624,2,105,86,1181
18793.4378185525,33428.2678389399,4,98,42,326
18802.8956112075,33519.6965038433,4,113,42,372
18975.6613655059,34026.9520153551,12,43,39,637
18990.1849577897,33607.3806600153,0,10,4,172
19085.7996054115,33992.6620631342,1,60,24,469
19111.3271435121,33453.3975240715,9,98,24,319
19267.7273677608,33815.1064185658,4,68,92,505
19391.7931937173,33915.6371727749,0,53,23,867
19440.6082987552,33471.7149377593,8,93,202,707
19621.643006263,33554.2045929019,8,126,164,772
19758.3740955137,33366.0142305837,4,160,149,1093
20339.6383133406,33799.2602689931,3,55,19,316
20396.1505190311,33600.1923875433,6,64,41,442
20511.5792044662,33982.4064898814,0,14,2,58
20657.9105207969,33649.9681929395,0,17,9,128
20778.4998082087,33584.7943996931,0,22,13,144
20815.2042833608,33988.8496705107,1,33,2,22
21273.1991713102,34223.4329189884,0,31,1,108
21350.2404661017,34075.9756355932,0,16,4,68
21704.2893772894,34017.6784696785,0,7,1,61
23258.3936481404,33297.4826577518,0,8,7,66
23343.7143936532,33478.8813751417,4,14,3,63
23459.1160182264,33672.3256221521,2,14,0,79
23870.3272101033,34002.8262533486,1,10,6,118
23906.069124424,33326.2503840246,1,11,5,62
23945.8765021734,33468.2613142419,7,22,11,144
24205.172300329,33787.6135207897,3,13,3,112
24230.6348949919,34151.5880452342,0,23,7,112
24856.4982882042,34237.8459383754,29,101,150,817
25228.9969938252,33482.9183457914,0,66,29,386
25707.7064291247,34158.7230828815,1,19,4,53
25803.6844150797,33630.9199378158,5,56,3,72
25935.6681989135,33495.1096949436,3,53,4,159
26024.3494147873,34002.0727947474,2,12,3,39
26589.7517096265,33301.7138348238,9,18,172,1021
27058.6424597365,34052.2049780381,0,2,3,79
27310.6185061315,33872.3348940914,4,40,8,115
27322.573255814,34002.1869186047,0,3,3,63
27554.2429396162,33686.6653144016,3,59,20,394
27612.6332271762,33454.9604564756,6,48,59,749
27642.1150152772,34558.1143605413,4,195,16,397
27730.4272727273,33666.203030303,1,117,9,481
27744.6083969466,34037.7730279898,1,81,40,314
27993.8274377115,33490.745001538,2,51,37,423
27991.8651011741,34015.9168123907,1,164,11,395
28029.738476236,33808.979937903,3,84,52,428
28121.8604524394,33381.2207686018,3,75,67,380
28159.2508483425,33880.0216653615,15,69,48,424
28243.0699046754,33526.0742169768,5,107,134,715
28318.4471506266,33845.9326081816,6,91,33,297
28313.2681650246,34122.5116995074,3,80,30,287
28352.0102711586,34218.5850451931,2,89,12,406
28371.4868592246,33725.8277387458,5,65,47,478
28521.4132882883,33800.9093468468,1,59,39,416
28530.611038792,33693.4011976048,2,76,25,347
28566.5631336406,33531.5930875576,7,62,67,313
28601.941949282,34057.2538955087,1,75,36,391
28616.5,33497.5830409357,3,101,41,241
28640.3993461,33764.7989257356,3,116,47,505
28701.9882893226,34116.3014925373,9,76,36,432
28749.7483652762,33533.77632469,6,182,90,687
28763.8959537572,34019.1468208092,1,25,20,264
28813.9706405694,33835.6115065243,1,23,4,228
28901.8096453901,34140.2070921986,1,35,5,283
28962.4482952944,33907.2612003381,2,140,28,626
29053.94886519,33614.95187312,4,130,38,666
29107.0817453742,33788.6793703397,3,116,37,499
29186.126498801,33464.6846522782,12,198,121,758
29214.4690488173,33966.1620533468,5,159,58,601
29276.9600204151,33646.5011908813,4,176,79,586
29299.1349551857,33456.0107554417,10,189,54,499
29321.4466273739,33771.9970530452,1,98,31,368
29348.5587572037,33907.643948885,4,128,20,378
29421.1724550898,33482.8362275449,3,71,28,370
29466.7439158079,33728.3332602499,2,112,47,424
29528.4378265413,33401.2354580286,10,151,77,560
29531.6504276683,34174.1193752324,5,74,59,445
29531.5068653228,33830.6552731522,4,97,54,416
29592.8483505662,33497.5384047267,6,87,41,321
29986.9105058366,33625.6414674819,4,80,28,244
29797.2381485629,34119.4333706607,1,14,5,126
29833.9085553997,33965.8746143058,2,113,23,361
29846.0801007557,33512.940302267,7,183,81,780
29869.16243165,34073.7986490833,3,125,34,291
29908.0650609081,33822.8280730897,2,78,18,293
29993.6239261168,33625.7852233677,1,65,64,482
30056.7969361147,34053.5045632334,17,121,66,330
30062.4027895182,33785.4471682164,5,102,79,598
30106.020431328,34122.2864169504,7,128,47,396
30202.3964341898,33436.7094913477,11,126,84,660
30236.894681522,33976.1566113096,8,233,110,881
30262.2514567459,34107.2543702376,7,169,80,699
30330.201282508,33352.3209832561,2,105,32,309
30396.5324403516,33308.10339054,5,102,35,335
30452.2988158811,33634.2131413977,6,233,33,610
30502.4156295224,34170.7131693198,2,40,33,397
30555.2397058824,33456.2115546218,7,71,10,131
30559.6055739254,34102.6447803496,1,23,24,204
30629.0918598078,33589.1529112493,4,78,36,187
30712.1529093369,33942.7442489851,1,120,41,127
30812.7181442644,33902.6358436606,2,55,26,64
30841.0254678986,34300.5124378109,4,242,55,506
30880.1163675911,33569.3501903208,2,86,40,265
30874.891509434,33808.2260522496,0,46,7,115
30919.0339251744,33704.1924540266,0,37,11,93
31048.7204747774,34120.9744807122,2,72,34,138
31106.640456007,34006.7439345221,5,101,21,127
31109.8835654596,33442.113091922,8,114,44,308
31194.5899856938,33302.7711015737,4,78,6,43
31287.0634734058,33926.4237437555,3,71,73,189
31297.8479899497,34047.783919598,1,76,35,188
31335.6453962704,33828.5626456876,9,67,23,116
31317.9501108647,34196.2771618625,5,60,3,96
31414.5638437911,33497.5278630979,7,47,50,131
31421.2669887279,33576.5371980676,0,15,1,16
31467.9112732408,33735.4834078607,7,130,50,155
31472.7330628803,34199.1647058824,2,86,39,182
31625.2890106721,33371.8713585232,4,18,10,27
31624.9710319855,34186.1170790585,2,89,31,290
31688.2357442607,33789.2567267341,4,46,70,165
31788.203957382,33531.0060882801,1,41,70,249
31859.875,34097.67742891,5,31,29,50
31939.8232824427,33425.5824427481,0,25,2,34
31974.9222057185,33861.6971778685,8,28,15,54
31945.0064393939,33778.7075757576,4,54,48,193
32048.8226190476,33765.558531746,0,27,27,77
32184.3141250878,33488.7923401265,1,84,39,244
32184.6526877621,34160.4308044224,0,13,2,121
32301.3841870824,33858.5648106904,5,42,71,105
32403.6048278945,33799.2780509611,1,27,76,243
32391.7403882756,33316.2082223068,1,26,4,34
32411.0516107824,34140.8122945431,3,45,26,211
32466.3034997131,33583.17383821,4,83,25,211
32625.6076957099,33616.7810703229,2,32,10,84
32671.7702053298,33366.2817824377,1,15,2,47
32844.0083788707,33768.0630236794,1,18,3,74
32990.3707419505,34172.5471301913,5,30,8,153
33082.4629537544,34154.3545499751,7,35,21,145
33214.6618644068,34162.0351694915,1,34,20,136
33255.2883460152,33667.3672406888,2,18,4,45
33308.5525819827,33931.8469656992,0,9,3,36
33393.3374905518,34023.8420256992,1,6,1,30
33720.864509051,33301.4788809654,0,14,1,89
33759.7876322213,33381.1288310279,1,54,3,147
33911.0646127514,33936.6902011125,4,24,7,102
33977.1132780083,33858.7302904564,2,49,7,132
34040.4973801669,34089.5901416651,0,27,6,80
34060.4540540541,34168.8905405405,0,22,2,77
34284.9685961031,34287.9366212262,0,3,1,16
34237.8655400441,34375.4102375704,2,17,5,67
34235.2683369644,33528.7545388526,4,98,10,174
34261.6789401239,33681.3947006194,1,27,6,138
34306.9533057413,34247.9823835297,1,14,1,31
34540.0034951456,33851.8291262136,2,7,5,54
34625.0301399354,34017.7391460352,0,22,4,32
34744.7898970399,33564.3883526384,2,40,2,59
34768.8091097308,33867.0819875776,1,17,3,50
34860.996460177,34110.3853982301,0,18,4,29
34882.7658993367,33625.9968786578,0,57,2,57
35001.7286486486,33735.8032432432,4,82,1,85
35131.9537614679,33697.7724770642,1,3,2,30
35194.7761617595,33353.3291947499,0,5,1,34
35202.7827635328,33531.4487179487,0,3,2,48
35254.3834196891,34022.9359733531,0,11,0,23
35267.5551124003,33737.468817984,0,10,2,36
35357.1048422923,33757.4846734785,0,8,0,37
35452.205749268,33665.4194836306,0,14,0,60
35590.1714638158,33496.0522203947,2,18,2,81
35596.4702308627,33590.7164844066,0,16,3,82
35657.9739603576,34073.1605130198,0,3,2,10
35699.9303846154,33456.175,2,13,1,53
35806.3490408674,33547.5721434529,2,8,2,60
36005.7610359035,33366.1389052384,1,9,1,47
36054.3397110504,34127.0300663803,5,42,5,85
36062.3163862473,33443.2585954645,6,12,1,37
36108.8344978166,33336.5467248908,0,2,2,35
36200.3013174671,33873.0633234169,0,16,2,36
36222.5701715794,33404.0686317642,0,9,0,58
36267.7478222997,33869.5635888502,3,14,4,66
36284.0199643494,33578.2873440285,0,4,0,56
36389.5641630179,33353.2879757494,2,10,0,90
36452.6680327869,34222.3084016393,0,8,3,36
36542.3082221266,33748.6470081791,0,11,0,82
36586.0024679171,34036.8326752221,5,20,5,63
36603.1320474777,33981.546735905,0,0,3,24
36634.2140645732,33779.4741264927,2,16,2,68
36709.0794732062,34016.4586739328,0,2,2,37
37000.0406852248,34200.6236616702,0,14,0,55
47.6772635814889,34274.1488933602,2,15,4,78
346.650736758264,34838.6837913182,0,9,3,120
602.921926910299,34926.3259966777,1,7,0,91
632.048830811554,34336.0175378267,2,2,3,180
1019.53296703297,34675.7977335165,0,17,1,98
1137.36843899114,34248.3186775733,0,5,1,109
1163.31609947644,34949.6295811518,0,7,2,53
1531.33288859239,34927.4773182121,0,18,2,99
1697.64090079124,34554.3438831406,5,102,3,266
1847.14181057038,34373.2185323834,11,161,15,414
2495.24367674275,34789.2396668723,0,47,3,110
2547.61890447562,34559.4235136941,0,31,4,126
2643.92551127034,35038.012987013,0,44,3,118
2771.18629767128,35088.7553155586,0,4,1,78
2977.30298369732,34700.5921254998,1,7,9,111
4196.8093041138,34500.9730872741,0,47,2,219
4556.57763191113,34585.5286543802,3,54,4,138
5368.19952051145,34529.0090570059,1,46,8,171
6290.66175567833,34587.9306322897,0,20,2,115
7345.68242548818,34360.7564234327,5,43,3,143
7567.27664630007,35008.7827562797,0,15,1,65
7972.14726404701,34899.3283143592,0,22,0,52
9278.19915054271,34498.826333176,0,9,2,66
9322.63197146563,34824.7992866407,0,11,1,57
9442.8803945746,34481.882244143,0,6,6,106
9722.88236750867,34577.4507181773,0,10,6,179
9948.51290322581,34666.1751612903,0,12,4,145
9952.63880063542,34440.6989674345,6,25,11,277
10058.2721389646,34768.3365122616,0,4,1,113
10241.0715600552,34903.4919466176,3,21,6,100
10432.6592071611,34528.0818414322,1,14,5,133
10822.8356533453,34979.6924113157,0,28,5,93
10914.4008651766,34829.6968276856,0,33,2,135
11021.8161343161,34268.6144553645,0,47,2,153
11263.0700636943,34771.5735517137,0,8,7,86
11395.4227046822,34387.655506147,4,36,25,904
11372.4093349855,34998.0611317637,1,1,2,52
11545.7761996161,34932.6049904031,2,1,2,68
11787.0949020991,34705.7085905803,0,25,4,151
12026.7276683463,35076.2826385708,0,8,3,99
12077.8825289936,34948.3163112608,4,10,7,78
12173.9310094408,34262.5700798838,0,8,5,81
12333.9858870968,34997.7405241935,0,4,3,41
12564.2666021921,34790.528691167,1,28,0,59
13083.6657887035,34877.9382499268,1,11,1,73
13359.6649292628,35127.7591213701,0,12,0,67
