cellID,Xpos,Ypos,EGFR,SOX10,CCNA2,GAPDH,WNT5A,PDGFRB,PDGFC,SERPINE1,NGFR,NRG1,FOSL1,VEGFC,AXL,MITF,LOXL2,RUNX2,FGFR1,JUN,VGF,cluster
4,5685.8986234958,1057.58055579604,0,109,0,97,4,1,1,0,10,8,0,0,6,9,52,0,10,0,0,noCluster
94,37732.609883364,1029.09699201964,0,74,0,211,0,1,0,2,0,0,0,0,0,0,1,0,3,0,0,noCluster
151,21007.3629544143,963.433641084824,2,29,3,230,0,0,0,34,3,11,0,6,8,6,42,0,27,0,0,noCluster
168,22898.7502787068,2257.09085841695,29,30,1,481,11,31,0,79,1,1,0,5,15,0,3,0,2,0,0,noCluster
172,23281.0251742835,1076.17621998451,5,2,1,276,4,9,0,37,1,1,0,1,12,0,6,0,3,0,0,noCluster
201,24894.8432529044,1673.86952636282,13,0,0,478,2,11,0,29,0,0,0,1,4,0,4,0,8,0,0,noCluster
235,28788.0817826786,1876.52871582816,9,6,1,137,16,26,1,140,1,0,0,0,1,1,3,0,24,0,0,noCluster
243,37661.2870182556,1070.66430020284,0,69,0,101,0,1,0,2,4,1,0,2,0,2,1,0,1,0,0,noCluster
257,1034.71211515394,2628.92323070772,4,51,1,62,1,1,0,13,2,2,0,1,1,1,25,0,0,0,0,noCluster
258,2051.21570039611,2461.2257832193,6,64,1,42,6,2,0,5,4,1,0,1,1,0,67,0,0,0,0,noCluster
260,3311.73637103336,2575.75345809601,7,77,12,102,0,2,1,21,4,0,0,1,5,1,85,0,15,0,0,noCluster
261,3657.72873311428,2500.61518802483,7,82,3,83,8,2,0,7,0,0,0,0,3,5,19,0,5,0,0,noCluster
262,4041.36258158086,2345.84517766497,1,51,4,56,0,0,0,10,8,2,0,2,4,2,54,0,9,0,0,noCluster
264,7788.0256097561,2779.74796747968,7,60,4,96,5,1,3,12,5,0,0,2,6,9,68,0,11,0,0,noCluster
265,7826.10468406162,2460.932725558,12,80,11,138,6,4,0,17,6,5,0,7,4,10,72,0,7,0,0,noCluster
266,8050.28512151749,2610.62418494369,8,96,10,113,5,7,0,33,7,3,0,0,0,6,65,0,10,0,0,noCluster
268,9165.38005557271,2618.75640629824,2,56,1,81,1,1,0,3,1,0,0,1,1,5,30,0,1,0,0,noCluster
269,9934.10298598416,2493.51675807435,20,100,8,70,3,4,0,23,13,9,0,1,6,6,46,0,19,0,0,noCluster
271,13097.4209771641,2119.51768454594,0,3,0,0,1,2,1,4,0,0,0,0,0,9,8,0,32,0,0,noCluster
273,15716.2568807339,2316.35338743825,21,55,3,456,10,14,0,56,3,2,0,0,0,2,2,0,15,0,0,cluster3
275,15920.0311811024,2392.98393700787,12,19,1,602,4,7,0,45,0,0,0,0,1,0,2,0,19,0,0,cluster3
276,15995.4693032881,2770.33134053805,5,1,0,701,4,17,0,45,1,2,1,5,3,0,3,0,33,0,0,cluster3
277,16029.2528578741,2169.35437638628,24,16,1,812,6,12,0,19,2,2,0,6,5,3,6,0,38,0,0,cluster3
278,16171.6827296248,2528.93984476067,13,11,9,746,4,8,0,31,0,0,0,2,10,1,3,0,47,0,0,cluster3
279,16394.6279209107,2695.91771519872,12,7,0,477,2,3,0,60,1,1,0,2,4,0,1,0,31,0,0,cluster3
280,16501.5910247513,2246.36502428869,6,19,1,291,3,30,0,67,1,5,0,1,7,1,3,0,12,0,0,cluster3
281,16484.6056312443,2653.24559491371,29,36,0,596,6,13,0,143,1,0,0,2,3,1,0,0,20,0,0,cluster3
284,16676.9275854266,2617.96198234895,13,7,0,469,1,25,0,107,0,0,0,4,23,2,2,0,1,0,0,cluster3
285,16757.5424846396,2309.219391578,10,5,0,600,4,9,0,8,0,0,0,3,3,5,4,0,0,0,0,cluster3
286,16772.0075698758,2586.75776397516,57,60,1,316,17,19,0,0,5,1,0,1,12,2,2,0,1,0,0,cluster3
287,16801.8944652073,2206.65848015661,14,10,2,606,6,14,0,2,2,2,0,1,8,2,4,0,0,0,0,cluster3
288,16886.552537914,2959.05346641907,1,9,2,87,15,12,0,6,0,0,0,0,0,0,2,0,8,0,0,cluster3
289,17061.9900549206,2767.20662015734,33,74,1,860,16,23,1,0,1,5,0,4,10,4,16,0,8,0,0,cluster3
291,17182.9936834506,2393.84948565241,18,19,0,768,6,8,0,0,1,1,0,5,27,7,3,0,0,0,0,cluster3
292,17252.7557495384,2287.76313580661,12,14,0,646,2,10,0,0,0,2,0,2,23,0,4,0,0,0,0,cluster3
294,17568.1595330739,2399.27181767649,28,20,0,1192,7,38,0,2,0,1,0,5,3,0,0,0,30,0,0,cluster3
295,17925.7090688586,2340.99407087994,51,83,1,1035,17,24,0,53,4,7,0,11,0,0,0,0,50,0,0,cluster3
296,18099.1069367432,2351.61830938101,48,107,7,840,19,31,0,44,12,15,0,17,0,0,0,0,57,0,0,cluster3
297,18258.5209895052,2115.64867566217,31,128,1,601,15,13,0,8,8,8,0,7,0,1,1,0,24,0,0,cluster3
298,18460.7558108469,2323.76916911568,24,28,0,657,3,18,0,22,0,1,0,6,10,3,7,0,32,0,0,cluster3
299,18628.4159002338,2645.60748246298,14,6,1,682,4,10,0,66,0,4,0,1,27,4,24,0,40,0,0,cluster3
301,18863.1187235503,2777.4899919936,19,5,3,576,5,3,0,14,0,1,0,0,22,4,11,0,54,0,0,cluster3
302,18958.6004431315,2439.58788774003,22,23,3,554,4,21,0,40,4,5,0,7,11,7,18,0,67,0,0,cluster3
303,19020.9954702904,2371.7037037037,65,63,3,651,16,10,0,35,18,19,0,9,23,4,16,0,100,0,0,cluster3
304,19216.2405131912,2529.62486447416,26,27,2,524,5,18,1,45,0,2,0,3,18,3,13,0,34,0,0,cluster3
305,19369.4963124829,2669.30947828462,12,10,0,346,7,8,0,47,0,2,0,2,9,1,1,0,22,0,0,cluster3
306,19357.8105504587,2793.70275229358,25,133,0,511,5,11,0,30,0,0,0,0,2,0,4,0,22,0,0,cluster3
307,19584.0110581831,2285.86202790065,11,9,0,737,3,12,0,30,0,0,0,3,20,2,12,0,18,0,0,cluster3
308,19647.7916962385,2535.18701206529,12,11,0,631,3,12,0,21,0,1,0,0,14,5,14,0,17,0,0,cluster3
316,22700.3688880498,2026.96639607325,17,13,0,464,1,2,0,55,3,1,0,2,12,7,4,0,6,0,0,noCluster
325,23078.686440678,2281.38596168018,31,25,0,511,11,31,0,79,8,9,0,1,10,1,1,0,9,0,0,noCluster
360,24950.7451619917,2048.53946510111,13,0,0,511,2,8,0,42,0,1,0,0,11,0,2,0,11,0,0,noCluster
399,33025.8582491582,2562.65757575758,5,79,0,42,2,1,0,9,3,3,0,0,0,2,4,0,4,0,0,cluster4
400,34476.1590493601,2531.21755027422,0,37,0,30,0,0,0,1,3,0,0,0,1,1,1,0,2,0,0,cluster4
401,34529.9226377391,2450.04282043962,0,28,0,29,0,0,0,1,1,0,0,0,2,2,2,0,2,0,0,cluster4
402,34589.4423342541,2598.97272099447,1,42,0,25,0,0,0,3,0,1,0,0,0,0,2,0,0,0,0,cluster4
404,37749.8009446694,1907.67780026991,2,9,1,329,0,1,0,2,2,11,0,3,33,3,33,0,1,0,0,noCluster
412,2672.70405654579,3720.67424708052,1,86,1,47,3,5,0,8,4,1,0,2,7,1,20,0,11,0,0,noCluster
413,3284.51542207792,3052.53977272727,10,54,3,41,10,13,0,8,13,8,0,2,6,5,88,0,11,0,0,noCluster
414,4482.70177133655,3063.80611916264,11,83,14,206,10,9,0,18,14,4,0,2,4,6,49,0,3,0,0,noCluster
415,4899.80604534005,2842.567170445,15,100,6,47,4,1,1,0,5,4,0,0,5,4,48,0,9,0,0,noCluster
416,5977.99766990291,3675.32660194175,16,54,12,61,6,3,0,28,1,5,0,0,2,6,39,0,6,0,0,noCluster
417,6175.20294855709,3578.57716436637,5,63,11,84,2,3,0,26,3,4,0,0,0,3,58,0,1,0,0,noCluster
418,6929.32910216718,2996.46780185759,15,86,6,94,1,1,0,0,1,8,0,1,2,7,58,0,4,0,0,noCluster
419,7593.57011070111,3127.55830258303,2,78,4,114,0,1,0,2,0,0,0,1,1,4,52,0,3,0,0,noCluster
420,8589.40194174757,3032.32310679612,6,75,2,97,4,1,1,0,0,0,0,0,0,7,30,0,0,0,0,noCluster
421,9316.01734906315,3654.21616932686,10,60,1,44,3,5,0,0,16,12,0,1,5,0,19,0,7,0,0,noCluster
422,9631.50562881956,3457.93374075265,13,65,4,67,4,6,1,1,2,0,0,0,0,6,46,0,4,0,0,noCluster
423,12274.4528700906,3238.00362537764,0,100,0,90,0,0,0,11,0,0,0,0,0,21,10,0,2,0,0,noCluster
424,12879.5302511416,2933.41723744292,5,56,6,115,1,2,1,4,3,3,0,1,1,2,8,0,2,0,0,noCluster
426,14699.4125356125,3401.750997151,8,57,3,107,8,8,0,20,4,6,0,1,2,2,12,0,4,0,0,cluster3
427,14849.3577299413,3384.76731898239,6,7,0,443,1,4,0,11,0,9,0,2,20,3,9,0,8,0,0,cluster3
428,15402.692457163,3493.22531354884,30,72,1,1198,3,2,0,87,0,2,0,4,11,10,35,0,55,0,0,cluster3
429,15508.81625387,2873.81710526316,40,30,3,1516,7,26,0,57,2,5,0,11,9,20,26,0,35,0,0,cluster3
430,15551.9129530413,3311.71849984242,21,31,8,849,3,7,0,55,2,1,0,5,14,7,23,0,41,0,0,cluster3
431,15680.7079984692,3225.90068886338,6,3,0,430,3,24,0,71,0,1,0,5,12,5,12,0,18,0,0,cluster3
432,15882.212790506,3381.08422614142,12,1,0,851,0,12,0,15,1,0,0,1,9,2,12,0,14,0,0,cluster3
433,16069.0603670039,3607.92797118848,5,0,1,884,1,7,1,13,1,0,0,1,15,1,1,0,20,0,0,cluster3
434,16085.2971649102,3205.19192518925,20,0,0,1447,1,27,0,46,2,3,0,2,11,2,31,0,52,0,0,cluster3
435,16168.8895126308,2940.12107680531,33,16,0,818,1,16,0,32,9,6,0,4,11,14,5,0,58,0,0,cluster3
436,16190.5817124159,3583.02454099255,14,7,4,1114,9,12,0,54,0,1,0,2,6,9,13,0,26,0,0,cluster3
437,16398.6185950056,3635.23200553011,20,12,8,1141,13,25,1,46,1,4,0,0,9,12,6,0,38,0,0,cluster3
438,16353.1261235554,3092.43715223284,21,3,0,772,3,17,0,50,4,5,0,2,9,8,3,0,19,0,0,cluster3
439,16457.2232903649,3134.37513655233,9,1,0,531,0,1,0,12,1,3,0,2,8,4,2,0,25,0,0,cluster3
440,16534.8360461675,2937.8141461971,4,1,0,396,4,7,0,60,9,13,0,2,6,5,3,0,15,0,0,cluster3
441,16564.5263026261,3184.92538557732,24,2,0,1101,8,17,0,69,0,3,0,6,2,4,6,0,52,0,0,cluster3
442,16549.5578736782,2851.02972277794,7,9,0,539,8,10,0,47,1,2,0,1,1,2,4,0,7,0,0,cluster3
445,16811.7867109635,2988.40265780731,16,20,2,280,15,12,0,6,4,6,0,6,0,1,5,0,23,0,0,cluster3
447,16898.3244762955,3720.41885336273,28,12,0,777,3,15,0,22,0,1,0,2,0,5,1,0,30,0,0,cluster3
449,17069.8023079834,3036.66193719258,27,50,3,677,9,9,0,13,1,4,0,3,0,9,14,0,39,0,0,cluster3
451,17563.4263405456,3584.50235183443,54,21,0,425,7,6,0,34,5,8,0,5,0,0,2,0,8,0,0,cluster3
453,18155.8681703558,3042.08111515831,32,48,0,1086,2,12,0,73,0,14,0,8,21,6,41,0,72,0,0,cluster3
454,18480.6841324765,3475.89075630252,8,2,0,331,0,8,0,23,1,0,0,2,8,4,4,0,12,0,0,cluster3
455,18567.5732332479,3176.04595386305,11,10,1,548,2,9,0,23,0,0,0,1,9,3,5,0,26,0,0,cluster3
456,18776.4670851714,2937.9445198507,9,9,1,260,1,8,0,0,0,0,0,0,5,2,7,0,30,0,0,cluster3
458,19087.2346331791,3087.64210178453,8,12,5,257,0,0,0,0,0,0,0,2,2,0,12,0,9,0,0,cluster3
459,19180.5537793223,3011.17827975673,7,20,6,748,2,7,0,38,0,0,0,0,10,2,9,0,27,0,0,cluster3
463,19469.327612317,3674.75382803298,22,12,4,776,0,11,0,16,0,0,0,0,11,1,25,0,14,0,0,cluster3
464,19486.9965195091,3206.80655797765,36,24,0,709,0,6,0,15,0,0,0,4,8,0,3,0,30,0,0,cluster3
465,19547.5475996745,3568.05085435313,25,1,3,653,10,6,0,12,0,1,0,3,25,0,3,0,35,0,0,cluster3
466,19659.7291074899,3498.24218866796,41,1,1,941,0,15,0,77,0,1,0,6,41,0,18,0,73,0,0,cluster3
467,19701.218079341,3246.18057663126,13,94,1,245,1,5,2,12,1,1,0,0,7,2,16,0,18,0,0,cluster3
468,19953.0789601555,3457.75607385811,24,4,11,1304,4,20,1,95,1,2,0,5,46,0,30,0,57,0,0,cluster3
469,20174.7618732539,3100.2516541685,37,33,0,1213,2,25,0,127,2,4,0,7,8,5,13,0,71,0,0,cluster3
470,20331.0066585956,2992.8607748184,22,26,0,887,0,16,0,74,0,5,0,5,2,1,4,0,13,0,0,cluster3
501,24986.9128592483,3316.0554532056,6,0,0,18,5,42,0,215,6,8,0,7,8,4,3,0,20,0,0,noCluster
522,26082.8076923077,2895.61538461538,10,3,1,443,0,5,0,17,0,3,0,1,26,4,32,0,19,0,0,noCluster
534,31865.4587378641,3258.26343042071,6,93,0,73,0,4,0,4,0,0,0,0,2,1,12,0,0,0,0,cluster4
536,34040.7367533719,3549.76011560694,0,78,0,83,1,2,0,5,1,0,0,0,0,0,2,0,0,0,0,cluster4
537,35046.9023054755,3359.0469740634,0,41,0,12,0,3,0,0,0,0,0,1,0,1,1,0,1,0,0,cluster4
538,35099.215932914,3150.97169811321,1,70,0,42,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,cluster4
539,35147.8206896552,3711.62620689655,19,60,0,617,1,5,0,1,2,1,0,0,5,1,1,0,4,0,0,cluster4
541,35302.1214285714,2850.35327380952,0,61,0,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,cluster4
542,36659.9369034337,3497.44142804016,7,5,2,434,0,6,0,19,2,1,1,0,5,8,5,1,4,0,0,cluster4
545,36856.7658770161,3030.68951612903,5,317,0,200,2,5,0,7,3,2,0,0,1,1,1,0,4,0,0,cluster4
562,3722.72832764505,4195.35119453925,3,48,1,16,0,2,0,1,7,5,0,1,3,6,20,0,4,0,0,noCluster
563,4031.77870639535,3833.53524709302,0,76,1,101,1,0,1,2,11,11,0,4,6,7,50,0,2,0,0,noCluster
564,4269.39649737303,4055.5054290718,7,68,11,103,2,3,1,11,9,5,0,4,5,11,67,0,10,0,0,noCluster
565,4563.65798045603,4590.76366268549,8,93,11,67,8,3,0,9,3,7,0,3,2,9,8,0,6,0,0,noCluster
566,5809.18169977206,3916.30771735591,2,77,5,67,1,1,0,18,0,2,0,1,1,3,43,0,13,0,0,noCluster
568,7984.1296883747,4525.54021272626,8,91,8,75,1,8,0,29,1,3,0,0,0,8,21,0,5,0,0,noCluster
569,8597.67166535122,4627.48737174428,3,51,1,61,2,4,0,7,0,0,0,0,1,10,26,0,2,0,0,noCluster
570,8607.988190233,4509.57389083945,0,47,5,39,0,2,0,9,0,0,0,0,0,3,41,0,4,0,0,noCluster
571,10611.9780262143,3717.04934464148,9,111,5,80,1,0,1,0,0,0,0,1,1,6,26,0,3,0,0,noCluster
572,12431.141208157,4575.16237014236,5,79,1,34,0,5,0,6,4,0,0,3,0,7,28,0,6,0,0,noCluster
573,12455.6991373113,4249.05607476635,4,60,3,49,0,3,0,11,7,5,0,0,7,7,39,0,7,0,0,noCluster
574,13269.802698145,4265.42706576729,4,10,2,57,3,1,2,6,2,1,0,2,1,2,18,0,6,0,0,noCluster
575,13698.7318688982,4230.62726638773,6,32,3,95,1,4,0,31,1,1,0,0,3,7,30,0,7,0,0,noCluster
576,13960.9532627866,4497.81768077601,0,48,1,49,1,0,1,7,0,1,0,0,0,1,2,0,4,0,0,noCluster
577,15545.8761105627,3869.52245804541,4,10,1,627,3,17,0,45,0,2,0,4,3,5,11,0,17,0,0,cluster3
580,15699.8357499695,3857.01827708054,12,21,6,368,11,9,0,42,0,2,0,1,5,1,0,0,15,0,0,cluster3
581,15738.428307123,4182.77289546716,7,9,1,598,6,7,0,117,5,3,0,7,10,4,0,0,49,0,0,cluster3
586,15918.7991222147,4581.2974341661,6,6,3,229,0,2,0,1,0,0,0,0,4,2,2,0,15,0,0,cluster3
588,16079.8462280067,4638.26199084117,40,53,1,580,3,10,0,0,0,4,0,4,12,1,7,0,29,0,0,cluster3
589,16163.4086063341,3924.5867247685,12,1,12,553,4,22,0,23,0,0,0,0,7,10,0,0,112,0,0,cluster3
590,16289.392507919,4525.28205481339,27,11,1,643,5,25,0,9,1,4,0,1,3,12,2,0,27,0,0,cluster3
592,16404.6393076494,4573.17029592406,14,12,2,246,1,8,0,12,0,0,0,2,5,4,7,0,22,0,0,cluster3
595,16647.7287066246,4534.29945921586,12,2,0,499,0,8,0,17,0,2,0,1,1,1,0,0,5,0,0,cluster3
596,16658.687297172,3914.75312934631,15,15,1,777,7,24,1,20,1,1,0,1,0,9,4,0,11,0,0,cluster3
597,16707.5605716575,4056.32149058368,17,6,1,568,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,cluster3
598,16719.985140047,4282.45777207612,19,0,0,551,1,8,0,28,0,0,0,0,0,3,0,0,8,0,0,cluster3
599,16903.8890320206,4066.77383143173,11,11,1,788,5,27,0,8,2,4,0,0,0,6,11,0,16,0,0,cluster3
600,16943.0051219841,3841.9501280496,37,0,5,736,5,21,0,14,0,1,0,1,0,13,11,0,33,0,0,cluster3
601,17066.0096612134,4254.85546824681,16,1,0,692,3,30,0,93,2,3,0,6,0,15,5,1,23,0,0,cluster3
602,17205.7356819894,4655.12792012057,20,19,5,849,1,5,0,125,0,11,0,2,1,5,1,0,18,0,0,cluster3
603,17216.0828142695,4438.06101359003,22,3,1,626,7,18,0,60,1,2,0,2,0,9,0,0,21,0,0,cluster3
604,17221.144176757,3981.74247909125,37,3,0,1255,2,19,0,26,0,3,0,2,0,7,11,0,40,0,0,cluster3
605,17304.8644602049,4200.00664190026,17,10,0,712,2,15,1,60,2,9,0,3,5,13,4,0,39,0,0,cluster3
607,17368.3986754967,4317.7261589404,18,16,0,470,1,10,0,67,0,1,0,3,1,8,2,0,18,0,0,cluster3
608,17499.0951962507,4256.64089045108,8,1,0,508,0,8,0,46,0,2,0,0,1,2,4,0,16,0,0,cluster3
609,17594.2023242522,4328.13431129739,49,64,1,293,0,9,0,6,2,1,0,2,8,8,3,0,13,0,0,cluster3
610,17603.0260707635,4227.30353817505,12,2,0,378,1,5,0,23,0,0,0,1,8,1,5,0,12,0,0,cluster3
611,17726.1409511513,3959.8278459221,19,6,3,1438,0,2,0,0,3,1,0,4,12,7,14,0,34,0,0,cluster3
612,17715.2075009423,4236.33528081417,11,7,0,390,0,14,0,9,0,1,0,1,8,11,6,0,29,0,0,cluster3
613,17687.7038303694,4599.25991792066,23,6,1,657,2,8,0,26,0,3,0,0,6,4,1,0,24,0,0,cluster3
615,17792.2131352899,4343.04957050823,15,9,2,510,3,7,0,22,0,2,0,0,4,8,6,0,15,0,0,cluster3
616,17954.4243197279,4140.17006802721,29,3,1,787,2,19,0,11,0,3,0,8,14,16,18,0,49,0,0,cluster3
617,18117.5476350379,3994.43864530366,30,25,2,989,3,20,1,48,0,2,0,8,1,37,22,0,49,0,0,cluster3
623,18609.9805182871,4181.43686822275,8,11,0,438,0,5,0,10,1,2,0,2,7,3,4,0,0,0,0,cluster3
628,19186.8186232505,4540.03748928877,62,15,2,744,7,23,1,0,1,2,0,3,9,9,4,0,4,0,0,cluster3
629,19157.9072148196,4110.02534936627,30,139,1,708,4,18,0,0,2,2,0,11,24,3,13,0,2,0,0,cluster3
630,19177.9642685851,4355.28153477218,22,65,4,556,3,18,1,0,4,6,0,4,8,5,25,0,0,0,0,cluster3
631,19215.1158256881,4646.15902140673,30,16,0,855,3,20,0,0,0,0,0,0,3,4,5,0,6,0,0,cluster3
632,19264.2397458117,4060.73945696129,29,59,0,670,1,32,0,0,0,1,0,5,23,1,5,0,16,0,0,cluster3
633,19267.7732758621,3976.41120689655,32,8,1,384,3,15,0,0,0,1,0,4,8,0,5,0,0,0,0,cluster3
636,19821.7641941392,4672.21688034188,38,40,0,530,2,10,0,5,5,5,0,0,7,7,4,0,19,0,0,cluster3
637,19837.9777539122,4400.88201902424,30,24,8,1207,14,42,0,5,11,8,0,11,48,8,38,0,59,0,0,cluster3
638,19915.7334048751,4079.99325463744,44,12,7,1157,1,15,0,7,0,3,0,14,36,4,53,0,132,0,0,cluster3
639,19911.1894602091,4587.68444634094,44,52,1,917,9,31,0,4,13,15,0,3,38,3,18,0,49,0,0,cluster3
640,20262.5154639175,4286.88279978296,8,17,1,730,22,25,2,43,1,1,0,3,16,3,13,0,47,0,0,cluster3
680,32511.4445925679,4058.75820696551,0,1,0,400,1,7,2,60,1,0,0,0,6,0,8,0,38,0,0,cluster4
681,33281.092089372,4630.91274154589,1,5,0,425,0,1,0,5,0,2,0,1,4,0,2,0,0,0,0,cluster4
683,34843.9806858982,3871.37761545128,2,195,0,318,0,0,0,15,4,0,0,6,3,4,11,0,1,0,0,cluster4
684,34945.4522016222,4382.89687137891,3,99,0,402,0,3,1,4,0,0,0,0,0,3,4,0,4,0,0,cluster4
685,35067.7705112961,4223.75188267935,2,7,1,192,0,0,0,0,0,4,0,3,0,1,2,0,2,0,0,cluster4
687,35580.1278780336,4540.95208462974,0,32,0,47,0,0,0,0,0,0,0,1,1,0,2,0,3,0,0,cluster4
688,36016.7514718251,4074.70829828988,7,134,0,94,2,1,0,2,5,4,0,0,1,2,1,0,2,0,0,cluster4
689,36426.1417695094,4188.87087861485,5,49,3,861,0,0,0,0,6,10,0,1,31,12,35,0,18,0,0,cluster4
690,37104.0039735099,4163.05496688742,2,2,0,163,0,0,0,12,0,1,0,1,0,0,2,0,1,0,0,cluster4
710,1508.09392832687,5571.82595297877,9,227,3,174,10,7,1,49,14,11,0,0,0,5,20,0,8,0,0,noCluster
711,2448.72517896047,5252.31683784625,5,69,3,178,0,1,0,8,6,4,0,0,2,4,52,0,9,0,0,noCluster
712,2523.06120218579,5205.40619307832,5,60,7,78,6,4,0,10,6,4,0,0,0,3,19,0,5,0,0,noCluster
713,2656.2555187638,4717.06456953642,16,116,1,91,3,3,2,7,2,4,0,0,1,4,30,0,2,0,0,noCluster
714,9830.30395683453,5107.91798561151,2,90,13,110,0,2,0,1,8,2,0,5,2,5,69,0,0,0,0,noCluster
715,10310.8827508455,4712.69597895528,1,54,0,39,0,0,1,4,0,0,0,0,0,3,8,0,1,0,0,noCluster
718,15369.4278350515,4916.50597938144,16,20,2,567,3,12,1,39,1,3,1,12,11,3,5,0,60,0,0,cluster3
719,15810.5206143897,5086.33306386419,42,25,7,976,4,8,1,21,0,4,0,1,44,0,14,0,64,0,0,cluster3
720,15841.1451728248,4673.34564958284,4,59,15,185,2,1,0,8,0,0,0,0,3,3,15,0,8,0,0,cluster3
721,15941.7780986228,4895.31608174145,30,6,1,662,2,5,0,15,0,0,0,0,8,2,7,0,22,0,0,cluster3
722,15955.0631755945,4720.8796540956,14,21,2,174,0,3,0,0,0,0,0,0,6,0,3,0,7,0,0,cluster3
723,15999.8789415958,5056.35604606526,18,13,9,991,3,4,1,28,0,2,0,4,30,2,23,0,46,0,0,cluster3
724,16221.8326268884,5302.33691990001,68,20,5,1120,6,7,0,224,0,1,0,5,26,0,24,0,107,0,0,cluster3
725,16341.5577741021,5058.39532136106,29,20,0,469,15,13,1,30,2,5,0,4,16,1,20,0,29,0,0,cluster3
726,16436.9918334014,5183.23696746972,48,18,12,1089,10,21,1,122,0,2,0,4,9,1,16,0,70,0,0,cluster3
727,16514.5418376653,4837.30471956224,73,96,42,1444,6,19,0,21,4,10,0,4,6,0,12,0,48,0,0,cluster3
728,16532.2721164614,5511.34434490482,6,63,0,154,1,1,0,22,0,0,0,0,2,2,5,0,6,0,0,cluster3
729,16898.3132464712,5379.76203402099,26,15,0,589,0,18,0,27,0,1,0,3,11,2,6,0,20,0,0,cluster3
730,17069.9078156313,5500.53077583739,5,55,0,275,1,1,0,19,0,0,0,0,4,2,5,0,8,0,0,cluster3
731,17113.3673705525,5061.55756436216,33,116,0,580,4,11,0,20,5,9,0,4,2,11,19,0,14,0,0,cluster3
733,17206.4004567948,5208.52074609821,26,49,0,638,1,8,0,31,2,3,0,2,6,10,21,0,43,0,0,cluster3
734,17332.3930523029,4695.06284153005,19,3,3,310,13,3,0,161,0,7,0,3,2,4,4,0,12,0,0,cluster3
735,17542.4862533693,5176.62749326146,22,42,0,451,2,6,0,79,1,2,0,1,6,7,1,0,22,0,0,cluster3
736,17550.840096911,5319.01817080557,14,29,0,191,5,14,0,42,4,2,0,2,6,3,4,0,9,0,0,cluster3
737,17595.4260614934,5402.32247437775,17,37,1,217,16,15,0,32,7,4,0,1,11,1,6,0,19,0,0,cluster3
739,17608.6949152542,5108.63094587206,19,7,0,75,2,8,0,20,4,7,0,0,5,10,2,0,14,0,0,cluster3
740,17649.6657179819,5023.92108667529,19,7,0,297,0,4,0,35,2,4,0,3,9,4,2,0,21,0,0,cluster3
741,17706.2784458834,5286.80843354918,23,4,1,42,0,2,0,56,0,0,0,1,3,6,1,0,13,0,0,cluster3
742,17707.6966766128,4776.94618787941,41,4,0,278,0,11,0,20,0,1,0,3,5,8,7,0,42,0,0,cluster3
743,17692.0844271018,5578.95530329904,28,0,0,307,1,0,0,1,2,1,0,1,19,0,8,0,18,0,0,cluster3
744,17716.1472424558,5444.07804370447,37,0,2,80,2,0,0,60,1,3,0,1,8,0,4,0,14,0,0,cluster3
745,17831.4359104781,4716.37767039675,34,0,0,107,17,25,0,10,15,22,0,1,11,24,4,0,41,0,0,cluster3
746,17896.8858670386,5288.19479311948,51,8,0,154,15,3,0,35,10,5,0,2,24,6,4,0,43,0,0,cluster3
747,18000.6715143851,5155.06354726525,28,13,0,31,8,6,0,5,6,9,0,1,12,14,7,0,19,0,0,cluster3
749,18086.2537287548,5341.604578564,48,3,0,275,13,6,0,31,8,6,0,4,45,3,5,0,56,0,0,cluster3
750,18145.2892007322,5126.24618669921,10,14,1,34,4,3,0,26,2,6,0,3,2,14,16,0,13,0,0,cluster3
751,18252.2097465887,5252.44385964912,15,6,2,58,5,4,0,26,10,11,0,0,18,13,9,0,18,0,0,cluster3
752,18238.4457652303,5505.09460128777,40,1,0,466,4,12,0,26,1,7,0,8,22,2,5,0,28,0,0,cluster3
753,18234.5273856578,5389.67137210616,31,1,8,225,8,2,0,28,2,1,0,1,22,4,6,0,41,0,0,cluster3
754,18246.2443243243,5070.73851351351,29,18,1,55,2,4,0,22,0,1,0,1,10,22,5,0,32,0,0,cluster3
757,18519.9174842767,5520.79748427673,22,12,1,952,3,8,0,72,0,3,0,3,38,0,3,0,18,0,0,cluster3
758,18839.4922404372,5380.37639344262,9,13,0,715,1,7,0,23,0,1,0,0,19,2,11,0,29,0,0,cluster3
759,18814.5381873029,5611.11490470314,19,16,1,654,7,22,1,57,2,0,0,0,23,2,6,0,32,0,0,cluster3
760,18827.4828239113,4723.23072761699,2,35,0,272,1,5,0,0,1,3,0,2,2,3,7,0,2,0,0,cluster3
762,18923.4129828754,4790.13142174433,3,12,0,564,2,4,0,6,0,1,0,3,2,3,6,0,10,0,0,cluster3
763,19160.3558945908,4921.69486823856,55,78,2,907,2,10,0,32,0,3,0,1,18,7,15,0,58,0,0,cluster3
764,19206.6775727875,4843.35269530124,26,69,0,454,8,10,0,12,0,2,0,3,5,5,4,0,34,0,0,cluster3
765,19183.6497227357,5484.76178373383,9,9,0,471,3,16,0,36,0,2,0,0,8,2,12,0,36,0,0,cluster3
