cellID,Xpos,Ypos,EGFR,SOX10,CCNA2,GAPDH,CYR61,PDGFRB,PDGFC,SERPINE1,NGFR,NRG1,WNT5A,VEGFC,AXL,EPHA2,LOXL2,RUNX2,FGFR1,JUN,VGF
3785,16331.8658025162,17699.7514296607,0,135,17,406,38,2,0,0,32,3,0,0,56,20,10,0,12,16,0
3786,16353.853470437,18108.7664340801,0,101,19,138,1,0,0,0,0,1,0,0,14,2,0,1,2,0,1
3787,16360.9025942242,18194.6789035732,0,76,13,194,1,2,0,1,4,6,0,0,37,3,8,1,7,6,0
3788,16520.1018339768,18504.0719111969,0,106,1,312,104,0,0,0,21,5,0,0,101,13,15,2,4,9,1
3789,16544.9253673627,17623.3731631864,0,60,28,397,116,0,0,0,46,11,0,0,49,32,11,1,10,8,1
3790,16652.5334327616,18300.7710663684,0,188,2,161,36,0,0,0,16,16,0,0,57,27,12,0,18,1,2
3791,16662.4916067146,17901.3693045564,2,35,15,103,6,0,0,0,4,2,0,0,11,6,5,0,6,0,0
3792,16730.3010845987,18050.0268980477,0,101,0,134,1,0,0,0,3,1,0,0,34,8,3,0,3,4,0
3793,16756.4155545329,18141.8237459733,0,87,0,22,2,1,0,0,1,0,0,0,18,4,5,0,1,2,0
3794,16756.416800428,18209.7485286249,0,101,2,23,3,0,0,1,4,0,0,1,36,3,7,1,10,0,0
3795,16768.2675,18496.958125,0,113,27,96,4,0,0,0,1,2,0,0,2,11,8,0,2,4,0
3796,16845.181243022,18103.8444361742,0,111,1,41,52,0,0,1,6,0,0,2,67,20,13,1,7,2,1
3797,16874.6343442973,18321.5232806493,0,201,9,69,32,0,3,0,9,7,1,0,77,5,16,2,22,4,10
3798,17012.6793428658,17842.9449345908,0,165,0,44,4,0,0,1,0,0,0,1,11,4,5,2,10,2,2
3799,17159.2687937063,17974.0297202797,0,133,0,58,12,0,0,0,0,0,0,0,8,5,3,0,8,1,0
3800,17169.3333333333,18448.0500910747,0,77,7,49,158,0,0,0,17,0,0,0,29,3,3,0,6,16,1
3801,17206.0860128617,17842.4453376206,0,207,0,48,6,0,0,2,3,1,0,1,33,10,12,3,9,4,2
3802,17257.2632226322,18330.0598605986,0,44,12,57,7,0,0,2,4,0,0,0,35,5,4,2,11,1,2
3803,17323.0466182652,18023.0561711884,0,84,3,57,260,3,0,1,54,0,0,0,54,6,10,0,15,2,0
3804,17454.3192944564,17919.7678185745,0,66,16,64,2,0,0,0,2,1,0,1,7,0,1,1,3,0,0
3805,17725.3443868739,18078.3150259067,0,152,10,212,5,0,0,0,1,1,0,1,2,2,4,4,15,1,0
3806,17734.5153181461,17703.7054202671,1,148,8,339,75,0,0,1,15,49,0,0,41,16,13,0,17,7,0
3808,17986.081458495,17855.657098526,0,162,32,219,19,1,0,0,3,6,0,1,39,9,10,2,8,1,0
3809,18012.5213708125,17642.4478244128,0,65,30,418,417,1,2,2,56,16,0,6,70,23,30,5,26,29,2
3810,18305.4577589254,17893.0770590315,0,104,17,233,12,0,0,0,4,1,0,1,28,6,4,1,8,17,0
3811,18326.4883495146,17772.7334951456,0,46,13,114,49,0,0,0,2,0,1,0,23,4,3,1,7,32,2
3812,18402.4790955631,18224.1668088737,0,108,10,261,68,1,0,0,3,1,0,1,19,2,4,1,8,1,1
3813,18529.9560767591,17717.407249467,0,50,3,117,31,0,0,0,0,3,0,4,3,4,2,3,4,0,0
3814,18583.2139016132,18019.8095996813,0,170,33,300,6,0,0,1,5,1,3,2,47,4,7,2,10,1,4
3816,18821.6573058359,18224.1246160597,0,91,0,98,5,0,1,0,3,2,1,0,3,1,3,3,6,0,0
3817,19057.3081172971,17942.3327666808,1,99,2,168,23,0,2,0,3,3,2,2,2,0,7,1,7,0,1
3818,19099.260511883,18266.1211151737,0,68,5,206,3,1,0,0,1,2,0,0,8,0,0,0,5,0,2
3819,19204.3427109974,18502.7319693095,0,75,0,98,3,0,0,0,0,0,0,1,12,7,9,2,5,0,3
3820,19297.7507598784,18245.0158488927,0,185,34,369,8,1,0,0,2,3,0,0,17,1,2,0,7,0,2
3821,19273.2257872846,17643.3612596554,0,82,10,118,33,0,0,1,8,0,0,1,28,2,6,1,5,1,1
3822,19320.1513043478,17717.6475362319,0,18,15,134,77,4,0,1,5,1,0,2,15,38,36,5,11,11,16
3823,19398.5334608031,18064.6252390057,0,72,37,234,19,1,0,2,2,1,0,2,40,14,8,1,5,4,2
3824,19494.9966850829,18412.4434622468,0,52,25,173,53,0,0,0,4,4,0,0,10,20,10,1,9,1,1
3825,19669.7654482158,18381.22845953,0,49,2,137,7,0,0,1,0,0,0,0,8,2,4,0,4,0,0
3826,19694.843760455,18020.1759785882,0,65,21,191,9,0,1,0,2,0,1,0,17,24,5,1,4,2,1
3827,19736.6050420168,18293.7861489423,0,234,34,276,2,1,0,0,1,1,0,0,23,12,4,0,5,1,0
3828,19776.97664,17765.72576,0,125,22,227,36,0,0,0,16,0,0,0,66,42,4,2,29,6,0
3829,19832.5892053973,18311.0742128936,0,142,22,159,36,0,0,0,5,0,0,0,25,10,7,0,4,1,2
3830,19854.0394826413,18499.7644656229,0,69,15,208,84,0,0,1,9,2,0,0,29,22,9,0,10,1,1
3831,19921.4871382637,18291.8499464094,0,113,11,164,1,0,0,0,1,1,0,1,6,15,5,1,8,0,0
3832,20064.8703030303,18101.3806060606,0,63,18,182,2,0,0,0,1,0,0,0,1,10,4,0,8,1,1
3833,20076.1227967098,18458.0041128085,0,15,0,96,7,0,0,0,1,1,0,0,5,4,1,0,4,1,0
3834,20083.8143651998,18345.4107233182,0,39,0,58,2,0,0,0,1,0,0,0,4,4,3,0,2,1,0
3835,20118.0668421053,18014.3173684211,0,39,12,179,2,0,0,1,3,2,0,0,3,20,7,2,5,4,1
3836,20241.8595139301,18227.8381742739,0,22,5,53,0,0,0,1,1,0,1,0,6,8,5,1,2,1,2
3837,20453.4107142857,17826.5831766917,0,63,2,111,4,0,0,1,1,0,0,3,4,16,4,4,3,3,1
3838,20540.6014344262,17674.6690573771,1,124,1,213,2,0,0,0,1,1,0,0,1,10,3,0,9,3,0
3840,20864.4575936884,18090.1878698225,0,31,1,79,1,1,0,2,1,0,1,2,5,32,10,4,2,0,0
3841,20927.165232358,18410.6665232358,0,30,2,72,0,1,0,0,2,0,0,0,10,16,6,0,1,3,2
3842,20939.4474315891,17679.421987518,0,63,12,140,7,0,0,1,2,5,0,1,21,23,4,0,5,6,1
3851,22198.8961373391,18158.6643776824,0,92,26,161,3,0,1,1,0,1,0,1,44,35,5,1,5,4,2
3853,22318.8220685319,18157.6796604841,0,68,21,105,26,0,1,0,2,0,3,1,45,63,22,1,17,6,3
3854,22377.4250468457,17677.3707058089,0,212,2,235,0,0,0,1,0,0,1,0,2,10,6,0,6,1,2
3855,22401.5423600605,18249.4583963691,0,111,4,105,1,0,0,1,0,0,0,0,39,11,11,0,5,1,0
3858,22552.7844791227,18004.6427667651,0,106,46,180,0,0,0,0,0,0,0,0,48,37,5,0,11,1,0
3859,22596.3082191781,17661.099695586,1,89,22,117,1,0,0,1,0,0,0,0,53,16,13,0,11,2,0
3860,22598.3063063063,17820.4746621622,0,81,21,129,0,0,0,0,0,0,0,0,11,15,9,0,5,3,2
3861,22632.654637722,18121.6850859882,0,63,31,85,9,0,3,0,2,0,0,0,24,24,4,0,6,2,0
3862,22679.9314963643,17780.6467661692,0,113,23,158,0,0,0,0,0,0,0,0,17,8,5,0,2,1,1
3863,22760.0979060555,17806.8579513299,3,90,1,78,0,0,1,0,0,0,0,0,21,18,6,1,1,0,0
3864,22813.0755208333,17664.7411458333,0,111,0,129,0,0,2,0,0,0,1,0,17,19,7,0,7,1,1
3866,22969.0119821979,18280.1711742554,0,90,25,125,0,0,2,1,0,0,1,2,17,14,4,1,2,0,0
3867,23194.5800098474,18070.6774987691,1,70,17,141,2,0,0,2,2,0,0,0,11,30,1,1,3,0,1
3869,23253.0861393892,18348.1523101018,1,37,15,119,44,0,0,1,6,0,0,0,3,15,4,1,13,3,1
3870,23369.9528448948,17867.907248636,0,45,24,109,9,0,0,2,4,2,0,0,13,21,7,1,7,4,2
3871,23481.4457912458,17666.5585858586,0,32,9,107,16,0,0,1,3,4,0,0,56,13,11,1,4,7,0
3872,23873.3415929204,18460.9368731563,0,51,20,108,3,0,0,0,1,0,0,0,4,1,2,0,2,1,0
3873,23904.9685973482,18382.0293091417,0,84,22,174,3,0,1,0,0,2,0,0,4,3,1,0,2,2,1
3874,23956.3059885152,18097.9852337982,0,68,22,267,94,0,0,2,10,11,0,0,22,38,19,0,13,5,2
3889,25112.2754575317,17866.279680901,0,89,2,96,2,0,0,0,0,1,0,0,15,7,3,0,12,1,0
3890,25125.720062819,18257.5712603062,0,64,12,88,3,0,2,1,0,0,0,0,5,2,6,2,3,3,1
3891,25257.5906403941,17871.6192118227,0,46,8,112,1,0,0,0,0,0,0,0,1,10,6,0,3,5,0
3892,25337.2028286725,18277.0228222437,0,65,20,114,0,0,1,0,0,0,1,0,21,1,6,1,5,1,1
3893,25355.1231854002,18000.9041891331,0,106,6,127,1,0,0,1,0,0,0,0,0,5,7,1,6,0,3
3894,25407.2533783784,17689.6906370656,1,52,6,116,3,0,1,0,0,0,1,0,2,12,7,1,4,2,0
3895,25469.6572545613,18249.9413553432,0,119,28,225,3,0,0,0,0,0,0,0,30,6,15,0,4,0,1
3896,25494.8414000547,18150.5332239541,0,75,21,128,16,0,0,0,0,0,0,0,19,9,2,0,2,6,1
3897,25517.9510771993,18059.749551167,0,124,20,172,1,0,0,3,0,0,0,0,14,3,5,4,4,1,0
3898,25925.0863468635,18166.9372693727,0,65,20,172,11,0,0,0,1,0,1,0,12,15,20,1,5,9,5
3899,25965.6908369408,18003.8113275613,0,60,13,133,45,0,0,1,6,0,0,0,9,16,5,0,8,8,1
3900,25999.532875368,17761.0554465162,0,101,26,195,6,0,0,2,0,0,0,1,2,10,1,2,12,1,0
3901,26094.882177232,17942.6949883837,0,49,40,276,20,0,0,1,3,5,0,0,25,21,6,0,13,9,14
3902,26287.7774319066,18249.6778210117,0,96,34,236,84,3,0,0,14,8,1,1,28,77,28,2,15,31,4
3904,26820.4166048925,17669.3413639733,0,76,38,240,17,0,0,1,2,1,0,1,19,7,17,1,11,4,6
3906,27364.8947162427,17732.88962818,0,120,36,309,32,0,1,1,6,3,1,1,22,7,11,2,15,5,3
3907,27435.6433642818,18065.8812124522,0,172,49,244,54,1,0,2,12,11,0,1,111,36,6,2,24,1,1
3908,27559.3207498716,17685.030816641,1,197,86,355,6,1,1,2,2,1,0,1,8,2,12,2,14,3,1
3909,27667.2172061329,18052.4293015332,1,65,26,166,8,1,1,1,1,1,1,0,15,2,7,0,9,2,3
3910,27680.2371386575,18440.3909848114,0,70,10,142,1,0,0,0,2,0,0,0,9,9,6,2,7,3,1
3911,27767.4198623402,18424.2576204523,0,62,5,121,1,0,0,0,0,0,0,0,2,4,4,0,3,0,0
3912,27801.5544096728,18172.8321479374,0,87,12,121,12,0,0,0,3,0,0,0,11,2,6,2,4,0,1
3913,27791.590499098,18499.2772098617,0,54,10,61,9,0,0,0,1,0,0,1,0,7,1,1,1,0,0
3914,27829.7836767036,18027.440570523,0,103,11,146,2,0,0,0,6,1,0,0,8,8,2,0,3,1,7
3915,27864.3752316245,17887.7773316862,0,55,31,152,2,0,0,3,1,1,0,0,5,10,6,2,3,5,48
3916,27858.5204953032,17748.1690862511,0,91,8,176,0,0,0,1,1,0,0,1,0,1,4,1,13,1,0
3917,27900.905915493,17629.5222535211,0,59,16,152,0,0,0,0,1,3,0,0,2,2,4,0,2,0,2
3918,28017.0706418534,18100.4580326624,0,82,25,132,31,1,0,1,5,1,0,0,14,3,8,0,7,1,1
3919,28184.3220338983,17776.7978208232,3,75,30,114,0,0,0,1,1,1,0,2,39,29,9,2,8,1,1
3921,28506.8790976383,17860.909763835,0,94,58,307,78,0,1,2,10,3,2,0,16,13,17,0,12,4,3
3923,28704.9347068146,17667.6649762282,0,129,30,185,20,0,0,1,1,3,0,1,0,14,11,2,1,0,0
3924,28752.653418124,17927.6004239534,0,163,20,226,0,0,0,0,1,1,0,0,18,8,13,1,21,7,4
3925,28826.7081712062,17893.0413424125,0,84,19,103,1,0,0,0,0,0,0,0,0,8,9,1,3,0,3
3926,28879.7621592731,17844.1998931053,0,84,16,200,2,0,0,0,1,0,1,1,0,1,13,1,8,0,1
3927,29035.5342056075,17965.3237383178,0,64,42,430,78,0,1,1,8,5,0,0,0,6,24,1,26,5,7
3928,29138.6067683508,18362.860343184,1,21,32,22,0,1,2,4,0,1,0,0,0,3,9,3,2,0,5
3929,29264.4846514987,18073.5594077284,1,71,45,259,38,0,0,2,3,3,1,1,0,6,10,1,22,1,3
3930,29363.6355633803,17629.4011150235,0,88,66,234,21,1,3,4,2,1,5,1,7,7,12,3,5,1,9
3931,29414.205327414,18085.2519422863,0,29,55,309,58,0,1,2,1,14,4,1,0,17,28,0,26,3,1
3932,29482.4996153846,18493.6461538462,2,85,66,154,67,0,1,3,3,2,1,1,17,21,8,0,3,0,3
3933,29483.5967878276,17926.3174133559,0,22,37,185,51,0,0,1,3,5,1,0,10,21,17,0,12,10,1
3934,30493.0931721195,17752.2990753912,0,104,53,300,71,1,0,2,5,2,0,1,31,51,32,1,8,11,3
3935,30740.2844008581,17730.6552252528,0,97,37,358,33,0,1,0,9,8,1,0,45,41,33,1,24,5,3
3937,31449.1030679076,17726.4350224061,0,106,48,208,11,0,0,0,1,1,0,0,18,8,5,1,6,2,1
3938,31620.2959476054,18389.5460499386,0,9,44,184,39,0,0,1,2,5,0,0,19,13,8,1,2,12,1
3939,31722.3652031186,18118.188756668,0,33,47,199,22,0,0,0,5,7,0,1,19,20,17,1,6,5,11
3940,31806.0109968074,17745.577864491,0,148,48,261,2,0,0,1,0,2,0,0,26,19,7,2,7,4,0
3941,31816.1412654198,18485.5642658177,1,98,35,162,0,0,0,0,1,1,0,0,15,8,6,1,4,0,4
3942,32045.2273017903,18277.5463554987,1,137,74,390,57,0,0,1,6,1,0,1,29,19,10,1,21,4,3
3943,32072.3571723853,17741.6829268293,0,150,59,272,25,0,0,3,7,10,2,1,86,67,36,2,29,22,20
3944,32103.8284235669,17857.5059713376,0,71,41,151,5,1,0,2,1,0,0,1,7,13,7,0,2,2,1
3945,32329.2786960514,17740.8415977961,0,62,31,100,22,0,0,2,3,1,0,0,39,32,4,10,8,3,1
3947,32440.6645598194,18089.7331828442,0,108,27,153,0,1,0,0,1,1,0,1,9,10,10,22,1,1,2
3960,35184.9475075529,18483.7284743202,0,46,12,119,2,0,0,2,0,1,1,0,5,1,6,0,3,0,1
3961,35336.1814968495,18019.7748578454,0,311,33,85,111,0,0,0,19,9,0,0,91,17,20,0,1,5,0
3962,35519.1263157895,17808.4842105263,1,48,22,46,80,0,2,7,21,16,2,1,36,6,12,3,8,7,0
3963,35578.4230769231,18295.5652043269,0,202,37,68,32,0,2,0,9,2,1,0,36,4,4,0,9,7,2
3964,35601.3058746308,18046.2238267148,1,108,33,81,76,0,0,1,10,79,0,2,48,9,16,2,5,9,4
3965,35689.0505111245,18308.6025255562,0,156,23,66,42,0,0,0,7,3,0,0,55,7,9,1,7,1,0
3966,35958.5596033628,17654.2017676223,0,251,33,154,32,0,0,2,5,5,1,2,3,10,7,3,2,0,1
3968,37329.3354673495,17950.0102432778,0,86,0,167,13,1,0,2,1,3,0,1,12,8,4,3,7,3,0
3969,37488.7278589854,18231.4191745486,0,78,8,186,11,0,0,2,1,2,0,0,19,2,6,1,7,4,1
3970,37502.4757942511,18008.6395612708,0,81,7,193,7,3,0,3,0,28,0,1,5,10,16,1,20,2,0
3971,37854.9278455285,18479.4464769648,0,95,31,177,52,2,0,0,0,1,0,0,0,3,5,0,6,0,0
3973,38171.162707452,18299.1314676212,0,174,23,268,5,0,1,1,3,1,1,0,8,6,5,0,16,3,5
3974,38486.1682522425,17796.8233215548,0,185,38,258,5,2,2,2,3,0,1,0,15,3,9,1,6,0,3
3975,38703.4763869785,17729.8019257221,0,173,32,354,30,1,0,2,4,2,0,2,34,16,21,1,0,4,2
3976,38739.4011821204,18393.1795345401,0,149,17,377,109,4,0,2,5,13,0,1,5,21,19,4,11,8,5
3977,39064.4593023256,18893.207122093,0,181,47,369,441,3,0,1,61,24,0,3,76,41,31,0,23,14,1
3978,39147.2268673356,17879.4030100334,1,158,5,218,45,0,0,0,6,2,0,2,15,3,2,2,4,25,3
3979,39234.0882352941,17819.6052855925,1,165,7,312,77,2,0,0,12,4,0,0,63,22,14,2,11,34,1
3980,39276.660643296,18056.6685941453,2,157,1,315,7,1,2,1,13,5,4,2,7,10,13,6,5,10,7
3981,40020.6756756757,18430.963963964,0,59,13,310,24,0,0,0,2,3,0,1,10,7,9,1,4,7,7
3982,40172.8233754906,18392.3593545573,0,41,18,347,30,0,0,2,13,5,0,2,35,12,11,2,12,6,8
3983,40243.7212020033,18090.3806343907,0,117,27,214,10,0,0,2,4,0,0,2,17,7,3,5,5,1,0
3984,40567.5241623711,18114.7219716495,1,228,53,491,80,1,0,3,9,3,0,2,32,20,14,1,4,8,1
3985,40858.3687472333,17825.5506861443,0,65,2,125,4,0,0,0,1,0,0,0,0,1,5,0,4,1,3
3986,40871.375,17688.8237179487,1,56,1,59,1,0,1,1,1,0,1,0,1,0,3,1,1,0,3
3987,41458.8841048883,18048.38070573,3,293,61,717,126,2,1,1,17,4,2,0,37,4,12,0,14,8,3
3988,41531.4332331473,17608.53112924,0,23,39,330,288,0,1,4,2,3,2,2,35,1,9,1,8,0,2
3992,461.210611365473,19361.0312415836,0,395,2,223,36,2,1,2,7,5,0,5,1,9,23,4,14,8,1
3993,650.182196605828,18857.0435478706,2,173,4,391,342,2,1,4,143,55,1,0,2,27,24,2,1,10,11
3994,869.683272394881,19403.5388482633,0,194,0,174,6,0,0,1,2,1,0,1,2,11,8,1,4,2,1
3995,875.695448460509,19025.3219544846,1,61,7,495,297,2,0,1,165,167,0,0,15,39,22,3,11,52,7
3996,1622.04509736932,19041.5657669969,1,246,7,485,79,1,0,2,24,5,0,0,29,44,8,3,23,30,3
3997,1852.70806566738,19412.1188436831,1,183,12,589,345,0,0,2,123,33,0,2,75,84,13,1,13,20,1
3998,1961.42811422944,19229.978089611,0,180,5,573,151,0,0,5,45,17,0,0,151,32,17,1,36,37,2
3999,2713.70093990316,18773.1617772714,0,230,6,496,16,1,1,1,8,2,1,3,12,24,13,9,23,5,2
4000,2840.51981215145,18849.3404754916,0,268,3,346,16,1,0,3,3,1,0,2,9,12,10,11,29,10,0
4001,3263.66889952153,19090.6771929825,1,117,0,326,340,1,0,4,75,7,0,0,24,38,22,19,11,15,5
4002,3288.84953867991,18785.5145493258,0,332,0,397,11,3,0,6,5,36,0,1,7,14,13,12,23,12,6
4003,3346.65518622347,18676.0989187024,0,193,1,368,10,0,1,5,5,1,0,0,11,20,14,12,16,20,4
4004,3418.2274645186,18903.2504794783,3,119,3,194,62,2,2,5,26,8,2,3,12,9,6,5,23,11,5
4005,3598.625,18686.6357827476,0,181,0,381,85,1,0,1,42,12,0,1,53,8,10,8,11,5,3
4006,3734.91975775927,18736.9076457229,0,176,1,218,59,0,0,3,20,23,0,2,22,28,13,4,6,5,5
4007,4494.63171060227,18841.1876082355,0,580,2,679,1,6,0,0,72,7,0,0,22,62,22,1,37,5,11
4008,4517.12487487487,18609.2647647648,0,339,0,348,11,0,0,0,16,2,0,0,1,61,23,1,17,4,4
4009,4665.45556656756,19396.6329699372,0,299,7,322,7,4,1,2,21,6,2,1,20,65,26,1,24,4,7
4010,4928.30884808013,19074.1185308848,0,101,9,361,92,0,0,3,17,4,0,3,88,55,29,5,16,23,1
4011,5591.6809767625,18910.7183930681,1,172,0,249,74,0,0,4,29,0,0,0,12,34,28,0,29,13,2
4012,5673.68806959403,18585.4594034797,1,160,2,247,60,0,1,1,38,6,2,1,8,38,10,2,40,3,3
4013,5688.85964321777,18983.8757993941,0,132,0,235,131,1,0,1,33,3,0,1,27,42,24,0,19,24,0
4014,5799.05890168291,18602.7364924712,1,189,1,220,2,0,0,1,2,6,1,0,23,22,14,0,35,3,3
4015,5837.27874015748,18887.5322834646,1,164,4,448,50,1,0,0,7,6,1,0,2,47,12,0,23,10,1
4016,6166.12941961308,18915.8695797198,1,158,9,309,5,0,0,1,7,4,0,0,0,44,8,1,18,14,1
4017,6501.58707643814,18950.9261885999,0,266,0,302,5,0,0,25,4,3,0,0,1,35,20,0,20,8,5
4018,6691.2616356383,18535.5262632979,0,87,0,121,4,0,0,20,0,0,0,0,14,15,6,1,5,0,0
4019,6783.79263034104,19003.515876127,0,127,2,121,6,0,1,57,0,0,0,0,22,32,8,3,10,11,2
4020,6802.3714684339,18745.1210324381,0,169,1,114,15,0,0,84,0,0,0,0,1,41,27,3,22,3,4
4023,7092.802417962,18770.3281519862,1,155,1,153,3,0,0,69,0,0,0,0,53,62,14,4,19,8,4
4024,7111.94156928214,19025.016360601,0,49,0,126,8,3,0,93,0,0,0,0,34,57,30,0,24,3,3
4025,7232.04181558256,18999.0332380272,1,125,0,140,7,3,0,89,0,0,0,0,53,51,25,2,13,2,2
4026,7256.92975532755,18674.1787687451,0,129,3,97,15,0,0,89,0,0,0,0,9,65,10,0,24,6,1
4027,7688.81553090333,18775.5984152139,0,49,9,295,89,0,0,11,18,5,0,3,27,12,13,1,5,10,1
4028,7698.25506445672,19020.3422344997,0,221,2,441,85,0,0,2,18,1,1,2,28,26,7,7,18,4,6
4029,8335.68426782798,18642.3603701688,0,164,6,296,57,1,0,4,37,18,0,2,13,97,23,2,6,6,2
4030,8467.96720827179,19029.5843426883,1,8,4,43,38,0,0,0,38,8,0,0,2,83,27,2,17,10,2
4031,8712.21700590939,18947.3289560079,0,8,0,83,5,0,0,1,16,5,0,0,6,74,19,3,19,7,4
4032,9025.16047120419,19295.942408377,4,9,6,125,57,0,0,1,61,33,0,1,83,80,43,1,27,16,2
4033,9148.66955555556,19092.548,0,12,4,114,107,0,0,0,129,63,0,1,117,91,30,0,57,5,3
4034,9495.7180712424,18659.2172024327,0,226,6,363,2,2,0,1,0,2,0,2,8,45,14,3,11,5,2
4035,9660.51456709069,18564.3089864588,0,133,1,212,9,0,0,0,0,0,1,0,4,28,6,0,16,2,3
4036,9853.69481902058,19209.3498935415,1,211,1,236,13,1,0,0,1,1,1,2,8,44,12,2,7,1,2
4037,10049.4521158129,18546.4975501114,0,273,1,427,12,0,0,1,0,4,0,3,1,44,12,4,25,1,2
4038,10216.4652793486,19192.2216693056,0,0,0,0,44,2,2,2,8,2,2,0,10,17,1,0,1,1,0
4041,10400.0911261441,18733.4500596896,0,16,0,9,2,0,0,4,0,1,1,0,2,7,6,1,8,0,1
4042,10428.1920280097,18548.2588203609,0,26,0,24,9,1,1,3,1,1,0,0,1,5,4,1,4,3,2
4043,10504.336346516,18856.4346516008,0,0,0,0,9,0,0,2,0,2,0,0,0,15,5,2,1,1,8
4044,10571.8214139763,19007.9391091132,0,11,0,11,26,2,0,4,16,2,0,1,27,40,5,2,3,0,2
4045,10602.2286432161,18898.0871021776,0,7,0,6,53,0,0,2,32,2,0,0,24,42,14,0,6,0,1
4046,10773.8927313481,18755.1959654179,0,44,1,20,53,1,0,6,16,6,0,0,38,35,10,1,7,1,5
4047,10857.5749808722,19389.2127008416,0,51,0,99,16,1,0,0,1,3,0,1,4,15,3,2,8,1,2
4048,10939.5609671848,19066.6179620035,1,67,4,74,11,0,0,5,6,10,0,0,16,12,4,0,7,3,1
4049,11435.5763772955,19205.0321368948,0,80,1,44,48,0,0,0,8,3,0,1,2,2,4,2,5,9,0
4050,11617.0617346939,19369.1459183673,1,36,5,209,6,0,0,2,4,4,0,2,11,13,4,2,6,2,0
4051,11761.0746934225,18803.1727982163,0,150,2,343,1,1,0,0,29,11,1,1,13,13,21,3,22,3,8
4052,11823.0359743041,18840.0149892934,0,214,13,413,8,0,0,0,28,5,1,0,23,42,17,0,29,8,3
4053,11900.969521045,19343.8509917755,2,133,0,285,9,0,1,0,10,3,2,0,48,5,10,1,26,0,3
4054,12023.4292260692,19336.7275967413,0,76,0,155,11,0,0,1,3,4,0,0,17,8,3,0,7,1,27
4056,12323.0534801416,19154.6177742823,0,188,2,265,28,0,0,1,4,1,1,1,13,37,14,1,0,3,3
4057,12667.5171603197,18551.0573577809,0,103,1,159,10,0,0,1,9,1,0,2,22,34,8,2,6,1,3
4058,12817.533394749,19416.3850760018,1,124,10,357,107,0,0,0,18,6,0,0,53,18,12,1,27,7,1
4059,13317.1192778852,18734.5863958736,0,153,8,332,40,1,3,3,18,9,1,1,6,30,25,2,17,7,5
4060,13397.2973380211,19267.5283776996,0,88,1,139,0,0,0,1,2,0,0,2,10,1,1,1,4,1,0
4061,13445.5696157913,19053.981318294,1,86,29,189,26,0,0,0,4,1,0,0,2,5,4,1,15,5,0
4062,13550.3226837061,19347.179313099,1,134,16,167,21,0,1,1,6,0,2,2,1,9,4,1,5,0,4
4063,13677.9954622802,18759.4937606353,0,151,22,459,72,7,0,2,37,2,0,0,3,20,6,0,9,13,0
4064,13746.0297202797,19205.1901223776,0,90,0,145,28,1,0,0,20,1,2,1,28,9,7,1,7,1,2
4065,13753.8114439324,19018.5165130568,0,208,3,261,27,1,0,0,33,5,0,0,28,23,14,0,17,0,0
4066,13857.0656416322,18792.1466587818,0,92,19,333,32,1,0,1,11,1,0,0,4,27,17,15,15,7,5
4067,13882.7543559959,18719.6323881107,0,88,6,473,218,1,0,0,43,8,1,1,30,118,43,28,13,32,9
4068,14294.0774647887,19397.1167002012,2,99,4,187,21,0,1,0,1,0,1,2,6,3,6,3,6,9,0
4069,14357.7321969697,18937.9973484848,2,136,2,203,142,1,2,1,34,2,4,3,5,57,17,13,16,1,5
4070,14415.1360544218,19243.3448129252,0,139,0,177,22,1,0,0,1,0,1,1,5,15,12,10,7,1,0
4071,14478.3706214689,19135.063653484,1,173,1,163,10,2,1,4,1,1,2,3,17,18,4,4,10,3,2
4072,14520.4771364318,19388.9224137931,0,130,26,248,43,0,0,1,0,0,0,0,25,4,4,2,5,2,1
4073,14689.8997975708,19348.7763157895,0,131,1,231,9,0,0,0,2,0,0,0,30,8,4,4,2,1,0
4074,14778.9720853859,19379.328407225,0,202,17,250,41,0,1,0,3,1,0,0,5,2,3,0,7,0,0
4076,14829.471278567,18956.3690549722,1,181,10,240,38,0,1,0,8,9,1,1,36,15,18,4,19,3,5
4077,15068.0783324482,18696.1457780138,0,353,3,439,3,1,1,0,5,1,0,1,56,13,10,0,21,5,5
4078,15161.6531676022,19287.5565356856,1,141,11,224,7,0,0,2,4,1,2,0,3,4,8,2,9,1,3
4079,15191.4550870761,18706.8620531622,0,120,9,315,13,0,0,0,2,0,0,0,4,2,6,1,19,1,2
4080,15516.4124900557,19379.9148766905,0,85,11,133,1,0,0,0,4,0,1,2,11,3,4,1,7,0,0
4081,15840.5406403941,19245.5695812808,0,106,29,94,2,0,0,1,2,1,0,2,6,25,9,1,5,2,0
4082,15880.7432158769,18994.0891049008,0,91,4,114,22,0,1,1,3,0,2,2,1,20,7,2,8,3,0
4084,15999.5314046441,19361.8287019414,0,117,6,195,49,0,0,0,4,1,0,1,1,12,8,1,11,4,0
4085,16104.4727875059,19084.1689540937,0,73,1,97,1,0,0,0,0,1,0,0,1,16,3,1,2,0,0
4086,16190.487202925,19223.9963436929,2,98,1,117,4,0,0,1,1,2,1,0,2,12,3,0,0,1,0
4087,16367.3149697145,19433.6111912316,0,134,7,232,22,0,0,0,4,0,0,0,2,6,4,1,9,3,1
4088,16394.608815427,18995.9082432719,0,219,1,360,7,1,0,1,1,2,0,1,39,28,11,0,4,8,1
