cellID,Xpos,Ypos,EGFR,SOX10,CCNA2,GAPDH,CYR61,PDGFRB,PDGFC,SERPINE1,NGFR,NRG1,WNT5A,VEGFC,AXL,EPHA2,LOXL2,RUNX2,FGFR1,JUN,VGF
6582,21678.1281292059,24602.7811574697,0,223,114,390,169,0,1,1,29,1,0,1,34,0,13,1,8,0,1
6583,21829.972260368,24232.641581983,1,115,41,213,23,2,1,1,7,3,1,0,77,0,8,0,4,1,4
6584,21885.3138657131,24647.6551450139,0,106,15,130,28,0,0,0,6,4,0,0,4,0,3,0,1,0,0
6585,21879.3539130435,24892.702173913,0,23,4,48,2,0,0,1,2,0,1,1,4,2,4,1,1,2,1
6586,21896.3025889968,24337.5,1,178,119,415,23,1,0,0,4,1,0,1,55,0,7,0,7,0,0
6587,21950.8115942029,24570.5910326087,0,56,9,141,14,1,1,1,1,4,1,1,3,0,3,1,2,0,2
6592,22279.933531478,24713.5136449608,0,84,3,104,10,0,0,0,4,3,0,0,37,10,5,0,4,4,0
6593,22298.8328646043,24141.7364403375,0,165,3,252,0,0,1,0,1,0,1,0,3,5,6,0,6,4,0
6594,22314.8653164557,24414.537721519,0,120,11,262,1,0,0,0,7,4,0,0,4,16,0,0,4,3,0
6595,22329.7410881801,24653.8789868668,0,88,0,238,4,0,0,0,7,1,0,0,44,13,17,0,14,0,2
6596,22349.352510077,24834.4646390619,0,131,13,160,3,0,1,0,4,2,0,0,12,13,6,0,11,6,1
6597,22384.0244015803,24236.0515919126,0,124,27,138,3,0,0,0,3,1,0,0,17,11,5,1,6,6,2
6598,22442.9679511637,24638.8832506677,0,55,3,68,15,0,0,1,2,0,0,0,4,9,4,0,4,1,0
6600,22501.140625,24389.6131628788,0,93,25,116,15,1,0,1,8,2,0,0,14,8,4,0,5,2,0
6601,22525.3630597015,24839.7552238806,0,64,13,92,2,0,0,0,5,0,0,0,8,15,5,0,8,0,1
6602,22527.8049353702,24324.1891891892,0,62,2,89,2,0,0,0,0,0,1,0,9,8,4,0,5,0,0
6603,22539.6681704261,24679.8070175439,0,98,1,181,2,0,0,0,3,0,0,0,12,5,6,0,0,1,0
6604,22607.9468669842,24554.4499816783,0,61,0,133,4,0,0,0,1,0,0,2,4,6,2,1,2,2,0
6605,22628.6022498996,24653.6440337485,0,46,0,92,8,0,0,1,2,2,0,2,20,9,12,2,1,0,2
6606,22639.4329401485,24168.2398427261,0,38,23,94,3,0,0,0,1,3,0,0,19,12,3,0,4,1,0
6607,22662.635359116,24322.5835104122,0,70,8,113,0,0,0,0,1,0,0,1,10,14,3,0,8,0,0
6608,22686.8713304185,24096.782011243,0,66,16,150,2,0,0,1,2,1,0,0,30,9,5,0,11,2,0
6609,22757.692519685,24253.0374015748,0,68,14,121,0,0,0,0,0,0,0,0,8,2,1,0,0,0,0
6610,22759.5344101124,24180.4824438202,0,19,0,20,0,1,0,0,0,0,0,0,5,1,1,0,0,0,0
6611,22798.2597955707,24357.6009369676,0,78,18,182,19,1,0,0,3,1,0,0,13,9,1,0,2,1,0
6612,22799.3533749291,24118.2620533182,0,20,2,64,5,0,0,0,0,0,0,0,1,1,2,0,4,0,0
6614,22916.4669151911,24851.0815470643,0,29,14,88,3,1,0,4,1,1,0,2,11,6,2,2,4,2,0
6615,22974.3158717748,24463.9684649466,0,138,45,162,11,2,0,0,2,1,0,0,60,20,6,0,11,1,0
6616,22982.6340355225,24619.6468401487,0,53,10,122,2,0,0,0,1,0,0,0,6,8,3,1,7,0,1
6617,23006.2030439294,24195.7779315116,0,80,17,88,4,0,0,0,0,1,0,0,5,5,3,0,7,2,10
6618,23041.1743638077,24305.5537229029,0,53,2,81,3,0,1,1,1,0,4,1,3,4,5,1,6,0,4
6619,23218.7870637208,24739.6775536343,0,136,47,358,6,0,0,1,1,3,0,0,29,9,7,0,14,3,2
6620,23233.0632944228,24602.5271076524,0,78,45,178,17,1,0,2,3,1,0,1,30,11,8,1,12,2,0
6621,23357.0816448153,24804.7232816845,0,204,28,248,9,0,0,1,2,4,0,1,23,18,11,1,8,3,1
6622,23376.2788532223,24185.3165890713,0,71,22,151,1,0,2,1,1,0,1,0,3,19,4,0,3,3,1
6623,23399.9788732394,24405.396713615,0,91,7,133,6,0,0,0,3,3,0,0,4,16,3,1,2,2,0
6624,23506.7091670544,24363.345276873,0,70,13,128,0,0,0,0,0,0,0,2,16,13,3,2,7,4,0
6625,23644.722668004,24575.7848545637,1,22,9,49,3,0,1,3,4,3,1,2,18,19,5,1,2,0,2
6626,23805.7308435287,24830.5154539601,0,82,39,194,13,0,0,1,5,0,1,1,22,5,5,0,8,1,0
6627,23844.4190825688,24372.2803669725,0,46,2,145,35,2,0,1,6,0,0,0,27,14,3,3,6,0,0
6628,23867.3675856307,24143.7898913952,0,45,9,121,10,1,0,1,3,0,0,1,15,7,4,1,2,1,1
6637,24980.9881461969,24840.6700691472,0,56,21,184,79,0,0,1,3,1,0,0,10,9,8,5,2,1,0
6638,25126.9249658936,24464.3345156889,1,112,26,248,11,0,1,1,0,1,2,1,35,23,9,7,7,4,0
6639,25121.4916763453,24726.0518776616,0,110,15,236,1,0,0,1,0,7,0,0,36,18,5,3,25,1,1
6640,25250.1168738899,24624.9147424512,0,97,37,233,2,1,5,1,0,3,3,1,50,21,3,3,21,7,5
6641,25339.9224880383,24441.5036682616,0,50,26,236,94,0,1,0,2,1,3,0,110,46,23,15,12,7,1
6642,25372.7221954742,24136.9321136254,0,48,5,85,1,0,0,0,0,0,1,1,14,18,7,7,8,2,3
6643,25711.0358744395,24107.5153213752,0,24,11,71,5,0,4,0,0,0,1,1,24,6,8,3,14,1,1
6647,26124.6024770276,24254.8529764283,0,97,20,135,3,0,0,2,3,2,0,2,8,1,4,3,2,1,1
6648,26223.6177853784,24139.0153911928,0,79,34,250,43,0,0,1,3,4,0,1,52,8,11,1,11,9,0
6650,26306.4752313555,24502.862547632,0,83,53,306,90,1,1,1,20,4,0,3,84,24,17,1,19,4,2
6651,26348.3664188894,24780.0327940533,0,48,38,125,5,0,2,1,1,1,1,1,8,6,7,1,5,7,1
6652,26719.8829059829,24591.2333333333,0,44,4,139,51,0,2,5,12,7,3,3,14,3,16,4,12,1,4
6653,26926.9009858551,24251.9121303043,0,32,24,201,69,0,0,2,7,6,0,2,74,6,7,1,6,28,10
6654,27073.8291800643,24544.9481511254,0,134,10,195,22,0,2,1,6,17,1,1,23,12,15,4,8,1,1
6655,27277.3772330702,24912.4624013295,1,38,21,276,132,0,1,1,23,19,0,2,61,7,17,3,13,12,1
6656,27635.3495556496,24186.9877274651,0,55,35,264,81,0,1,6,8,0,0,2,69,4,8,2,5,7,2
6657,28016.1062830299,24401.2069876688,0,106,28,247,2,0,0,2,5,2,0,1,66,14,12,1,6,1,4
6658,28025.1496939343,24561.7178631052,0,139,111,351,23,0,1,3,11,6,1,2,85,34,26,5,11,3,5
6659,28024.7753860552,24111.413664015,0,115,2,220,16,0,0,3,6,3,1,5,16,8,7,5,1,0,0
6660,28179.4022029372,24401.2289719626,0,141,31,321,7,0,1,4,9,1,2,2,43,5,16,4,5,3,8
6661,28175.4684804247,24832.5063039151,2,19,47,325,48,1,1,1,32,6,5,0,74,21,44,1,11,70,8
6662,28534.4078947368,24477.3781833616,0,140,16,204,56,1,1,0,8,0,1,3,29,18,14,2,3,1,2
6663,28849.8668363019,24886.9359626802,2,83,34,48,8,1,1,1,1,2,1,1,6,14,5,1,8,1,2
6664,29051.9003460208,24723.8861591695,0,126,22,38,19,0,0,0,4,3,0,0,12,17,11,1,10,2,4
6666,29099.9992380952,24246.0266666667,0,70,32,44,55,0,0,0,13,3,0,0,22,33,17,0,12,4,2
6667,29179.9770750988,24309.5106719368,0,77,40,54,8,0,0,2,5,0,0,2,7,17,2,2,5,1,0
6668,29377.6932773109,24121.7386554622,1,89,48,68,102,0,0,1,10,37,2,1,83,47,19,1,2,6,1
6669,29398.8565656566,24330.4303030303,0,132,21,45,3,2,0,0,7,3,1,0,8,15,12,0,5,3,1
6670,29572.2651421508,24255.955500618,0,119,5,97,2,0,0,2,0,0,0,0,18,3,4,1,1,2,4
6677,30437.3637492241,24972.9006828057,0,73,46,143,137,1,0,2,12,2,0,1,55,12,5,0,18,2,0
6678,30887.4990938746,24536.7191011236,0,109,31,247,27,0,1,6,3,0,0,0,38,26,10,2,17,7,11
6679,30953.5361930295,24416.2407506702,0,172,46,455,54,0,6,1,1,0,0,0,76,39,29,0,27,15,7
6680,31150.0221097496,24656.3161960575,0,85,55,250,193,0,1,4,2,0,0,0,64,12,25,1,6,5,5
6681,31945.9039770692,24599.0125403081,0,157,64,177,4,0,1,1,4,1,0,2,40,19,16,4,5,2,4
6682,32022.0031239153,24453.5737591114,0,169,73,265,23,0,1,4,4,1,3,1,14,24,27,1,3,7,7
6683,32472.625,24299.9941860465,0,89,26,183,26,0,0,1,5,2,0,0,10,31,28,1,17,4,1
6684,32610.2533604888,24875.0044806517,0,80,55,149,119,0,1,1,14,5,0,2,22,16,30,2,7,0,8
6685,32706.8605193076,24233.0828894807,0,207,79,284,9,0,0,0,2,1,0,1,18,16,9,2,4,4,1
6686,32905.5577945704,24190.0937587462,2,152,64,212,10,0,0,0,6,1,3,0,11,19,11,1,2,3,6
6696,37300.3949599623,24920.7482336317,0,138,78,270,237,0,1,1,30,14,1,2,94,85,17,3,23,9,1
6697,37345.2746478873,24299.6423759951,0,252,60,161,317,0,0,0,41,14,0,1,54,28,30,1,14,9,9
6698,37547.7399572142,24338.4468742572,0,231,100,195,349,1,0,3,44,31,1,2,63,46,26,1,10,39,6
6699,37525.6021577883,24110.5569790964,1,76,52,111,9,0,1,0,1,1,0,0,3,3,24,0,3,2,12
6700,37654.605290637,24868.8489383919,0,49,19,87,31,0,0,2,10,1,1,1,42,26,10,1,7,6,2
6701,37842.316449348,24442.7700601805,1,230,47,346,56,0,0,0,1,16,0,1,49,28,18,0,3,2,4
6702,37909.1529651311,24183.7457368287,0,106,43,344,102,1,1,0,4,2,1,0,21,40,14,1,6,13,6
6703,38133.3068017366,24887.740593343,0,223,2,132,7,0,0,0,3,2,0,0,1,6,7,0,13,3,1
6704,38175.8153535354,24338.1147474747,0,81,34,151,2,0,0,0,4,0,1,0,10,2,2,0,4,3,2
6705,38318.6893939394,24353.1541375291,1,148,58,224,12,0,0,1,5,3,1,1,17,6,10,3,4,6,2
6706,38572.9177131527,24366.837409121,2,180,30,297,43,0,0,1,8,3,0,0,16,3,10,1,4,2,2
6707,38642.4197761194,24767.4900497512,0,129,54,288,64,0,2,0,13,13,2,0,41,9,20,0,11,5,2
6708,38738.7156602522,24459.3251493033,0,114,30,228,14,0,0,1,6,2,0,1,9,8,11,1,5,2,0
6709,38777.7597254005,24851.4393592677,0,62,33,271,58,0,0,1,7,15,1,0,10,5,12,0,16,48,1
6710,39011.7200259235,24467.4864981638,0,204,25,417,50,0,1,1,35,109,0,0,81,49,25,1,23,7,3
6711,39327.5365704998,24498.9634295002,0,353,6,613,11,0,0,9,12,2,0,0,8,27,22,2,27,8,12
6719,40946.5073655361,24273.8269955464,1,183,3,353,233,0,0,1,53,8,2,1,71,49,32,3,0,0,0
6720,40960.7102238354,24632.0468844525,0,238,2,427,134,1,0,0,27,11,0,0,39,52,28,0,0,0,0
6721,41196.0035498758,24133.1402200923,0,118,1,282,20,0,0,0,2,3,0,0,24,14,6,1,0,0,0
6725,363.799233716475,25895.869348659,4,93,6,351,173,0,3,2,48,16,4,3,0,15,25,4,23,34,9
6726,471.813064628214,25660.0552466991,1,251,2,490,175,4,0,2,55,38,1,4,36,25,17,1,14,88,2
6727,943.399164451196,25541.2799088492,0,185,0,217,24,0,0,0,16,2,0,1,19,6,8,0,9,3,2
6728,1171.71232323232,25306.3963636364,1,172,2,183,36,1,1,2,8,6,0,4,21,55,10,1,9,3,0
6729,1274.70563106796,25649.6850485437,0,79,7,203,76,0,0,2,14,17,0,5,9,42,28,2,13,16,1
6730,1397.11590909091,25192.8403409091,1,311,9,380,56,3,0,1,40,9,1,3,20,135,24,3,20,8,10
6731,1633.24647887324,25000.4022887324,1,131,4,305,39,0,1,0,6,19,0,0,5,64,13,0,37,10,5
6732,1900.10382685069,25856.3255959849,0,156,1,382,127,1,0,0,33,2,0,1,59,65,14,2,25,26,3
6733,1996.5110968157,25092.8343518816,0,218,3,300,11,0,0,0,2,7,0,0,9,15,9,0,8,2,2
6734,2052.98763326226,25183.0004264392,1,225,2,266,2,0,0,5,6,14,0,3,14,47,14,6,16,3,4
6735,2104.2200286123,25020.6858369099,0,200,4,318,31,0,0,3,26,25,0,1,20,114,33,2,40,5,5
6736,2131.05777054516,25557.009357201,1,207,0,255,72,2,1,4,13,5,1,1,4,48,22,3,12,5,3
6737,2337.05173951829,25836.5374665477,0,211,0,388,185,0,0,1,52,32,1,1,27,26,15,0,35,7,1
6738,2440.30497237569,25654.7022099448,0,291,2,566,15,0,1,2,6,6,2,1,15,48,11,1,41,3,2
6739,2729.64773495605,25743.1402974983,1,90,5,248,17,0,0,2,6,2,0,2,19,15,4,1,13,7,0
6740,2833.98444828437,25443.8032584547,0,146,4,365,474,2,1,1,137,65,1,0,92,139,47,0,31,55,1
6741,3121.14634146341,25141.9473845682,1,516,10,1235,86,1,1,4,18,7,1,0,43,70,21,3,53,32,21
6742,4362.31075359865,25560.5148179509,1,329,2,33,42,1,1,3,93,43,3,2,54,45,16,4,9,10,18
6743,4549.19017288444,25551.8016378526,0,237,0,13,141,1,0,1,92,7,0,0,43,35,6,0,5,7,7
6744,4658.78600993377,25533.2239238411,0,195,1,349,212,0,1,2,75,109,0,0,31,27,15,0,12,11,7
6745,4717.63086614173,25340.0173228346,0,199,4,423,247,1,1,2,87,129,4,3,39,28,13,2,23,14,8
6746,5577.90101051763,25653.1934419468,0,343,3,372,19,5,0,3,17,1,1,2,15,13,15,1,16,20,11
6747,5758.83305785124,25542.4697520661,0,265,0,299,8,0,0,0,10,2,0,1,26,37,12,0,13,3,10
6748,6154.80877951447,25150.9803791154,1,179,4,363,62,2,0,1,64,6,0,3,21,54,17,0,26,6,2
6749,6666.5324407827,25264.3546172331,0,119,1,347,3,0,0,3,1,6,0,3,4,6,12,4,17,9,2
6750,6763.6595875654,25606.7371498923,2,83,2,272,150,1,1,2,52,21,1,3,74,56,30,5,25,49,3
6752,7219.04262189215,25776.8224087827,0,208,0,292,270,1,0,2,117,18,0,0,34,38,34,0,33,21,2
6753,7329.35129806112,25584.4935918501,0,187,2,245,93,0,1,3,98,4,2,1,31,33,24,3,19,2,5
6754,7335.48616600791,25363.597826087,1,117,1,231,30,0,0,1,10,4,0,0,17,10,3,1,3,2,0
6755,7386.12655685014,25268.97468863,0,100,13,209,47,0,0,2,11,8,1,0,34,27,6,1,7,3,0
6756,7458.7893442623,25140.5545081967,0,44,0,119,1,0,0,0,1,3,0,0,7,21,4,0,0,0,0
6757,8072.65515151515,25392.6706060606,0,71,19,456,56,0,0,1,9,7,0,1,8,56,2,2,11,0,4
6758,8133.02556340397,25322.4049781366,0,152,29,545,40,0,0,3,11,8,0,2,7,50,8,1,21,9,5
6759,8330.17743221691,25724.4653110048,0,46,3,232,141,0,0,2,40,4,0,2,4,15,10,14,5,0,1
6761,9548.48164218959,25036.0894526035,0,190,6,232,31,0,0,4,0,14,1,0,8,47,9,1,8,5,2
6762,9759.44933333333,25901.2653333333,0,101,13,281,46,0,0,0,15,8,0,1,81,68,16,1,14,11,2
6763,10150.4404875717,25793.1374282983,1,153,1,241,157,0,0,0,8,10,1,1,140,9,10,0,15,14,9
6764,10142.6495656895,25531.8691639522,0,230,20,361,9,0,0,2,6,6,0,2,92,37,18,3,33,5,5
6766,11130.5976180349,25839.5180774139,0,75,0,70,0,0,0,2,1,0,0,1,5,1,1,0,3,1,0
6768,11354.7340956341,25540.9490644491,0,122,6,129,98,0,0,0,8,5,0,0,14,1,21,0,34,8,10
6771,12033.6351031451,25172.0963814677,0,107,11,192,49,0,0,1,5,5,1,1,3,5,14,3,22,3,1
6772,12159.4504310345,25886.9261853448,0,143,0,113,12,1,0,1,1,1,0,2,3,6,12,1,11,2,2
6773,12261.574220218,25113.4250281849,0,32,10,316,76,0,0,2,9,9,0,4,0,5,9,2,29,2,5
6774,12588.7117948718,25327.6887179487,1,172,0,177,2,0,1,2,2,1,0,2,0,8,4,4,2,4,0
6776,13062.8581540204,25412.0322763307,0,197,5,293,12,1,0,1,1,3,0,0,37,31,10,0,20,9,4
6777,13155.2254649499,25358.8566523605,1,266,6,472,19,0,1,0,5,0,1,1,41,48,18,2,22,8,2
6778,13790.2077653862,25350.7757125155,2,247,3,369,24,1,1,1,6,1,1,0,11,29,10,0,9,6,7
6779,13868.2173913043,25905.3250517598,0,74,5,264,3,0,0,0,6,0,0,0,16,2,10,1,6,1,7
6780,13925.8578042328,25366.9034391534,0,142,1,153,15,0,0,1,4,0,1,1,17,13,7,1,7,2,19
6781,14192.3081395349,25728.8581395349,0,98,1,203,4,1,1,3,6,1,2,2,25,11,11,1,5,0,4
6782,14217.9535632184,25863.404137931,0,62,0,92,1,0,0,0,0,0,0,0,14,2,4,0,0,0,1
6783,14430.0945888368,25318.4755006391,1,128,2,220,2,1,0,0,1,3,1,3,7,16,7,3,3,3,2
6784,14653.706231454,25390.2891055532,0,127,1,222,3,0,0,0,2,1,1,2,15,10,6,1,3,2,2
6785,14705.3035786088,25816.3156413349,0,87,3,281,2,2,0,1,4,0,5,0,31,8,12,2,12,7,1
6786,14821.1100250057,25516.5689929529,0,101,3,130,2,0,0,1,2,1,1,1,8,3,4,1,7,3,0
6787,14894.2367330017,25303.8971807629,2,131,1,179,43,2,0,0,1,4,1,0,6,4,3,1,4,14,0
6789,15019.0618415025,25171.2977553825,0,95,16,167,4,0,0,1,0,0,0,0,8,2,5,0,11,4,0
6790,15018.2060606061,25735.0107226107,0,86,0,155,0,0,0,0,0,3,1,0,16,1,3,0,4,0,0
6791,15061.7798096192,25457.6730961924,0,94,23,181,13,0,0,0,2,3,0,0,34,8,7,0,14,6,0
6793,15165.7993586807,25830.1974347229,0,93,10,215,5,0,0,0,1,1,0,0,3,3,1,2,7,4,0
6794,15191.1871310508,25134.7473435655,1,112,23,161,30,0,1,0,4,5,0,0,67,23,3,0,4,7,0
6796,15314.8920792079,25599.9214521452,0,76,1,147,2,1,0,0,0,1,0,0,24,3,1,1,6,1,0
6797,15351.1915810408,25830.947298641,2,161,24,262,150,0,1,0,38,8,1,1,86,23,24,2,14,7,4
6799,15404.9556962025,25677.6577409932,1,79,2,197,1,1,0,0,5,1,0,0,21,0,1,1,4,0,3
6800,15440.5215626585,25556.7113140538,0,43,0,64,0,0,0,0,2,0,0,0,4,5,2,0,2,0,1
6801,15683.8911732456,25289.8947368421,0,64,43,386,347,0,0,0,82,2,0,0,60,22,30,1,11,39,0
6802,15680.1880559085,24984.2312579415,0,29,4,72,1,0,0,0,1,0,0,1,10,1,0,0,3,0,1
6803,15718.9056451613,25500.9580645161,0,59,0,120,7,0,0,0,6,0,0,0,9,4,4,0,2,1,0
6804,15734.3049770561,25898.4189904695,0,43,11,137,28,0,0,0,5,1,0,0,21,8,2,0,6,1,0
6805,15773.6411201179,25778.5359862442,0,115,1,139,4,0,0,0,0,0,0,0,2,2,2,0,1,0,0
6806,15809.1253132832,25117.3914786967,0,61,12,60,1,0,0,0,1,0,0,0,12,1,4,1,2,0,1
6807,15820.7658643326,25643.6035010941,0,84,1,155,1,0,0,0,1,2,1,0,4,0,1,0,5,0,0
6808,15871.88832315,25442.3781398506,0,175,37,185,19,0,0,0,1,2,0,0,22,9,2,0,23,5,3
6809,15894.8872767857,25041.6651785714,0,33,2,32,0,0,0,0,1,0,0,0,18,5,4,0,2,0,0
6810,15929.6632583504,25352.9744376278,0,66,9,194,34,1,0,0,3,3,0,0,7,1,8,0,12,12,0
6811,15960.5093023256,25763.7065891473,0,83,6,178,3,0,0,0,0,0,0,0,12,2,5,0,4,1,1
6812,16101.8013906997,25653.9543676662,0,85,18,178,0,0,0,0,1,0,0,0,4,0,1,0,2,0,1
6813,16111.3997852541,25442.1560486757,0,200,0,259,43,0,0,0,11,2,0,0,2,4,3,0,1,0,1
6814,16114.6407137064,25166.3284671533,1,61,5,83,5,0,0,0,3,0,0,0,8,3,1,0,2,5,1
6815,16162.4360294118,25789.3181372549,0,140,52,234,2,0,0,0,1,1,0,0,18,2,5,0,6,0,0
6816,16173.3772011121,25049.0505097312,0,163,0,210,49,0,0,0,2,2,0,0,15,3,6,0,11,1,1
6817,16210.0676598386,25261.9565487275,0,82,8,117,1,0,0,0,1,0,0,0,5,0,4,0,1,0,0
6818,16222.786004882,25183.8584214809,0,90,12,139,5,0,0,0,0,0,0,0,7,2,1,0,2,0,0
6819,16268.5609356725,25619.5971929825,0,107,28,237,10,0,0,0,2,0,0,1,7,0,2,1,4,2,1
6820,16307.0032561505,25491.4837192475,0,134,4,184,1,0,0,0,0,1,0,0,5,4,3,0,6,0,0
6821,16365.127547435,25358.53056922,0,111,3,150,6,0,0,0,2,1,0,0,2,1,6,0,1,2,1
6822,16360.3748946925,25135.5088458298,0,61,9,129,1,0,0,0,0,1,0,0,18,5,2,1,4,2,0
6823,16384.2395171538,25848.4612452351,0,152,32,218,8,0,0,0,3,1,1,0,14,4,3,0,2,0,0
6824,16466.4794776119,25185.9179104478,0,75,13,192,7,0,0,0,1,1,0,1,11,2,2,0,3,1,2
6825,16470.8916221034,25596.5483065954,0,86,17,124,70,2,0,1,13,1,0,1,8,76,7,1,2,35,0
6826,16550.4710851202,25209.5730994152,0,90,10,157,3,0,0,0,1,2,0,0,5,1,2,1,4,1,0
6827,16614.9484978541,24999.5715957862,0,154,14,215,26,0,0,1,6,1,1,0,2,5,2,1,6,0,14
6828,16659.1374682626,25479.930359086,3,48,3,3,3,2,1,1,1,2,2,0,2,8,5,0,3,2,2
6829,16657.0405179616,25224.8383458647,0,121,9,125,24,0,1,0,1,2,0,0,1,6,1,0,6,0,0
6830,16659.9716696805,26297.552742616,0,31,3,54,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
6831,16687.2748699112,25651.648607285,1,120,1,165,3,0,1,2,2,0,1,0,1,3,2,1,6,3,2
6832,16737.9710062536,25433.0454803866,0,9,1,7,0,0,0,0,1,0,0,0,0,8,0,0,1,0,0
6833,16765.4242661448,25204.1142857143,0,100,7,137,11,0,0,0,1,0,0,0,13,3,5,0,2,3,0
6834,16882.9225902493,25900.4778563454,0,72,16,95,5,0,0,1,0,0,0,0,0,3,1,0,3,4,0
6835,16883.2117101035,25600.7265262406,0,82,9,125,2,0,0,1,0,1,0,0,10,10,0,0,5,2,0
6836,16968.3556998557,25259.4531024531,0,162,5,215,7,1,0,0,9,3,0,0,13,24,5,0,7,3,1
6837,17020.5115354018,25630.9116945107,0,140,1,201,2,0,0,0,0,0,1,1,3,14,4,0,5,3,0
6838,17027.9214905933,25099.3997829233,0,133,17,158,3,0,0,0,0,1,0,0,23,13,2,0,10,1,1
6839,17069.408083442,25002.628422425,1,111,21,146,3,0,0,0,0,0,1,0,16,7,2,0,12,4,1
6841,17175.5906137184,25166.7509025271,0,81,8,132,0,0,0,1,0,1,0,0,1,9,1,0,4,1,1
6842,17230.6223085069,25477.9290504765,0,99,36,183,16,0,0,0,1,1,0,0,8,9,6,1,16,1,2
6844,17304.1320132013,25683.1122112211,0,176,9,355,5,0,0,1,4,0,0,0,15,7,2,0,44,1,0
6845,17303.4219910847,25284.0955918772,0,95,11,107,1,0,0,0,0,1,0,0,4,9,2,0,5,3,0
6846,17366.5782716049,25798.689382716,0,28,6,41,2,0,0,0,3,0,0,1,10,6,3,0,8,0,3
6847,17381.5400137583,25335.9786746159,0,144,26,226,2,1,0,1,1,2,1,0,9,9,4,0,7,2,0
6848,17380.6703412073,25084.9359580052,0,54,0,86,4,0,2,0,2,0,1,0,8,1,4,0,1,0,1
6849,17493.5797402597,25095.2550649351,0,51,0,92,1,0,0,0,0,1,0,0,1,3,1,0,1,0,0
6850,17496.3180914513,25211.5636182903,1,74,2,93,11,1,0,2,1,1,1,0,2,8,2,0,1,0,1
6851,17657.4702898551,25664.2394927536,0,47,0,40,1,0,0,0,0,0,0,0,4,7,2,0,1,0,0
6853,17609.023019035,25324.5024347056,0,104,5,90,34,1,0,0,1,1,0,0,4,13,4,0,3,0,0
6854,17610.5303197354,25447.506798971,0,139,18,155,0,0,0,0,1,0,0,1,5,9,3,1,6,0,0
6855,17610.237566393,25057.8194109126,0,31,0,59,0,0,0,1,0,0,0,0,0,1,2,0,2,0,1
6856,17635.8238076468,25145.8336618053,0,125,4,81,9,0,0,0,0,1,0,0,1,13,1,0,7,3,0
6857,17631.6973161034,25816.981610338,0,32,0,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6859,17665.9819494585,25527.4796286746,0,70,4,61,2,0,0,0,0,0,0,0,1,5,4,0,4,0,0
6860,17705.2059834938,25400.8741403026,0,121,7,81,0,0,0,0,0,0,0,0,2,6,2,0,6,1,1
6861,17709.2608812466,25278.998925309,0,109,5,90,3,0,0,0,0,0,0,0,2,5,1,0,2,0,0
6862,17747.2194110328,25488.1401907922,0,39,6,31,0,0,0,0,0,0,0,0,2,5,6,1,3,0,1
6863,17791.3356070941,25076.553888131,0,115,0,111,1,0,0,1,0,0,0,1,11,6,5,1,3,1,1
6865,17862.0268817204,25615.8178763441,0,48,11,60,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0
6866,17866.9528949951,25171.5471050049,0,56,1,86,4,0,0,0,0,0,0,0,2,8,0,0,1,3,1
6867,17902.6290456432,25497.7767634855,0,184,31,190,2,0,0,1,0,0,0,0,8,16,7,0,7,2,0
6868,17899.7014690451,25736.2471143757,1,87,0,85,1,1,0,0,0,0,0,0,7,9,2,0,8,3,1
6869,17923.9473953013,25649.3794688458,0,50,2,49,1,0,0,0,0,0,0,0,7,3,4,0,1,2,1
6870,17951.9545454545,25173.8092998955,0,43,6,80,3,0,0,0,1,1,0,0,2,9,1,0,3,0,0
6871,17970.628090999,24980.1023738872,0,79,7,60,0,0,0,0,0,0,0,1,1,6,0,0,2,0,0
6872,17971.5018929151,25832.156841536,0,48,2,43,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0
6873,17991.3321078431,25635.6446078431,0,69,0,99,0,0,0,0,0,0,1,0,1,6,4,0,3,1,0
6874,17995.0246013667,25911.1936218679,0,87,19,76,2,0,0,0,0,0,0,0,0,4,1,0,2,0,0
6875,17995.7542304593,25250.4182111201,0,85,0,88,13,1,0,0,2,0,0,0,18,8,2,0,7,4,1
6876,18043.9208715596,25307.6058868502,2,133,5,88,44,0,1,0,7,2,0,0,26,35,8,1,22,8,3
6877,18079.8422590068,25516.2810775722,0,128,25,253,12,1,0,0,1,1,0,0,1,13,4,0,14,3,0
6878,18083.3389957532,25721.5113664751,0,92,0,137,1,0,1,1,1,0,0,1,3,10,3,1,1,0,1
6879,18136.5355528155,25089.9568434032,0,88,1,56,1,2,0,1,1,1,0,0,2,20,4,0,10,2,1
6880,18203.5091434071,25282.416746872,0,69,0,93,0,0,0,1,0,0,0,1,2,5,1,0,0,0,0
6881,18269.7168707732,25086.9124474502,0,107,25,129,3,0,0,0,1,0,0,0,1,11,1,0,4,1,0
6882,18249.7029535865,25615.4198312236,0,103,0,154,2,1,0,0,0,0,1,0,13,7,3,0,3,3,0
6883,18266.2770435634,25389.988742046,0,62,1,107,5,0,0,0,0,0,0,0,3,7,0,0,3,0,2
6884,18302.4050944947,25752.0794302931,0,112,11,199,0,0,0,1,0,0,0,0,3,4,2,0,4,0,0
6885,18312.4188210962,25231.2507755946,0,93,1,88,1,0,0,0,1,0,0,0,1,4,2,0,2,0,0
