Xpos,Ypos,EGFR,PDGFRB,FOSL1,GAPDH
4261.07446043166,641.012230215827,8,0,0,373
4276.21048716995,532.358869468204,7,3,0,416
4270.4332998997,811.606820461384,6,0,1,260
4285.07785336357,438.628117913832,10,0,4,359
4347.3739650414,825.789328426863,9,1,1,277
4382.23302990897,623.868400520156,10,0,1,473
4374.59092533048,389.388352983208,16,0,3,409
4407.04923296468,260.580806278987,12,1,4,483
4409.76195426195,883.746881496882,4,0,0,304
4424.56697009103,80.2057867360208,2,5,2,353
4463.37930210325,772.120936902486,5,0,1,391
4465.03329416373,472.195848021935,6,0,4,393
4474.67042987408,905.029092488059,5,0,2,256
4493.96438883542,662.57972409368,12,0,1,520
4508.28211382114,374.036178861789,14,2,6,385
4541.33342816501,170.559886201991,0,3,0,475
4575.73183481443,72.3727130162049,2,3,0,446
4584.01804577465,833.683978873239,5,3,1,312
4615.10550045086,768.91568981064,2,0,0,302
4644.69953917051,665.670660522273,10,0,0,424
4681.52690819557,496.68519169891,14,0,1,410
4734.59627077422,640.866639643291,3,0,1,330
4761.91950281148,804.291802308375,15,0,0,465
4819.23320287019,93.9853228962818,5,2,1,842
4824.12299270073,624.948905109489,6,0,0,413
4845.83970681963,478.359783301466,15,2,1,558
4891.62658525129,769.297322686707,11,0,0,429
4888.91200294551,911.201030927835,2,1,0,288
4912.30159910748,312.332093715136,3,1,6,572
4980.46610169491,212.951886276654,4,3,0,667
5016.64559248555,368.556358381503,4,0,3,483
5031.45294567712,734.68324407039,8,0,1,401
5039.68342309994,28.5499700777977,0,1,0,407
5120.45170731707,141.235772357724,0,3,1,623
5143.9416,20.0952,2,3,1,224
5201.15523769457,737.144299537232,3,0,0,376
5241.73684210526,658.454627949183,5,0,2,393
5259.05284552845,17.1878048780488,0,0,0,178
5305.8841540404,914.900252525253,3,1,2,450
5293.16735679779,816.040372670807,1,0,0,316
5385.21680876979,734.399106780349,1,0,1,297
5429.1211477152,864.277895855473,4,0,0,345
5473.03302752294,683.145504587156,7,0,0,505
5502.10497667185,267.942457231726,2,0,1,270
5556.80019588639,801.855697029057,5,1,0,439
5598.79180363796,422.543063773833,8,3,0,329
5552.29402677652,331.509268795057,10,0,1,319
5551.34612964128,206.954688483323,4,0,2,311
5575.94865584887,64.7328651005086,16,2,3,397
5635.88074755265,895.872144764165,14,0,0,312
5632.76711219117,270.362899959498,12,3,4,354
5707.22834645669,552.19094488189,7,1,1,391
5715.80503655565,379.933793663688,7,0,1,317
5723.48743718593,59.3115577889447,21,3,4,608
5735.98869701727,936.9284144427,10,0,1,400
5754.39506726457,470.414798206278,8,0,0,256
5777.30202177294,787.601555209953,13,1,0,338
5798.87642936186,238.770933234969,17,1,0,448
5819.44469870328,629.621662852784,8,1,0,366
5869.6488153197,551.291788380396,14,2,1,237
5872.56162682397,957.208009934803,12,3,1,418
5881.88989690722,719.586804123711,5,0,0,325
5897.50681536555,297.078066914498,17,0,1,406
5926.61066007766,211.960112954465,8,1,2,389
5946.7846215781,775.057165861514,26,1,0,340
5950.90824079486,917.50146113384,4,1,0,232
5956.53979820628,81.0487668161435,2,0,1,548
5944.49120122418,547.911247130834,6,3,1,341
5982.24601113173,150.608905380334,3,0,0,359
6058.26419120785,272.27422108408,23,4,7,687
6039.10640648012,602.435567010309,5,0,1,339
6046.36987563335,839.600184246891,7,0,0,303
6047.24990932173,394.768951759158,10,2,0,566
6075.39140625,494.471875,5,1,2,396
6091.46775203507,914.001252348153,5,0,0,269
6157.01701966717,138.123676248109,15,0,2,559
6162.20826377295,694.824707846411,7,1,0,406
6177.71171446004,582.911836485662,13,0,1,409
6191.52633030052,448.147504824924,10,5,12,731
6176.26841834106,789.293663060278,6,0,0,186
6269.14780934039,799.008184882041,7,1,2,332
6290.60514130608,629.224173718665,12,3,6,717
6325.75030012005,175.800720288115,9,4,1,556
6489.57522957382,447.042147398163,31,0,1,646
6477.61842980705,763.563206919494,7,1,2,395
6650.38434661076,658.921383647799,7,0,1,535
6654.1862509992,316.626698641087,4,0,3,279
6694.80694037146,215.724828934506,8,3,0,414
6730.36846741045,458.039048737522,15,2,0,419
6738.58415554266,648.418746372606,5,0,2,365
6762.66866118175,302.538145100972,8,0,3,445
6773.99166427134,175.083069847657,9,3,0,572
6778.33776932826,543.019011406844,9,1,1,418
6857.0215625,394.365,12,2,1,440
6887.86611700039,137.952493129172,7,2,0,462
6901.84457142857,260.205714285714,7,0,4,253
6960.47528684907,318.015004413063,4,3,2,419
6972.59364303179,204.626894865526,2,2,1,396
6986.3249724366,501.442668136714,5,0,1,592
6981.71595558153,99.9555815312683,1,2,0,551
7009.90618221258,662.338123644252,15,1,1,613
7082.53683536195,522.388532991672,5,1,1,340
7103.20548582055,321.491864249186,3,2,2,479
7157.13992142641,236.425506195225,7,0,0,426
7165.06638013372,410.729226361032,3,1,0,388
7165.76408163265,590.707346938775,5,0,0,387
7177.88455538222,27.8471138845554,0,2,1,202
7216.90648567119,159.881850175968,6,0,3,417
7256.13187556357,1200.22407574391,4,3,0,275
7249.40719874804,480.121752738654,5,1,0,305
7251.84227537169,871.405300581771,4,0,0,315
7268.32737782449,355.644245927483,5,2,0,458
7284.67195357834,592.312572533849,3,1,0,295
7373.67140921409,825.624661246613,14,0,0,455
7389.14068312479,37.2407845789652,6,6,1,316
7394.35056179775,504.783370786517,4,2,1,352
7388.5051212938,407.13423180593,3,1,1,254
7397.79560336763,158.318521983162,4,0,0,316
7420.95928143713,294.260678642715,4,1,1,349
7450.74399164054,880.316614420063,15,1,0,347
7470.64222790566,389.322534811026,22,0,0,323
7755.15740215542,879.325297787862,17,0,1,489
7771.7791718946,24.4836888331242,2,1,0,220
7812.34065510597,178.042389210019,10,0,2,363
7892.99079903148,112.849394673123,17,0,6,406
7969.59118052366,913.103123564538,11,0,3,664
7976.06128702758,76.8401430030644,4,0,1,470
8049.02981260647,196.999574105622,9,2,1,434
8105.29018053721,590.407309555262,15,1,1,440
8121.41136671177,494.763644564727,6,0,0,314
8131.18421052632,675.516158818098,17,2,2,297
8149.31746724891,137.327947598253,15,0,2,447
8200.17672648178,560.837955410549,13,0,1,254
8209.0539025442,863.163863734368,8,0,0,246
8247.92039215686,486.887058823529,1,0,2,221
8255.68814229249,748.643873517787,11,6,0,357
8329.40925700365,544.078765732846,22,0,2,297
8341.9747241011,415.181203275187,17,0,3,341
8397.1731864793,897.503228256741,12,1,0,265
8396.73784194529,24.2705167173252,10,1,1,300
8433.57862248213,323.947043534763,13,1,1,485
8501.26010678871,20.9412662090008,7,1,2,260
8511.03717472119,265.207434944238,16,1,0,361
8572.12708182476,185.848660391021,7,2,0,367
8586.15245827695,61.5155615696888,17,0,0,351
8586.28944174757,279.546116504854,8,2,0,229
8589.18296529968,353.515457413249,12,5,1,367
8705.42103746398,298.268011527377,9,1,1,540
8750.84777227723,515.942326732673,19,4,0,496
8834.1,228.25979020979,13,4,3,663
8929.08109801955,147.313737778892,30,2,6,706
8872.25550157188,338.633895398685,10,3,2,442
8862.75348837209,593.668076109937,10,0,3,235
8924.93606036537,764.830420969023,7,0,1,307
8939.58872180451,468.585714285714,20,3,0,386
9034.31695721078,415.225039619651,21,0,5,559
9045.7173180593,295.681603773585,18,7,5,544
9171.88225538972,85.6191265892758,3,7,1,487
9176.45411160059,297.074889867841,12,5,3,507
9197.36334913112,510.59505002633,8,0,2,363
9247.89979786313,438.338146116084,11,1,4,486
9240.38253440911,194.093023255814,3,3,0,381
9268.7016985138,66.0329087048832,0,0,0,224
9273.43107387662,582.858339680122,2,0,0,296
9290.43121091529,341.072200113701,7,0,0,393
9317.3024822695,677.390780141844,9,0,1,302
9356.38239608802,73.4273838630807,3,1,0,320
9422.16579973992,846.374837451235,6,0,0,287
9437.24139106717,745.613024207296,17,0,2,293
9458.58632478633,129.562393162393,1,0,0,263
9467.29061595701,211.950392724266,0,0,0,286
9532.94261686866,641.423447934702,13,1,2,483
9560.94980517992,422.143479257392,6,0,3,490
9555.90741839763,20.5430267062315,2,0,0,316
9578.64947437582,240.108081471748,5,0,3,475
9646.50208816705,661.79211136891,3,0,2,422
9674.82656181739,941.041065967671,5,0,2,310
9663.63608428446,89.0697980684811,2,2,1,330
9662.60808625337,746.690026954178,4,0,0,185
9689.30758952432,361.625601282737,11,0,2,457
9687.56472727273,238.602181818182,4,1,1,372
9691.32066033017,821.525762881441,5,0,0,248
9704.15397082658,17.4683954619125,0,4,0,125
9776.81599273058,735.912766924125,5,0,0,296
9785.92700212615,27.3082919914954,0,3,0,141
9796.79533300924,228.905201750122,2,0,1,334
9796.06713589605,116.413643746616,0,0,0,293
9872.18703241895,797.923940149626,3,0,0,368
9863.76731160896,80.0585539714868,0,0,0,294
9874.45504771472,385.350577599196,3,1,1,288
9878.54816017316,237.820346320346,0,0,0,316
9898.75913621262,320.563122923588,3,1,0,305
9932.14941677467,517.665062025551,7,1,4,748
9961.76325656133,40.3315479378682,0,0,0,273
9964.2444373808,839.945327399873,2,0,0,293
9975.33164759116,959.245940910301,4,0,0,498
9974.14889657006,681.876096782771,3,0,0,496
10045.3172116258,363.502497729337,3,8,1,540
10048.9885057471,130.128991060026,0,3,0,419
10057.4383725568,749.173514160351,1,0,0,364
10100.6110509209,895.420729505237,8,0,1,389
10135.3468040148,612.093502377179,4,0,0,570
10185.4135782224,736.254509675303,9,0,0,219
10223.8050387597,908.753488372093,12,0,0,219
10229.4304097528,470.25499492042,10,0,0,402
10243.2793522267,779.580296896086,5,0,0,171
10261.9685012115,589.508826583593,8,2,1,310
10316.912465374,745.003878116343,7,0,0,238
10334.9948963317,848.252950558214,12,0,0,247
10362.5435305435,42.5998075998076,29,0,2,292
10418.9992910315,719.126196384261,7,0,0,258
10434.0143008475,937.494703389831,9,0,0,247
10456.3673116793,460.427436074637,12,3,1,407
10482.1154798762,815.986687306501,15,0,0,342
10534.089822294,660.680452342488,9,0,2,404
10642.8522807018,757.213684210526,19,0,2,316
10641.4160498637,852.60303856642,11,0,1,280
10655.8952963918,453.050257731959,9,1,2,344
10700.9064095292,202.220363017584,13,0,0,475
10698.5381646655,514.586620926244,3,1,0,170
10748.4254885993,606.574511400651,2,1,0,273
10763.1385144824,814.042443361055,14,0,0,364
10801.8094665062,389.638186923385,12,0,0,410
10822.4432587194,724.104633003644,10,1,0,504
10814.046728972,154.223364485981,10,0,0,567
10871.4823348694,563.162442396313,5,2,0,309
10969.5196205261,312.213454075032,8,2,3,394
10979.4701244813,173.2,4,1,0,388
10987.1243144424,666.82449725777,10,0,0,521
11020.1554212823,409.221886539107,9,3,0,414
11026.6635441062,519.809523809524,11,2,1,390
11142.5399239544,934.537479630636,13,0,0,381
11164.4928880643,636.887755102041,26,0,0,350
11164.9056693664,32.8651738923297,6,0,2,226
11181.3926042486,178.682533438238,11,0,1,368
11196.2048695652,846.174956521739,8,0,0,230
11206.9268987342,427.461708860759,20,1,1,399
11256.9975070115,557.575880336553,9,0,0,322
11418.6026058632,859.358713355049,8,0,0,175
11435.6331943918,544.053429329291,6,0,1,269
11461.1807628524,911.655610834715,3,0,0,216
11522.5829943043,834.796989422295,7,0,0,222
11527.6567116249,619.787732819525,5,0,0,332
11557.645272867,511.404304381245,4,0,0,251
11573.4791925466,368.182608695652,8,1,1,386
11590.1300430866,748.419114766941,9,0,0,249
11582.2350746269,216.861601085482,10,1,0,298
11615.0153078203,632.661896838602,9,0,0,365
11614.3640776699,908.999460625674,5,1,0,202
11641.8198543503,270.228440015332,9,1,0,308
11669.2057268722,860.044052863436,10,3,0,176
11685.9253503961,429.775441803778,9,3,0,372
11697.6365925304,733.188417960554,8,0,1,241
11711.6568696884,311.421388101983,7,1,0,245
11749.7509758002,658.120608899297,11,0,0,335
11765.788274832,836.690067214339,8,0,1,277
11785.972467709,450.153976886472,10,1,2,303
11803.4378009631,541.328651685393,11,6,1,302
11806.0357364823,139.325357364823,13,2,1,564
11872.4158075601,875.409316533028,10,2,0,264
11898.4497439181,70.7071062740077,6,0,0,501
11913.016091954,524.345977011494,7,0,1,365
11933.2885375494,625.04347826087,15,0,0,419
11955.6920311564,808.22828040743,10,1,0,298
11974.8388118812,932.445148514851,4,1,0,247
12066.2157606405,449.540665823852,4,0,0,372
12101.7992333493,820.100143747005,9,0,1,351
12136.7868139224,642.042168674699,11,0,0,413
12143.3519184652,254.83273381295,2,0,1,245
12158.162055336,389.938914840101,9,0,0,433
12154.5647330004,487.418747598924,6,0,2,376
12154.4017675051,195.367777022434,0,0,0,213
12222.8938348012,724.600809331112,10,2,0,464
12223.1599607458,150.856068040563,8,3,0,384
12245.4492105263,260.579736842105,3,1,2,522
12281.33450014,497.012041444973,11,0,3,686
12305.5212765957,33.0619524405507,0,0,0,331
12324.6870229008,827.432977099237,17,2,0,363
12372.2346175963,89.671650373778,0,2,0,407
12376.4997098085,384.101276842716,3,2,0,467
12425.8657123381,881.383094751193,12,0,0,380
12407.4045192734,771.080638015064,11,0,0,245
12408.5366868381,261.560514372163,3,1,1,404
12452.2623178348,161.636363636364,2,0,0,362
12445.2094685127,710.471639124609,4,3,5,503
12505.0671245303,525.439937799663,8,0,8,713
12514.7882244143,341.704685573366,5,0,1,587
12518.7172605275,767.722350763535,9,0,0,366
12543.5775193798,49.8023255813954,0,0,0,487
12571.2215039129,232.674038788704,3,4,1,466
12626.7602952603,640.183760683761,8,1,0,405
12626.4325224925,748.626457847384,3,0,0,272
12628.2575875486,821.947859922179,14,1,0,293
12637.3871928518,513.739761727476,1,0,2,472
12703.3491924924,925.871235268442,6,0,0,313
12708.9002726919,186.332294507207,0,1,3,485
12721.8250559284,615.464429530201,0,2,1,428
12744.7695961995,818.004275534442,3,0,0,395
12805.2437255996,574.168990518684,6,0,0,413
12836.4211464211,421.486189486189,0,1,0,520
12853.3738508682,812.356486210419,3,0,0,472
12906.1132971506,511.489145183175,7,0,0,419
12978.4855662472,796.354552183568,30,1,0,307
12979.2583892617,591.550640634533,7,0,0,393
13009.6509515571,933.665657439446,12,1,2,259
13109.6455976935,775.623198048348,36,2,0,386
13109.9307737056,553.565154159395,17,2,0,277
13108.4371536891,918.65995917177,25,1,0,419
13215.3163064833,822.929273084479,19,0,0,298
13214.0442549736,543.568412505075,6,0,0,353
13303.0718975706,653.962902166776,18,0,0,472
13305.9093041439,536.0570758405,12,4,2,223
13322.5361366623,764.876149802891,15,0,0,225
13523.1008237232,684.003953871499,16,1,0,413
13552.4869723288,508.874772773177,11,0,1,535
13543.9071117562,74.3986453797774,7,0,1,408
13576.5118798043,191.843815513627,17,1,2,533
13589.4142222222,379.675777777778,11,3,5,465
13633.4259023355,76.0339702760085,3,0,2,400
13673.8010856921,487.633191159364,11,0,3,300
13706.3068951774,374.606616181746,4,0,1,336
13713.9361348528,614.075973409307,16,0,2,392
13709.0728576821,268.892789731974,7,2,0,376
13731.2640364188,178.158320687911,0,0,1,351
13755.3526315789,96.4801169590643,12,0,0,434
13765.0418006431,484.374368396876,12,1,1,347
13795.3283839779,757.89364640884,18,3,1,464
13848.794375645,897.61790505676,19,0,0,344
13817.7027250206,140.71676300578,7,0,0,374
13833.2647058824,306.188536953243,11,5,2,366
13854.823362558,604.71557503868,17,0,2,411
13849.4446130501,403.363808801214,14,0,1,407
13911.9981926155,741.605215595146,13,1,0,251
13933.2322955867,235.613410879234,16,1,3,361
13928.4560129136,169.82001614205,6,1,0,311
13951.8168352601,584.419436416185,21,0,0,329
14004.994596479,52.3838242984138,17,0,0,577
14011.2221881704,471.007355194606,19,1,0,471
14060.4539936543,345.745895985653,23,0,0,478
14016.1723646724,688.661823361823,20,0,0,229
14090.7163948876,826.03283384751,46,1,0,351
14098.7457943925,636.458317757009,9,0,0,329
14163.1780701754,217.08649122807,25,0,0,706
14170.6498716303,567.807766367137,14,0,0,418
14164.68040861,103.606712878511,13,5,2,474
14207.4157168566,730.791641671666,22,0,0,379
14176.1311179804,377.899536321484,19,0,0,452
14249.4100135318,14.6752368064953,12,0,0,226
14294.3415923356,817.390815989428,15,0,0,322
14345.312788906,493.345146379045,31,0,7,443
14372.4491754123,40.7574212893553,16,0,3,391
14402.8703653586,273.270365358593,15,3,1,460
14434.5990613476,479.406972846128,29,0,4,390
14455.2260869565,868.760695652174,6,0,0,213
14466.6338199513,617.467558799676,2,0,2,169
14572.8677484787,624.438133874239,4,0,1,197
14576.3133817871,531.063702436939,8,0,2,192
14615.4538664323,222.587434094903,8,4,2,455
14627.8026143791,129.423529411765,8,2,6,395
14661.2554621849,467.047899159664,5,0,1,276
14729.223341438,697.039249739493,19,0,0,336
14741.1928277484,937.105232216343,4,0,0,296
14782.6513625592,573.142476303317,23,0,1,358
14876.5867884751,801.877723120169,14,0,0,192
14876.3997815401,704.94101583834,1,0,0,216
14886.7485443959,635.851892285298,8,0,0,250
14881.3270311702,921.772100153296,8,0,0,230
14895.9688385269,469.318696883853,11,0,0,259
14921.6028189375,322.332128659198,17,1,0,360
14936.89366124,66.0924835469345,31,0,2,497
14944.9330922242,861.052441229656,9,0,0,227
14973.5959798995,201.115242881072,8,1,1,397
14976.3053988719,428.277195809831,12,0,1,311
14976.8893747267,758.017927415829,12,0,0,174
14986.310782241,931.711064129669,3,2,0,199
15021.0132433783,556.886056971514,25,3,2,321
15058.6915137615,655.28870412844,18,1,1,268
15059.1196136701,756.427191679049,8,2,0,266
15086.9963252182,863.767570050528,11,0,0,218
15088.4231506324,303.798006899195,20,2,2,409
15093.6475026949,145.249011857708,12,0,2,248
15118.1339202966,40.8188137164041,28,0,2,368
15141.6286361919,711.994710993578,15,0,0,235
15142.2534435262,546.122786304604,7,1,1,218
15176.8620689655,292.139480821387,18,0,2,353
15193.0448214738,462.820714104837,9,1,3,341
15205.8889602054,795.37836970475,15,0,0,280
15205.6450777202,130.697322970639,13,0,1,297
15217.5240939865,614.494623655914,13,0,0,236
15280.8232044199,152.240968975776,18,0,1,268
15307.8549483013,656.521418020679,20,2,0,312
15325.4482886905,292.300967261905,9,0,1,265
15310.4782135076,30.4232026143791,10,0,1,310
15330.9333594669,405.852214817719,8,0,1,233
15341.1391363948,931.635709389993,9,1,0,279
15385.4126234435,222.279948475741,8,0,3,239
15384.0375356997,118.480620155039,10,0,1,251
15403.3581220014,742.746401644962,33,0,2,347
15400.6572610986,458.561700526712,18,0,1,222
15420.2749638205,549.07018813314,7,2,1,108
15434.2062695925,840.891222570533,18,2,0,229
15456.2546455609,609.778389538885,4,0,0,108
15479.8657407407,22.5225694444444,9,0,0,277
15520.9423648247,641.36779560309,10,0,0,173
15552.2032249096,848.289129830414,26,0,0,244
15555.0986745214,732.717231222386,10,0,0,202
15578.2458036984,563.020483641536,13,0,1,448
15657.5453396524,439.486255924171,25,1,3,330
15673.4487226953,61.7493520918178,13,0,2,488
15682.5652576365,678.895402653502,27,2,1,298
15686.1146560319,835.295779328681,15,0,1,225
15742.3580758203,611.826377827334,20,0,0,289
15766.4483859525,941.560837176304,5,0,0,218
15815.4893081761,654.576519916143,24,0,2,289
15832.9763960852,477.621761658031,17,0,1,402
15854.9588477366,745.797231575009,18,0,1,338
15862.2999573924,218.645504899872,14,1,1,468
15905.2287906137,536.954422382672,15,1,0,316
15912.3920032976,122.114179719703,11,1,1,404
15911.3533731069,958.555759522717,9,0,0,351
15943.50795053,426.899587750294,15,0,1,515
15938.7749603803,806.97028526149,14,1,0,344
15965.5050694705,676.250093879084,27,0,2,340
16009.6086956522,496.850343249428,16,0,0,492
16033.5631487889,810.34991349481,7,0,0,314
16063.6461647225,627.26882290562,17,1,2,521
16134.7423059256,777.947175011484,9,2,0,362
16141.4813448134,872.525625256253,9,0,0,361
16207.9441642651,623.723703170029,18,1,0,563
16321.2116143582,365.008644991543,26,3,1,893
16407.2021276596,603.968085106383,10,0,0,336
16417.7476313523,261.277347114556,16,3,1,481
16445.6981212639,401.096925704526,11,1,1,408
16449.0615071283,511.595519348269,11,0,1,393
16535.5689415042,213.529247910864,0,5,0,244
16543.3156182213,283.764642082429,1,3,0,308
16621.5874243443,766.060860793544,16,0,0,421
16663.5157159488,642.842840512223,15,0,0,398
16744.2519491178,504.368075502667,9,0,1,251
16806.9191411603,494.829602558246,7,0,0,256
16773.6951958014,499.811465482438,0,0,0,140
16837.7711171662,896.921321525886,28,0,0,435
16849.9958861844,727.338361330134,14,4,0,298
16864.387835703,598.217614533965,5,0,8,281
16961.9034736139,529.002004008016,7,0,0,335
16949.9300463548,654.745469869364,8,0,1,220
16956.7458263773,750.122704507512,15,0,0,388
16972.9112213951,166.261097325613,15,4,1,565
16969.3018867925,931.341719077568,6,0,0,500
17088.0588605603,124.601510859301,7,4,1,524
17096.8025816249,775.443432042521,12,0,0,390
17145.1990358127,55.2272727272727,7,3,1,334
17185.8287831513,884.106864274571,13,0,0,456
