Xpos,Ypos,BABAM1,KDM5A,GAPDH,LMNA
9897.34746676249,7443.61121092346,3,9,619,128
10109.5996686913,7436.13473219216,9,9,716,152
10161.8209606987,8278.69868995633,13,13,901,211
10220.6726032588,7734.16294050777,5,6,575,146
10243.7922671353,7853.95676625659,5,5,550,141
10254.8272552783,7428.12044145873,10,6,573,225
10289.0612942613,8037.92942612943,9,15,816,273
10292.2037540805,8308.88982589772,1,3,358,60
10403.0470957614,7523.54199372057,3,1,233,84
10431.5032285837,7622.15884631941,5,2,440,225
10450.6637681159,8147.97275362319,1,2,486,78
10517.4514081714,7554.12376041253,1,7,388,145
10695.1434886093,7510.94831689901,8,5,1081,203
10706.580733945,8134.11100917431,13,15,728,207
10755.931025641,8008.82717948718,19,18,962,355
10855.9756361668,8073.3015701137,3,1,328,94
10894.8058070559,8238.54729940681,7,9,433,84
10894.4948680352,7732.71554252199,11,13,879,211
10993.4285552664,7840.32877022288,1,3,514,95
10992.7,8287.54557377049,4,9,561,67
11003.2892398815,8023.63968410661,9,9,886,228
11094.8385375494,7776.8152173913,11,12,629,120
11109.9233171409,8247.50624566273,2,1,375,85
11149.9760109664,8310.16312542837,5,1,309,36
11251.402446127,7468.223645894,4,2,412,97
11286.192526017,7562.97350993377,3,1,410,89
11340.2477660439,8150.23720552396,12,19,984,162
11348.6480799579,7649.6927932667,7,6,485,181
11404.1759055982,7437.24917672887,4,6,837,353
11397.0116497557,7727.18151071026,5,8,557,111
11471.8555020378,7921.44757317525,10,9,565,154
11539.2834406972,7636.03258810155,1,2,409,147
11630.3764880952,7815.69568452381,3,7,238,64
11656.7032235459,8157.83847231955,12,3,411,35
11656.4931972789,7668.51360544218,1,0,189,49
11695.4606573705,7852.2280876494,5,4,305,78
11711.4971189104,7777.54321634364,0,2,284,72
11784.9010740531,7621.17806670435,6,8,333,64
11798.447866629,8001.90647075445,3,2,332,95
11808.384800965,7507.68837957378,1,1,232,15
11846.531738437,7867.27336523126,0,4,302,78
11921.8618277219,7849.03585483166,3,10,424,86
11965.1423690205,7513.24914578588,1,1,256,28
11979.6388530928,7976.15914948454,4,5,459,75
12048.2428171879,7719.89499110094,7,9,290,155
12333.4393673111,7658.65741903088,9,3,330,115
12061.6778194404,7442.54283241996,3,4,181,77
12132.5430958663,7667.2598944591,3,9,351,191
12131.9457439896,7866.70467836257,5,10,281,130
12222.7707040734,7978.85513892636,9,4,419,180
12248.0120562626,7494.68486269257,2,1,206,82
12325.80953777,7648.45255545783,4,0,120,37
12465.5185060565,8257.51873037237,12,14,334,127
12550.9358482042,8330.00225886605,14,10,619,154
12579.8787442396,7911.93202764977,14,7,464,201
12637.6867188413,7525.10828174279,1,0,92,34
12617.0695964126,8477.74852017937,3,7,230,75
12693.5399702085,7647.3594836147,4,3,91,48
12679.9588014981,8537.19288389513,4,4,285,93
13010.2082539683,8104.92158730159,0,2,203,32
13005.0792563601,8251.53587736464,6,0,385,91
13058.5116911365,7578.90633496465,13,2,829,168
13114.3252579632,8201.1686855092,2,0,226,38
13337.6228522337,7973.88201603665,20,0,452,218
13333.849211165,7847.3364684466,19,1,634,278
14289.2599388379,8188.40596330275,5,7,280,63
14040.1884845193,7525.15114068441,24,20,1648,319
14152.3622323622,8238.67286767287,4,8,386,68
14204.8517753922,7593.74050371594,27,24,1173,476
14224.804068078,7987.65504358655,8,7,649,169
14288.2656520235,8303.23555863023,8,2,393,94
14297.2340425532,8190.23549323017,3,9,250,115
14301.827784628,8084.58980682285,4,5,351,99
14383.2561099796,8128.28716904277,14,7,498,158
14388.928319624,8040.89306698002,8,3,364,158
14452.4942119323,7644.47462154942,12,19,968,281
14523.8475717831,7945.21375398795,10,14,577,314
14562.0016816144,7425.41087443946,3,2,553,129
14595.0271892655,8137.03778248588,12,6,760,158
14659.8887983707,7885.71405295316,7,8,533,245
14749.4926190476,7572.47238095238,10,8,882,143
14829.6273241714,7901.73565076799,8,3,301,117
14886.597924773,8028.52702118461,5,1,289,82
14956.1943488943,8336.52137592138,8,10,579,107
15059.3224728488,7792.74519632414,8,6,506,199
15074.912596401,7982.36577304444,7,5,338,91
15159.6689227298,8058.02425267908,8,4,514,140
15426.5275,8289.2005,1,1,285,14
15508.6631087392,8159.70980653769,27,6,763,92
15579.8168346177,8051.10669828097,12,3,596,86
15609.3125748503,7591.10299401198,3,1,498,10
15609.9672557173,7953.95841995842,7,4,509,36
15628.3511369646,7707.95240613432,5,10,515,58
15767.8904315197,7673.84127579737,2,8,451,78
15773.7657361795,8318.11932129174,1,5,431,75
15809.2729520866,7537.14992272025,12,10,703,205
16179.7422376409,7823.93859496964,14,11,820,341
16251.8841991342,7965.01569264069,14,15,492,216
16270.92578276,8129.07885581755,6,5,518,113
16535.2631352283,8119.72695951766,9,4,559,245
16762.2185411218,7688.54519035164,25,16,884,360
16812.6370530878,7961.81825568797,12,14,888,232
16818.5095785441,7871.64214559387,14,13,512,139
17003.0976888716,7461.7741308992,8,10,1137,366
17027.4254684132,7894.29083070801,22,14,1191,401
17083.573540561,7688.97915087187,9,4,333,101
17194.5830442324,7643.10039028621,15,7,1108,366
17700.3152766952,8012.28721745908,9,5,286,88
17705.7948355147,7909.77396533428,10,8,401,137
18071.7499260574,8236.10795622597,7,12,504,263
18160.2333644279,8333.45304726368,11,15,848,312
18974.4728731265,7557.51657166983,40,17,1948,933
19140.6000874126,7511.43662587413,20,10,1012,451
19557.0552456839,8304.97131474104,5,7,283,36
19616.8482777474,8386.78540185894,12,3,489,107
20040.4764729142,7909.49703440095,17,14,603,305
20321.7458920188,8210.27494131455,15,9,510,235
20316.3038397329,7812.12520868114,18,8,1233,335
20360.3470569315,8334.88292055323,0,2,44,11
20365.6384473198,8333.93604436229,0,0,56,16
20515.130794702,7542.80314569536,31,10,1583,503
20511.1921009582,8170.64945080626,29,23,876,478
20864.2927709783,8295.04745971647,42,61,2148,668
20898.6755291688,7985.29168817759,44,34,1666,660
21059.1233813186,7498.16058634063,2,1,941,368
21036.9500287191,7418.43021252154,0,1,289,60
22037.3246822034,8254.87367584746,13,10,743,238
22103.5366666667,7984.97555555556,9,5,481,145
22184.4826680672,7940.69380252101,1,7,401,113
22231.2620041754,8026.69276270007,5,5,500,184
22348.2629455279,8307.76899798252,8,10,594,196
22355.2651933702,7713.5476519337,22,17,876,410
22432.5054750971,7545.16213352172,11,7,658,239
22509.9968454259,7793.95758850333,15,5,879,349
22698.1441048035,7834.50218340611,28,12,714,372
22728.8445775536,7529.52994955864,9,5,790,359
22728.2684153791,8322.94574200503,9,6,601,163
22752.7972972973,7682.17740817741,15,11,765,501
22880.0517850137,7627.51981169086,8,7,992,247
23022.6384981726,8241.71835197696,28,16,1217,371
23302.6934692337,8205.22593431484,8,8,386,66
23362.9876100424,7451.02641017281,12,10,524,249
23372.0106714095,8074.75678079146,19,25,523,247
23417.2333725721,7500.25044143614,14,8,709,319
23402.1124497992,8223.14859437751,3,4,202,84
23468.4692665289,7999.30320247934,6,4,346,187
23462.8244047619,7743.69605654762,13,13,675,416
23527.1980531636,7608.49831523774,2,9,352,231
23572.9055709206,7727.10628210194,9,7,288,157
23643.2689265537,7860.45951035782,10,7,556,272
24051.6510146295,8132.51132609722,3,4,395,163
24093.7167590028,8222.96710526316,7,9,452,180
24145.7863247863,7877.79582146249,17,4,537,283
24172.9915048544,8195.34061488673,3,5,379,121
24253.0466158673,8331.76243836845,5,2,273,50
24320.939941691,8189.70437317784,3,4,295,89
24340.1578382248,7921.32211882606,13,0,350,148
24366.1903982542,8065.78014184397,21,2,406,184
24432.143666831,8135.64218827008,12,9,301,146
24563.3093851133,8104.63042071197,25,13,611,308
24634.2910402886,7848.45760673482,15,6,392,250
24730.6054808687,8078.18200620476,18,7,467,291
24871.0687732342,7999.9967472119,14,8,433,312
25015.2858060373,8136.76140012845,14,14,733,131
25102.2292537313,8204.31044776119,6,2,378,49
25135.0320824979,7540.60985391005,17,13,1045,296
25260.1728893374,8129.69424823411,8,4,542,107
25334.1583481878,7722.68181818182,7,11,546,203
25408.4461459929,8283.6763654926,19,11,838,160
25449.8417630058,7540.28757225433,9,3,645,159
25465.9910121141,7449.60726846424,6,8,465,124
25481.7723311547,7790.42755991285,24,7,686,288
25644.5586725966,8086.18234690387,6,6,372,130
25670.4839281195,8221.98000506201,6,7,667,168
25713.4159252669,7769.28380782918,8,8,463,145
25725.3179524153,7690.87238644557,0,0,310,35
25770.4630593132,7935.05983350676,8,1,300,72
25796.6350749291,8037.71648440664,9,8,770,202
25862.5775719484,7976.40985775719,11,11,414,125
25915.5925081433,7892.05439739414,6,12,440,148
25910.9124472574,7521.2114978903,5,5,381,111
25936.6993563044,7640.71298750473,2,9,498,109
25983.3993902439,8349.52579737336,8,8,655,165
26024.92816609,7534.42657439446,4,3,290,110
26044.0540075679,7985.30615755074,11,9,663,130
26050.523913723,8288.64676461394,5,14,755,137
26107.1824871229,7502.11994113319,4,5,275,119
26172.3778625954,7958.36418575064,22,14,847,232
26192.7192496925,7699.48908364084,14,16,758,335
26181.3971055418,7496.15919519944,12,8,430,198
26237.8759574468,8241.80312056738,4,4,652,46
26342.4579361296,7906.38691611058,14,14,629,249
26336.7973693566,8011.88233202986,12,10,779,167
26390.0767170461,7498.91371723742,16,24,1412,291
26373.1810810811,8201.53945945946,9,2,511,124
26398.8311389072,7770.16688610928,11,12,559,190
26441.8603085554,8210.53155680224,8,8,419,180
26568.9955444166,8003.54204956837,15,11,640,224
26542.0737129485,7795.73517940718,6,14,577,197
26544.638168343,8257.45129698253,2,8,434,194
26562.6787319021,8108.31927109336,3,3,470,185
26657.9548793284,7871.34669464848,3,16,622,311
26709.0383480826,8000.5610619469,14,14,562,202
26730.6649292628,8251.02196574832,8,9,623,371
26774.2451435811,8168.64252533784,5,6,609,141
26916.9751381215,8050.94217311234,6,12,499,115
27087.9660633484,7895.35972850679,6,4,302,143
27089.7880519481,8347.33818181818,3,4,424,189
27095.7125067677,7514.78072550081,4,12,374,115
27110.6346995623,8256.04814962197,5,5,397,184
27162.2112436116,7472.75851788756,13,6,341,113
27174.9415003441,7671.83620096352,4,3,247,87
27202.8688976378,8147.54606299213,14,5,348,161
27214.1435587457,7833.89535323007,12,8,398,229
27238.6496542641,7721.29206453737,5,4,299,125
27250.5567322239,7435.23940998487,6,1,407,134
27338.6561804009,8089.86275055679,7,4,445,123
27368.0087076077,7961.32905591201,2,5,310,63
27372.7358797237,7808.35168630638,19,13,638,241
27383.5938735178,8300.97134387352,3,5,578,94
27413.1480362538,8074.0083081571,8,1,360,90
27522.180308654,8224.71146708341,10,8,915,141
27545.0683279743,7994.01045016077,13,9,738,257
27581.8631534212,7561.24649383765,5,7,449,95
27611.7231051345,7644.68092909535,8,4,465,130
27703.7056856187,7907.07041013906,12,7,620,214
27699.9594964423,8134.74055829228,5,5,238,68
27744.0281165312,7653.26016260163,4,7,535,110
27754.291958042,8040.11013986014,7,8,452,77
27752.8906955736,8209.63640469738,3,3,225,16
27800.9228711547,7751.32634864021,8,1,299,72
27809.0633713561,7939.94507815801,6,10,516,114
27826.9722727273,7831.85,5,5,502,109
27840.3957752092,8172.96612196094,1,1,258,41
27961.6580284553,7627.83180894309,3,4,297,54
28208.3802065978,8098.89170276574,5,5,428,105
28278.041114509,8217.25246347265,15,7,662,169
28301.993786063,7609.24012427874,8,8,792,219
28330.8944534195,7868.6464728056,12,8,822,187
28411.0051150895,7741.54621848739,14,7,739,247
28617.4985885674,7534.40543401553,10,11,947,179
28613.2037606838,7755.2064957265,8,13,671,134
28808.7674992291,7766.44372494604,7,7,456,223
28905.1688922325,8028.51589242054,14,13,487,144
28950.1729459828,7899.98819791194,4,8,332,139
29016.6600580271,7831.45116054159,8,4,370,226
29070.1507389163,7750.56108374384,9,10,563,227
29137.3106125971,7900.93442622951,6,2,300,120
29271.3227981458,8094.88242730721,9,7,510,171
29291.5823045267,7732.28755144033,13,8,361,133
29943.9515466148,7817.96928401471,9,4,627,183
30025.5234474018,7626.23827629911,15,13,1263,306
30162.3288027762,8323.57721226142,6,10,887,161
30239.8642892521,7982.03368003962,2,3,391,173
30349.278780336,8119.37461107654,2,0,274,115
30401.9711934156,8303.76625514403,12,8,395,172
30427.2701149425,8108.41170323929,1,1,300,115
30457.7915632754,8270.79487179487,2,5,281,96
30504.8523260777,8071.00725565514,1,6,318,139
30528.4309290954,8294.25122249389,2,6,363,143
30622.2639118457,8209.36749311295,5,13,740,285
31010.9115646259,7603.49368318756,23,14,612,329
31066.6679292929,8168.26641414141,17,6,602,251
31157.3955956487,7954.83231626426,10,13,719,233
31268.3087674714,8744.31003811944,1,0,182,21
31450.6858506457,7760.49635036496,7,8,541,215
31511.5988980716,7847.76005509642,7,9,557,192
31561.1315529179,8025.71463897132,10,4,496,201
31589.0189218136,7510.82827561585,4,8,708,250
31642.8280434783,7766.55173913043,13,3,636,275
31681.3306869175,8292.88022091819,6,8,463,142
31722.0277920741,8123.72156459084,10,12,497,240
31835.120931826,7911.88489208633,10,11,716,252
31912.0240917782,7795.22179732314,7,5,432,190
31925.3374536465,8199.03049031726,10,6,419,165
31924.1208617972,7717.43194955334,7,6,430,169
32037.6004993758,8308.52559300874,4,5,503,184
32055.076709062,7712.51907790143,5,4,639,369
32085.1485603678,8002.01379143479,6,15,683,175
32082.6376865672,8152.95074626866,9,6,385,200
32139.5860379669,8330.46050214329,9,4,436,60
32200.8836915297,8223.53476611884,5,4,287,150
32210.3514106583,7991.35705329154,6,3,522,94
32342.6828729282,7712.49502762431,14,6,704,221
32381.8508659397,7614.60359204618,3,9,458,98
32429.5790349418,7455.88685524126,5,5,319,71
32493.3357305072,8231.90688872067,1,0,301,72
32497.2058122916,7450.33920914721,6,8,351,78
32507.4934657606,7607.32043910089,3,2,269,84
32549.389280677,8032.41043723554,14,6,451,152
32571.1434546215,7687.165202844,10,2,354,105
32579.5879541109,7545.2552581262,9,3,344,137
32593.8020493712,7930.88332557056,8,3,214,30
32661.2958710532,7690.21262971958,23,12,572,194
32738.5267212325,7845.34906114588,13,8,380,142
32891.7186921653,7430.99568167798,4,2,293,115
32938.0555088309,7765.39150546678,7,2,413,150
32949.4473554128,8237.61888284726,11,5,1109,128
33062.6292022077,7492.07275464124,3,3,335,152
33151.9554806071,8026.16391231029,5,8,519,156
33172.1172298707,8192.21735502712,2,9,368,120
33177.2352941177,7826.96835225318,11,9,634,257
33203.3658536585,7516.51770259638,2,1,257,70
33253.4590970049,7879.40813589629,3,5,359,104
33384.0515542077,7554.31842304776,16,24,1054,225
33441.3032652102,8275.27707305614,19,18,1057,162
33439.5424117377,7709.42824392481,17,10,674,223
33465.8273781903,8361.72204176334,19,1,1373,317
33577.0338164251,8039.33505866115,9,7,389,129
33632.211606511,7981.25265392781,11,11,480,163
33808.6139744952,7961.91710945802,23,19,954,239
33887.4685660466,7768.3616670591,23,8,935,218
33906.1998633413,7463.65562008883,14,8,1140,257
34032.1310796827,7776.74266988617,9,4,643,152
34113.7165005537,7936.75747508306,19,10,736,183
34284.2203804348,7610.97961956522,10,7,626,166
34299.4874826147,7781.3331015299,30,16,897,293
34369.4074402126,7653.452170062,8,9,313,153
34403.5953074682,8250.40883300107,22,12,1385,329
34445.4509493671,7725.71170886076,14,4,742,234
34682.0820789883,8182.79969801349,38,38,2720,680
34676.8044549936,7806.47361694358,32,19,1669,630
34806.3713702715,7694.13357400722,12,6,973,206
34898.723325975,7613.16777041943,8,1,626,111
34960.4916792738,7540.68809884014,5,3,325,42
34970.738268341,7432.89623265036,2,0,164,9
35059.5825072886,7761.29300291545,8,2,1006,202
35069.4687774846,7535.93975373791,4,7,406,66
35190.4352361634,7761.30020283976,12,13,628,298
35205.5182705718,7663.410041841,8,9,476,150
35214.2905240293,7575.4860168341,7,4,491,146
35303.4995041322,7439.55867768595,11,10,634,187
35436.0540471311,8061.16649590164,8,5,731,209
35559.1056137012,7566.98541071995,9,10,840,227
35658.2570468063,8026.07214895268,10,7,392,140
35770.6795279165,8095.31366318656,11,14,595,240
35877.5997012696,8321.06684092606,15,4,680,221
35901.9948379696,7683.08316604531,6,6,407,136
35904.845053148,7595.63327882257,4,4,589,112
36005.1054032473,7903.08198030343,7,12,669,242
36036.0474159558,7716.02132463623,7,7,757,179
36038.559144126,8283.18086394832,14,3,339,144
36242.2464863231,8248.19880610549,24,24,1427,332
36480.7591726176,7450.75400147747,15,2,1064,449
36735.6438712731,7490.40274491245,4,1,561,144
36779.6886446886,7596.3898046398,3,2,462,134
36938.9882039574,8104.68483637747,10,24,1210,501
37006.8117453348,8217.48902305159,6,5,724,218
37047.6946658492,7725.70692826487,0,0,539,92
178.941666666667,8712.28863636364,8,9,466,143
248.184248554913,8858.06213872832,2,2,45,18
308.356435643564,8774.94859101295,11,12,681,283
458.088337946805,8447.5630039716,14,19,1813,318
500.130700118664,8674.76436684184,15,17,1244,369
539.16439909297,9203.57558578987,9,14,460,155
710.662453023574,8730.32849333789,11,12,892,202
790.322019147084,9189.14012184508,2,1,222,72
933.916586505428,8863.40373780404,8,6,861,187
966.590126811594,9118.30751811594,7,5,328,128
994.02,8758.38125,10,14,763,225
1036.4144486692,8691.8536121673,7,11,541,166
1050.15716878403,9126.20762250454,5,3,443,127
1508.61406773353,8964.41719389654,6,6,388,153
1605.73229115779,8898.39960918417,2,0,173,78
1624.06288416076,8977.74704491726,6,2,354,149
1649.71179740581,8459.51463866584,10,9,1323,405
1675.05874968617,9204.91765001255,5,2,760,185
1771.10984031075,8507.75485541649,8,11,938,256
1765.31150159744,8745.66533546326,13,11,1028,356
1811.49908842297,8961.22698268004,4,1,379,115
1860.54259197879,9074.54988399072,3,1,310,74
1873.13195876289,8397.34673539519,7,11,632,148
1918.35909745559,9209.63610177628,4,3,420,63
1995.7512195122,9120.84301552106,4,6,316,91
2034.32814750792,8987.69144338807,26,14,720,185
2054.6458527493,8442.90851196024,23,36,1206,572
2096.08889782784,9230.0358004827,4,2,392,70
2142.54074668808,9084.04094741068,4,5,375,82
2181.05107951553,9194.3981042654,3,3,291,59
2268.40617344439,8969.85252327291,12,17,928,318
2404.26358178357,8809.35290672133,20,22,1497,567
2394.08103448276,9002.48706896552,9,6,409,97
2424.08448873484,8908.38431542461,4,5,628,141
2599.00701918577,8897.77959756668,21,16,1258,374
2665.83024054983,9142.66666666667,9,6,1447,215
3018.47410759175,9211.51633986928,17,6,727,198
3192.01266604881,8622.21841210998,6,6,483,146
3317.16272100689,9014.41564279293,3,4,719,187
3407.07461969576,9187.23682946357,2,1,650,156
3491.59864364982,9223.86683107275,5,5,507,113
3502.59627611262,8872.44232515895,1,2,357,112
3550.83717193358,8938.61810391002,2,4,644,93
3661.61063757245,9145.48721445619,2,3,450,52
3794.94661393969,8931.82946119624,3,7,316,96
3915.52820009809,9164.12064737616,2,4,259,78
3943.46475481611,8944.23577057793,8,6,472,154
3981.06961233847,9192.87119633181,1,6,329,107
4000.685,9063.37153846154,2,2,321,112
4020.38061377246,8849.08233532934,2,5,366,129
4013.14509480627,9486.58615004122,1,4,221,44
4075.56731793961,8711.05541740675,6,9,660,197
4100.94663278272,9191.3028377806,1,2,293,84
4142.30388219545,8878.55689424364,2,2,370,163
4161.65947174098,9051.34052825902,1,2,442,128
4184.66948008103,8709.45881161377,0,1,427,66
4242.23194856578,9164.35756676558,3,5,449,158
4247.78336827393,8780.50524109015,1,6,534,98
4261.95093795094,8847.44540644541,5,5,473,121
4287.14811490126,9009.45960502693,2,3,465,152
4353.19680851064,9237.08135168961,4,3,442,163
4426.38584353379,9136.12080894093,2,0,369,132
4496.84683742812,9175.87036069002,2,1,332,91
4566.67851170569,8955.71780936455,2,0,419,139
4574.79798515376,9181.84729586426,6,1,459,109
4609.14462457338,8862.2662116041,0,3,495,118
4745.34441805226,8788.16084153376,16,11,585,204
4798.85158087275,8649.77972302064,10,14,828,277
5076.63097269625,8636.11817406143,7,9,475,187
5079.28740515933,9055.37420333839,9,13,584,148
5098.32892561983,8569.72727272727,7,4,414,159
5127.07559232794,8815.33057540429,7,0,429,85
5212.99237668161,8672.70762331839,3,4,494,115
5303.83406593407,8922.08901098901,1,1,197,63
5427.86670007517,8703.82560761714,11,6,810,273
5565.60803868238,9113.77032336053,7,10,505,150
5571.25278219396,8428.17885532591,1,2,632,95
5637.49456521739,8389.6847826087,3,5,403,166
5659.62690019828,9261.02842035691,5,1,330,72
5798.76683013821,9128.59563085154,4,2,267,125
5862.5405921681,9019.80452085323,3,2,407,180
5883.16567754698,9234.1256181998,9,5,453,137
6006.22619047619,8990.98363095238,8,6,385,128
6121.51561601839,8455.27917225522,3,0,705,139
6109.41049497581,9175.28917007815,11,9,906,227
6265.96500994036,8718.33717693837,4,8,1066,340
6529.29370562272,9059.16589905968,24,1,1716,449
6545.73950073421,8939.02672540382,35,1,2111,542
6839.67670767925,8624.23080186678,9,21,535,216
6960.14572384138,8514.94648829431,7,0,419,205
6977.75603603604,8814.1563963964,12,4,722,264
7042.63433962264,9215.17132075472,27,6,599,206
7121.56279406442,8922.54542164314,15,0,610,206
7173.33827797485,9153.7113834247,11,2,686,265
7220.91393939394,8555.88080808081,15,0,914,248
7359.27771010962,8721.30968331303,13,8,700,259
7382.59336776298,9058.9665670019,16,5,631,282
7570.40902021773,8620.7843442198,6,5,380,210
7574.61948599923,8918.9808208669,10,8,343,154
7616.96499068901,8714.64134078212,16,9,466,244
7717.59581105169,8530.15285204991,9,10,669,329
7793.06777777778,8969.86777777778,8,7,354,150
8365.28050129008,8524.10689273867,15,7,528,233
8438.48964143426,8373.57290836653,17,11,732,229
8667.12285080421,9164.02495840266,21,9,713,233
9004.38566131026,8362.31726411207,1,5,991,132
9204.78581493659,8586.91028651949,6,1,693,145
9358.49473326538,8396.08528712198,2,8,529,143
9391.51145833333,9063.05770833333,5,7,697,158
9450.29880631498,8662.21563342318,9,5,374,179
9491.12594221106,8867.391959799,6,6,484,139
9545.9670781893,8426.24176954733,10,8,473,134
9613.85411572942,8670.73634881826,7,6,381,87
9631.93593519882,8823.70802650957,11,5,401,106
9860.48737201365,8918.29112627986,9,3,579,125
9890.61858974359,8613.74412393162,0,6,391,100
9906.12164865946,9029.72549019608,3,6,262,64
9950.81700819672,9208.73852459016,6,4,474,90
9958.61047835991,8445.79271070615,2,0,690,137
9994.04860010565,8547.71315372425,0,2,310,59
10019.7055016181,8665.50647249191,2,0,387,97
10136.0831694849,8987.18777034998,9,12,488,88
10251.3008426966,8701.59971910112,14,6,578,193
10321.2604817128,8497.56601248885,2,4,497,132
10367.5101200686,8362.14408233276,6,8,395,85
10409.4160896802,8917.97757995384,11,4,588,138
10463.3469482479,9214.81991181248,5,3,566,99
10468.7868325974,8663.68847852268,10,14,554,243
10564.4081358963,9260.40813589629,7,10,564,129
10575.7934926959,9110.56374501992,5,2,348,131
10652.2097392638,9096.19286809816,2,3,307,115
10679.5405982906,8767.99715099715,9,6,585,286
10706.4911111111,8609.29277777778,11,5,494,214
10766.7837025911,8474.86594066842,13,9,608,217
10790.1541595925,8723.36943972835,8,9,577,223
10793.3515821195,8902.63335007534,6,1,351,100
10861.9989690722,8993.31065292096,7,4,509,173
10946.9497005988,8915.61736526946,16,4,636,272
10973.6512751678,9039.38979865772,10,9,686,234
11193.0787679285,8788.99647307783,22,17,797,189
11250.7671294223,8478.61486789073,5,3,743,130
11269.0093059325,9540.50193873594,0,1,51,5
11384.8328748281,8850.67297111417,11,10,503,222
11410.9366161616,8958.32702020202,24,9,648,232
11444.4530988275,8634.45896147404,14,3,789,184
11501.4486521181,8801.36842105263,20,8,439,207
11543.5077857957,9041.0778579567,1,3,252,40
11542.3747993579,9265.02929373997,17,17,766,221
11595.2179836512,8755.56076294278,12,5,430,145
11693.3918335901,8711.64036979969,21,8,836,168
11697.9840304183,8515.30342205323,6,7,645,162
11722.0108816964,8951.60184151786,16,10,531,112
11826.9451809387,8509.81368685059,3,0,589,132
11827.4365482233,9067.06645131518,11,11,624,180
11875.8935620301,8846.18021616541,12,10,985,184
11923.182011031,8587.60267288927,4,2,714,99
11974.8162717926,8770.12025033527,1,7,577,90
11992.3147713951,9129.2837045721,15,9,600,172
12067.4491315136,9036.05417700579,14,11,593,213
12114.8031618103,8599.98481091134,10,11,517,192
12181.5300477257,8887.34138501997,14,14,758,311
12233.9476620616,9162.91551540914,16,21,731,234
12246.231773667,8587.37132752992,14,13,704,329
12261.5356070941,8442.80381991814,15,19,936,258
12268.7394980185,9024.7249669749,7,11,482,185
12361.5370202478,8808.13508612874,13,20,902,286
12540.9225897255,8776.96199859254,9,14,563,217
12614.0320094843,8516.87136929461,7,2,347,92
12619.7147016012,8443.13051916545,9,6,486,173
12738.7278441232,8605.17536140792,11,13,549,204
12879.5365714286,8658.93485714286,2,1,308,82
12986.582832618,8484.40557939914,5,6,427,164
13561.8917228104,9172.55774783446,4,5,482,125
13787.2728635682,9056.0139930035,3,1,489,137
14237.0692780835,9224.65231466494,3,1,301,87
13930.2891517129,9023.12030995106,5,8,457,68
13950.1360698125,8889.54977375566,5,5,536,94
14077.2914052698,8673.66279799247,20,8,602,250
14084.3944954128,8359.23347042075,6,7,620,172
14170.6625577812,8644.92873651772,27,11,715,251
14228.5901819322,8752.5911229611,33,20,1566,398
14268.7636329797,9231.57900614182,10,7,623,90
14254.4136152656,8381.1387313048,0,1,292,74
14269.0330134357,9049.89097888676,17,12,636,151
14319.4185280117,8460.87037715123,8,2,550,178
14416.0631067961,8444.62974404237,8,4,427,141
14457.0612343298,9076.2700096432,1,7,317,36
14481.8458237986,8830.28632723112,10,10,639,172
14490.7869639794,9008.13447684391,11,3,579,122
14548.8899259736,8462.69295140006,2,1,347,55
14547.5608695652,8746.65968379447,10,4,563,215
14629.5017524939,8633.12267457536,6,3,507,115
14638.0226945245,8463.00180115274,7,2,637,134
14646.0044052863,8727.98568281938,8,3,285,100
14674.2079299216,9234.13416320885,10,3,525,81
14776.760164271,8872.52402464066,3,13,454,95
14832.210270031,9231.72465692784,8,10,452,118
14879.3137681159,8460.32355072464,8,7,566,182
14947.361038961,9217.45766233766,4,4,268,56
14963.0118929633,8674.87611496531,18,12,581,196
14980.1426486684,9099.85260853703,13,13,477,175
14978.7166666667,8445.28205128205,6,5,350,112
15012.5844109195,8953.06896551724,7,3,504,154
15021.2261306533,8750.90640703518,6,3,322,114
15047.6676230413,8850.11630986537,4,4,409,94
15073.8245614035,9180.18767849857,6,3,380,141
15110.5160960654,8685.939703628,9,5,334,114
15126.6519898391,8534.88399661304,10,7,402,116
15151.3437139562,8781.08842752787,2,5,355,100
15260.8159011964,9289.07410266306,5,5,293,73
15267.1162227603,9192.27288135593,12,14,499,202
15337.0268585844,8410.73408517584,6,5,565,55
15323.3168218085,8960.96442819149,8,6,466,135
15352.0544090056,8553.37335834897,2,4,460,114
15356.1119714116,9044.82846932698,12,7,345,106
15383.2978959025,9180.61683277962,4,9,376,109
15458.080239521,9231.1748502994,7,1,251,91
15473.9188558085,9085.52626970228,7,7,507,162
15466.4220547402,8733.12217374058,13,9,796,123
15856.5968605725,9140.96712834718,13,13,463,205
15942.6141248721,9237.30399181167,4,8,295,163
16382.9262931438,9192.81227200449,17,14,1396,196
16392.2971387951,8961.09667673716,23,7,1321,321
16401.6711385062,8508.26432197244,7,5,559,158
16461.4156101426,8383.82131537242,2,1,271,26
16635.0954254796,8381.48007870143,9,3,548,132
16673.3018867925,8579.88241239892,14,15,829,290
16748.8952879581,8396.1473448018,5,6,306,160
16915.3746355685,8456.25860058309,13,15,708,345
17122.849198869,8840.44957587182,31,32,1180,519
17363.5229982964,8996.63997728563,15,15,642,219
17411.9410309278,9144.77257731959,11,13,622,217
17402.5062425684,8768.44143876338,9,8,954,238
17859.8892290033,8472.82016453032,18,16,1231,270
