Xpos,Ypos,BABAM1,KDM5A,GAPDH,LMNA
7729.99288762447,2701.02655286866,5,1,322,60
7813.4152453881,2642.08458057779,9,4,349,87
8185.68630733177,2087.55071978574,3,5,673,157
8251.01676745464,2653.54013194063,7,5,393,87
8251.35779816514,2368.9627293578,6,1,311,100
8344.78006783199,2732.23975997913,11,8,356,120
8375.72278664731,2345.13701015965,5,7,474,123
8396.25441484585,2063.62825501347,9,13,493,147
8497.11412213741,2057.67442748092,16,13,761,272
8530.98476343224,2760.10986367281,5,12,477,194
8564.06763826607,2227.35967862481,18,22,1135,318
8631.55223880597,2796.35437100213,4,4,468,131
9184.66341362126,2175.58492524917,16,18,899,362
9173.70514165792,2447.9648478489,8,7,351,120
9185.38014737755,2331.12743823147,7,7,413,133
9242.28148710167,2521.75303490137,8,3,400,87
9262.29086092715,2409.15867549669,6,2,270,59
9366.42715030935,2112.59529297586,19,22,893,417
9404.040433213,1978.4642599278,11,8,406,194
9430.67313150426,1896.76442762535,6,9,570,198
9467.74027269704,2033.94679082142,11,3,380,153
9588.65606837607,2358.51008547009,6,5,429,188
9650.26742938863,2450.61994994637,12,12,506,223
9730.42661804922,2199.0063810392,20,9,668,318
9952.03822793855,2488.53662022151,13,7,681,252
10046.5892744479,1942.22050473186,5,4,871,204
10081.7124945958,2139.86943363597,6,3,694,258
10192.6744906997,2346.86514614703,9,14,590,250
10297.562900641,2417.65144230769,15,13,587,229
10375.7049861496,2651.07940904894,4,8,857,222
10399.4826633937,2227.23473458116,9,1,520,152
10493.9957657022,2119.69477769936,7,7,368,144
10515.6700071582,2047.27988546886,8,7,403,199
10588.777325877,2228.48042704626,8,5,483,178
10697.7390599676,2720.08589951378,16,15,879,251
10745.0917451281,2444.48719071601,20,10,1253,361
10747.5189873418,1942.42573839662,6,2,484,199
10832.4245647969,2192.29593810445,22,9,924,324
10848.1798642534,2062.43702865762,0,1,758,83
10954.9069392146,2765.1737493276,6,8,567,113
11039.1354945968,1953.3097811028,2,7,625,91
11269.4969538729,2381.2320278503,34,25,1326,364
11500.1201578192,1990.64418938307,14,12,662,331
11526.5307539683,2541.3544973545,8,15,610,198
11541.2975879105,2729.53560011625,7,17,1092,161
11698.7044198895,2359.9671961326,21,12,558,263
11734.228401539,2620.85624344176,14,9,520,186
11810.1937212864,2377.80742725881,7,8,375,169
11926.1229004506,2274.4448996313,8,6,374,220
12022.8250345781,2155.5653526971,17,18,789,318
12030.7871953438,2427.14514368861,13,17,615,267
12166.1778265642,2210.05232345408,9,8,413,191
12290.7218468468,1938.94059684685,8,14,1128,141
12374.1911188507,2416.23683064867,12,7,475,247
12578.1893303065,2357.68104426788,13,14,651,294
