Xpos,Ypos,EGFR,PDGFRB,FOSL1,GAPDH
12131.4327272727,231.349090909091,70,3,14,370
12215.3775510204,632.723434201267,53,1,15,365
12251.0362139918,757.22633744856,72,1,5,278
12275.1340028694,924.802869440459,94,0,5,489
12298.8250681199,652.174386920981,8,0,4,245
12360.1752312436,848.527749229188,23,0,3,208
12382.6899841017,668.007154213037,81,2,34,269
12392.7036569987,779.60992013451,77,1,21,347
12402.5172413793,20.0280970625798,54,0,3,246
12407.4753141831,289.024236983842,38,2,18,332
12427.5411158414,487.799910374188,177,11,38,893
12473.6210066651,907.571133072857,143,0,7,560
12462.1370869033,178.075887392901,73,0,20,370
12468.7447890188,691.843924758516,84,2,14,221
12499.4439276486,27.3932816537468,57,0,9,389
12524.9991922456,789.098142164782,101,5,17,413
12520.0062539087,256.671669793621,40,0,13,308
12545.9832285115,621.571628232006,131,1,15,521
12571.3968253968,405.204081632653,56,4,32,378
12587.1220767072,143.916276894294,57,0,23,521
12622.8969718065,529.846153846154,136,3,20,491
12622.2686516085,302.343258042437,52,0,14,459
12659.827833002,95.6190854870775,65,5,4,571
12658.296430004,833.133172884075,129,2,2,373
12673.1087697552,686.831112488379,106,0,13,475
12691.8978634706,462.931735278791,49,1,20,370
12728.4783470139,189.071893574866,85,0,15,586
12736.1862514689,359.790834312573,50,0,25,423
12793.6137168142,638.838053097345,35,2,16,444
12817.5181002989,494.996678844238,57,0,3,395
12807.8281770585,52.2746311280343,53,0,0,503
12822.1297311407,894.506395197076,84,0,14,748
12820.8534031414,355.311280342694,57,3,9,578
12894.4123794212,522.823151125402,59,1,18,485
12901.061908624,698.377939983779,101,0,14,524
12925.7742537313,295.026119402985,61,0,5,444
12944.1065270936,174.034790640394,128,1,9,692
12934.0700990099,54.6609900990099,41,0,1,339
13002.4275167785,468.290604026846,72,1,20,297
13014.7474679271,760.161039837947,63,0,1,352
13031.7833333333,542.119696969697,56,1,18,199
13033.9846835953,378.099959693672,44,0,6,300
13039.8347406514,32.0446320868516,83,1,4,302
13050.1011595362,911.954818072771,58,1,7,328
13103.3116079924,475.602283539486,71,2,22,162
13137.9156626506,829.610049955921,72,1,6,345
13137.9517830236,678.737820190859,55,1,17,232
13143.3126538651,370.961102904973,39,0,13,280
13170.1396108718,102.428338036536,248,6,61,855
13193.3813253012,731.014457831325,46,0,6,297
13214.5408320493,281.886902927581,112,2,18,519
13209.9889298893,900.361008610086,33,0,1,222
13250.6209912536,797.89407191448,38,0,28,204
13315.2382246377,893.482185990338,116,2,8,416
13332.6546184739,105.731850478838,199,3,33,715
13349.4220846233,302.59907120743,56,0,30,287
13366.6901477833,221.414285714286,127,0,50,381
13365.5793339863,810.077864838394,58,0,14,231
13408.1987272201,704.162568701186,87,0,11,474
13410.9852097797,528.202837307576,145,2,27,506
13469.5255926724,169.682650862069,130,3,34,383
13472.1147946561,895.633349826818,89,0,11,260
13499.6260990282,28.0717260527534,85,5,11,324
13507.0694259012,795.867378727192,89,0,1,331
13510.9743028978,248.646254784035,111,0,39,515
13592.396477235,358.032735127949,292,4,66,800
13572.1599752934,80.5750463248919,164,2,80,417
13613.4823037323,166.45398970399,53,1,18,467
13625.0637119114,794.769775315482,128,4,17,433
13674.2998204668,713.162178336326,102,12,43,427
13683.5501278046,556.06503834138,129,8,31,644
13736.9299041856,101.239031770045,193,3,78,822
13731.3513163574,661.90073370738,103,10,18,262
13738.9552407932,268.324645892351,80,2,27,476
13757.2801287948,395.585096596136,92,4,47,451
13807.7890061077,499.739033870072,40,2,16,314
13845.7484689414,584.799650043745,92,0,18,386
13859.8509021842,184.906299461855,69,0,8,557
13877.8005292756,694.719153159113,86,0,11,317
13907.7139496589,32.6800752764056,44,0,7,222
14276.9714134463,189.256749602965,139,7,67,444
13918.0575828591,37.0328088382993,83,0,17,359
13918.401432182,330.818871103623,69,0,19,209
14008.2401433692,627.436827956989,64,0,17,336
14018.2505862647,164.961474036851,93,1,51,615
14043.6093189964,363.31660692951,37,0,7,193
14059.645991422,770.319696469812,64,2,4,330
14114.8995544755,659.045767517213,105,0,24,295
14113.5312,278.526933333333,47,0,14,324
14167.3469325153,493.939570552147,79,3,35,380
14282.4555932203,189.169943502825,159,5,32,412
14280.469787234,320.10170212766,94,0,36,322
14309.5964125561,68.3692077727952,191,2,47,654
14321.7263820854,477.020643806858,130,1,19,462
14351.0200387847,369.628312863607,38,0,14,201
14419.6124862486,846.356160616062,117,0,0,588
14427.0399777901,598.960855080511,151,1,26,596
14437.1984181568,370.549862448418,76,8,31,477
14438.6364517693,501.680077556956,52,2,23,318
14448.0493701055,22.4273067756214,120,2,22,703
14520.1544878212,952.986319652986,125,3,22,485
14539.3413978495,446.052867383513,89,6,42,423
14606.4950853595,786.077082255561,94,0,19,268
14619.597538742,632.006381039198,93,0,27,326
14628.9428438662,143.736059479554,115,8,31,660
14697.8595930233,825.874127906977,149,3,10,423
14705.8679202018,451.745700527402,171,17,43,684
14769.1636492723,292.823926162584,55,8,14,451
14892.5031992687,845.17915904936,48,1,3,176
14905.9787135585,424.079130032392,66,0,17,238
14919.7171587505,339.986735130509,46,2,10,247
14938.2643784787,705.929499072356,64,0,15,217
14931.9509202454,605.710122699386,48,0,19,191
14964.3200111019,134.774077157924,168,8,29,713
14968.9713313897,232.075315840622,82,0,27,323
15004.4909255898,544.985480943739,60,0,21,238
15004.3570741097,315.348411934552,75,4,23,349
15135.029491833,328.15335753176,61,1,26,323
15132.2401717872,761.438718202841,40,0,4,372
15149.3559775341,431.295533565124,202,2,55,540
15150.3990258524,633.701011614837,92,0,21,328
15173.838150289,187.042842570554,71,0,19,582
15164.3445850914,272.126582278481,64,1,43,423
15217.6161879896,552.732114882506,93,0,32,408
15233.8248969982,815.195997645674,74,0,6,378
15255.8854881266,645.834828496042,55,0,13,261
15278.8078104432,931.291794646775,93,1,23,341
15305.4230581339,52.2491450903762,97,5,30,493
15328.1893491124,685.268012530456,98,8,2,323
15373.0119883041,501.566374269006,125,4,36,535
15378.5696761531,394.450932286555,57,4,28,281
15396.9531109107,903.273669972949,32,0,19,297
15461.6288379324,306.823552273611,97,0,25,415
15501.197166114,526.295749170938,132,5,42,454
15547.6525044723,279.84168157424,53,1,32,432
15604.1510286001,354.659809332664,68,0,14,350
15616.5135992747,188.147778785131,62,6,28,471
15656.0306821567,465.404825737265,114,3,23,495
15723.4477557027,836.63612950699,45,2,4,329
15728.2083058668,25.524719841793,39,1,25,160
15752.5680119581,722.071001494768,50,0,9,317
15758.755126183,283.973974763407,102,5,23,330
15792.7039576192,648.319102524151,96,0,7,478
15808.4100071994,470.44060475162,77,0,18,283
15814.9885139986,223.368269921034,130,2,18,390
15875.6649373109,334.376134889754,105,2,36,368
15885.1553571429,51.9866071428571,138,1,27,327
15900.8306984766,718.594423684967,33,1,22,275
15911.5434173669,182.611844737895,113,1,28,324
15942.9381082133,912.16660179058,83,0,1,358
15959.2498625618,497.695711929632,81,0,13,389
16002.2113851992,630.112713472486,60,0,34,386
16015.8872727273,168.878016528926,120,0,29,337
16031.3291389095,390.834196891192,184,10,43,621
16044.9866289535,855.090511699666,122,0,1,358
16066.3671908202,29.8172545686358,102,5,26,338
16087.954824831,261.234480639213,212,5,31,487
16125.0570854848,631.226620768789,103,0,26,502
16149.9593367548,87.5637583892617,108,1,21,328
16187.6065188172,794.676411290323,125,0,9,394
16235.112537558,351.836110352363,142,4,64,552
16334.6089249493,653.268965517241,66,1,18,302
16386.663312369,905.930398322851,79,4,10,382
16391.102283105,73.6324200913242,112,0,51,595
16399.0132172792,746.073823339781,110,0,2,316
16457.4778067885,311.06318537859,71,2,22,249
16487.836900814,574.404582454025,140,1,36,467
16494.8187643021,853.135926773455,87,0,18,265
16509.3056925146,760.718511878082,126,1,9,354
16538.84971537,251.943453510436,140,4,52,557
16561.3990112994,420.484110169492,127,2,13,421
16616.1049515608,527.722820236814,57,1,18,318
