Xpos,Ypos,TXRND1,NDRG1,A2M,GAPDH
16590.679252479,615.51411136537,54,1,10,782
17138.3522884882,87.8966712898752,25,0,11,770
17297.3564288176,316.989658738366,40,7,18,1379
17525.0591526779,407.706634692246,43,3,4,1026
17602.2654095131,311.221502955249,39,4,13,969
17683.5966183575,25.4219001610306,39,2,9,743
17885.792301603,506.564021373442,69,2,19,1192
17989.7576218149,553.156995976755,96,1,20,1438
18241.5065438682,119.79301987397,109,25,9,1040
18343.4814615798,43.9731327243418,39,8,8,434
18371.1768074445,239.807205917442,58,8,6,506
18438.1414790997,119.309324758842,78,11,7,832
18442.76204596,360.899184581171,85,20,10,892
18758.5789664551,969.690661831369,44,0,3,620
18789.0784938179,880.255901086549,95,3,7,1122
18680.4377880184,260.25222734255,89,4,11,1437
18706.3387483356,443.917709720373,115,10,12,1312
18773.6484827821,926.079867030344,34,1,1,437
18822.421086262,358.588498402556,71,1,15,854
18820.4796559709,480.859741978167,113,7,8,1159
18834.5270998415,78.7917591125198,79,5,4,762
18879.1346749226,672.504643962848,58,2,4,681
18920.7669147497,847.917794316644,53,2,0,506
18939.2817322051,255.926331508213,47,2,4,791
19005.0273621206,716.856348867037,51,8,1,599
19034.208774584,157.574508320726,31,5,1,465
19020.4670380687,244.366759517177,18,0,5,527
19101.4380017841,928.744870651204,13,1,3,433
19149.6393668273,284.80557467309,30,2,0,831
19445.6476226994,909.901840490798,31,1,0,680
19450.6398264224,537.166345226615,7,0,0,393
19458.2945091514,771.165141430948,8,0,0,392
19456.8244318182,609.541477272727,10,2,2,369
19609.0804636891,737.513126491647,8,0,2,300
19662.8159792861,299.292953578694,203,13,1,1292
19741.9218629715,838.588529638183,37,1,1,424
19813.724879333,746.443176831944,20,0,3,357
19925.2682010333,464.303428839831,56,4,2,868
20037.411342058,656.077495509366,40,0,1,670
20028.9800399202,418.472055888224,37,2,0,501
20084.7169412759,1328.42627798902,24,2,32,718
20085.677002584,464.46511627907,42,4,1,427
20137.6210691824,1259.26939203354,14,8,44,814
20138.5504796711,320.074006395614,16,3,0,533
20134.1660079051,627.457839262187,36,2,0,620
20406.3119906868,402.133003492433,14,2,11,651
20510.1752491694,93.4867109634552,34,6,2,784
20588.9311098961,57.188901038819,33,3,1,440
20619.4653179191,687.291184971098,35,1,2,597
20708.425891182,507.28330206379,34,0,3,480
20788.5399385561,42.5806451612903,31,5,4,510
20945.1053997923,653.116822429907,19,1,0,340
21018.3270072993,429.701216545012,32,2,0,438
21019.5540788268,126.626489459212,40,1,1,701
21029.3802158273,579.595683453237,50,1,1,657
21032.9908110268,274.286056731922,26,1,0,413
21054.8987341772,362.248782862707,16,0,0,311
21262.3299805321,187.645360155743,38,3,2,870
21285.4030443415,355.921244209133,26,1,1,460
21312.4063476402,1068.29847064628,2,1,17,145
21328.9087179487,495.458461538462,18,0,0,314
21376.1563251563,945.709956709957,60,0,6,823
21489.5458849235,914.085943190095,23,0,7,571
21601.2610712779,144.408266554197,19,0,3,665
21665.1743408107,433.617473435655,30,2,1,684
21799.1527777778,915.754129129129,36,2,10,724
21846.3809738503,172.720018034265,15,2,4,650
21864.1036168133,732.567285760834,35,3,2,592
21866.5581031787,504.158936946326,14,0,3,432
21911.8586011342,437.084688090737,41,3,7,508
21990.0947567909,467.623499684144,20,0,1,398
21991.4080645161,18.8346774193548,21,1,2,699
22048.9325670498,704.475478927203,34,1,6,620
22055.4208379681,318.9510567297,39,1,1,663
22170.849197861,512.218181818182,23,3,1,598
22189.4544573643,185.055717054264,7,2,1,443
22197.2982716049,99.5871604938272,23,0,1,738
22566.5461871362,1040.41068497239,5,2,5,346
22235.8755284171,301.74119304838,54,0,0,584
22280.971045413,618.001828710759,29,2,0,549
22302.3158195317,390.621073672187,24,0,0,452
22314.6736765772,228.395576504714,14,2,0,454
22336.9196787149,513.907295850067,16,1,1,407
22421.55631633,166.619308456008,27,2,0,684
22417.6418109188,273.190079893475,34,5,0,718
22425.5080851064,663.419290780142,68,4,7,1523
22577.7125468165,411.631647940075,58,1,1,1236
22698.4045422285,909.675656493967,44,1,9,1175
22722.778340722,396.685666033354,61,8,3,1403
22807.1479697178,726.45285615967,75,2,3,1411
22898.0441878981,346.320461783439,23,1,0,536
22894.1904145078,812.527849740933,17,0,1,396
22904.8506205674,213.834219858156,15,4,0,982
22902.5950310559,740.183229813665,21,1,1,365
22961.510990991,938.69981981982,10,2,1,486
23118.9513553658,919.67285555143,45,0,0,635
23197.8010774969,821.537505180274,14,0,1,343
23384.7919788453,107.762009695901,20,0,2,539
23447.0053300533,282.486264862649,36,2,2,503
23527.6482504604,459.977900552486,28,1,1,351
23553.2428278689,821.886270491803,29,1,3,640
23603.2764350453,202.010070493454,22,2,1,431
23714.0877540902,371.721368368865,32,0,2,392
23785.6736938588,605.42025664528,28,6,10,500
23802.1546572935,898.275336848272,19,1,1,452
23842.7527363184,536.971144278607,21,0,0,297
23893.5917487685,359.599137931034,33,1,0,776
23947.0634629494,822.627659574468,43,0,0,745
23976.4732600733,630.873626373626,55,0,3,943
24044.8311389072,753.417379855168,23,1,5,447
24042.6228273465,76.6657010428737,12,0,3,397
24081.0333677331,199.061231510148,23,2,2,568
24255.5407864803,587.716282092948,32,1,0,573
24253.725672534,199.998007306543,36,2,1,691
24324.732578916,377.374627754616,33,2,3,681
24497.4040100251,746.634085213033,11,0,3,437
24585.1505454545,230.128,18,0,3,412
24594.325389948,93.1507798960139,30,1,0,655
24682.0608397601,172.590831191088,27,4,3,1102
24682.856861974,585.483680692096,28,3,2,358
24712.9923266648,488.141956700466,42,7,2,906
24788.6625596184,663.215818759936,48,2,2,576
24824.691069992,575.728479485117,48,0,3,570
24988.0757238307,641.390497401633,14,3,1,498
25173.4269590455,527.359238955176,26,5,2,392
25245.0520043337,624.921632358252,36,5,0,353
25291.0734893849,706.054436581383,27,0,2,423
25329.4687693259,833.767470624613,24,0,0,357
25348.2503032754,764.613020622725,20,0,1,323
25361.7336465486,90.7900252981568,21,10,8,896
25371.7642611684,275.359793814433,39,12,4,796
25376.0328909406,910.956145412579,53,0,4,646
25442.9499113475,201.065602836879,32,0,0,491
25459.4676487579,392.637203928365,20,10,0,623
25467.4004082823,492.309128025663,34,12,0,819
25478.3420919656,714.44416371905,29,3,1,468
25545.6294744859,297.557501904037,14,8,1,493
25561.0185256658,69.4789656503281,33,5,7,970
25559.3570658037,221.831715210356,49,6,0,576
25591.6136820926,699.145875251509,14,11,1,411
25620.1416857986,790.353558543785,47,6,0,758
25647.1697023545,428.627054642381,30,8,0,788
25656.0992931673,874.460114439583,33,1,1,577
25730.3877688172,294.820228494624,32,10,0,899
25742.1321989529,476.411431064572,35,2,1,334
25777.24,88.2815094339623,17,0,2,617
25777.3640960809,170.35208596713,15,1,0,521
25816.1303088803,883.118082368082,63,2,2,917
25854.9592441645,498.620229714709,24,11,5,626
25872.0046403712,52.5599381283836,8,0,0,267
25883.9486467731,618.625260235947,27,2,0,436
26039.1791569087,913.301717408275,43,1,2,482
26042.7884130982,671.2959697733,17,11,0,637
26058.0189243028,575.536454183267,7,9,6,468
26165.3238498789,123.816585956416,24,5,3,701
26172.9813689753,531.398946942082,28,14,1,779
26184.2336056009,242.895215869312,18,9,5,758
26213.9447513812,680.195027624309,31,1,0,500
26245.8241076048,312.709777547853,80,2,2,829
26251.7963953816,79.7381019431146,37,0,0,715
26329.7724474089,448.514366341714,76,1,5,673
26365.6625573394,700.040424311927,52,4,3,597
26392.6831808943,831.095274390244,111,1,3,1335
26624.2102193835,672.912524298806,60,3,0,804
26654.2643142477,217.025965379494,77,2,111,2515
26712.3401221996,539.835030549898,41,1,2,521
27203.2065789474,360.626315789474,42,0,4,766
26861.9557057057,594.700825825826,67,3,0,611
26924.6556455241,886.554655870445,125,1,2,994
26997.6988068365,460.085456304418,85,3,1,1249
27021.0644497772,55.57490572506,68,2,1,1066
27235,345.24415639609,30,0,4,728
27347.5325336241,622.605597964377,25,0,0,621
27491.8997384481,598.15518744551,37,0,1,572
27510.9419858684,479.544068426925,34,2,1,657
27582.113760218,147.406675749319,4,0,0,535
27675.6107784431,66.8848968729208,5,4,4,278
27775.737336973,906.573855019715,21,0,4,851
27807.8950642887,646.14703442555,51,2,1,1098
27909.4620237194,272.079485238456,77,0,2,941
28110.4920525225,650.69592259848,130,0,4,1162
28228.5958132045,35.3574879227053,35,1,3,772
28263.996868476,526.859429366736,54,2,3,1242
28396.9738461538,256.014230769231,35,3,3,794
28607.2610216935,610.043386983905,22,21,5,738
29057.1214411691,845.302595112119,16,0,4,643
28696.7517168516,52.0380348652932,37,2,3,708
28712.022907489,169.54140969163,24,16,7,905
28771.678219697,219.150189393939,22,9,8,1185
28958.0723410363,905.731017654658,49,0,12,1946
28940.0831826401,147.537673297167,24,7,1,943
29062.0991689751,848.337211449677,32,1,9,1325
29078.3696084937,36.7465162574652,2,0,0,360
29127.7808667212,355.430907604252,27,4,8,666
29178.62,694.937288135593,18,9,0,602
29218.4533721898,198.233555370525,16,3,2,618
29257.2679077297,541.623634156212,20,1,2,745
29354.6685006878,70.050894085282,5,1,3,543
29484.8218844985,384.266869300912,57,2,1,821
29677.9368836292,247.177021696252,20,0,1,807
29697.5275207014,444.742815392109,3,1,0,193
29865.9004377913,143.595537353481,6,0,0,650
29859.6347773767,257.202767749699,7,1,0,526
29946.8915180197,396.995995631598,31,2,2,1126
29971.6072097378,203.057116104869,13,3,2,943
30158.500508647,859.600881654798,13,7,27,385
30266.8465465465,448.198498498499,5,2,4,172
30339.356741573,300.541011235955,4,0,0,260
30374.1349803079,877.474758324382,18,0,31,524
30567.6079027356,108.959135427221,5,8,0,195
30589.2348697395,486.719839679359,6,2,18,425
30974.6346936843,471.046207745479,133,4,241,1755
31088.892622005,466.971492567705,108,2,102,1322
31175.9058093627,344.163564579808,171,7,74,2664
31318.139752876,667.139752876012,113,5,11,1942
31397.4736199316,560.342574499267,49,2,123,1353
31517.3611707317,530.250926829268,110,1,103,2118
31646.6538974652,841.435486944921,65,2,13,1613
31677.4282554603,256.472214542439,132,8,5,1002
32242.616722408,376.817391304348,60,0,10,656
32256.4996251874,186.035982008995,21,3,6,1176
32359.7871352785,178.105437665782,20,3,2,680
32417.6525934861,224.072778447929,63,9,5,1287
32566.68066233,533.776463630988,71,0,3,890
32816.3075555556,197.360888888889,23,0,5,681
33010.9208905732,898.166508763619,90,9,42,1459
32992.0592369478,123.461345381526,11,2,12,425
33015.1600374357,321.16471689284,25,0,11,700
33068.5008615738,79.4164273406088,10,1,5,348
33330.4951923077,229.605425824176,34,0,12,803
33348.0721649485,497.390346766635,34,1,12,863
33482.4472998138,656.107262569832,26,1,17,724
33493.7028766086,165.836487509463,45,0,15,832
33606.4565217391,303.645780051151,46,2,11,792
33782.2768192048,792.898349587397,38,0,14,652
33826.8664839468,384.560689115114,38,3,8,653
33872.9454166667,29.2383333333333,7,8,5,588
34042.8360655738,554.90920554855,108,5,20,623
34072.3456146071,642.612650798826,89,2,3,622
34115.1994063681,490.722342147868,116,8,66,840
34224.1688927187,694.610799942554,137,16,16,824
34298.0560696788,233.928960261296,114,3,7,840
34322.3178861789,632.088346883469,117,6,6,648
34368.2282325716,509.384437373445,45,1,6,442
34370.1678693506,358.794151158374,162,1,14,666
34403.2237903226,433.534274193548,32,0,1,362
34425.0656893149,850.612912320271,56,2,4,511
34485.4724201636,577.243072050673,111,3,3,933
34502.9726421886,783.611711063115,121,21,6,542
34535.8795986622,84.3318468970643,62,3,5,465
34607.7296037296,921.8108003108,92,20,7,524
34642.1049764793,769.804159445407,105,8,6,486
34643.6754670999,649.167546709992,125,9,4,741
34666.7977871042,143.222434185425,55,7,8,709
34711.4087912088,305.753296703297,55,2,13,897
34706.1977321049,956.695251594614,62,7,1,428
34789.8552197104,549.489966979934,114,8,17,927
34789.285458613,340.459507829978,31,1,7,643
34801.2309879176,776.615730869462,120,6,6,473
34787.4556403051,865.03091128061,58,2,13,326
34782.8104189044,945.308270676692,46,2,4,495
34849.820931773,655.380878781188,66,2,0,582
34872.7108540925,375.153024911032,120,9,23,932
34994.522330923,785.194385367929,49,1,0,374
35031.5811808118,394.618081180812,163,10,13,1053
35069.2303370787,785.776577355229,84,2,9,546
35094.9776064611,546.471732745962,63,10,9,446
35150.2870132437,675.309547341372,45,3,5,436
35168.9004387445,645.914951063112,50,0,0,346
35228.655798789,429.118304611085,78,6,14,530
35236.8837920489,532.758103975535,39,5,3,393
35331.0312605042,422.976806722689,74,4,3,468
36281.0644820296,605.034707540521,74,31,17,959
36406.8053031432,537.92507075823,91,40,25,1214
36407.5255639098,189.956390977444,74,3,1,741
36608.5337845213,132.698395371684,92,55,37,1237
24.7061876247505,1813.10139720559,23,4,26,573
211.901603814478,1090.18292154313,34,3,4,685
218.519622756313,1784.04745968969,30,1,3,504
373.004684684685,1838.19315315315,96,2,8,810
447.630831643002,1011.86561866126,10,0,6,383
534.069515962925,956.699794026777,10,1,4,512
859.50819000819,1559.61588861589,31,2,18,505
995.011077971879,1050.16915210908,34,4,6,670
1016.92757494806,1336.73018699911,78,2,5,1049
1074.32136279926,1485.74739103745,11,0,0,297
1147.78132884777,1212.4259882254,21,2,1,428
1181.60703688003,980.626960576515,34,3,2,650
1242.46121147715,1217.09723698193,17,6,16,470
1247.85659838018,1325.88280133397,21,1,3,416
1324.93489583333,1511.73697916667,60,3,9,845
1324.93018777082,1243.86278285989,21,0,3,604
1337.46783876501,1442.07675814751,34,0,4,500
1465.66100648348,1344.71349181846,27,3,4,685
1505.16719367589,1231.5628458498,34,5,9,718
1637.2023715415,1352.61343873518,31,4,10,709
1667.99856897539,1495.1473955352,32,1,4,1019
1731.98315847598,1872.51297625621,28,14,18,1849
1805.9928030303,1308.13636363636,16,1,14,865
1825.54696356275,1687.0008097166,36,3,1,945
1851.85853658537,1582.52967479675,20,0,4,434
2108.02488088936,1040.30809952356,3,0,0,166
2192.66983445739,986.806253832005,1,0,0,115
1947.90802743042,1528.75635336829,2,0,1,258
1951.18692953633,1617.35523913837,21,0,4,506
1972.11165048544,1328.20105177994,30,1,3,550
1974.86052104208,1839.10460921844,23,0,1,755
1986.55232774674,1192.31061452514,30,0,1,597
2022.18974358974,1040.41481481481,8,1,1,568
2065.87852348993,1204.84630872483,17,2,3,776
2139.18466165414,1019.75067669173,10,0,1,279
2140.85435861091,1780.18143160879,4,2,1,245
2187.85582564962,1093.90192791282,5,2,1,515
2206.84576098059,1315.86516853933,31,2,2,817
2304.96996753247,1072.08279220779,4,3,1,400
2368.97237172587,1129.69860064586,2,5,0,494
2944.10204081633,1083.77351916376,5,1,0,641
2955.57933579336,1766.16174661747,11,0,1,295
3075.01482701812,1054.6875343218,11,1,2,834
3208.14997070885,1591.359695372,54,2,6,741
3256.5858740952,1146.51370914674,66,6,8,1100
3579.31891891892,1080.12559618442,16,1,3,965
3624.36270653029,1761.9367951744,65,2,12,939
3734.6010738255,1196.80483221477,15,1,1,518
3821.17279236277,1114.18329355609,26,2,0,633
3846.12842190016,1347.21900161031,31,1,2,539
3950.0440690415,1458.76312890195,44,4,6,585
3948.65007898894,1639.96484992101,24,3,10,470
3974.07145661563,1778.54652532391,15,0,3,360
4039.01517857143,1202.41026785714,19,0,3,375
4073.40062794349,1301.86436420722,36,4,1,662
4081.96721311475,1062.01950254381,17,1,1,748
4252.88930481283,1695.12370766488,75,1,4,1452
4244.7559618442,1231.40421303657,30,2,6,1079
4366.12381852552,1435.35003150599,44,2,2,955
4439.32116204691,1753.24546908316,39,1,1,804
4593.96619545175,1408.24462200369,30,1,0,1114
4696.87528418318,1038.39655732381,41,3,0,988
4718.08526011561,1301.87601156069,33,0,1,746
4765.21453756442,1885.26064551126,3,0,0,327
4813.3867107943,1248.8467413442,38,0,1,1041
4934.5379501385,1510.31505078486,82,1,6,1327
5044.99258212646,1304.11762628047,27,0,2,722
5093.14499687955,1089.39338464739,30,0,1,735
5113.66844444444,1751.08533333333,47,4,2,824
5180.8406787938,1905.16469295568,13,3,2,806
5149.9881305638,1333.47181008902,32,4,3,681
5235.94064115822,2231.37207859359,11,0,1,481
5323.79573655743,1642.43143493478,51,0,2,1135
5316.04125853369,1287.30810329475,44,0,1,995
5380.11380832283,1148.98360655738,27,5,0,689
5424.01635155851,1014.7874297394,40,1,1,828
5460.1351981352,1830.51655011655,20,4,1,573
5485.57989088075,1700.95908028059,29,3,3,635
5507.28528528529,966.923423423423,20,1,1,281
5535.72904048454,1374.91648071406,32,3,5,687
5584.77276650842,1849.05567544238,19,0,3,828
5594.2704380821,1454.73853052777,45,1,0,554
5678.39396427838,1291.6132211045,40,0,0,624
5676.59600477042,1814.94484197973,20,3,9,505
5679.02921268258,1047.60028500178,24,6,0,459
5721.89787015653,1124.9376443418,33,6,0,721
5760.46904761905,1868.88285714286,15,0,0,687
5778.76499423299,1440.18281430219,31,1,0,500
5829.66721446179,1312.04108463435,28,3,2,497
5876.27392120075,1242.5,10,2,0,369
5898.51088390501,1452.45448548813,44,0,12,765
5932.63483642794,1643.6290893015,41,0,0,592
5961.41604938272,1805.22427983539,25,1,3,506
5979.25923553278,1220.42430066197,40,3,2,1169
6012.66747376917,1649.2413236481,29,1,2,501
6181.5297103613,1487.68617497761,59,2,2,1252
6202.29404797157,1747.75806929227,36,0,10,376
6244.88769153056,1175.61138238761,92,0,1,1236
6289.03694581281,1837.12610837438,15,0,2,444
6295.89186958316,1682.3718530747,34,1,3,500
6397.51231680698,1403.48705955722,47,4,6,694
6397.37333333333,1611.92289855072,41,2,2,631
6427.66574490149,1751.48150708607,45,1,6,916
6468.04725536993,1004.25727923628,36,2,4,561
6461.09587680079,1110.07054148038,69,8,6,789
6469.42101501072,1629.23659756969,17,0,2,385
6535.35391822828,1403.68611584327,18,0,2,434
