Xpos,Ypos,NGFR,NRG1,FOSL1,VEGFC
8429.27729468599,1271.09855072464,0,0,6,0
8498.37001023541,1582.85363357216,0,8,44,0
8541.59406322282,1166.63723978412,0,8,11,0
8772.70213875848,1103.8487219614,0,8,51,0
8899.24800708592,1193.46087983466,0,9,25,0
8957.04683098592,1476.21795774648,0,14,8,0
8950.84403080873,1089.05263157895,0,4,14,0
9018.19168173599,1094.10126582278,0,2,22,0
9043.74988568816,1581.84179240969,0,2,0,0
9188.82075471698,1675.76866283839,0,5,1,0
9238.70229380185,1176.92093704246,0,4,9,0
9286.07725321888,1456.86995708155,0,4,6,0
9312.60546875,1275.859375,0,7,12,0
9382.02813852814,1587.60533910534,0,1,7,0
9392.52836004932,1281.43033292232,0,1,9,0
9460.91726990693,1291.69441571872,0,3,17,0
9486.23927696078,1530.63296568627,0,4,23,0
9548.38983903421,1775.45171026157,0,5,1,0
9685.99374068554,1526.90074515648,0,5,16,0
9697.26521924223,1315.71306939123,0,6,21,0
9797.12162162162,1423.58456843941,0,2,7,0
10123.9942434211,1229.45641447368,0,1,2,0
10611.9622285175,1281.52644003777,0,19,6,0
10635.2697153523,1465.37097526832,0,18,2,0
11325.7322050772,1560.61423593828,0,3,10,0
11396.42027833,992.406361829026,0,13,26,0
11389.8612324115,1788.15477923338,0,6,0,0
11393.2712707182,1502.06685082873,0,1,10,0
11475.7424242424,1486.72860962567,0,3,5,0
11493.5230524642,1376.68744038156,0,2,30,0
11584.1629935721,1615.20247933884,0,2,0,0
11626.7346509672,1022.5613961312,0,30,43,0
11802.0393287887,1002.6392239119,0,1,22,0
11804.4293478261,1264.36086956522,0,3,4,0
11868.5912450256,1384.84593519045,0,6,3,0
12093.418887792,1834.13820335637,0,1,4,0
12365.6149264191,1221.15627189909,0,16,10,0
12555.0639715682,1558.41803642825,0,18,3,0
12815.0174717369,1502.70092497431,0,16,18,0
13014.5125430398,1278.2587309395,0,0,12,0
13102.855475763,1528.71027827648,0,7,7,0
13175.5356023287,1743.98477384684,0,1,1,0
13214.5216724204,1207.09512850019,0,5,37,0
13321.7093495935,1399.56537940379,0,2,30,0
13473.6141078838,1079.6244813278,0,1,21,0
13475.725788901,955.896626768226,0,3,18,0
13559.5149130075,1534.22990886495,0,2,7,0
13651.8611111111,1036.8107966457,0,1,10,0
13723.6068376068,1527.80564845782,0,1,12,0
13721.971531676,1188.01323175621,0,11,36,0
13765.7419354839,1808.76013234078,0,3,1,0
13815.6712856043,1427.93341031563,0,7,39,0
13880.4107060452,1188.18689432395,0,4,5,0
14043.0683818551,1888.04096140826,0,1,10,0
14080.5037919827,1550.46623329722,0,3,7,0
14266.4536082474,1003.52518409426,0,9,23,0
14295.3942898446,1876.28189374774,0,3,35,0
14635.157080292,1669.29927007299,0,2,43,0
14750.4044117647,1351.90245098039,0,9,32,0
14755.3790818741,1228.82442025556,0,3,14,0
14813.0366636114,1437.53437213566,0,5,7,0
15094.7668890742,1830.25729774812,0,1,1,0
15195.0548137737,1282.81424221129,0,14,111,0
15202.1978998384,1680.50888529887,0,0,2,0
15381.0241347905,1080.07012750455,0,6,5,0
15434.3984899329,1514.12458053691,0,13,6,0
15464.4071618037,1415.98441644562,0,13,36,0
15497.1938895417,1200.10928319624,0,16,46,0
15667.119116487,1261.25138048909,0,10,30,0
15672.8588640275,1020.48938611589,0,1,1,0
16012.5067222995,1208.08530366249,0,6,20,0
16063.2108843537,1026.42897158864,0,4,7,0
16241.5822948002,981.994843145681,0,9,3,0
16303.7898238748,1520.31898238748,0,10,15,0
16312.8657298985,1877.91881342701,0,7,18,0
16426.1368840219,1348.19213539074,0,19,173,0
16433.293426368,1726.84245317664,0,6,6,0
16473.3750372356,1214.4691689008,0,16,45,0
16542.3769551616,1039.09541188738,0,0,3,0
16742.1245247148,1189.34576996198,0,16,43,0
16719.1203090508,1563.20557395143,0,4,16,0
16867.3450915141,1269.71846921797,0,9,22,0
16874.6118526428,1582.29524826482,0,6,26,0
16891.1090400746,1720.12767940354,0,1,6,0
16984.1431997259,1206.02055498458,0,9,30,0
