Xpos,Ypos,LMNA,AXL,LOXL2,GAPDH
14452.4806701031,7459.42225085911,165,3,1,418
14463.2262703739,7834.02109300096,325,10,7,971
14505.3681422626,7962.16307226636,156,0,5,563
14509.3148671566,8269.25777275297,265,1,2,832
14569.6011450382,7624.58091603053,311,7,8,764
14580.5827682489,8050.3909054647,152,1,4,621
14757.4208009564,8276.23012552301,110,0,1,293
14774.321622752,7503.00041823505,238,6,8,493
14814.0185515519,7662.52550838387,171,5,12,382
14907.885772714,8160.17411627228,25,0,4,83
14896.448582996,8163.85951417004,147,0,1,381
14940.1836998706,8150.35058214748,86,0,9,388
15012.3887216536,7977.95023078467,399,0,11,722
14973.3057440072,8053.89642695613,337,0,5,651
14994.757127193,8306.84868421053,165,0,1,517
15140.3677517803,7697.53407934893,201,1,39,731
15172.5922515084,7800.23086694189,219,2,5,632
15253.6850414771,7479.4776558737,306,2,22,727
15294.4905189621,7694.05838323353,226,0,6,597
15389.8186813187,7895.1277981278,265,0,10,634
15398.0398824517,7679.40260285474,177,3,4,422
15454.0416102842,7818.09269282815,288,1,13,702
15471.2307920498,8055.06288935034,252,1,6,537
15501.3413098237,8139.91309823678,173,0,3,305
15516.1420552677,8272.21675302245,141,15,17,249
15597.0087890625,8158.33642578125,187,0,9,382
15623.3479125249,7464.28677932406,221,0,6,621
15742.1213069169,8123.71880431005,160,1,4,343
15798.6286619161,7545.13262074426,117,3,4,338
15997.3653212521,7872.21622734761,149,1,11,307
16034.9347203189,7652.31780241684,333,13,34,673
16044.1420422133,7937.92698231603,84,0,0,345
16140.0623624358,8267.11225238445,272,2,1,730
16212.6055729984,7686.12009419152,139,3,11,276
16246.3995594714,7590.43083700441,73,2,7,115
16303.2240609404,8052.49172576832,214,0,5,602
16319.8637577916,7629.60463045414,80,2,2,161
16343.3415282392,8219.41661129568,154,0,2,303
16353.5480769231,7504.21987179487,129,10,0,349
16369.0900641026,7749.7108974359,144,4,17,388
16424.483358935,8290.01126472094,129,1,1,370
16466.1255088195,7951.88907734057,79,0,0,238
16537.6928422516,8201.18797776233,145,0,2,482
16644.3891951488,7834.43164277839,159,0,2,451
16686.8485143692,7564.64247442767,148,1,3,320
16683.8699705594,7756.81844946026,219,0,2,482
16691.4688463911,8302.07896360271,111,1,5,422
16793.950041632,8297.58145989453,110,2,13,378
16792.3315617334,7434.4480784955,163,5,8,344
16808.8336041599,7634.57686057849,110,11,9,359
17126.9315589354,7564.53041825095,63,0,3,268
17168.1555555556,7690.72407407407,133,1,20,309
17256.8113504992,7923.77088807147,199,4,7,519
17287.751544269,7592.40768702814,223,0,10,550
17416.3752665245,8057.29542762379,200,3,6,548
17423.9301675978,7738.46983240223,293,1,23,657
17470.896713615,8144.2905581638,237,0,1,708
17501.0753948039,8062.82832399389,62,0,1,319
17542.4785133566,7872.76229190863,183,0,15,328
17571.0153846154,7606.82492307692,253,1,2,541
17622.1892185239,8295.4515195369,188,1,0,613
17745.8174454829,8233.12211838006,56,0,0,243
17808.2900369004,8277.55793357934,30,0,4,143
17907.030110935,7457.98573692552,97,0,0,289
18383.3538324421,7793.38814616756,293,2,23,638
18665.0014964459,7774.72203516648,161,3,3,363
18771.4341751746,8267.67475243725,474,0,10,1363
18844.5600830522,7719.00856475474,300,4,17,788
19008.1345698992,7866.92331632018,340,3,16,758
19123.7637877211,7626.67880679847,200,1,17,689
19137.6159145711,8230.10230795729,293,0,4,453
19172.4418832761,7704.50171652771,236,1,7,781
19214.1308946673,7588.40987219039,208,11,10,731
19430.586836518,7568.14989384289,144,5,15,252
19473.7117682803,8286.26493822159,245,1,4,363
19479.244180031,7479.09881013968,188,19,17,326
19568.6565235515,8243.22092538558,206,8,15,292
19691.2135611319,8360.9567538708,208,2,13,366
19698.1270746888,8201.60632780083,68,1,1,150
19715.86523126,7886.14540138224,263,3,4,422
19864.5263967196,7829.05766273706,233,1,9,376
20166.201863354,7684.17630195891,334,2,16,558
20486.975127551,7741.59406887755,115,4,4,416
20502.1966166613,8119.58314714331,155,3,6,465
20589.2101957887,8267.19135574437,139,2,0,408
20599.0552375501,7771.59645105896,142,4,3,456
20613.8064085447,7586.46105919003,103,0,2,325
20667.3259039128,8214.73353145121,47,0,1,158
20693.3349955999,7843.21032560868,154,8,3,513
20705.671929149,8309.14439738159,132,0,0,341
20737.0210144928,7977.95471014493,142,0,1,406
20769.7660504202,8049.56235294118,113,2,1,256
20793.0677966102,8282.05437853107,105,0,0,320
20851.3440860215,8317.27670250896,70,0,0,208
20866.0765743073,8027.24634760705,191,1,2,504
20933.3358013937,7809.28832752613,89,1,3,347
20996.5875991348,8195.87707281903,89,0,0,217
21013.2120075047,7785.5703564728,53,0,2,220
21125.2411948284,7762.75390102541,83,1,1,216
21186.1716848174,7700.61178731582,132,1,1,295
21205.0285714286,8199.17598343685,85,0,3,272
21213.9906810036,7613.84659498208,147,4,1,302
21659.4685670654,7879.79129549504,142,0,2,475
21518.9717338849,8049.97276801103,167,0,4,526
21525.8351090817,8145.86656519533,107,0,1,267
21541.1864147089,7725.82328907048,238,0,8,499
21643.1482209125,7757.20585025104,170,2,9,366
21687.1141277024,7871.03586391822,233,2,1,583
21735.3100733098,7660.35758892207,290,2,3,700
21787.9711229947,7482.99786096257,51,0,7,346
22002.6418693371,7559.10729613734,57,2,19,211
22045.2784863946,8061.77678571429,260,2,13,370
22093.3460046548,8005.12179984484,122,0,2,222
22189.6222570533,8269.88675548589,230,2,18,321
22200.8199823944,7479.34022887324,39,0,12,225
22256.4641957539,8347.47355163728,213,20,24,261
22296.8108725445,7527.63225216994,67,3,13,364
22384.6420703184,8205.34631054776,158,1,3,366
22439.0702760846,7682.58336321262,130,2,3,219
22533.5454812207,8208.65610328638,291,4,1,420
22612.0541479658,7615.13522513392,65,9,9,85
22592.5606015924,7453.18755529342,173,9,31,351
22657.418872267,8281.59723820483,179,2,18,293
22649.9076376554,7721.61278863233,161,11,19,233
22707.4603110483,7896.2233892143,251,16,38,351
22739.9857847404,8126.38758340586,180,4,7,340
22788.8720316623,8323.36860158311,181,3,9,258
22807.3399836021,7730.63951899426,314,5,57,503
22875.2091459314,8284.246133154,210,1,6,366
22939.1649122807,7913.32236842105,198,5,15,307
23075.8536257833,8357.07654431513,287,1,9,421
23090.6135412704,7878.30201597566,111,7,10,253
23111.7675786996,8123.7360988526,201,2,11,406
23209.8927345964,8078.3702819633,84,0,0,161
23172.464880333,8057.17351716961,50,0,1,125
23171.7556089744,7915.36418269231,139,22,1,139
23209.3383970665,7742.49057097957,104,1,0,271
23263.686068344,8108.6691701089,87,1,0,162
23311.0382262997,7568.50840978593,276,3,1,410
23370.7529686588,7976.1072610473,256,1,0,339
23367.619921363,7870.80777632154,153,8,1,185
23401.1241806264,7534.66023306628,349,10,1,362
23442.4942289935,7643.20036934441,65,0,1,83
23445.8870099923,7828.19177555726,271,5,1,382
23545.2423971377,7872.55873583781,308,21,2,430
23587.1103896104,7725.38105076741,321,21,7,381
23750.3642726719,7896.32684114425,209,6,4,291
23761.548447205,7738.53726708075,350,15,3,422
24135.7751457726,7828.89759475219,154,1,6,293
25162.2024269167,8298.28130170987,206,2,2,396
25862.1015314804,7499.32955190017,192,2,21,326
25939.333490566,7508.37216981132,171,9,32,294
26048.547832981,7607.0100422833,263,7,16,439
26096.5444219067,7461.72312373225,269,10,8,795
26537.0646067416,7828.70056179775,214,5,6,575
26554.0538710627,7969.63114512805,226,5,8,474
26655.2945760598,7744.19887780549,187,2,5,462
27279.782537961,7436.03687635575,154,4,1,227
27483.2195981671,7828.53542474445,787,5,31,1313
27787.1818663839,7798.2868504772,496,4,7,852
28069.4183402804,8213.19552860932,31,7,1,42
28072.0483231158,7789.4385142445,126,3,10,408
28191.7523992322,7581.17619961612,87,2,3,342
28421.6122367898,7981.44974175606,233,2,4,616
29810.8006153846,8171.71476923077,90,2,2,401
29754.864466706,8308.30642309959,171,0,2,645
29808.5602877153,8189.43819799356,52,0,0,288
30051.3696798493,7859.67683615819,148,8,20,648
30113.313174946,8103.11015118791,106,0,1,505
30136.6090939939,7671.14014251781,142,4,3,715
30227.4048663742,7985.23893099322,142,1,6,475
30303.8091973722,8360.96886603827,169,0,9,742
30339.4783362218,8145.29220103986,113,1,9,378
30355.5870769231,8035.99384615385,243,4,5,697
30410.1500754148,8234.74811463047,126,0,2,428
30479.6129476584,8217.5141184573,89,1,5,384
30501.5366709773,8089.82172547571,172,0,5,556
30614.9733550843,7975.1044045677,131,3,10,470
30637.703145196,8259.12537699268,39,0,0,234
30655.4029426949,7880.3069179143,156,0,0,366
30733.9341029341,8023.67003367003,163,0,1,591
30785.3086974275,8253.33360555329,71,0,2,332
30859.9746063992,7885.04469273743,160,0,1,387
30875.5498527556,7811.07993268826,227,7,19,484
30923.1083521445,7990.20735246695,106,1,0,388
30933.7294028723,8250.10355253212,37,0,0,183
30960.6445029625,8064.25938117182,187,0,2,512
30969.7678864009,8157.59421081376,113,0,3,268
31030.8763079223,8232.28886397608,105,0,0,365
31120.5765937203,7731.02759276879,49,10,1,144
31165.7128435222,8222.91138530566,182,0,3,658
31193.8992911991,7976.49173065564,130,1,5,612
31549.7087628866,8288.61998854525,97,1,0,456
31625.2103559871,7816.63001836788,432,4,24,931
31657.5190003423,7984.22595001712,179,2,4,473
31860.5803212851,7422.35491967872,156,1,7,376
31951.4004545455,8019.90545454545,146,0,2,373
32071.6696476965,7950.69972899729,179,1,1,529
32108.4950181159,8310.32291666667,101,10,7,213
32121.3372781065,8224.1887262535,123,4,6,290
32120.3226315789,8094.67526315789,226,2,1,601
32167.3516483516,7534.58137100994,158,5,4,642
32227.3852255825,8280.25979176995,80,0,1,238
32259.1626992341,7711.15090043469,305,2,12,697
32274.5770176157,7889.83531339615,354,4,10,769
32269.6692851532,8341.89709347997,195,2,8,469
32415.0777934936,8231.53512494107,126,0,11,433
32453.9397913562,7670.62712369598,178,3,12,378
32468.3150298086,7480.50203953561,173,5,5,432
32527.6634168988,8035.17038068709,43,0,7,192
32561.3873144399,7724.57793522267,211,5,3,563
32558.1811527905,7436.46203110704,121,0,4,319
32563.0614942529,7977.4275862069,71,2,2,210
32604.1238142786,8302.08437343984,81,3,0,382
32633.6443014706,7821.57123161765,89,2,4,327
32791.672485453,7783.10266001663,148,7,15,500
32833.7740160813,8035.11510791367,124,0,1,410
32845.2529335072,8260.87874837027,90,2,5,321
32897.4667855551,7964.19750334374,104,0,15,312
32955.9224062772,7843.35440278989,158,2,15,472
32976.8546255507,8035.29074889868,126,1,1,413
33054.3602183141,7827.42419648272,119,7,6,338
33113.6501133787,7587.39365079365,207,2,12,963
33164.9995421245,8126.00457875458,146,1,1,471
33259.549010989,8246.11252747253,54,0,2,202
33265.291954023,7569.17103448276,129,1,3,468
33326.226867983,7759.67866821525,98,7,1,361
33345.7955459326,8314.33034333436,104,10,1,267
33354.2153535354,8229.90464646465,86,3,0,142
33429.8899240856,8033.5790200138,125,0,0,331
33485.5807298504,8345.87582042531,115,1,0,211
33521.0625744934,7874.64094159714,65,0,0,214
33514.110707804,7437.14337568058,97,0,0,193
33565.1429675425,8066.91576506955,126,0,0,369
33600.9772165797,7959.71012901455,115,0,0,238
33593.6949960286,7729.69459888801,116,1,1,348
33614.6677465803,8250.01835853132,94,1,0,308
33666.7590788308,7857.7019486271,51,1,0,160
33693.2687877126,8184.90674712013,107,2,0,335
33734.9272116461,7924.45632698768,143,3,0,398
33730.7283072546,8288.09032716928,54,2,0,99
33782.0018850141,7781.16588124411,142,3,4,384
33801.6001164144,8252.98370197904,104,0,0,272
33815.8631062001,8320.49539594843,137,1,0,303
33859.7792735585,7865.55499110998,234,4,1,451
33880.6021597045,7624.54845126456,196,7,1,523
33887.7281935847,8111.37535171638,175,0,0,460
33899.6123013131,8283.74982722875,164,0,1,326
33929.8463555323,8225.10120608285,85,1,0,262
33967.4247860889,7850.20397460668,252,3,0,464
33977.5613154961,7450.84949832776,262,2,1,507
33983.2144970414,7548.16272189349,129,0,0,198
34003.6847940866,7956.91684266103,274,6,2,500
34030.2464,8204.2196,174,1,0,441
34065.5093650069,7513.38830516217,117,0,0,310
34075.2966292135,7816.66217228464,202,2,0,377
34111.0159767611,8284.02251270879,97,0,0,235
34151.7183770883,7787.78281622912,148,1,0,331
34191.4330207636,8262.69022103148,97,0,2,251
34213.2537434237,8045.15135572643,168,2,4,375
34263.0994208494,7865.10231660232,124,3,1,291
34271.0664987406,7987.20201511335,107,0,5,213
34296.8413344182,8262.01171684296,172,0,8,485
34348.8134453782,7470.40420168067,308,5,6,1035
34367.8518700787,8012.6500984252,152,0,10,364
34387.913072551,7844.35473085924,132,2,8,325
34424.7004115226,7731.03868312757,151,3,3,493
34423.4947515745,7976.80125962211,60,0,3,156
34466.9092945129,7574.7696901829,284,13,10,812
34476.2370753323,7936.58862629247,88,0,4,218
34540.5070501974,7911.73829667231,88,2,4,252
34549.1305970149,7997.48470149254,116,0,3,363
34621.9573853377,8241.65944384254,142,0,7,473
34630.29418429,8329.1914652568,184,1,3,500
34707.0485648385,7509.89928241927,69,3,0,204
34701.8859741168,7842.58726827562,171,0,5,530
34790.334195774,7544.88529538594,214,4,3,506
34804.292787944,7679.02421959096,131,3,6,476
34821.1030749242,7791.12429623213,123,3,3,378
34971.9005335366,7958.72599085366,161,1,6,482
35100.9069488818,8102.90654952077,86,0,3,225
35118.3661660777,7526.15415194346,269,4,9,748
35128.9116409537,7679.56334735858,178,1,9,594
35346.5662202381,7917.27641369048,98,0,10,491
35375.668204698,7850.04236577181,133,3,2,367
35172.6102023843,8024.44330468533,150,0,7,397
35236.6750830565,7797.32956810631,195,0,1,642
35322.7324043458,8275.82239017478,238,0,7,634
35360.3464824577,7885.43828394837,62,0,1,178
35390.5050342328,7580.06121627064,164,3,7,427
35560.835405271,8076.6787667827,117,0,17,814
35664.7021202642,8272.83142161974,146,1,10,290
35832.2434280504,7799.71053031454,513,5,13,1187
35804.8597785978,7674.04638903532,611,8,2,1569
36091.8789280895,7490.78561789088,144,3,56,232
36096.3231850117,7652.7858443924,166,2,17,442
36247.8593267676,7659.61913861532,10,1,0,4
36285.1804168476,7814.24055579679,62,0,12,68
36290.1150077359,8313.92315626612,64,0,2,115
36344.3706122449,7518.13333333333,106,0,6,107
36369.3589353612,8117.09353612167,18,0,17,15
36470.3610930384,7856.91574495771,45,4,20,64
36494.3102269954,8012.81449841347,109,0,7,192
36529.1984392419,8163.11222593831,14,0,8,6
36531.8204826368,8075.34785167746,32,0,7,15
36555.9105984138,7820.7451333814,41,4,0,18
36615.8918106687,7750.51139494115,111,1,1,22
36668.6039571846,7933.75543301979,23,0,0,1
36689.447418738,8030.12122370937,14,0,0,46
36707.5520383693,7772.73189448441,33,1,1,8
36726.2911673324,7682.77274744785,72,4,11,20
36734.3032721468,8227.75498802873,49,1,16,58
36874.848825332,8016.83997276132,21,0,0,18
36908.0074698795,7487.73831325301,69,2,5,98
36887.3094106464,7614.46815589354,7,2,0,2
36886.0778267254,8479.6174743025,504,3,4,911
36914.7867647059,8124.11461937716,14,0,1,14
36925.8463462073,7755.88302306196,77,9,9,33
36932.4991687448,7897.8208645054,48,1,1,8
36924.6477438137,8344.25691411936,136,2,6,308
37011.1981776765,7732.89131142206,123,12,0,64
37009.9580169719,7857.05716837874,86,0,31,22
37016.7696234844,8317.33184428845,96,0,0,188
37039.9709090909,7924.11490909091,2,0,0,0
103.734499205087,8750.59658187599,265,1,16,948
243.278373382625,8563.13900184843,250,2,11,932
462.562747688243,9251.21180096874,31,0,2,255
462.887656702025,9087.17020250723,44,2,3,280
589.331714605902,8761.71087037729,59,0,12,329
643.858134920635,8664.78075396825,95,4,11,533
811.399732023225,8602.32916480572,148,4,8,533
927.764705882353,9173.93347338936,203,0,3,768
999.415612734409,8723.17226341038,39,0,4,268
1026.1509715994,8785.75261584454,103,2,9,360
1040.41406908172,8384.9802021904,144,0,2,378
1110.57556008147,8577.00896130346,116,1,4,325
1132.01090299133,9224.221973721,269,1,12,741
1222.184694866,9647.13722957701,22,1,2,156
1378.09866666667,8475.86742857143,82,4,8,457
1463.75757575758,9340.84848484848,126,7,15,191
1539.09613733906,9018.16309012876,146,6,9,424
1596.11704834606,8704.97128316976,116,7,14,428
1614.07467532468,8413.28499278499,137,2,3,431
1674.90900112867,9253.90335778781,122,3,1,214
1691.79577147998,9136.35462588094,237,6,9,242
1859.69226981782,8474.99310684392,112,3,3,429
1951.31097560976,8798.58472400514,5,0,0,19
1939.05835411471,8808.78403990025,99,1,2,264
1980.39661016949,8774.27457627119,41,0,2,151
2292.46700908732,8713.09324377716,46,1,6,207
2296.93930197269,9036.62215477997,99,0,8,355
2322.21686046512,8948.18139534884,86,0,2,392
2528.16827852998,9074.03143133462,39,0,9,302
2571.36732186732,8578.32432432433,204,5,12,771
2577.00187687688,8445.10885885886,133,0,5,528
2616.23610280932,9030.39330543933,80,0,9,479
2841.95768296913,8461.40790842872,180,1,6,573
2879.68752980448,8608.39413447782,163,6,9,495
3017.37267721955,8466.38334480385,203,3,19,551
3105.27870036101,8731.92635379061,247,9,31,628
3137.29396984925,8420.35203796762,274,5,10,534
3309.60405362273,8682.17012448133,172,12,25,476
3311.45560407569,8494.84934497817,163,15,8,316
3374.00714853058,8645.3018268467,89,2,6,365
3409.06780660377,8880.10966981132,133,1,3,305
3434.66553562773,8498.51381483277,196,12,29,408
3494.16044889293,8648.1025174401,245,15,41,445
3510.62158374212,8831.79081990189,120,7,23,277
3514.49467613132,8358.70896184561,95,5,13,182
3522.41630901288,8434.93508583691,141,6,12,237
3617.61734164071,8487.63914849429,100,8,8,216
3624.44801607233,8562.27724761426,86,3,8,210
3706.62647624279,8668.79730843175,108,12,10,279
4020.30459921156,9192.43679369251,146,0,18,168
4112.12777119648,9091.5087155187,187,7,13,408
4073.89240972734,8774.76971260133,94,9,53,253
4152.0587427001,8937.79148059086,96,7,23,269
4266.52834008097,8854.6032388664,50,6,9,264
4367.79907264297,9097.79366306028,136,9,40,350
4550.35309548793,8386.81007345226,85,1,2,282
4782.27627627628,8423.00514800515,120,1,1,262
5120.15471551052,8659.04559625877,81,1,7,238
5129.96246648794,8840.75692582663,168,4,3,405
5131.63245546088,9147.24399690163,104,3,13,272
5219.62059103908,9110.90514775977,127,0,2,315
5325.73752012882,9070.8768115942,65,0,4,174
5315.98855151817,8683.32304629169,144,2,9,401
5336.49541284404,8912.73990825688,159,5,15,299
5406.09636871508,8967.02979515829,67,5,10,195
5405.9969296899,8813.12680380718,134,11,10,263
5421.26164705882,8390.65458823529,144,5,15,253
5460.56843403206,8710.84669132758,123,1,5,359
5475.09840848806,8495.24456233422,200,15,32,487
5469.54266958425,8855.13347921225,152,18,6,279
5521.72005208333,8613.20703125,113,2,7,225
5545.48759768943,8913.95548759769,95,11,21,206
5615.80416482056,8408.58927780239,118,18,26,278
5669.95197201018,8772.06234096692,68,7,22,148
5700.08406690141,9055.30985915493,147,1,23,260
5749.15729827743,8601.04034451496,106,6,20,304
5763.1878914405,8681.8872651357,113,4,11,315
5755.37351190476,8903.00446428571,92,2,2,215
5763.99762920816,9107.15220483641,78,0,9,123
5780.46165884194,8533.31651017214,85,5,11,304
5766.84200260078,8796.90507152146,53,0,1,133
5879.56760603473,9045.69627099345,107,0,4,251
5941.87368084426,8840.8266709306,112,2,15,329
6078.30347257172,8540.16607951686,174,1,3,476
6157.77097415507,8417.57375745527,138,2,2,468
6168.20305832148,8749.19310099573,215,3,3,562
6406.7343293277,9123.05261448522,384,0,8,682
6471.34600132188,8768.56576338401,329,14,3,766
6575.04176245211,8682.99463601533,118,0,5,456
6580.63163064833,9044.53994760969,120,3,10,406
6861.58749145591,8869.85269993165,163,3,17,428
6908.45438472419,8512.157708628,189,2,18,542
6965.3136329774,8378.88800595977,321,6,15,762
7020.45245466608,9212.18089341,150,0,3,572
7022.89105403011,8767.37201062887,139,1,8,448
7168.0801449859,8936.79701973419,151,0,6,319
7199.6511627907,9152.12086472322,280,3,8,572
7243.3186695279,8532.14967811159,205,25,7,476
7433.30842824601,8646.55261958998,169,0,1,428
7706.85577464789,8521.67577464789,11,0,0,104
7730.65850815851,9196.54895104895,143,0,2,502
7852.94560838034,9248.60938759065,348,0,3,925
7978.11265306122,8978.39959183673,111,1,0,395
8059.73115698512,9020.47143542967,103,1,0,398
8098.84233737597,8780.48217567071,102,0,0,325
8103.99869195553,8395.33355134075,96,2,2,366
8180.64644351464,8366.1469665272,135,0,1,446
8191.97456729071,8975.39420699399,127,5,0,344
8215.56231351848,9174.34771631857,280,2,2,601
8297.68237288136,8814.79966101695,275,2,3,944
8296.63178984862,9231.53561887801,193,3,15,323
8461.86710390059,8996.51605108733,126,0,6,437
8584.14632034632,9158.01558441559,56,0,0,160
8661.36526815031,8629.54250273623,677,0,30,1648
8672.08816595945,9248.35832154644,86,3,5,205
8749.7651434644,9029.17959617428,55,0,3,123
8771.6855316126,8769.15533980583,293,0,9,817
8836.83123998988,8589.82078732193,640,3,36,1149
8802.07537912578,9266.55396966994,126,4,1,335
8858.99594751061,8735.32072558858,513,1,14,1058
8891.14186248912,9123.87510879025,51,0,9,203
9121.85513673319,9186.65447154472,94,33,7,254
9206.73664825046,8593.87338858195,242,0,21,444
9237.67647058824,9369.03577106518,107,0,7,255
9320.17837626854,8734.34699453552,113,1,4,402
9332.53066666667,8473.31733333333,108,0,6,358
9486.19576003609,8848.09607577808,91,0,17,310
9539.15623738393,8914.32054905127,182,0,18,408
9620.75763962065,8600.21847558834,225,0,4,641
9693.54,8745.89345454545,192,2,12,488
9971.90679494889,8571.34546001203,329,2,27,744
9982.9295154185,9100.38011327879,200,0,8,609
10088.1936360109,8785.96080714009,211,1,10,594
10362.2026119403,9229.82910447761,135,0,3,261
10411.3464357095,8653.02598267821,105,3,12,258
10464.4034810127,8593.02412974683,126,7,8,321
10535.0261700096,8991.25081184336,164,0,24,169
10553.7040639111,8594.14692601598,144,6,6,259
10672.2633300622,8863.40595354923,143,0,1,264
10798.9020344288,8603.91298904538,263,4,13,494
10945.5327868852,9058.47950819672,126,0,12,181
10976.3751974724,8365.50552922591,137,7,12,370
10994.8943475964,8999.37136819863,131,0,2,216
11118.033924441,8498.1634541249,53,0,0,388
11211.8270708796,8489.05550811272,77,4,1,271
11296.9845718694,9178.69478014914,159,0,1,248
11345.4229131175,8568.68909710392,82,3,0,239
11401.9301310044,8456.26824703681,95,4,1,331
11501.9677419355,8362.06243496358,77,2,1,198
11509.1916630855,8541.52556940266,129,3,2,459
11541.0916442049,8444.01185983827,95,3,0,225
11669.4664484452,9033.68382681149,329,5,0,393
11713.3727891156,8624.53146258503,454,6,2,675
11780.1114383898,9092.18703976436,228,0,0,393
11833.1939556236,8735.2895944912,185,3,0,380
11835.0485689506,8349.07285342585,162,2,1,455
11868.9199660633,8624.79213800905,168,0,0,506
11933.9731707317,8991.09918699187,164,1,0,310
12043.3325747724,8952.24349804941,69,0,1,194
12058.6769968051,9224.69520766773,181,0,2,325
12124.3558599012,9005.69690166143,197,0,0,452
12250.827166065,8437.03203971119,92,1,1,281
12275.1234300563,9005.92204417497,147,0,0,413
12327.0627508209,8638.89748267056,217,3,0,367
12376.9435593992,8891.63632225762,120,0,0,306
12384.3842759727,9265.07099879663,134,4,5,294
12429.1388358779,8405.91221374046,79,1,0,320
12441.9438868613,8615.63549270073,59,1,0,252
12477.0534296029,8819.0797833935,113,0,1,411
12476.9414374445,8702.59316770186,87,2,0,351
12536.1463414634,8546.33139759969,169,7,1,273
12543.1774569166,9224.66604564509,114,4,2,187
12625.0454770143,9186.75729115175,164,1,1,349
12651.947411668,8963.87674609696,120,0,0,344
12672.5177011494,8425.30206896552,122,4,0,306
12754.1679888007,8529.9328044797,130,3,0,320
12848.6527777778,9010.35641339869,387,4,0,807
12816.1392904074,9219.53416557162,132,2,1,281
12892.016918429,9223.01570996979,127,0,2,276
12940.1112269725,8540.98852971846,275,3,8,563
12974.9147959184,8358.45969387755,139,1,2,275
13000.5732679338,9199.81207847946,212,3,8,320
13102.8985224422,8908.79537217731,286,0,7,568
13112.5564583917,9149.64275707481,241,0,8,511
13146.607881137,8562.50387596899,87,0,2,361
13175.3730964467,9250.25837563452,62,0,10,208
13224.550701615,8975.94254699497,200,0,7,529
13216.1866729679,8620.40075614367,92,0,0,362
13317.14023145,9186.14329475834,155,5,14,198
13325.432112069,9025.87984913793,135,0,2,293
13345.8706009746,8576.51001624256,97,0,1,279
13378.0754342432,9095.04516129032,127,1,6,260
13380.9614312268,8662.56970260223,109,0,1,356
13462.4582977512,9236.40449758042,143,2,7,232
13444.6201825558,8736.50405679513,107,1,1,243
13491.8359247136,8622.12520458265,131,3,6,421
13622.8472090823,9226.394512772,65,0,2,237
13670.4515491101,9087.44693473962,150,0,0,448
13729.5001275836,8821.02424087778,84,0,4,207
13757.0837776085,9118.27265803503,120,0,2,331
13803.0967130215,8673.4816687737,73,0,1,226
13812.5887573965,9026.85917159763,59,1,0,152
13855.6449771689,8750.98439878234,58,0,2,170
13969.0227906977,8838.35906976744,52,0,1,81
14031.8717532468,9270.28733766234,50,0,1,126
14090.1189133778,8836.39569451563,82,1,3,187
14135.1651291513,9076.94464944649,97,0,2,290
14225.187027027,9119.06486486486,96,1,8,286
14490.138721351,8523.92068757539,188,7,5,612
14652.7043108682,8753.7890103218,570,1,25,1075
14616.3051094891,8686.07372262774,470,1,16,1058
14685.2993506494,8388.04805194805,207,3,5,547
14763.0975232198,8448.90944272446,107,3,11,386
14807.9473471041,9048.98703928716,71,0,2,225
14807.3436798803,8896.72625280479,281,1,7,586
14814.3540118871,9173.41158989599,169,2,7,280
14911.9329083182,8813.78567091682,95,5,2,180
14914.9975273755,8718.35146591311,348,2,8,747
14921.4865462588,9237.25985993365,83,0,1,180
15007.2836267021,8819.22451012952,314,2,6,673
15030.1938911023,8551.27390438247,120,5,2,417
15071.6462387453,8368.94568690096,171,2,0,537
15119.7881967213,8909.69639344262,136,0,1,343
15165.7395484015,8547.08897831433,249,7,2,599
15409.5698113208,9096.65828092243,62,0,0,218
15446.2922590837,9236.51785150079,149,4,1,555
15467.5409035409,8356.93365893366,198,1,2,338
15658.8729187904,8539.80869860686,229,10,2,379
15733.4985912186,8601.48591218596,317,2,1,613
15748.1225977469,8541.56096752816,177,2,3,318
15916.8669467787,9274.92647058824,111,5,3,351
15997.5164752871,8588.06739890165,353,5,4,866
15995.7205882353,9272.64705882353,97,1,0,285
16070.1117458867,8593.2447440585,214,4,4,668
16094.4680306905,9232.89961636829,77,0,0,261
16166.3956880152,9108.01838934686,375,1,10,991
16181.7791322014,8795.25598606879,607,4,4,1589
16258.6165072974,8658.41268243583,270,0,3,603
16281.9550735864,8500.41518202943,195,5,2,474
16320.368387508,8583.29445506692,127,6,3,308
16352.7576754386,8482.52960526316,135,9,4,319
16361.1650834403,8762.67471116817,346,3,9,781
16395.3918660287,9036.73301435407,484,2,9,1247
16551.3247470101,9119.04415823367,150,0,1,541
16571.5772303595,8925.56391478029,99,0,1,325
16615.6367476241,8849.0696937698,158,2,1,370
16878.1105891564,8765.11176355451,30,1,3,75
16667.413353566,8502.95902883156,116,3,3,459
16839.2954682779,8756.2247734139,114,0,2,247
16898.7486068111,8769.76904024768,108,5,1,198
16899.8255368098,8428.75881901841,184,5,15,423
16934.202247191,9079.32120175867,239,3,6,421
16945.8728635682,8924.12323838081,141,0,5,321
17051.7206847361,8801.19686162625,238,1,10,494
17181.7654564315,9034.93049792531,382,7,12,895
17319.029589372,9105.44987922705,172,4,12,472
17571.8439716312,9234.78147163121,197,0,8,492
17950.1383033419,9172.93161953728,153,0,1,391
17963.3439450687,9255.9188514357,80,0,0,279
17605.1335705045,8706.20310478655,161,1,1,360
