Xpos,Ypos,LMNA,AXL,LOXL2,GAPDH
11025.4288956127,1011.09077155825,125,3,8,437
11165.6772591857,546.722939424032,127,8,0,333
11269.6337099812,530.107344632768,142,4,0,379
11581.5310442145,917.42380056444,167,3,6,354
11611.0575630252,375.75756302521,143,4,1,262
11734.6272390364,915.692402717727,122,1,2,224
11775.44,67.6093506493506,75,3,2,221
11800.3387470998,429.583655581335,190,2,4,337
11860.1378667909,515.742897065673,142,5,1,317
11880.8205128205,314.16687016687,226,0,4,458
11914.8473792395,112.207091469681,166,8,2,372
12028.43866171,904.111238204175,196,3,2,262
12046.3592150171,528.740187713311,99,0,9,270
12114.1364948454,940.988865979381,195,0,5,142
12252.2570537802,213.867965705378,129,5,13,366
12487.4416021542,292.891955570515,327,19,24,822
12571.7982580875,584.048880199076,423,134,83,650
12624.0256603774,324.920377358491,185,6,14,413
12849.9729684909,522.642288557214,690,53,119,981
12870.6750465549,317.743016759777,204,4,22,442
12935.888028169,289.993661971831,51,2,21,222
13017.9039167687,454.342105263158,180,3,15,475
13122.3047337278,36.2426035502959,106,20,26,220
13161.90687251,587.28062749004,251,0,6,628
13209.8513721862,903.610854147394,392,3,34,517
13230.4296254257,653.060442678774,97,1,2,518
13242.3919685727,565.635530336098,100,0,2,353
13768.926889715,710.890954151177,127,3,2,554
13867.6009302326,770.580930232558,79,0,4,253
13887.3303009097,251.335199440168,112,1,5,535
13896.5732248521,118.394230769231,87,0,4,341
13952.3372681282,908.495784148398,74,0,0,366
13997.0823145884,95.8549307253464,109,1,5,404
14036.3732995158,408.32026746599,122,1,1,190
14799.2094339623,327.861202830189,351,31,25,492
14825.5965652305,522.696143416692,401,3,8,600
14937.4839012191,136.560487652391,155,1,0,270
15109.3160753077,88.4326574945692,209,2,0,413
15267.3788562829,273.75094055681,192,4,1,391
15373.290583962,194.193908913104,263,12,1,464
15752.6807473599,14.735987002437,137,1,2,174
16006.1135211839,245.480843300223,249,1,9,731
16174.073279714,442.651176645815,324,5,15,816
16345.7796488714,318.873880329631,232,5,7,504
16478.4432641236,163.577257363592,850,11,42,1328
16561.5153417015,427.444909344491,366,2,8,954
16637.2843601896,525.229106461681,248,0,4,753
16679.6495969654,917.169274537696,55,0,0,244
16695.9120355668,421.610670053985,213,3,0,665
16784.7298187809,87.4065074135091,91,1,1,245
16994.3567497572,532.086759469084,253,3,1,522
17172.3296178344,864.676751592357,64,1,0,237
17171.8418175606,134.452681926888,116,3,3,302
17234.6575529733,851.408749145591,32,1,0,172
17265.1485298575,546.781752046075,172,1,0,588
17280.6466086039,121.604908946952,205,4,2,544
17455.8699186992,319.4970436068,136,0,3,478
17652.9451399116,602.69882179676,55,0,1,73
17677.2053194134,881.524484215759,216,5,3,221
17687.9058355438,1097.75928381963,30,1,1,89
17799.0273019272,841.306209850107,114,0,9,144
17837.0398671096,689.421557770395,131,0,9,292
17910.9206689537,817.77358490566,73,1,5,128
18037.2587926509,489.461942257218,265,1,12,400
18136.0679780876,1197.93961653386,74,2,0,194
18173.6327068909,552.768875700626,206,5,5,224
18247.3700585652,383.427159590044,213,3,6,315
18365.429567643,320.45560204556,172,3,18,256
18452.6528028933,303.668173598553,99,1,14,188
18461.9191919192,807.782369146006,177,1,4,325
18527.9929143561,505.899568699938,244,6,31,456
18889.4549474848,67.0577667219458,72,0,6,207
18598.5122226401,69.3813463708161,209,1,10,336
18675.3127792672,864.463211200477,135,2,2,54
18695.3558020478,34.8259385665529,95,0,14,207
18827.9624359704,750.869664200342,164,2,20,109
18894.1812187358,61.0136425648022,74,1,15,226
19225.3068592058,253.75523465704,135,1,6,561
19306.5158277115,755.253762324857,170,0,9,267
19700.7657666941,808.323268755153,90,0,1,232
19576.4793043478,460.609739130435,166,0,0,543
19684.7072164948,823.010171821306,175,0,4,386
19701.1508941878,555.448584202683,274,1,0,848
19760.2121384005,753.785592739648,326,0,3,739
19793.977482088,202.924257932446,77,0,4,375
19800.0046296296,23.1682098765432,106,0,1,389
19934.6575342466,371.098886986301,103,1,5,349
20022.7179487179,236.238746438746,99,2,6,398
20085.1849112426,700.291420118343,69,0,1,238
20099.4661340743,544.115665161514,133,2,6,493
20162.346474602,828.157695223654,191,1,2,466
20188.1757656458,191.143364403018,130,1,2,455
20238.5111794872,829.333128205128,85,1,7,363
20239.0582222222,316.764888888889,154,2,1,446
20299.5156414763,450.080843585237,104,1,5,395
20368.5271107668,906.026723470178,198,0,6,522
20369.4819277108,101.853162650602,144,0,3,489
20406.3397435897,794.429487179487,201,0,3,579
20498.9494073432,413.612315698179,194,0,2,566
20675.2664647994,832.476154428463,394,2,3,839
20804.3182251908,451.99570610687,203,3,10,560
20925.7413127413,15.8416988416988,226,2,16,556
20932.1129518072,1331.15512048193,160,1,6,433
21079.0968389363,595.952333166081,377,1,7,756
21154.4974068835,95.7138142385667,119,1,4,398
21158.7063697566,285.912998446401,164,5,15,606
21167.6042296073,187.42262504196,110,3,14,382
21278.9188799076,798.262702078522,165,0,5,420
21584.6138938581,553.61061419201,45,0,3,220
21378.6217798595,554.750585480094,52,0,0,198
21448.1072064057,480.107206405694,64,1,1,236
21595.1677725118,569.575355450237,40,0,1,203
21643.4366038797,451.243182457127,91,1,13,452
21809.7234726688,403.03536977492,92,2,2,282
22510.3675464321,561.161290322581,108,1,1,372
22561.3769992384,669.441355674029,63,0,0,187
22586.8485861964,874.745211310429,234,0,4,592
22703.485602733,479.704734016593,104,2,1,301
22748.9191238416,377.342459983151,109,2,0,318
22790.3527180784,541.683522966709,202,3,18,445
22832.2197962154,319.926249393498,171,15,9,508
22883.4825211864,403.970868644068,100,2,8,346
22949.0310478655,33.6972833117723,260,4,1,619
22988.6203995794,441.631440588854,94,2,20,328
23004.8058978873,868.076144366197,301,2,0,613
23035.0799103809,621.052277819268,177,4,2,488
23056.3867403315,402.667894413751,130,6,2,307
23080.631640397,699.939287799183,114,0,5,341
23085.019005848,21.983918128655,135,2,2,384
23126.3544235925,556.308847184987,188,0,0,498
23141.6665226782,304.929157667387,217,3,5,707
23270.9619500595,529.389615537059,165,1,0,565
23318.2017916077,461.129184347006,108,1,1,253
23429.8395552025,138.320095313741,124,2,1,429
23438.7162162162,15.3498498498498,112,0,0,282
23709.4442468885,798.43840487681,266,6,3,472
23725.9239888424,332.375174337517,185,2,4,425
23883.8029605263,897.083552631579,288,2,1,515
24009.1377534064,572.677966101695,126,1,1,223
24050.0776556777,1005.7347985348,44,0,1,134
24109.8885522614,777.267474572603,230,2,5,275
24140.1569476841,610.496667777408,211,3,3,213
24225.5077951002,703.288789903489,46,0,2,30
24297.846875,19.628125,37,0,15,110
24389.0186461289,75.308066477503,209,5,4,428
25032.2278481013,250.18864842793,111,2,12,127
25145.4437699196,889.827136135984,229,5,4,553
25140.5494241843,230.726967370441,151,3,13,251
25202.2306397306,409.853956228956,213,0,12,211
25235.5930183057,299.876543209877,167,0,1,228
25238.0704291045,196.57276119403,32,1,1,71
25402.6289233214,777.776321017084,141,2,6,226
25430.4896299309,567.500610004067,156,1,4,206
25776.2212529738,498.429024583664,190,3,2,363
25820.3612200436,248.583006535948,96,2,4,159
25938.6532056619,378.227726894255,112,1,6,243
26019.0304026294,412.76663927691,67,2,11,160
26101.9906945829,225.933532735128,133,1,3,373
26239.5643602629,50.9168921530731,157,3,6,281
26296.9761847486,713.750060139524,113,1,4,483
26352.8117359413,884.607579462103,280,3,16,662
26482.9832011199,411.871208586094,278,16,11,705
26477.3975903614,565.900602409639,213,4,15,575
26510.117016317,180.018803418803,455,14,20,1148
26680.9322971549,867.809272918862,282,0,22,641
26671.3612662942,763.958659217877,177,1,7,468
26776.6292834891,429.540758047767,315,12,25,605
26891.6916880691,120.098879290217,364,1,2,976
26952.6832010582,708.513227513228,172,0,4,369
26986.9387641492,460.352013360549,188,29,40,474
27031.7508690614,193.800695249131,264,6,9,801
27059.092519685,570.097244094488,116,0,8,267
27134.2567541675,461.284345660088,239,3,15,659
27238.6532200991,858.840410474168,168,11,0,206
27261.7695741758,327.813186813187,183,4,12,454
27259.7555555556,135.546376811594,157,6,7,444
27307.4533751962,434.783359497645,154,6,5,335
27334.4316711077,747.958888465931,147,2,9,372
27425.4626631854,385.768407310705,219,4,4,644
27491.6195462478,785.215095986038,209,2,5,421
27613.1509433962,405.899638699318,141,5,7,506
27684.1091340451,631.930407275603,191,2,8,330
27723.4733886719,528.135009765625,128,2,7,384
27769.2329393824,680.134197483797,191,3,0,356
27871.8980871747,482.604264659768,175,1,1,502
27907.3550830178,815.023303233324,93,0,1,344
27944.6699946033,310.551538046411,126,7,2,244
27994.9021106259,509.257278020378,186,1,3,533
28031.5905398949,13.3115145723841,212,0,1,521
28068.4569123579,320.433810047671,178,3,3,506
28291.5237762238,599.36993006993,214,1,3,401
28354.2708528585,735.319587628866,262,5,0,493
28459.8548387097,206.042825361513,147,12,1,409
28504.8506510763,919.628222163168,386,9,9,757
28629.1016949153,41.4559868780754,144,3,0,352
28671.1327433628,457.537345132743,112,2,0,440
28816.8825281271,728.296823295831,45,1,1,89
28914.0291068581,572.153907496013,122,2,0,324
29084.6731404959,860.702066115702,70,2,1,95
29096.4416415663,539.879518072289,141,0,6,400
29255.5289224953,435.210964083176,249,8,0,535
29289.3884331419,129.306398687449,183,9,10,584
29297.1870522685,891.70708410719,214,1,0,444
29365.9462705436,265.833280657396,604,9,6,1074
29615.8802158747,458.689877583257,576,17,4,952
29613.3031301483,880.797034596376,139,0,8,353
29788.8265615525,30.063978168587,158,0,6,408
29930.4566046199,423.147940494879,547,9,6,1122
29910.9453347969,107.785729967069,265,8,12,724
30026.9015873016,348.485714285714,483,13,0,1054
30101.9072599532,866.616393442623,164,2,5,451
30119.5029879026,237.975368022154,231,13,10,698
30179.6033057851,737.332081141999,121,1,7,380
30298.6095673584,60.7069996482589,322,3,12,825
30376.5524252106,426.956433343015,271,9,9,746
30385.9183856502,574.898953662182,358,8,6,841
30503.1209150327,695.362336601307,181,4,1,459
30872.8772782503,460.774865474744,207,0,0,475
30554.7506738544,320.164420485175,106,0,2,353
30560.015060241,178.428463855422,218,18,3,581
30753.5916870416,921.524042379788,197,3,0,369
30925.1035956899,423.669067697353,592,8,11,1271
30890.1175097276,636.697535667964,427,1,2,820
31170.0088044486,867.506950880445,142,0,5,360
31198.2217804285,604.695162359178,487,8,25,889
31205.9768976898,291.928630363036,251,29,18,464
31237.4610130905,156.485866059571,303,51,33,481
31269.0109739369,936.84545038866,231,8,16,641
31342.0189739986,139,140,15,10,246
31392.5001257229,50.3127985919034,352,15,27,597
31455.6606868273,904.526396719631,133,5,30,324
31459.2688398177,900.838766211006,105,0,29,206
31610.9442874445,282.624142107388,246,6,4,608
31701.112126752,759.444850700792,138,3,4,282
31721.55200215,334.574845471647,223,6,5,466
31728.9718004338,173.234273318872,252,9,7,598
31940.9284139101,340.38320610687,472,14,19,1164
31904.5,627.307949029126,184,11,13,472
32230.1816901408,404.355281690141,242,11,15,537
32326.1118728576,296.344655655968,343,10,35,636
32450.0041904123,483.506537043245,319,5,19,758
32499.2952109846,406.620227729404,331,6,17,695
32614.1049122027,147.689042009335,359,7,10,860
32736.1041297935,373.86784660767,277,2,2,796
32882.3550646552,212.346578663793,435,14,8,1093
32933.4964562943,666.615929800877,108,0,1,215
32941.3228114478,439.173821548822,239,9,13,547
33001.3570075758,287.635101010101,344,9,12,717
33104.0347790507,427.720949263502,158,3,1,342
33167.651489216,203.915097569326,270,5,0,617
33282.6804255319,141.053191489362,85,4,1,236
33366.3021139166,487.504991192014,40,2,1,26
33369.4777777778,808.030107526882,122,0,0,292
33481.3622650841,172.105835806133,247,4,0,450
33482.1250458379,770.540154015402,76,0,0,217
33520.2690508021,31.154077540107,204,1,0,419
33525.9162121963,826.808130887457,81,0,0,212
33630.3558951965,661.053220524017,162,5,0,384
33742.2587495085,167.783720015729,268,19,4,520
33778.5720611916,644.993558776167,236,5,0,497
33868.5564984368,891.305940151854,123,2,0,294
33909.5980983302,84.9140769944341,129,7,7,294
34012.4712603269,175.451924767094,426,15,4,809
34070.0264978309,430.550357603471,616,27,8,1233
34048.4337675104,44.7741459818137,252,6,4,576
34126.1467598475,296.933926302414,108,1,2,231
34139.0106485963,714.246853823814,297,3,0,413
34216.8263473054,310.193459235375,163,2,7,345
34227.0222915738,583.550601872492,176,3,3,360
34245.5159377317,738.680998270324,210,1,1,358
34355.9050894085,76.7588262265016,188,5,13,352
34396.5074698795,153.018795180723,180,4,20,358
34443.700084246,1361.91954507161,80,3,3,171
34472.2182963572,251.679539852095,208,2,4,459
34481.7019334049,922.93716433942,107,2,4,316
34576.7614861032,284.043391945547,264,3,1,703
34588.8177374302,851.337290502793,121,0,9,285
34612.5399181167,750.811668372569,178,1,1,449
34710.8975590236,188.890356142457,375,11,5,734
34730.1787617876,447.70069700697,163,6,4,528
34873.937121565,946.228691197019,90,3,2,339
34901.2942001871,463.902712815716,62,4,4,381
35048.6610097582,288.176071277047,181,10,9,694
35147.8103483818,883.321995464853,164,0,2,389
35131.9804134929,735.628944504897,146,0,2,436
35161.8014223195,158.48249452954,207,1,0,636
35174.087113031,896.650467962563,64,1,0,222
35189.0966894377,456.151865475565,90,0,3,345
35219.2024691358,821.546666666667,122,0,0,261
35297.9226937637,204.374377366009,203,3,1,637
35313.3531241165,554.726039016115,155,4,7,384
35350.5456989247,841.290770609319,132,0,0,295
35426.7342600164,691.883074407195,313,3,3,542
35422.6774193548,129.969208211144,146,2,0,460
35449.455107084,529.792421746293,131,1,2,388
35476.3316519546,865.783732660782,128,0,1,363
35575.1786038078,691.604714415231,139,2,2,354
35586.1104826546,557.426470588235,144,3,0,386
35649.2438748587,171.175273275537,221,16,2,862
35706.2201372998,866.726773455378,73,4,0,216
35761.6774699425,915.817564035546,138,7,4,306
35766.1014839636,764.67975107707,183,0,0,433
35822.42527339,386.070473876063,234,2,0,541
35828.3009672619,481.802827380952,126,3,0,309
35964.8111310592,525.062477558348,235,2,2,480
35972.7021445592,806.803415409055,160,0,0,409
36040.4670520231,717.387861271676,84,1,2,250
36073.3697929354,170.574177831912,223,4,1,717
36063.5899470899,604.628968253968,83,1,0,269
36114.8632653061,492.065306122449,231,0,4,489
36126.9311726147,879.601238164603,127,0,1,279
36183.8628750872,192.273551988835,214,1,4,487
36199.4894468705,805.920669577875,76,0,7,248
36196.528841493,599.428017450315,144,3,3,396
36208.2712351252,328.797291752154,179,3,0,432
36300.297322253,324.331486611265,153,2,1,281
36339.2898550725,844.493558776167,139,2,0,480
36379.258239466,376.511472674176,190,6,0,428
36421.827076223,155.219188471748,200,4,0,438
36450.3293611387,510.08043694141,180,0,2,420
36508.5259125732,234.358269490762,105,3,2,282
36507.4117647059,129.400913763564,25,0,0,121
36535.5411411411,810.107507507508,173,3,1,356
36564.9657506969,422.913978494624,167,5,9,406
36600.0401557557,915.574348990022,167,3,0,536
36586.3187686197,114.288977159881,181,3,2,322
36597.1174850849,671.37402478201,209,4,1,418
36625.0787401575,350.800688976378,125,0,2,307
36633.9862754378,810.18977756744,95,0,2,417
36670.015171504,254.500659630607,135,5,1,328
36723.2485270487,325.767005891805,123,3,2,292
36735.0041698256,910.228961334344,140,3,1,391
36746.1648983201,422.728116710875,196,0,1,412
36790.1027637213,574.322693655119,88,0,3,298
36817.0126315789,786.022105263158,100,0,1,359
36849.132892057,283.276985743381,123,3,6,275
36889.1176470588,884.320941176471,54,0,0,203
36922.4157989228,580.679353680431,142,3,7,308
36949.0701665825,124.576476527007,233,4,8,600
36967.3020238713,385.058121432278,135,8,2,340
36982.6002019182,290.112064613831,110,1,0,281
37023.2113402062,607.929896907217,99,1,9,260
37031.9617117117,479.134234234234,65,1,2,174
37027.7936297279,867.524883875249,179,0,1,383
56.6676616915423,1866.17462686567,202,1,5,523
108.561729947196,1416.86447070656,242,17,8,530
292.253085034777,1728.83845636078,510,0,4,826
312.483674357858,1546.44275141489,163,2,1,650
382.540195341848,1534.46055597295,130,2,5,554
503.938622754491,1842.63423153693,215,1,6,505
567.333427362482,1169.14245416079,224,6,19,675
743.620564516129,1470.00887096774,137,2,11,509
811.147524752475,1826.28316831683,116,0,0,324
817.107085775173,1121.3031433138,70,0,6,411
839.305893813931,1292.13200194837,144,2,4,584
881.603283173735,1137.35157318741,69,1,7,321
951.240252293578,1457.22706422018,180,1,2,484
983.649979313198,1638.05916425321,160,0,6,497
989.533008658009,1515.70562770563,112,0,6,424
1071.39010111762,1865.91218733369,109,2,6,391
1166.41284987277,1754.93702290076,109,0,0,338
1187.65600393701,1571.97539370079,138,0,0,309
1194.99681782021,1672.45107398568,61,0,0,166
1281.55517241379,1314.06206896552,140,1,5,481
1327.54511512134,1709.58245177349,77,0,4,288
1393.66176470588,1346.13445378151,141,1,12,580
1409.35790980673,1870.85969935576,161,1,11,547
1485.04200652529,1667.9836867863,77,0,1,349
1580.05866177819,1714.89459211732,41,0,3,349
1604.18321142459,1324.18181818182,193,5,36,566
1671.98873740368,1806.70539419087,64,3,5,240
1742.52308856927,1757.41332323997,76,2,4,330
1908.8442251267,1663.25020005335,171,7,30,356
1992.11732007022,1356.43095377414,199,3,26,544
2037.89701744513,1442.68429938098,146,7,7,288
2063.14156171285,1813.29168765743,52,0,2,205
2086.38872043663,1491.93329290479,94,3,11,187
2333.99840063974,989.93762495002,163,1,4,585
2528.63970076548,1331.86256089074,1100,12,125,2319
2543.63174603175,1834.20349206349,568,2,13,766
2736.50826446281,1727.88751147842,113,1,3,436
2814.13692946058,957.524007113219,210,3,11,742
2884.42189556823,1268.80583589294,234,2,11,730
3126.34461538462,1721.91384615385,129,1,6,452
3236.75011753644,1117.52773859897,270,4,30,745
3293.51175132676,1471.28695981804,119,7,11,519
3468.43027111371,2129.25804564073,263,4,24,983
3473.53157290471,1289.401836969,270,5,22,848
3514.86346986347,1393.09756909757,224,5,24,360
3554.58444998442,1009.75880336553,434,8,19,1339
3682.71983499484,1384.14781711929,104,2,8,471
3732.71670190275,1640.41057082452,41,2,8,280
3794.80344332855,1160.96556671449,236,1,12,763
3853.38727415554,1612.32168106834,65,0,4,375
3935.74408901252,1480.17431617988,200,9,9,542
4030.07182613305,1565.06387490061,309,27,28,739
4027.0708123652,1742.1473759885,131,0,2,317
4133.65419816952,1250.05133306805,180,0,17,362
4159.82262210797,1698.16023993145,99,0,5,361
4187.84259259259,1315.86574074074,207,2,20,400
4304.98382257012,987.718199608611,298,2,6,1023
4276.17352056169,1717.72316950853,102,1,5,357
4332.91183035714,1368.84040178571,226,2,26,617
4333.95275888133,1641.850718065,114,4,7,455
4460.24598478445,1819.15088757396,150,0,9,667
4641.77397260274,1415.96613394216,81,1,2,286
