Xpos,Ypos,TXNRD1,EGFR,LOXL2,GAPDH
17589.6779880736,4310.20663728286,402,16,68,604
18215.7406554019,4198.50281618024,170,27,111,891
18290.450203252,4122.9737224158,140,45,258,1420
18358.7359485395,4381.66381946641,170,53,146,1194
18817.7528980482,4046.77945110473,489,15,148,1662
18958.0848918955,3796.24260512004,748,61,232,1349
20447.3881735005,3826.97068790241,130,52,164,949
21891.1028667791,4148.56622129978,80,47,139,784
22311.593624657,4099.24551403842,58,21,80,433
22366.1951777177,4598.19559343172,81,27,62,314
22479.2943478261,4146.10717391304,98,13,55,493
22518.0904168923,4301.95831077423,121,20,77,600
22582.84927489,4063.39758839824,181,50,149,765
22852.9730748519,3993.13166397415,133,17,42,602
22883.7267865102,4145.87030158966,536,27,113,692
22953.1573964497,4042.25443786982,212,21,35,792
23662.0573754971,3966.51278167014,223,23,122,832
23789.8111851332,3985.51349929874,283,39,220,1432
25354.2698688576,4092.8059725075,339,80,143,928
26347.8270475799,4266.64443530983,590,53,306,1391
26398.0830276759,4345.14438146049,268,25,163,696
27048.7682187987,4594.88644625238,301,17,168,769
27197.1985105451,3986.29382314288,257,15,55,532
27776.0766135792,3826.81123218776,227,22,65,1015
27823.0498312488,4678.29015286877,230,41,40,244
28651.8208955224,3785.60560832203,214,20,92,764
28978.5982215036,3944.5909458367,208,35,81,332
28993.9127071823,3852.45303867403,110,9,40,180
28995.3926788686,4014.76095396561,611,38,252,1079
28990.5508250153,3989.19005907517,79,9,54,139
29067.3123067409,3820.88744588745,169,34,48,251
29135.3194263364,3991.29635944238,607,59,113,1030
29261.4310474755,3879.76111529766,522,44,180,1262
29475.200493763,4597.17866424116,54,40,59,387
29855.4550036882,4159.33857880502,448,45,274,1025
29935.7829096921,3964.96848522422,626,76,499,1494
30917.8510376196,4199.63526959159,358,168,258,1635
31100.6913723219,4549.4347133758,364,40,168,1304
31365.2845771144,4265.38129353234,273,87,180,1107
31646.0628617042,3786.67591299142,271,63,238,888
31738.9178777393,3844.99054209919,211,21,95,646
31866.8707679009,4333.28122748883,272,32,165,708
33323.0793362128,4422.29142987043,79,8,50,277
33325.2488761014,4412.0388419349,90,8,56,427
34060.7018451127,4411.53572112622,1503,178,69,2359
35290.1376639889,3948.01641333873,351,65,364,2037
35591.4261141517,4496.42298670837,231,15,10,247
35646.0656885629,4438.42814271424,246,27,22,311
36917.9992277396,4609.20163719206,382,85,17,1642
36976.7432922408,4426.75634517767,209,101,17,1117
368.433598607312,5364.9626958468,302,16,59,863
1061.0620420127,5657.12896922325,31,3,13,68
1145.828645279,5617.81496122852,185,7,23,136
1122.36496350365,5695.48175182482,151,49,77,137
2824.37383048982,5151.94014859659,242,35,95,592
3363.7760124007,5660.57450106568,35,2,21,55
3411.05454984311,5142.905623944,168,19,55,533
3566.13015582035,4893.18285976169,294,22,117,721
3623.61739609138,5239.84503165428,223,29,93,514
3993.28927680798,5412.67032418953,189,17,25,211
4113.87615854861,4925.62926444488,368,39,79,622
4317.3815624215,5318.32881185632,258,14,38,261
4424.54482450257,4925.47954393025,408,27,133,634
5471.10060210738,4811.11465127948,232,33,57,652
7091.78409380576,5564.91944940097,178,3,34,524
7505.35782580223,5353.44898493779,354,15,51,910
10561.0293877551,4667.19265306122,336,15,82,553
10411.5990478709,4672.00264480296,453,24,165,786
10911.9823342596,5427.67665740373,614,37,12,1258
14305.7183029107,4999.11716822891,146,29,48,1234
14381.6167276159,5113.50725492509,96,39,67,874
14650.0697499247,5089.27206990057,245,81,165,1223
15032.2365395145,5557.55922613616,32,52,87,789
15122.0962317035,4721.43226409218,338,45,194,1584
15302.4971687429,5060.59838618347,195,22,98,1143
15315.1112779902,5393.20221190606,40,37,147,580
16092.4723987292,5248.47339158062,93,22,105,377
17422.7379284924,4944.66347217103,186,9,114,726
17567.5598401945,5373.15824214,263,26,195,608
17589.115916955,5526.93969352447,385,10,90,774
17594.6367092983,5523.10611821638,21,0,16,34
18127.3388566694,5095.37531068766,474,98,398,1157
18152.4701670644,5498.04402015381,158,9,32,584
21587.3101859751,4734.19399419894,66,45,175,544
22340.1879131256,4706.94220963173,194,60,219,737
22788.5062118816,5188.25355771403,207,41,185,1027
26651.5978666667,5409.9788,745,12,211,1215
27080.5622408395,5128.13480578827,255,61,68,1230
27181.6872646733,4808.31605758582,156,158,20,327
27409.5938724617,5263.65942287139,484,26,145,1156
27578.0926756353,5569.29318812727,606,46,132,964
27652.5451495399,4872.44833205521,511,86,224,1368
27643.893129771,5213.17423329316,496,15,91,886
27821.1650429135,4683.61702621202,115,18,16,101
27938.5184678523,5329.09536837991,242,17,60,117
28091.9910860896,4808.55946516538,223,52,61,609
28094.9414175918,5041.76754910333,348,56,81,642
28150.0049904943,5443.88141634981,354,13,39,329
28216.328358209,5033.26095836606,314,48,76,650
28231.3204733728,4761.44710059172,248,45,48,1148
28333.0648551653,5367.2512176365,294,18,32,314
28762.0401785714,5387.42607142857,952,18,91,803
28856.4068145438,5281.14132174708,688,48,198,921
28890.1213527042,5404.50579904774,613,36,90,599
28942.9533629442,4963.48350253807,301,39,264,842
29034.2625550661,4907.27806167401,487,63,322,1652
29312.8162564396,5224.23325701202,460,58,126,1229
29644.6634599156,5357.73164556962,189,12,99,580
32372.9792154567,5424.36636416862,30,1,65,207
32380.4290372075,5423.96432681243,26,3,51,120
32784.4112531061,4739.77298544551,216,89,219,1095
33444.219311103,5142.39574935874,607,10,42,448
33980.4865363335,5219.62707488012,372,43,133,1114
34407.8791891892,5258.63810810811,146,12,6,96
34422.0040871935,5394.88474114441,87,8,7,91
34641.063542776,5131.93468228612,343,34,93,548
34824.8505015904,5467.35282603377,242,15,23,298
36239.2774963413,4920.30991782056,339,9,83,883
36581.190318668,4980.99625096482,514,21,188,1164
36922.7243944307,5211.60385275606,514,19,135,915
25.5268254383669,6055.2923318503,138,15,15,201
118.110675808031,5931.72984002612,431,49,122,949
224.062792811691,6157.01853017272,255,44,156,833
554.668030500279,6415.01720290125,272,40,44,798
583.802862674596,5621.28785783432,868,99,367,1649
720.313048433048,6029.78262108262,866,92,279,1985
1146.47041773231,5798.35021312873,163,28,76,299
1158.83269280041,5625.40404816808,326,44,85,234
1326.60212418301,5793.87722816399,476,59,140,943
3342.19267822736,5672.3901734104,370,29,165,710
3393.56297918949,5638.6856516977,178,8,45,389
3381.81818181818,5680.09090909091,26,6,21,38
3968.04061685491,5988.33362293658,42,22,46,286
3977.85644825191,5738.59759203519,88,24,62,693
4156.99976536837,6023.18488972313,27,24,34,576
4197.55684426725,6649.84644194757,407,62,301,1391
4170.70872142252,5850.18374259102,17,45,20,457
4302.07119924457,6541.76770538244,328,57,284,1382
4491.20906004916,5895.69097506731,96,154,164,1063
