Xpos,Ypos,TXNRD1,EGFR,LOXL2,GAPDH
6331.29555555556,1742.36793650794,249,4,27,746
6364.28156292951,1111.36069114471,401,3,337,1237
6440.3302373581,1273.33969728242,289,4,436,1403
6482.36338028169,1482.70492957746,273,3,91,1042
6533.50322580645,976.567325702393,248,2,233,1063
6674.87049399199,1838.75723186471,470,2,33,832
6707.52229097255,1311.85927336189,691,1,482,1853
6817.04265844566,1776.09628620591,565,2,29,810
6833.31576566388,1510.35580185478,486,1,34,1111
6898.40477145148,1414.90437048917,99,2,90,653
6972.78568019093,1025.76531424025,947,9,712,2412
7032.11810325726,1875.46199867051,449,8,82,941
7112.91931245894,1742.10543026056,373,5,62,790
7090.12859795729,1513.989090065,261,1,37,621
7159.01686480509,1419.22781310478,141,2,77,541
7187.46512915129,1293.79022140221,373,5,228,1321
7190.5100947672,1501.46683147919,159,2,39,427
7287.95989537925,1644.56952920663,168,0,38,632
7376.98756746338,1290.1851387818,785,9,508,1762
7395.43710322126,1604.78438749118,112,2,162,581
7508.15093039283,1796.41433494142,87,0,33,567
7505.41694707862,1089.11333741205,160,10,111,981
7500.6678935921,1599.05370587251,190,3,144,771
7690.65743944637,995.375816993464,230,4,159,907
7722.88489088789,1161.31450941196,522,8,344,1022
7718.293192541,1670.43675578522,207,1,7,573
7771.82927689594,1256.68677248677,273,1,96,852
7823.81587473002,1716.32235421166,146,4,16,284
7861.82767162067,1604.12809624912,350,3,30,531
7937.92547834844,1752.70171198389,130,0,24,338
7962.91346877351,1300.02678705794,660,4,356,1518
8055.00293733681,1806.95496083551,78,3,9,258
8146.39882308276,1549.80315110099,102,3,35,433
8183.72711233092,1724.73907077044,55,1,9,376
8345.79318556512,1386.28155339806,1384,14,559,2209
8380.20076299475,1764.65903671912,101,5,11,554
8346.07004470939,982.933681073025,474,3,302,1325
8664.24710320668,1849.73780652115,153,2,13,707
8770.59308072488,1534.71554091159,206,0,27,435
8861.95351105332,1938.10533159948,69,0,13,141
8991.84985112718,1489.35998865731,419,0,61,505
9041.46880952381,1587.53285714286,89,1,13,316
9047.83213620644,1391.98430433626,611,1,122,1114
9061.60550716493,1808.35937060972,294,5,53,499
9152.80680466334,1860.01784439686,160,2,27,454
9221.64494086728,1701.75453350854,302,0,54,437
9214.5548977395,1592.56243272336,501,1,90,613
9225.01257861635,1113.37192681532,425,2,84,656
9290.33406700905,1232.42137441917,310,0,57,503
9330.39737543572,1527.54992823457,460,9,100,737
9388.72111017662,1002.88713204373,893,1,248,1136
9484.51397616468,1711.47085590466,288,2,43,501
9502.85653710247,1891.82791519435,139,2,68,236
9556.55483028721,1327.53981723238,128,1,39,627
9658.27936647602,1362.88561372635,85,4,38,399
9686.62231159294,1178.83406189893,257,8,90,635
9692.6251039069,1808.86616791355,114,3,38,252
9816.18042052905,1308.60795839928,165,2,99,468
9947.24338245815,1336.89626556017,531,0,204,854
10130.2765957447,1635.26479882031,213,2,26,453
10391.2034811438,1885.54682967261,368,0,163,608
10446.4601931135,1668.99781380944,489,5,239,1079
10601.992696094,1709.49444268022,281,0,76,666
10628.8932947204,1299.44753842727,211,5,191,608
10746.0393204549,1047.99588984792,989,7,654,1717
10806.3755379014,1848.49437272426,960,5,590,1291
10839.5888623707,1566.99013524264,986,7,491,1645
11170.3590471683,1753.03297050008,708,0,339,377
11201.9243539546,1385.00172278778,848,7,528,831
11350.1406545848,1010.07357316743,168,0,50,155
11474.4182467711,1813.66474306128,452,0,318,279
11503.3747270345,1534.47969136701,1285,10,774,1018
11632.4611398964,1818.17710786623,367,1,117,323
11723.6378555799,1097.01185266229,967,8,608,1156
11770.0722958057,1204.14762693157,1162,6,480,1303
12013.4124658555,963.97665756146,218,3,83,216
12049.5142857143,1863.16627282492,953,6,462,550
12238.1302260762,1446.21430783524,28,0,24,8
12216.1735884274,1435.48203453103,648,2,472,415
12279.7233464956,1706.60451628825,770,1,429,316
12265.0696238069,1465.80516563728,407,2,157,248
12247.7991967871,1420.90361445783,149,1,93,197
12554.9822990421,1069.52977925864,528,5,311,655
12934.6044011003,1122.50612653163,347,4,253,565
13431.3944099379,1825.74046140195,9,0,25,76
13455.2598545733,1102.02985074627,19,0,45,153
13623.9164396004,1615.2366030881,22,0,24,87
13858.6479400749,1392.46850527749,20,0,57,99
14195.0750426379,1146.43177942013,19,1,190,179
14272.9859594384,1373.69110764431,16,0,96,81
15169.4417432553,1554.18292321376,11,0,80,89
15559.7950219619,1621.31844802343,19,0,64,87
15781.1285200719,1535.42091072498,20,1,59,61
16417.4331514325,1734.1267053206,32,0,58,190
16542.5813049703,1582.0449989773,14,0,95,133
16788.5830052493,1095.09481627297,22,2,118,132
18067.1217166112,1046.68923418424,36,1,113,138
18706.4027360694,1483.05271938605,7,2,63,19
19749.1876176847,1252.84394064924,16,1,60,79
19744.1292624901,1143.88977002379,12,0,116,146
19779.8105482304,1616.28036086051,285,1,164,473
19850.5510612735,1799.56587905487,452,3,308,658
19918.7582338902,1614.50811455847,325,0,245,650
20078.3406994954,1458.18931616496,247,5,340,719
20145.5909090909,1643.48849252014,339,5,138,797
20361.8659942363,1546.8386167147,436,3,256,449
20678.3433450527,1903.48237066801,48,1,101,336
20605.1094513851,1708.95654535578,303,6,145,74
20732.2382495948,1438.93652079957,120,0,60,99
20794.7286126242,1003.60781800705,91,2,104,149
20831.8792472556,1253.25169890225,151,10,188,191
21032.0520012606,1336.56224393319,24,1,43,22
21090.0479740681,1202.11831442464,202,2,132,294
21173.7677275265,1203.13902847571,329,2,131,673
21386.8789090054,1575.95791206207,238,4,149,932
21440.9197802198,1162.98021978022,250,2,104,563
21487.8024282561,1282.26931567329,31,0,22,276
21722.0493000609,1457.89744370055,17,3,11,99
21756.320808336,1356.0925165772,109,2,50,364
21982.9171729696,1433.95809051457,192,1,50,748
22096.5622633103,1444.50055691691,160,1,52,717
22225.7227515244,1656.16634908537,78,0,50,665
22614.3975316661,1610.78337122442,168,0,321,809
22696.9361018826,1511.30852713178,147,5,488,1138
22957.252507716,1000.86805555556,137,5,151,505
23167.5350425977,1091.03640893747,127,7,136,258
23176.7724613062,1079.6520385051,207,2,123,382
23162.5385771543,1251.83116232465,388,7,243,1033
23230.0472972973,1732.92931392931,29,0,11,182
23462.7114862828,1404.71902321375,62,3,64,504
23458.1986423723,1724.22650946767,57,0,23,243
23678.2428087986,1449.1161469664,224,9,173,786
23725.1714089818,1649.13198491601,130,1,16,370
23839.0346260388,1600.66378116344,115,1,39,300
23900.4517914654,1031.46396940419,77,3,48,282
24235.0568091319,1241.55362357314,491,12,504,1368
24301.2381803412,1648.10268074736,437,0,288,809
24350.8431626701,1176.01782242385,558,2,697,1382
24365.4695465522,1439.5803595385,742,13,441,1141
24690.1801732926,1201.66997961264,297,4,260,1313
24929.9082504797,1347.68079539508,429,9,893,2031
25050.2252098795,1623.09563207203,753,2,653,1190
25052.2314109018,1812.55745721271,670,3,592,1090
25395.4020791928,1017.1758140957,258,1,207,774
25480.7058013427,1793.34153899122,344,0,78,496
25503.057382334,1602.20664087685,62,1,127,467
25538.2288498099,1112.33911596958,253,4,236,754
25586.4049363671,1889.0794446587,176,1,64,479
25648.1363724917,1414.73348918761,284,13,190,774
25714.0685059621,1548.52115969137,412,11,176,651
25767.5869909339,1141.08576773636,461,5,719,1514
25809.2234072411,1760.10580971092,106,2,8,308
25844.0025848142,1631.2042003231,25,1,18,100
25866.1297326395,2093.3556432801,52,2,11,125
25939.549391069,1438.9802435724,355,9,385,889
25987.447564917,1922.79683494929,224,11,102,636
26072.0271226415,1622.00050539084,207,4,125,663
26212.6119237861,1553.35107559926,140,0,130,802
26356.5042179505,1285.13912321947,419,9,322,1499
26537.4209375228,1045.6548079026,339,7,220,933
26701.3668678739,1162.00469483568,124,2,68,646
26718.550343965,1013.46435272045,151,3,95,791
26919.5521052632,1026.42210526316,382,3,88,682
27033.8744369369,1333.22043918919,151,1,58,447
27105.9691893509,1614.64807059527,187,3,60,480
27184.82461786,1172.58728881738,733,4,385,1070
27349.848805646,1195.13300760043,162,0,132,511
27380.7020694373,1851.02223362408,292,4,332,667
27531.2225472986,1099.86083479618,580,8,226,1342
27599.6736767819,1646.06407904023,358,0,460,941
27708.9492041991,1207.32373857094,431,4,176,812
27780.4230971129,1520.97340332458,398,0,486,223
28292.3840051458,1780.2532161235,37,1,34,38
28676.9668560606,1811.43970959596,11,0,25,73
28705.4642746675,996.594184967522,247,1,47,189
28875.8523372652,2261.68414154653,541,0,185,607
28979.8622869709,1301.62864211105,48,4,7,182
29054.6101957744,1872.24384570653,166,0,58,571
29387.351973069,1751.6874883112,168,1,8,789
29605.1215964823,1766.30796549975,391,2,113,806
31962.2592592593,1961.28750784683,9,7,20,30
32939.7453861928,1597.78605604921,69,4,138,163
34423.9794701987,1323.04933774834,11,1,69,98
34907.1977423122,1607.10938108213,10,0,70,83
35238.5739875389,1035.36799065421,10,1,22,89
35330.7854008775,986.760271240527,10,0,19,70
35906.5655070318,1694.28275351591,28,2,18,197
35967.9877561219,1257.13543228386,114,8,163,634
36014.2304948729,1785.19482835488,242,0,132,747
36058.8413643747,1650.78234975636,97,1,20,327
36103.7782892213,1584.88645953203,75,0,15,231
36141.7968923418,1743.77580466149,108,0,47,226
36267.2995484195,1351.27345709985,138,6,133,515
36290.3156380753,1539.34728033473,103,2,68,301
36452.5224195004,1666.00120373157,7,0,4,42
36596.1298461538,1624.13620512821,249,1,154,455
36719.7845096814,1818.9144284822,139,0,32,273
36826.3122954652,1255.77582982702,356,10,187,816
36800.6420187793,1852.56748826291,121,2,16,193
36852.5503653445,1639.64718162839,81,0,98,278
36861.1871646719,984.903631861329,172,5,121,497
36877.0841708543,1796.03140703518,137,1,32,356
36900.3170478171,1081.56392931393,271,13,227,835
36945.5920324604,1440.1021763187,73,4,64,366
36943.7109231335,1514.02353806547,119,5,92,447
37005.3405958204,1282.3359270787,114,8,97,496
507.996421845574,1934.56459510358,303,8,120,725
906.190726734627,2234.12758960868,45,0,70,400
1026.55998304366,1964.2950402713,50,6,93,275
2016.62020781082,2113.93980652096,32,15,83,211
2017.3338317757,2364.53644859813,9,0,31,119
3095.9628949302,2038.86847905952,25,4,131,129
3146.8439688716,2120.28482490272,21,9,105,109
3313.87825306611,2048.57822315286,58,2,204,217
3958.75254730713,2141.70087336245,905,4,709,1662
4069.3317550505,2680.29671717172,672,2,533,1196
4399.8929206688,2060.71113482746,929,9,548,1789
4491.29035239746,1962.18370883882,1238,22,970,1910
4813.13197183099,2245.23577464789,876,8,588,1599
5177.34271321869,2051.82525620983,916,3,372,1531
5254.11241862794,2181.62819228843,454,3,169,934
5338.26952770209,2530.85558583106,556,3,185,823
5348.42775763853,1905.26877265665,291,2,142,653
5352.03607543045,2136.19130910085,325,3,132,903
5374.89386739081,2661.10319076714,129,0,6,244
5381.24027993779,2394.62616640747,701,8,222,1130
5505.44429566149,2686.74638457418,539,5,161,865
5535.47954586412,2196.63651108308,394,5,245,1173
5560.68666666667,2500.52215053763,587,3,191,802
5631.13100520934,2401.88404398997,83,2,27,560
5703.9007986549,1959.86759142497,306,3,164,1120
5720.09065606362,2632.66401590457,364,0,26,776
5763.84245723173,2179.56438569207,616,4,159,1264
5795.12351375333,2413.33185448092,412,3,46,958
5990.57938664596,2744.85578416149,281,4,166,793
6012.79991858335,2283.68471402402,357,8,281,878
6011.6402106451,2079.88489749859,313,6,232,1121
6020.88206785137,2607.39810754673,468,4,95,807
6022.6994111349,2186.19512847966,344,3,87,721
6106.12402475114,2413.2117298897,363,0,61,727
6148.55236600135,2035.25431711146,358,3,100,966
6194.4536036036,2793.43265765766,442,0,35,962
6202.03816635553,2495.08940053931,254,11,122,616
6272.90548953028,2327.80249009621,261,1,56,534
6296.90021744383,1954.69557864218,689,4,83,977
6300.89592123769,2237.97937177684,237,2,54,598
6405.46690821256,2532.43200483092,230,7,15,528
6377.94213104715,2331.54807103491,201,14,53,389
6428.26472781506,2204.19463087248,238,3,46,507
6465.12261112304,2414.17972943955,111,0,12,316
6464.55272108844,2690.21428571429,369,3,14,635
6578.76518623448,2784.27272727273,144,1,7,324
6539.71769273433,2781.08735440932,245,2,10,360
6514.5480742588,2163.74757550568,194,5,26,390
6583.41947202713,2082.99007023492,413,0,35,672
6598.07300441235,2392.89009225832,188,5,19,561
6606.43961952026,2526.95223325062,167,7,20,392
6615.13434535104,2222.20227703985,241,4,43,644
6652.71263837638,2787.68934501845,360,1,18,736
6678.57525887574,1992.56305473373,300,5,25,695
6724.30965961362,2611.2237350506,155,1,9,592
6816.13036333759,2295.17144422129,192,1,61,708
6818.87114791988,2484.29641756549,189,3,36,764
6854.25156467316,2071.69784422809,259,5,60,895
7033.38379469435,2801.3514994233,103,1,13,281
7039.81241224375,2665.78067958439,443,1,26,608
7111.7754789272,2613.23218390805,371,2,22,601
7140.04729064039,2767.79064039409,178,1,44,552
7182.05824790308,2338.424277726,64,3,57,689
7235.88631247186,2506.47726249437,97,2,16,462
7331.61641373802,2080.10223642173,70,4,46,365
7307.45437821928,1908.96136865342,398,5,62,897
7337.51439842209,1995.541617357,127,1,30,355
7343.51089476124,2183.6050069541,27,7,56,313
7345.72234910277,2666.30864600326,84,0,8,380
7521.04029008864,2777.78807413376,60,4,2,226
7709.38726445744,2153.03898635478,2,0,0,145
7995.68360172375,2794.75799501021,74,1,4,206
8415.16211475821,2658.57178651967,135,3,16,233
8493.35916506718,2551.83181381958,42,0,3,164
8515.92872628726,2724.60162601626,212,0,19,276
8553.93987745724,1967.75019147307,329,0,22,730
8579.17993366501,2599.7283029298,68,1,6,180
8590.87743871936,2094.14882441221,183,7,36,487
8633.55941794664,2327.41531932094,345,16,44,555
8685.91576857629,2035,268,0,33,452
8720.25645076356,2453.2345971564,65,7,14,323
8807.86741625673,2043.09861794331,280,0,32,474
8808.25722619995,2684.64280031822,161,7,10,406
8879.17332805698,2348.39058171745,289,1,37,772
8856.05551839465,1917.08294314381,147,0,17,429
8931.42512315271,2010.13990147783,303,3,16,543
8960.955,2756.84571428571,162,0,1,327
8975.04547020324,2115.38167413021,232,8,30,527
9066.74199368516,2342.35611186288,215,5,24,590
9149.7168882324,2632.39734121123,239,0,18,438
9155.44263093788,2480.74957369062,121,0,26,477
9173.01577488808,1998.52483479002,143,11,65,692
9237.75955863485,2719.81832178599,23,1,7,215
9384.14745972738,2667.26703841388,12,0,9,152
9428.16245006658,2623.33488681758,51,1,47,425
9405.47036688617,2646.42121354657,4,0,1,58
9448.21072541166,2269.32042723632,392,4,177,799
9502.05258787711,1901.65596457238,249,7,196,533
9595.5275291565,2380.90561432059,34,0,139,496
9630.93071705426,2267.3195251938,190,6,339,562
9769.41256429096,1965.69709772226,138,3,322,525
9872.97574123989,2107.30375285092,194,3,413,773
