Xpos,Ypos,WNT5A,NRG1,GAPDH
27061.5611753372,1474.65125240848,0,0,46
27073.5416832868,1033.27842042282,0,2,9
27090.8676988037,959.963406052076,0,0,6
27420.024396173,2034.51261481829,0,2,999
27248.5153575881,1465.91952850504,0,1,100
27206.3616236162,1356.24231242312,0,0,61
27290.0650644202,1736.56521308226,0,0,140
27219.3846720707,1619.66543846721,0,1,33
27306.3986693665,1185.43557998264,0,1,60
27360.8053168328,990.325999770826,0,0,76
27280.7546676624,1066.56721433906,0,2,33
27323.7482419128,1518.26933895921,0,0,36
27371.2225228976,1334.99916736053,0,0,80
27492.9056015482,1229.9014084507,0,0,78
27403.1621338912,1512.24267782427,0,2,10
27426.3174942453,1626.93423216047,0,1,54
27433.3101862497,1814.80593239825,0,2,252
27436.1901983664,1453.32322053676,0,0,22
27511.3605849916,1362.64708702949,0,0,108
27468.040361865,1087.02087682672,0,0,68
27583.7999458581,1504.29669734705,0,0,47
27555.0524032622,1693.4298108624,0,0,11
27616.385755814,1416.7226744186,0,1,25
