Xpos,Ypos,WNT5A,NRG1,GAPDH
13999.7240986987,5688.41683851241,0,0,14
14165.0094857512,5270.20747557924,0,1,558
13996.2150706436,5183.51098901099,0,0,342
14286.7278542353,5481.69296375267,0,0,430
14245.9061473487,5198.40028155795,0,2,796
14293.0700985761,4917.62595837897,0,0,417
14401.9852694523,4985.83072024113,0,2,719
14333.0580645161,5306.71730205279,0,1,535
14430.5694682676,4678.42195540309,0,0,81
14472.0489168414,4734.28092243187,0,0,125
14516.3018018018,5540.04086229086,0,1,380
14538.037565122,4667.08527556896,0,2,90
14570.1125663717,4801.59168141593,0,1,383
14560.8757234237,5269.13889734999,0,0,268
14652.8211104445,5319.91452439193,0,2,893
14618.9311543811,4685.56258692629,0,2,203
14701.5484631543,4995.69391692031,0,3,596
14673.7043588124,4816.60233733418,0,0,261
14755.0766694147,4777.59192085738,0,1,184
14955.0836525979,5334.67688313333,0,1,44
14850.432132964,4969.47595064216,0,0,6
14863.2290246072,5444.21716572784,0,1,341
14877.6362533098,5241.8912180053,0,4,150
14844.0630492091,4967.52394551845,0,2,32
14916.2011210023,4735.79239476866,0,0,0
14938.9964076773,5084.39659242533,0,2,66
14986.2351874244,5373.83396893312,0,0,104
15008.264762912,4951.63546624361,0,0,0
15043.0608446671,4676.45454545455,0,0,3
15044.7332549941,5605.43164904034,0,0,232
15131.8728557588,5288.40177808172,0,1,103
15082.6990950226,5429.53393665158,0,1,52
15099.2666326791,4886.43920469029,0,1,1
15153.4962616822,4814.96234979973,0,0,19
15211.1220030349,4709.3535660091,0,1,14
15204.6714113873,5135.31134723336,0,0,37
15261.3349685302,4968.8304331729,0,0,9
15261.8608881755,4829.50615302301,0,2,12
15266.0373563218,5522.33357279694,0,0,174
15259.4834205934,5447.69720767888,0,0,11
15263.1684684685,5089.1536036036,0,3,67
15307.0629337162,5169.88633644413,0,6,13
15356.1780400205,4752.99907644946,0,0,3
15308.335234474,5304.0015842839,0,6,7
15333.0633744856,5381.89917695473,0,1,2
15375.0358291226,5051.70022967386,0,0,18
15404.653907496,5308.73524720893,0,0,17
15425.1749805144,5538.64731098987,0,0,45
15454.2667643229,4905.33365885417,0,0,2
15576.0410380516,5370.88054168168,0,1,38
15512.7012791573,5285.39729119639,0,1,28
15509.1509278351,5526.1406185567,0,1,71
15539.890881688,5128.50097965335,0,1,54
15693.8779912369,5201.6902595214,0,1,9
15828.1137092907,5389.82978644931,0,3,211
15755.2033671322,5114.46278936292,0,0,42
15756.0791773779,5898.42570694087,0,0,9
15775.8816120907,5254.77632241814,0,0,57
16050.6728316327,4691.46205357143,0,0,34
15769.9768518519,4982.05555555556,0,0,13
16012.1266387641,5016.92770973103,0,4,173
16007.4143242973,5476.8422526758,0,4,46
16015.9254567276,5630.95106014135,0,1,18
16047.0254263566,5304.12713178295,0,0,162
16097.241504454,5184.03662157704,0,2,272
16080.6715587045,5410.25809716599,0,1,39
16139.1269060502,5330.63551401869,0,1,99
16155.7523966942,5055.44694214876,0,2,122
16165.2208849558,4936.37238938053,0,3,77
16265.0660317925,5297.15005494103,0,3,249
16224.3399628746,4832.96817820207,0,1,38
16374.5685203575,5375.81976166832,0,0,80
16406.7735,5256.6155,0,1,170
16419.4380321665,5520.67328918322,0,0,31
16463.1905159459,5066.76147937886,0,2,166
16483.2782415136,5292.02309404563,0,0,77
16578.345626072,5445.98370497427,0,0,33
16549.2758705248,4960.37959784208,0,1,35
16633.7204462562,5234.60015733391,0,2,117
16567.5430922477,4861.09679514941,0,0,20
16603.062180405,4719.52116997341,0,0,8
16615.4366197183,5064.76257545272,0,1,59
16638.9524390244,5509.80284552845,0,1,42
16707.8092369478,4718.27443105756,0,0,10
16716.7849829352,5398.81399317406,0,8,29
16764.2593553459,5014.89716981132,0,0,98
16729.4668328221,5293.60640337423,0,1,70
16837.4831878295,5194.37081856686,0,0,86
16830.3713409178,4791.06353061485,0,0,30
16881.4301985981,5497.37018107477,0,0,17
16864.6968874412,5336.55103148751,0,1,129
16925.4084898175,4909.41186194129,0,0,34
16856.3755129959,4658.2975376197,0,0,21
16942.5761802575,5590.90289699571,0,0,190
17011.1090239411,5294.51445672191,0,5,104
17031.668628844,5478.73368517203,0,0,185
17161.2542533081,5080.46939981096,0,4,221
17096.60132615,4879.84138002487,0,2,125
17103.8923177938,4774.29678266579,0,2,88
17188.6985691574,4750.77678855326,0,1,36
17166.4768535943,5276.9672563041,0,1,43
17222.4821510825,5513.23606632888,0,1,133
17305.3354316547,5363.74874100719,0,2,38
17324.4826196474,4668.35617128463,0,0,143
17458.8529678296,5186.57936867543,0,2,81
17395.9255265375,5624.23218197136,0,0,173
17443.2578645235,4918.74971297359,0,0,13
17503.8981549816,5459.24118081181,0,1,74
17532.7444003177,4970.65258141382,0,0,58
17530.0086071987,4725.16901408451,0,0,18
17651.8360152136,5208.92312755998,0,2,150
17612.6085760518,4806.8425566343,0,0,41
17607.6032285472,5299.05862361937,0,1,226
17636.2012353058,5508.73560470213,0,0,341
17736.6829369757,5764.14449143729,0,0,157
17946.0659637077,5206.37616478666,0,1,147
17595.3185606061,4809.87840909091,0,0,27
17672.4110323519,5198.78007997092,0,0,192
17642.9458912037,5393.55121527778,0,1,174
17662.0638353309,5066.97576862949,0,0,234
17634.4585779517,4936.2413568167,0,0,124
17681.2831950207,4804.17427385892,0,0,85
17777.3078014184,4960.59858156028,0,1,273
17732.8157114625,5328.10128458498,0,3,169
17778.9164510166,5101.70092421442,0,3,238
17809.4202390767,5370.19909315746,0,0,164
17813.7035490605,5212.0751565762,0,0,147
17942.7341800499,4802.4965128927,0,0,179
17829.1602279924,5504.32140595313,0,0,141
17886.3026509573,5056.35309278351,0,1,177
17902.9981921488,5633.15728305785,0,0,255
17896.5508302957,5129.01903604698,0,1,136
17893.9508716323,5386.31378763867,0,0,127
17979.6107300981,5128.73956072576,0,0,152
17928.3765857195,4862.22435665096,0,0,247
17961.6339176519,5432.639421117,0,1,275
17962.1355932203,5270.22276029056,0,1,156
18044.3346041056,5536.73724340176,0,0,208
18051.4551374819,5063.34081041968,0,3,277
18097.2084046898,5240.50019760242,0,3,383
18155.6172999611,5425.0628971599,0,0,270
18129.7670573126,5030.30454326537,0,2,257
18202.8094935612,4817.11670612693,0,1,247
18170.6420206258,5566.31917496941,0,1,268
18212.0049455984,5342.10014836795,0,0,137
18228.6703379602,5228.55733252867,0,2,314
18257.5778508772,5093.30104775828,0,2,420
18255.7677224736,5541.09653092006,0,3,162
18375.4384595368,4890.37327608639,0,0,238
18360.3903205531,5606.40414833438,0,0,227
18372.2521598272,5057.17926565875,0,0,115
18438.777244518,5450.92734795201,0,0,480
18410.5818379554,4670.6704730832,0,0,36
18526.3534730016,5239.85977054496,0,0,521
18631.091831204,5465.0570654278,0,0,129
18816.0973901973,5130.76588160407,0,0,372
18580.3374941489,5516.34482758621,0,0,262
18558.9852057328,5667.1030975497,0,0,97
18533.0616705699,4917.37158469945,0,0,60
18600.750873515,5293.892732355,0,0,240
18606.5629322268,4960.74827109267,0,0,235
18672.2595567455,5418.71099211661,0,0,223
18683.5570524266,5227.07466320403,0,0,236
18635,5499,0,0,43
18648.3220338983,5503.62711864407,0,0,60
18719.7011540798,4786.17169467504,0,1,182
18731.524694155,4698.28953330313,0,0,142
18736.0596953479,5305.3976945245,0,0,159
18769.9838954725,5510.47523549073,0,0,143
18779.032035825,5405.02790217017,0,1,247
18892.3852567496,5274.73104155638,0,2,647
18809.9148161631,5002.23734983618,0,0,176
18855.4733367191,5514.89029964449,0,0,351
18873.1770927773,5018.47929888184,0,2,210
18892.0892360368,4885.91525786433,0,0,171
18876.147579693,5951.34946871311,0,1,144
19053.2743628186,5829.7794798253,0,1,319
19085.4850906855,5033.40828246454,0,2,560
19099.3367837338,5411.20554528651,0,1,281
19113.6183173589,5518.24110756124,0,0,282
19103.1717883056,5214.23324797268,0,1,393
19113.9880597015,5601.34626865672,0,0,178
19167.247099768,4786.36426914153,0,0,274
19182.3655900142,5240.26418736327,0,0,296
19213.1133025598,5094.89257238775,0,4,291
19246.3120990734,5482.31174269423,0,0,334
19204.3490909091,4698.24590909091,0,1,214
19239.8516459075,5780.40725088968,0,4,317
19238.7340971948,5693.4022125642,0,1,293
19316.857562948,5212.3462598787,0,1,303
19344.7355737705,4989.10467213115,0,0,517
19336.3615508885,5502.04749596123,0,0,267
19333.9110747409,5733.15739225314,0,0,174
19342.4808510638,5421.8,0,0,214
19352.8877166541,5323.97098718915,0,2,206
19350.0629139073,4807.57483443709,0,0,48
19374.8815889992,5620.07843137255,0,1,311
19390.4908095424,5116.87602659366,0,0,291
19457.3619558736,5159.25760286225,0,0,119
19472.0907230559,5244.17462482947,0,0,150
19670.7209809964,5464.09097329224,0,1,557
19532.2232806691,5779.92634758364,0,0,109
19544.2754691689,5698.76809651475,0,0,99
19543.2672268908,4655.54509803922,0,0,76
19747.2915512465,5711.73060941828,0,0,79
19688.010810437,5462.53058731329,0,1,603
19449.7902240326,5375.42107942974,0,0,119
19500.6317401961,4899.01450163399,0,1,268
19471.8169491525,4832.08377723971,0,1,99
19490.1375394322,4724.44921135647,0,0,100
19491.0046242775,5642.18323699422,0,0,28
19536.6916058394,5753.97375070185,0,0,43
19528.1110248447,5167.7701863354,0,0,133
19581.7235958076,5268.28339156141,0,0,401
19604.3436034829,5645.02980576021,0,0,94
19643.8504559271,4983.9641337386,0,1,493
19688.2079256966,5771.31269349845,0,0,103
19829.5087090515,5124.61219038923,0,1,731
19661.5537450723,5846.27122207622,0,1,80
19666.1458839108,4853.23460604723,0,0,256
19705.4408723748,4718.27528271405,0,0,370
19684.5280312907,5249.30899608866,0,1,309
19750.9522108084,5170.84234033051,0,2,409
19854.9720608575,5875.40894421392,0,3,474
19958.3663849155,5682.10039011704,0,0,297
19945.0529445074,4902.31908267271,0,3,570
19958.971752669,4821.84386120996,0,0,248
20053.6786162804,5519.82486585227,0,0,569
20043.0183864162,5042.10398874711,0,1,476
20049.0459613816,4775.07125373946,0,1,296
20041.5987793126,5435.38387407645,0,1,455
20069.6412645591,4873.05956738769,0,1,249
20066.2710770472,5309.18192819685,0,0,283
20227.4971980875,5808.2353092386,0,3,814
20098.5853856563,5666.54289580514,0,0,304
20113.2238095238,5357.97671957672,0,0,155
20252.8461581857,4969.16343224642,0,5,511
20121.5144596651,5975.95890410959,0,2,330
20136.8418430884,5414.75404732254,0,0,147
20194.9690626443,4785.68616284439,0,0,328
20159.974625624,5265.12645590682,0,1,163
20197.521648409,5143.07772561294,0,1,278
20250.6802996255,5330.67176029963,0,0,208
20296.9549878345,5458.42913625304,0,2,285
20317.5582677165,5238.97736220472,0,1,248
20313.0630662021,4797.32926829268,0,0,326
20435.1480993188,5275.33948582729,0,1,354
20513.6183827807,5015.092495637,0,0,140
20700.4344978166,5173.11098981077,0,0,532
20396.0127915726,5147.87208427389,0,0,168
20408.9451317913,5417.74072081764,0,3,475
20422.6095979248,5617.24351491569,0,0,440
20441.1072536564,4881.016250554,0,0,219
20472.8089294287,5085.08689390302,0,1,147
20681.8643504068,4981.48784731106,0,0,224
20486.8704877377,4809.2333976302,0,0,198
20560.316712204,4729.97199453552,0,0,290
20584.3817991632,5506.79471757322,0,1,537
20603.8537559271,5153.75792363364,0,1,324
20607.7661072009,4826.83937917343,0,0,229
20656.3544657097,5053.75318979266,0,1,181
20689.6315789474,4748.01657458564,0,1,197
20692.3787304595,5502.59308384652,0,5,409
20801.6407976786,4833.53534605174,0,1,404
20747.6320087099,5595.68590092542,0,0,713
20832.642314378,5407.66019369258,0,5,679
20781.9921928038,4706.39375424304,0,1,335
20911.6498748436,5130.90018773467,0,3,392
20900.0971685972,4922.71492921493,0,0,257
20947.4374136849,4975.34187068424,0,4,633
20929.1334256694,5477.93120960295,0,0,500
20962.8979105572,5262.93924120235,0,1,945
20989.7762593783,5614.91827438371,0,1,281
21163.682100101,5474.35367084956,0,1,514
21188.2589311232,5608.48756787654,0,0,136
21206.466223132,5530.97031729785,0,0,134
21348.2469239963,4903.03817759966,0,0,10
21375.0940445408,5443.1008424389,0,1,40
21408.6728552695,5106.6108772172,0,1,225
21341.1252433485,5608.5184944841,0,0,171
21460.0190594339,5319.68760572911,0,0,32
21642.9198931909,5650.84245660881,0,1,328
21323.5581661891,5375.36401146132,0,0,76
21338.4696422711,5513.66212668198,0,0,83
21323.0333075136,5222.56467854376,0,3,358
21374.0137204216,4896.1399880692,0,0,100
21309.9833564494,4757.39181692094,0,0,20
21459.7530241935,5468.55367943548,0,2,78
21414.4945770065,5333.56326825741,0,0,60
21586.2412235855,4775.42565610089,0,0,47
21469.3217280091,5316.66391928379,0,0,64
21630.0017001846,4993.68366851258,0,2,208
21488.2949456174,4676.45297504799,0,0,74
21496.3303198887,4948.12169680111,0,0,102
21663.5368189889,5556.80118680497,0,0,328
21549.1821878813,5352.91053273689,0,0,83
21734.7958127295,5206.06211503427,0,3,359
21670.5041536864,5432.42731048806,0,1,62
21730.145811789,5414.16649431231,0,1,108
21771.2880606443,4879.26342387871,0,0,168
21801.8805017104,4794.78175598632,0,0,57
21914.2551717312,5432.12164703553,0,1,73
21904.3921799398,5009.19903230025,0,1,174
21882.7589679043,4765.00566393958,0,1,27
21889.9857142857,5533.84661654135,0,0,259
21908.0788026878,4910.76481368357,0,0,44
21972.6741358521,5266.8996181672,0,1,173
21963.9882352941,4701.96163682864,0,0,73
21964.0681153364,4858.29711659005,0,0,21
21982.5727880658,5625.1450617284,0,0,511
22001.1277065842,5023.69155987627,0,0,43
22106.686388822,5749.43926764635,0,1,682
22028.4731743666,4804.02496274218,0,0,55
22118.6880881687,5348.72603291228,0,0,172
22087.9520033741,4944.26554196542,0,1,91
22143.4874128582,5160.00106506584,0,0,182
22135,5534.69219173952,0,1,189
22173.0354123465,4934.94560535971,0,0,132
22229.2214144085,5535.65895571712,0,0,29
22291.9400458979,4771.95539300057,0,0,57
22246.164360819,5763.48422800221,0,1,257
22322.4073319756,5880.66585200272,0,0,116
22451.9524200457,4986.4857938321,0,3,54
22260.4414374445,5921.14685004437,0,1,207
22320.9163806552,4899.90717628705,0,0,76
22318.4370703332,5207.03622421999,0,2,66
22410.8649839267,5750.07244910108,0,0,329
22307.4526690391,5476.94804270463,0,0,13
22423.5116907169,5402.72150628907,0,0,43
22369.036747459,4663.13604378421,0,0,7
22374.9841269841,5871.53968253968,0,1,130
22401.3379084967,4869.89346405229,0,0,52
22419.1784718349,4806.46346904629,0,0,24
22460.520123839,4699.73927465723,0,0,31
22427.3693259972,5289.81292984869,0,0,9
22489.1153985507,5139.17952898551,0,2,29
22489.0615627466,4788.23993685872,0,0,44
22558.6065784853,5311.08907877795,0,2,38
22538.392173189,4733.78767693589,0,0,22
22540.6462395543,5513.70055710306,0,0,28
22610.5748799634,5151.79711912202,0,0,40
22623.564507249,4829.98366672784,0,1,92
22670.6993708808,5401.29748352307,0,0,30
22683.0790990047,4756.80880041907,0,0,28
22738.8662905931,5106.17304467144,0,0,43
22789.1717136356,5317.56065114651,0,1,13
22753.7070093458,4749.44299065421,0,1,22
22798.0186420722,4806.60596546311,0,0,16
22836.1384527001,4923.67694369973,0,1,35
22931.3682886509,5039.66725364767,0,1,52
22905.4681800289,5360.38216769453,0,0,30
22864.7860674157,4701.55191011236,0,0,7
22858.2608481262,5485.36094674556,0,1,21
22920.5292238901,5533.35196422868,0,0,127
22927.0110736639,5214.06355320173,0,0,43
22975.9845003647,5629.04850474106,0,0,242
23009.1765153161,4794.64740386704,0,4,47
22942.1921360848,4687.37479085332,0,0,41
22967.9187092224,5128.11320754717,0,1,29
23083.5073042229,5498.34261994093,0,1,117
23071.4606399187,5253.31928220755,0,0,41
23065.7425491439,5130.90741915029,0,0,23
23147.8000792158,5838.49311813051,0,0,231
23125.5843631179,5327.26829847909,0,0,16
23146.3649538867,5025.17698726394,0,1,19
23218.1791821561,5823.13977695167,0,0,204
23141.5782720274,5023.41944682064,0,0,20
23179.9409660107,4698.02285827867,0,0,45
23160.0663006757,4888.1722972973,0,0,17
23323.2741624448,5168.26487988233,0,3,227
23215.3089668616,4818.38693957115,0,0,36
23236.831625183,5474.78696925329,0,0,93
23320.8115341123,4733.69920844327,0,1,44
23306.8734317343,4805.39741697417,0,0,28
23322.2637342581,5390.89377623654,0,0,66
23334.7994117647,5000.33411764706,0,0,49
23486.0280537396,5471.29520770062,0,1,133
23417.6778484673,5046.82070561018,0,0,103
23440.1004115226,5602.99451303155,0,0,374
23420.4135300102,4942.11190233978,0,2,57
23486.693008615,5371.46802518224,0,3,210
23538.2041503085,4881.97069545709,0,0,70
23482.1774193548,4741.51144640999,0,1,1
23621.2960467206,5036.17385444744,0,2,263
23573.5216379711,4776.54257794323,0,1,48
23754.6810436635,5285.27885817475,0,2,265
23651.6751977664,4714.2526756631,0,1,34
23700.9602051282,4862.93866666667,0,1,104
23677.1934892251,5526.18936267767,0,2,278
23714.740818468,4656.33001049318,0,0,70
23762.1261053441,5502.71818531334,0,0,20
23751.509375,5575.0578125,0,0,201
23805.4247735329,4784.8974005514,0,2,63
23827.6392163976,5043.84255396336,0,2,152
23829.3183150183,4926.99047619048,0,1,82
23835.7193217314,4698.22177599286,0,1,51
23825.3224950232,5612.03782349038,0,0,478
23886.6656412683,5481.79176526266,0,1,30
24096.2133805279,5142.78196556546,0,1,262
23950.1267130508,5001.04764916719,0,1,123
23976.5559841423,4854.80520732883,0,1,44
23988.1419725785,4696.31578947368,0,1,26
23993.9039665971,5379.41823242867,0,1,204
24154.60979522,5155.80446987114,0,3,232
24076.7795992714,4693.56102003643,0,0,58
24090.0378205128,5576.96602564103,0,0,208
24146.2003317596,4942.66402960316,0,0,178
24185.5946806092,4778.79313480336,0,0,87
24191.2381106177,5431.89188534518,0,0,179
24135.8602329451,5972.34276206323,0,1,318
24245.2027367663,4678.905653583,0,0,76
24287.0143112701,5331.21914132379,0,1,38
24272.3992094862,5127.32411067194,0,0,151
24345.7590281717,5103.98695405559,0,1,156
24368.3974691264,4911.74195761549,0,2,192
24338.6434001382,5288.95093296475,0,0,24
24336.4311270125,5562.05307096005,0,1,155
24396.632780083,5282.44951590595,0,1,60
24450.9104407627,5503.8440137543,0,1,122
24425.32936871,4695.82845379689,0,1,41
24480.0937152735,5355.96629213483,0,1,74
24475.2189512419,4757.20239190432,0,0,128
24586.5931103679,4765.74073578595,0,3,139
24538.8448637317,5249.33808525507,0,2,135
24581.5805856753,5095.95411964299,0,1,222
24491.7555031447,4659.3105345912,0,0,33
24511.0467532468,5147.61142857143,0,1,88
24535.9762516046,5538.12002567394,0,0,141
24641.2695626302,4936.70385797878,0,1,82
24607.4643320363,5411.12224383917,0,0,102
24663.9569536424,5524.00069710701,0,1,195
24714.4199888331,5254.07922948074,0,4,337
24686.8516129032,4865.51048387097,0,0,116
24719.05,4649.62076923077,0,0,52
24744.5942870976,4799.03389009925,0,0,69
24753.9380440348,5438.02867383513,0,2,189
24800.0231556274,4866.78944534195,0,0,95
24809.1923522596,4942.09269988413,0,2,157
24866.757553619,5044.94202369149,0,1,329
24833.395677473,4738.71695760599,0,0,115
24898.6018888002,5271.78704442671,0,1,319
24935.0917068348,5508.51612903226,0,0,181
24905.6624327234,4772.09085037675,0,1,136
25006.8476527901,4745.15544729849,0,0,14
25015.5516129032,5251.20870967742,0,0,74
25330.1871275328,5094.95183341513,0,0,50
24988.660591133,5342.1684729064,0,1,115
25000.6818675353,4743.8964893232,0,0,62
25054.0386516854,4821.79700374532,0,0,117
25031.4860853432,4957.18102305857,0,0,163
25032.2354349561,5166.68156424581,0,0,61
25110.1498014679,5475.70376609313,0,0,92
25093.6712802768,5121.21741637832,0,0,95
25081.7656112577,5341.00791556728,0,1,69
25079.3554131054,5588.46581196581,0,0,122
25119.7087198516,5642.06493506493,0,0,144
25182.7954426401,4738.08538501833,0,1,60
25161.1473469388,5313.61795918367,0,0,64
25183.6222681309,4981.20484940742,0,3,116
25263.1554639175,5252.79278350515,0,3,69
25237.9275737196,5360.25969994827,0,0,28
25291.3563453666,4881.11546334202,0,0,71
25245.5134952767,5423.69500674764,0,0,11
25318.036220173,5119.82793041164,0,2,45
25283.1323748141,5499.00694100149,0,0,15
25348.8768085986,5379.72137246796,0,1,15
25364.5063842136,5022.23824724318,0,1,42
25410.0950449656,5529.7386704285,0,1,170
25468.5132565613,5259.59902249598,0,0,88
25460.5869414857,4990.12588186471,0,1,53
25477.140003567,4842.04476547173,0,0,161
25561.0542489809,5545.34901222954,0,1,174
25590.5280726042,5313.82587294262,0,0,140
25557.1936519258,5054.73751783167,0,3,66
25594.4591923186,4911.35639649816,0,0,66
25619.0127619559,4780.9195325094,0,0,106
25694.2462462462,5454.09475264738,0,0,110
25634.6331332533,5109.25162064826,0,0,60
25751.2874421176,5796.15578132559,0,0,337
25652.1829077645,5012.40594059406,0,0,35
25712.6132104455,5289.53886328725,0,1,26
25707.2191176471,4953.9112745098,0,0,50
25743.9306617892,4824.11506484869,0,4,51
25759.7284456588,5077.87082574378,0,1,133
25764.0429166667,5636.91125,0,0,152
25785.4067303698,4986.97341088492,0,0,42
25821.3905393053,5363.93418647166,0,0,98
25850.9723723724,5219.66463963964,0,2,285
25856.1282795579,4894.49090097131,0,0,298
25850.5551681706,4723.25164068909,0,0,165
25862.7257142857,5473.68928571429,0,0,319
25871.519110097,5878.52823730747,0,1,342
25982.758784856,5248.91067785083,0,0,482
26005.1091897233,5028.51321640316,0,0,250
26244.5621890547,4798.19506633499,0,0,54
25904.0992537313,5685.00373134328,0,0,202
26074.6005306721,5462.23286206487,0,1,708
25997.6249607042,5034.50309127109,0,3,268
25972.4160464236,4762.45414406459,0,1,340
26345.6427270922,5106.67645987818,0,1,562
26017.2852559428,5663.66588887269,0,0,120
26072.9597107438,4860.84059917355,0,1,474
26109.6219728293,4725.83992911991,0,1,134
26141.8124199744,5674.41357234315,0,0,126
26244.3191862504,4937.62603764761,0,1,512
26181.0262607483,5061.75040669301,0,0,362
26293.0376020499,5688.98915440081,0,0,341
26247.0419488026,4787.15326176713,0,0,128
26255.5983510012,5189.53356890459,0,1,541
26296.3698492462,5088.33417085427,0,0,132
26348.8757906843,5429.69695227142,0,2,345
26352.5353278167,4788.84404837683,0,0,286
26370.8156324582,4679.21539379475,0,0,103
26391.352393617,5347.8204787234,0,1,324
26450.4299065421,4683.13751668892,0,0,161
26471.9532763533,5465.13903133903,0,1,165
26582.4690109184,5346.29431599229,0,1,381
26548.1149090909,4688.04654545455,0,0,338
26561.6307578009,4977.79346210996,0,4,680
26583.5698177034,5478.1666979891,0,0,348
26590.4617697595,5128.94630584192,0,2,528
26663.381999313,5173.53818848048,0,0,383
26657.0229905543,5014.12814115131,0,0,296
26669.7609315589,4765.10171102662,0,0,372
26714.6816673175,5358.36557985162,0,0,606
26725.9670768208,5521.90422347855,0,0,221
26762.7957232704,4695.08226415094,0,0,204
26846.4044929875,5200.85646022093,0,1,395
26776.2347983143,4903.15111378688,0,0,174
26860.3158666667,5471.63146666667,0,0,261
26861.0943952802,4944.65781710914,0,0,219
26919.5571476175,5332.66377874042,0,1,92
26986.4470656764,5188.15086646279,0,1,267
26980.7818894677,4929.95778505827,0,2,268
26973.52675,5607.1905,0,0,307
26969.8260381594,4666.6531986532,0,0,69
27014.9469705152,5446.7699535587,0,0,184
27030.0292087095,4690.62187997876,0,0,101
27077.3457388585,5320.37451133698,0,0,154
27108.5356512531,4830.69784680551,0,1,191
27135.6036290323,5250.04677419355,0,0,206
27236.7135591038,5508.16952098893,0,0,213
27176.6817251262,4689.31076839088,0,0,102
27186.1156428749,5626.17905993534,0,0,98
27274.686515748,5092.63113862412,0,3,362
27196.0794947994,5352.10995542348,0,0,110
27206.0870938628,4892.85379061372,0,1,161
27300.1292790979,5293.829238824,0,1,201
27305.3431777909,5423.06674542233,0,0,25
27382.8049969531,4764.92420780012,0,2,181
27375.321719457,5351.37058823529,0,2,113
27496.5344184469,5910.95612071889,0,0,241
27424.5732718894,4922.19047619048,0,1,113
27461.2031091585,5112.95386955052,0,3,181
27575.5150665098,5464.89580128495,0,1,127
27464.8255182129,5374.83960555444,0,3,181
27542.3946635472,4857.66443850267,0,1,41
27562.8631696429,5227.09520089286,0,0,252
27620.1335647112,5060.85423197492,0,1,325
27629.741529304,5768.02873168498,0,1,157
27579.5163991626,5331.33007676204,0,0,136
27654.1885714286,5651.3986031746,0,0,162
27640.2791252485,4764.06441351889,0,1,72
27661.9128248114,5510.66135792121,0,1,166
27695.3458075905,4858.84695498676,0,0,54
27887.515108188,5072.58040224955,0,1,675
27750.566306862,5289.06360832691,0,1,258
27857.3039050161,5278.09236969664,0,0,363
27800.6169903794,4853.14630604465,0,3,115
27795.0723967961,4851.40911891559,0,0,110
27768.5283018868,5614.60182173064,0,0,207
27819.4794100467,5480.82681074766,0,1,356
27802.7444514902,4930.78376664553,0,0,315
27851.4991055456,5671.73345259392,0,0,96
27973.5325154358,4884.32170635875,0,0,453
27914.872408988,5761.60938860826,0,0,71
28039.5522918012,5437.68070798365,0,0,508
28004.2491309386,5624.92641946698,0,1,507
28005.96,4753.21959183673,0,0,256
28268.9386777067,4926.95159954836,0,1,883
28123.8457339845,4977.67092789428,0,0,547
28164.4517032886,5156.29685887037,0,0,537
28205.4749146309,5287.82847386393,0,0,416
28158.6493030081,5529.38151137197,0,0,102
28210.8641340782,5411.33363128492,0,2,318
28372.3363773422,5174.95300452294,0,1,549
28314.8255129349,5468.20927743087,0,0,221
28370.8863549253,5636.1855116903,0,0,245
28420.9577240481,5524.84465035471,0,0,260
28400.2026221693,5211.92491060787,0,3,404
28421.3913987837,5317.96119316536,0,2,489
28455.3514779046,4947.28475270705,0,2,461
28535.7613826582,5642.11566789421,0,0,238
28575.5338562799,4984.46172572356,0,2,473
28579.0618521472,5494.14033489008,0,0,348
28575.0806519014,5961.2026744672,0,0,314
28608.7071810365,5410.86079479433,0,0,721
28665.4709400598,4838.63268755688,0,1,104
28750.0139782431,4999.23610948649,0,2,377
28826.7421373108,5108.70778168817,0,0,149
28764.6636522118,5510.03998692526,0,0,793
28740.4735229223,5128.76857072812,0,1,639
29281.8195794386,5312.34361356447,0,2,1649
28764.776621787,4688.6268869849,0,0,176
28812.6131023838,4812.13719773624,0,1,361
28814,5146.68651488616,0,3,692
28905.7297421203,5085.6212034384,0,2,528
28911.6701570681,4962.12415856395,0,0,392
28925.8453890984,5607.16078162496,0,1,515
29118.9268883506,5265.7432283638,0,2,1435
29134.1257861635,4944.25576519916,0,5,1017
29351.555626192,4903.868086459,0,0,536
29469.222283105,4862.24164383562,0,2,521
29445.4964476021,5000.25062166963,0,1,896
29710.6380701654,5499.1942997768,0,0,370
29806.4000588507,4959.24111984531,0,1,138
29865.1028776978,5190.3618705036,0,0,118
29930.9624212878,5627.76274629291,0,0,8
29626.1590493601,4902.1873857404,0,1,144
29745.9156079156,5495.76368676369,0,0,134
29677.7214644652,5160.49533381192,0,1,490
29652.9003436426,4993.91202749141,0,0,108
29794.2873610967,4964.3951604528,0,0,250
29736.7494515138,5370.1496270294,0,1,150
29753.5778588808,5291.66788321168,0,0,152
29783.9069280079,5645.86711045365,0,0,71
29863.7611528112,5155.86050134542,0,2,282
29867.2090149037,5367.63122500909,0,1,271
29867.4968553459,5261.4327921603,0,1,116
29858.1613291596,4708.01661449555,0,0,167
29884.8218102872,5942.72294589178,0,0,58
29880.1260162602,4828.35735402809,0,0,175
29892.5946455505,4935.19494720965,0,0,150
29922.9357168653,5650.29396894186,0,0,26
29942.5103607061,5586.83346124328,0,0,29
29965.0162000352,5471.02306744145,0,0,239
29976.8772331654,4785.24278515804,0,0,151
30029.0798154878,4984.77977355326,0,0,173
30025.2283950617,5279.21937321937,0,0,173
