Xpos,Ypos,LMNA,KDM5B,GAPDH
30386.7047193878,8475.48278061224,53,2,369
30449.6933253157,9131.03607937462,114,5,394
30482.8927522037,8618.7042115573,40,4,412
30527.4540311174,9069.22913719943,84,4,273
30605.3975809598,8463.1806476785,101,7,505
30639.4540401881,8980.9140658401,48,2,300
30700.2895522388,8532.42208955224,89,5,314
30733.6688867745,9062.06041864891,99,10,440
30737.5199750312,8460.81960049938,51,4,373
30741.2711187215,8950.49885844749,106,14,404
30821.5579322638,8989.57486631016,48,4,240
30831.4657534247,8704.94992914502,81,6,356
30859.4005190311,8805.81358131488,135,14,314
30938.8119723715,8986.87912509593,82,6,358
30964.1167771545,8542.84395716471,99,1,609
30974.058459635,8896.59758738014,78,0,373
30975.0749120161,8779.15786827552,111,4,509
31055.547275641,8395.01041666667,109,1,773
31080.1798770624,9132.88256227758,133,24,521
31117.0399343545,8937.71471553611,109,1,701
31202.8801861187,8655.19477833786,56,2,738
31216.0876721532,9132.79711118576,148,8,683
31244.8385605811,9026.07758336085,123,0,534
31298.3134400776,8392.90781174187,42,0,520
31361.4207802548,9089.29020700637,69,7,438
31430.5620967742,8398.48709677419,20,0,267
31517.0514705882,8479.74959150327,78,1,609
31577.8735119048,9019.15736607143,135,8,384
31646.9932688263,8869.25326041228,246,3,574
31773.5389972145,8855.13324048282,59,0,327
31827.0618762475,9017.34570858283,69,2,283
31920.957754308,8546.59199555308,68,2,586
32003.6596947428,8687.37817976258,25,1,327
32065.862745098,8375.49448529412,79,3,563
32179.7235176549,8620.24317121919,163,10,825
32168.8874422512,8522.84586308274,77,2,507
32173.1595073596,8869.27996395314,145,8,683
32306.0459183673,9217.03603316327,131,1,390
32620.6326637099,9052.69214714323,99,2,370
33039.4766708701,8661.44419924338,142,10,624
33183.8544843629,8796.98655983458,141,2,551
33213.4090157155,9004.86869313482,321,4,1023
33249.7879096275,9256.86037044576,139,4,702
33482.1555215896,8455.46197936569,174,2,533
33969.1908506386,8932.67247371622,272,12,1223
34164.3473841555,8890.5668161435,267,8,1035
34226.9754133107,8611.12717253073,267,11,1214
34506.4972227543,8960.69795058418,167,3,574
35020.3922305764,9093.91729323308,45,1,262
35057.6350482315,8828.36173633441,41,2,247
35121.8552036199,8772.15554298643,49,4,311
35325.6034261242,8805.13661670236,76,4,293
35699.2634486769,9049.76504797906,206,4,478
35762.5255115255,8908.60606060606,314,10,703
36222.7695115104,9111.23076923077,82,0,378
36359.6284034653,8819.64294554455,110,9,459
36422.533436214,8888.61445473251,143,10,636
36552.1871972318,8465.43114186851,124,4,690
36732.6310149191,8928.59592351334,130,2,542
36815.9217577706,9235.08279742765,142,12,845
37031.6768073274,8560.80176643768,107,3,848
98.743535988819,9814.67295597484,84,6,398
93.9049373618276,10119.6028002948,40,2,288
148.451105442177,9353.59863945578,87,4,643
367.250993753549,9544.78591709256,113,7,679
456.418530351438,9667.59130007373,51,4,446
484.263109048724,9364.47238979118,97,9,628
496.392929979606,9799.06934058464,67,1,486
519.854797331965,9607.25859415085,30,0,364
559.584188911704,9899.80492813142,121,5,583
679.936594202899,9401.83197463768,56,3,584
844.346722068329,10161.7225300092,108,1,405
935.032873806999,9902.43195475433,67,3,340
944.86120290813,10005.7921348315,83,4,330
1029.99444444444,9814.64615384615,132,1,360
1130.28466157205,9747.19650655022,138,11,478
1186.42975517891,9602.61958568738,132,11,528
1232.93660054454,9773.68961493582,141,3,402
1231.0786163522,9506.21816037736,122,5,475
1381.76605504587,9482.46497080901,164,3,537
1626.64337034618,9274.70999346832,70,8,596
1641.6,10130.1413729128,124,5,502
1754.4312383323,9678.41910392035,200,8,740
1819.37282902354,10069.2802006947,109,4,396
2003.99814643188,9366.86422613531,77,9,438
2191.15336134454,9960.42944677871,285,9,549
2197.10698569857,9812.82480748075,277,23,746
3705.36429608128,9359.25979680697,87,7,581
3810.62072575017,9654.48848569435,87,4,344
3864.74500768049,9439.30619559652,66,3,464
3968.59080095163,9455.39214908803,56,2,569
4049.06490015361,9278.57565284178,21,0,306
4248.40170636331,9713.20405261287,86,3,404
4306.40356798457,9475.6730954677,13,0,244
4323.71061359867,9355.47180762852,29,1,456
4346.03952042629,9592.67939609236,51,2,375
4430.95493482309,9671.18324022346,62,1,471
4477.65337001376,9457.64442916094,34,3,464
5202.94103107345,9284.41348870057,91,7,706
5415.88704954955,10266.338963964,38,0,516
5488.1204569055,9381.53663320641,85,0,350
5927.01692708333,9497.48090277778,229,10,985
6074.74364896074,9604.66830254042,123,11,557
6294.60346585117,9314.00152905199,86,2,708
6772.39190845934,9581.870044953,144,4,535
6844.44994617869,9684.68281306064,223,5,760
6937.03384094755,9975.69847715736,108,6,496
6955.1434126258,9471.81152790485,96,7,495
7080.55072463768,9509.38557465453,122,1,806
7097.33225597932,9797.97543632838,99,5,580
7287.68405676127,9300.93948247079,55,3,558
7762.08197556008,10056.3136456212,80,10,559
7474.95098039216,9844.7368627451,74,3,479
7792.93829545455,10107.7277272727,100,10,796
7830.48548327821,9457.4388092613,112,7,564
8214.96729175752,9588.16310510249,80,0,645
8264.85577630611,9915.72185430464,95,2,748
8337.78099173554,9640.40578512397,99,3,477
8702.23482380811,9982.43204027243,104,1,539
8740.10042674253,9480.83926031295,211,19,1169
8916.98304076168,9572.8381434097,207,6,1028
8977.51389766267,9888.70688566014,200,6,852
9241.63593004769,9650.59737678855,74,4,536
9312.27554615927,9406.03171247357,98,4,544
9684.85416666667,9775.51424050633,240,16,1069
9894.59778869779,9487.53587223587,191,14,923
10112.4213320463,9439.95125482626,248,4,1044
10185.9434171598,9468.16050295858,119,1,464
10255.3520249221,10047.1488404292,177,7,516
10279.819039803,9727.44727123513,177,2,461
10354.2027445772,10013.8432934927,109,1,391
10427.7492040167,10055.6705853539,156,11,606
10424.3973509934,9316.5298013245,119,5,655
10549.5487528345,9669.69412950365,370,6,946
10626.1193139448,9312.52647278151,215,9,1086
10847.4848484848,9467.41707396546,203,5,1047
10978.1836215666,9694.8507121058,74,3,722
10981.9576304433,9316.84150647313,85,1,624
11031.5936899863,9505.12866941015,104,7,761
11209.3144768856,10225.8841240876,66,8,398
11228.3422007255,10278.7267230955,73,11,463
11259.2207207207,10000.7692307692,56,7,208
11344.184997699,9962.26599171652,27,0,118
11367.9085940445,9711.29852996608,114,4,561
11384.0043894653,9346.68954509178,116,0,660
11411.5122793553,9504.74904067536,75,1,533
11410.3883584848,9881.49584231598,55,2,194
11560.7199492547,9680.0900729464,77,4,551
11641.2312387792,9333.62333931777,77,1,575
11718.6536336592,9638.8195920102,106,10,618
11768.9819459757,10221.3105016538,172,12,745
11924.0655968468,9590.72043918919,54,2,352
11926.1409185804,9394.94885177453,95,5,482
12290.5687403994,9276.83333333333,47,0,291
12305.3783491204,10019.2874154263,90,1,445
12340.1541438246,9370.80425669139,156,2,837
12611.8885891557,9509.20528729431,112,6,587
12617.4723822433,9876.8488647916,98,1,357
12724.0774574505,9961.9010072942,91,0,404
12808.6454203262,9375.71066499373,76,5,619
13020.90533847,10095.513667217,232,17,921
13123.6135865595,10125.4127100073,226,18,1000
13239.7615593835,9617.6158960411,41,7,377
13246.7520883859,10134.7431959041,160,4,875
13333.6568588469,9661.22504970179,104,4,501
13353.7150274893,10172.4520464264,136,1,851
13388.393867121,9613.73730834753,58,5,393
13554.0796509212,9898.34561573625,180,12,1052
13614.6426716141,9470.04452690167,25,1,465
13882.7121267969,9275.76004423148,7,0,109
14061.0355655239,9541.80086510734,32,0,207
13909.2572882925,9376.18093475243,23,0,229
14000.075226978,9474.82166018158,86,1,471
14055.4883903975,9552.33077528532,34,1,229
14569.1769959699,9649.27044984206,58,5,795
14563.1380597015,9450.13965884861,12,1,307
14706.0522006141,9681.00716479017,24,2,308
14776.1844724618,10129.7451891175,4,1,73
14814.8455790785,10038.6591946866,28,1,163
14851.4632848528,9871.13692798865,75,2,380
14939.9944161204,9346.38261714008,131,9,734
15096.0046224961,9593.46533127889,96,3,473
15223.4897188418,9756.33487201007,68,3,433
15307.259715994,9310.81315396114,93,3,656
15313.2935470266,9754.72711935892,33,1,287
15433.5117241379,10158.3566047745,37,1,194
15358.9030398323,9587.24423480084,95,2,527
15379.299270073,9955.30267639903,25,0,257
15455.335572843,9297.53500707214,15,7,207
15447.8599388379,10086.1412844037,56,7,231
15456.8674765323,9920.58365543898,7,1,86
15500.379132398,9369.6486050637,62,8,574
15488.7069199457,9579.5196743555,126,1,566
15567.0469741854,9695.56411341515,46,1,337
15564.7128045619,9989.33125972006,109,2,604
15627.0792243767,9744.16177285319,62,3,367
15704.321564161,9606.03075170843,233,13,1004
15767.7871485944,9679.15100401606,99,8,541
15927.8208373905,9686.53602726388,40,2,250
15952.1754807692,9589.78365384615,51,4,426
15984.4688316536,10127.3930571109,58,7,378
16016.4991991458,9743.13454351308,45,1,307
16053.8806434873,9394.00363258952,48,1,404
16075.4689709348,9587.05498821681,60,5,501
16299.4884072581,9600.03276209677,39,2,283
16385.6608352144,9517.84593679458,45,3,298
16431.7929803688,9316.77275431291,39,0,355
16677.6262390671,9483.96472303207,20,1,281
16756.2342552483,9311.96301232922,7,0,81
16835.9293296937,9388.34667879891,4,0,25
16993.5117739403,9281.05416012559,5,0,55
17008.9145262249,10075.8791279948,60,4,454
17044.3010944261,9618.83303639603,57,1,481
17341.9500348594,9554.52312340228,16,1,112
17394.024243879,9647.36461833893,33,1,150
17407.8821318756,9309.96549367954,34,1,220
17635.0100853375,9477.47788983708,103,5,775
17657.1026246719,9685.48713910761,151,1,528
17729.6781954887,10066.9906766917,94,5,387
17737.0009689922,9536.53585271318,161,4,730
18088.9087726974,9492.74228833953,126,7,747
18229.2722353737,9541.30808251606,108,8,577
18760.5738831615,9900.1197021764,64,3,207
18966.9262485482,9867.00348432056,19,1,218
19043.3735042735,10110.5978632479,22,2,242
19099.4891480402,9598.30417881438,68,2,487
19090.9791816224,10025.1952620244,20,0,252
19124.6685692542,9700.19710806697,37,2,351
19135.2542932629,10145.8507265522,32,0,238
19180.0550271739,10071.4517663043,64,7,335
19208.2823104693,9917.32563176895,57,1,369
19220.5783633842,9794.54600092464,13,0,149
19233.3383141762,9600.97049808429,39,0,483
19268.4557620818,9856.75092936803,50,0,441
19273.1159848165,10137.3074652046,35,4,310
19294.7952069717,10453.4720406681,30,1,606
19323.4354269584,9744.29004940014,54,2,485
19338.7496004262,10031.8428343101,58,3,459
19352.5032451323,9594.29156265602,27,0,432
19434.9400479616,10225.2334132694,14,0,327
19444.6627155172,9339.9375,89,5,909
19630.4494799406,9752.45616641902,45,4,296
19632.9171511628,10350.8968023256,31,0,213
19510.5269186713,9941.05765559374,44,6,431
19533.4280922432,9829.89811320755,59,1,323
19532.0528846154,10097.6902472527,46,1,347
19541.8831775701,9557.77531152648,35,2,356
19564.8099009901,9664.60356435644,40,1,276
19596.2757182576,9447.56580166821,71,3,435
19663.3810703667,9998.52378592666,56,2,378
19696.0455573506,9846.11631663974,64,6,424
19713.5120870266,9619.39605157131,42,6,403
19799.1901206203,9955.57179781735,191,4,769
19815.5421428571,9583.41785714286,76,4,524
20093.9050339165,9679.66511960014,137,7,770
20153.8729877418,9544.87195392113,152,3,928
20164.9488926746,10158.3824531516,86,1,470
20183.6493078444,10041.1364535267,145,17,694
20299.016472593,9798.77477989208,162,7,749
20320.0297339593,9584.83098591549,60,2,589
20421.6654051647,9980.5035618878,196,3,748
20414.4405649274,9586.82267555904,135,5,486
20531.003591954,9968.44576149425,148,7,639
20669.9071501186,9443.03287021349,80,2,590
20720.1849710983,9847.86358381503,195,11,802
20740.2714606742,9498.80629213483,108,3,499
20763.8299319728,10171.8984450923,127,1,381
20864.0655994978,9725.96861268048,168,19,669
20939.8608815427,10108.2865013774,155,9,475
21152.6614918591,10122.1007194245,119,1,357
21208.0602368866,9795.44500846024,162,9,739
21376.1146341463,10023.1926829268,36,4,236
21425.9081983309,9956.49926362297,57,1,288
21914.3716558207,9815.09399855387,51,1,349
21985.6101041265,10137.5962205939,117,2,520
22096.166488794,9900.53397367485,64,2,473
22111.5154130703,9402.91697492807,68,2,642
22218.4184878913,10128.9506792676,126,2,705
22356.3420123566,9345.85172109444,9,0,220
22438.2010723861,9316.10634495085,15,0,291
22517.0242735648,9678.75372076541,98,4,791
22718.0100214746,10191.6585540444,79,1,621
22802.8606918239,9620.96918238994,25,2,611
22837.1963201821,9950.37974203338,118,1,501
22969.5208450704,9673.92394366197,27,2,524
23451.9030012005,9400.74957983193,184,8,1011
23564.542866941,9962.15294924554,24,2,132
24250.3479404032,9918.18375693836,135,7,610
24384.5514372163,9962.43645990923,100,5,606
24477.8034472331,9957.74448140308,48,2,440
24618.2705738706,9832.22954822955,141,7,996
24624.2894421834,9622.55901364616,133,3,978
24718.3866120219,9369.08645589383,126,1,1181
24942.2643029815,9708.73113080849,94,2,826
24944.1030735796,9550.52995963986,99,4,841
25018.6658996779,9268.56879889554,13,0,224
25026.1520391517,9823.59902120718,81,4,615
25050.6025445293,9329.37353689567,38,4,384
25092.2733080928,9503.99313771888,81,5,626
25102.3382247674,9933.22798854689,84,4,725
25130.1660899654,10108.9254901961,51,4,532
25146.116639478,10024.7251223491,66,1,361
25195.7345212927,9415.63787375415,46,2,347
25247.8641975309,9936.14784703403,57,3,435
25264.1239137432,9498.10653363373,50,1,489
25317.632923368,9836.89435509303,42,7,496
25320.776032152,9745.36463280965,30,2,358
25381.1683501684,10053.3288439955,60,0,289
25375.9415180423,9468.07714641228,76,1,501
25457.2118171683,9769.89353400223,43,1,380
25429.171594509,9615.87354804646,79,2,538
25448.5965844402,9887.94231499051,49,2,398
25449.9589816124,9968.91984912777,99,1,482
25480.5487967914,9512.37299465241,60,0,435
25573.1359003398,9721.63646659117,84,2,600
25604.5477492638,10165.8195204039,51,1,302
25671.4540071062,9836.08764311094,68,2,518
25702.8121806663,9439.37972613938,92,2,841
25737.3887987013,10127.5174512987,86,3,391
25784.3496246872,9549.62418682235,27,5,249
26030.6687014428,9815.73307436182,12,1,211
26170.446440278,10252.8910449718,104,3,375
26184.8335078534,9927.4612565445,89,2,311
26241.1899810964,9994.66729678639,58,3,201
26282.7467771639,9906.24125230203,79,1,300
26290.7405632115,9324.51707609347,88,4,467
26305.5847457627,10033.5141242938,40,3,147
26326.8592708742,10150.0364562917,36,2,229
26381.5634387983,10288.4172259508,28,0,234
26373.0480572597,9834.57464212679,107,3,249
26371.4095744681,9968.49521276596,54,1,168
26398.2426666667,10094.9093333333,101,0,349
26488.1739130435,9831.17299448867,68,1,205
26883.9314630682,10016.6107954545,121,5,577
27866.8403041825,10082.1049429658,74,2,407
27928.1821782178,10191.747029703,49,8,497
27975.219792357,9960.61917384581,244,5,910
28658.266091954,9982.76954022989,160,18,762
29188.1182364729,9815.34669338677,58,4,177
29211.6306643952,9976.39693356048,105,5,394
29300.2790373212,9921.53051970701,81,4,328
29387.1081818182,9341.51909090909,70,6,576
29646.4782608696,9363.23081052066,66,6,555
29834.9043250328,10044.2351245085,101,1,310
29913.38585209,9319.41438906752,82,6,386
30027.5038424592,9289.32228626321,56,2,396
30032.5565920398,10149.1778606965,101,0,420
30063.7684501845,9975.28090405904,115,2,271
30231.6808681672,9743.66237942122,97,3,503
30242.1974683544,9979.84911392405,107,3,336
30306.64569161,9669.01700680272,110,4,431
30319.5686873092,9915.26733536851,123,12,429
30404.9390645586,9600.38076416337,78,6,545
30497.7088572991,9739.56478950246,195,17,929
30507.9103156274,9476.19553502694,112,5,395
30509.2538604077,9280.96417541692,64,6,341
30536.3011363636,10153.5619834711,51,3,269
30611.1821305842,9474.93547155403,68,6,250
30640.6663286004,9372.73275862069,106,4,377
30672.4051015997,10159.6312148725,74,4,240
30767.3606389515,9924.64550481262,171,13,563
30780.3701030928,9469.34982817869,115,14,376
30792.1576470588,10050.8964705882,112,9,459
30854.97596021,9688.70212765958,174,14,555
30865.1617586064,9329.50974699295,81,5,331
30878.4307100086,9969.28272027374,59,4,290
31056.1333132711,10125.4655431839,59,8,271
31204.8594276094,9958.20538720539,81,10,290
31337.5270607827,9500.27685262281,167,9,602
31708.414500684,9289.35385316917,89,4,391
31790.7942359249,9562.36796246649,45,1,223
31851.8600204848,9634.52850802322,105,5,443
31911.3657314629,9788.43553774215,88,6,274
32396.5036385175,9773.09967845659,28,1,116
32381.0407239819,9737.52324146442,30,2,145
32407.0365235035,9618.44944200203,64,12,473
32412.0998824912,9802.04494712103,63,1,348
32488.0117211598,9575.79086983344,65,21,474
32563.9389027431,9974.6954488778,238,4,832
32799.4657454262,10076.0064227326,104,2,672
32830.098567818,9864.52805391744,216,9,616
32816.079216936,9575.37559754154,165,2,641
32801.715833835,9399.38049367851,83,1,576
32942.4563106796,9712.0213592233,107,5,418
32965.2426880223,10053.8697771588,198,1,712
33173.5061340044,9644.76502044668,151,5,711
33311.7362681745,10200.2889741519,229,6,711
33684.3546244251,10587.2595809913,127,6,535
33361.9366582492,9783.35206228956,319,22,810
33486.8040114613,9949.67077363897,126,4,313
33586.1401682905,9443.07251992914,610,47,2474
33819.7294595439,9802.4745392065,250,7,844
34059.3012457531,9846.76878067195,259,12,859
34078.9877354358,10143.8738501971,123,8,376
34086.421692607,9961.23346303502,93,3,329
34176.4192273924,9946.4209833187,186,6,663
34237.6994839222,9532.48987693529,141,6,581
34394.801667398,9651.22334357174,97,2,420
34664.8737113402,9901.23298969072,123,9,489
34710.8405486498,10058.3077582512,169,11,509
34808.9415907208,9310.11888980944,133,2,675
34847.2929093979,9635.32583005065,153,0,473
34909.3731800766,9386.56896551724,106,0,610
34972.6254117647,9637.61741176471,114,3,482
35123.8853643216,10124.3649497487,88,2,213
35302.9248317128,9606.77860882573,127,4,52
36459.7077820334,9823.39902506964,543,24,1931
36861.4489740082,9827.50451436389,290,21,1054
89.0346968590212,10402.8272461651,55,2,380
137.42540620384,10329.8257016248,41,3,309
240.993851313583,10453.5461151481,46,2,409
294.25682382134,10399.5244003309,38,3,278
651.136725663717,10292.5261061947,89,2,441
661.171215880893,11029.7337823467,101,20,538
749.709754163362,10923.3223632038,75,7,362
759.964315352697,10244.7058091286,21,1,170
850.786710418376,10325.0348646432,24,1,283
1352.2813257882,10849.9814066289,263,17,428
1073.70913107511,10273.1524300442,86,5,350
1358.02595214021,10863.4826423997,47,5,153
1453.67617237009,10882.9128643853,265,7,464
1518.70663404024,10760.3096791735,54,15,211
1955.00195838433,11074.8022031824,150,1,445
2299.06181353768,11080.783908046,273,10,443
2376.86347965985,11050.7508618708,188,12,274
2820.79311287237,10385.473626674,20,4,219
2847.26801405975,11122.5724956063,40,2,356
2900.21351156069,11005.8316473988,13,1,125
3244.52380952381,10387.4882024882,186,4,256
3323.78029400079,10376.7115613826,85,0,140
3402.11168495804,11522.3098773402,63,1,289
3501.770228362,10268.9613758105,134,6,411
3848.89254674743,10754.1058730577,166,12,358
3958.32827431141,10364.8161888702,73,2,357
3999.90174563591,10919.021446384,91,6,182
4036.22426265999,10435.8522537563,152,15,512
4118.15180423061,11045.8048527582,149,13,526
4162.3776844071,10830.0532212885,196,13,306
4178.64496644295,10723.4869127517,93,9,191
4252.10373066424,10592.440855323,105,6,405
5387.16537867079,10259.9513137558,28,1,385
5492.81763826607,11120.6726457399,51,1,176
5741.90729553903,10916.3059944238,165,2,493
5766.80113636364,10823.8099173554,74,4,187
5854.44733631558,10811.0910939406,125,2,261
6208.65932835821,10642.4141791045,142,6,434
6377.67211093991,10942.3796610169,90,4,577
6632.068125,10842.523125,117,4,604
6796.96367112811,10926.2912683238,92,0,513
6973.63076923077,10690.8272727273,135,6,615
7374.28812289247,10817.4102660172,40,2,445
7451.96010006254,10703.7939962477,204,9,939
7418.93869096935,10897.5401822701,159,2,797
8024.11458773784,10291.8253699789,166,6,916
8072.47171253823,10765.1345565749,126,6,604
8167.50781598928,10418.2438588656,100,6,808
8222.17141604559,10751.7207365191,85,7,497
9153.28473581213,10355.7304305284,44,2,517
9265.26670066293,10307.6976032636,46,1,384
9441.05636843368,11056.3055888702,90,5,489
9663.73949023502,10646.8586560741,169,4,709
9711.45790864477,10506.8788221971,87,1,383
9773.55845351335,11033.9104019638,206,13,966
9787.00403225806,10482.7638888889,73,0,567
9874.74886946036,10985.1653602653,144,4,826
10033.1218791064,10226.8423127464,98,2,732
10125.2124420913,10854.204868005,427,19,1895
10317.5592294422,10421.6170212766,184,3,1068
10338.2429973665,10678.2355757721,229,3,936
10511.6143973214,10635.0694754464,59,2,493
10576.9886633272,10346.6264170841,98,5,703
10610.2624266749,10934.9018215499,118,7,544
11180.4940654941,10824.477048477,130,18,597
11213.6026805997,10237.6594729668,40,4,212
11204.2227559291,11096.8988291804,72,4,455
11279.3731766613,10471.8494732577,214,20,646
11644.1603985857,10468.8055287689,120,8,318
11730.9279336735,10701.1830357143,119,16,243
11774.7900847192,10493.3821775965,54,1,285
12015.3816579896,11066.9987985583,47,3,424
12099.6378504673,10735.0971687741,152,8,390
12096.6249146758,10576.2088737201,62,1,355
12292.4177631579,10454.485745614,127,6,597
12436.818668707,10713.8745218057,126,3,519
12574.0835603996,10620.5217983651,91,0,519
12583.2427803895,10446.7810611148,60,1,678
12680.4625928041,10252.1736150771,84,1,437
12743.5779069767,10384.3104651163,49,0,462
12760.784015852,10269.8282694848,49,2,500
12816.2343971631,10742.9390070922,73,1,533
12839.5427526292,10605.8267032465,45,2,411
12910.6301901436,10638.3275126116,101,2,494
13035.2435163355,11016.4984843382,129,4,380
13133.7036144578,10782.8797034291,170,5,612
13179.4363942713,10910.4090143218,76,1,260
13203.665958351,10989.1330216745,129,1,283
13401.7694109772,10463.3373493976,110,1,564
13437.7419354839,10381.9782153331,26,1,259
13570.8097868982,10293.4632991318,20,1,328
13601.5105112899,11086.593044381,86,7,591
13581.2269326683,10407.0511221945,48,0,314
15063.4426381793,10446.5610775662,53,4,166
15087.124171608,10531.7865364492,54,4,165
15279.8921229171,10430.3276347111,36,4,141
15315.8268090154,10799.9137999209,182,16,410
15363.9743589744,10241.0205128205,46,3,255
15416.9483721826,10445.5734925833,66,6,234
15381.2278074866,10625.2912655971,163,21,638
15472.9318181818,10280.2560337892,70,1,294
15591.8820474777,11057.5841988131,107,1,289
15695.2559366755,10566.5584872471,148,3,765
15723.7474633596,10931.7077226607,91,9,362
15758.9565096181,10778.318093114,73,5,487
15994.3415768854,10365.375122429,147,9,643
16058.430620294,10828.7156686985,71,6,328
16112.3609467456,10710.5661787605,141,11,473
16123.2651118515,10353.7962874822,131,6,580
16344.2926181625,11465.862984599,40,2,253
16425.7313956402,11465.4893510398,38,4,342
16833.9514421322,10950.3514664719,195,32,1072
17371.362704918,10526.8299180328,72,8,828
17641.1230314961,10304.3200787402,119,1,631
18330.9226311214,10459.3929295856,141,1,679
18349.7503272251,10770.1102748691,115,2,341
18436.8623069339,10702.9106145251,62,3,211
18607.3574589951,10250.7724550898,130,0,510
18699.7119314436,11014.081410679,122,5,436
18700.2633647799,11102.1497641509,106,3,561
18832.5062120011,10918.0452022205,161,3,439
18978.1031578947,10322.2257894737,91,2,716
18986.8611521418,10943.3471196455,239,4,737
18991.3786359077,10565.777331996,124,4,982
19169.9238291302,10460.7447246526,75,3,832
19188.6305825243,10222.4131067961,20,0,397
19200.408496732,11015.5434640523,139,8,427
19275.167017755,10910.5907312669,224,9,940
19266.7114803625,10352.4901812689,16,1,436
19334.1370580533,10597.073766914,62,1,455
19357.0326009922,10299.3217576187,8,0,358
19709.6196646341,10460.53125,13,0,310
19440.3529411765,10573.862745098,13,0,328
19465.9568345324,11232.7721822542,108,8,373
19529.3687707641,10200.4091124822,21,1,260
19554.3680445151,10353.8696343402,13,0,378
19586.7574257426,10757.8059405941,111,4,691
19610.1576642336,10529.9902676399,15,0,406
19691.2215029552,10892.3810864059,161,15,856
19693.9400769654,10214.6217702034,15,1,363
19786.4485801995,10553.3123561013,98,0,744
19825.7268170426,10334.8571428571,36,2,547
19876.0429906542,10985.48,67,4,514
20066.5913445656,10640.6560951437,61,0,697
20076.4972492594,10508.2187896741,12,0,302
20165.8835770529,10271.6940382452,0,0,223
20265.703609187,10538.6332482683,22,1,211
20281.1312192455,10791.0049207217,100,3,802
20284.5442721361,10270.627813907,24,0,322
20449.4627725216,10396.4804607158,89,5,423
20465.4972402208,10494.2625389969,119,11,557
20499.195577056,10266.1893572909,115,4,749
20540.1988785047,10912.9214953271,118,2,545
20606.4324324324,10974.65625,156,3,558
20646.0240289664,10379.6198156682,81,1,481
20647.2403416023,10552.0146400976,110,2,572
20711.2059912487,10747.5159878829,81,2,373
20727.3435168739,10256.0586145648,48,3,310
20746.7649212743,10604.1113145368,87,4,421
20853.9973657548,11026.4389057751,168,5,704
20842.4290882779,10518.4070188133,97,1,588
20931.8694394213,10334.0911392405,76,3,642
20937.2164634146,10811.1411149826,114,6,476
20974.2430107527,11101.3949820789,82,4,281
20987.1562990068,10601.4584422373,75,1,534
21051.0066371681,10722.7883480826,100,3,607
21144.2844398789,10553.1308931661,85,8,937
21217.1875,10324.216,28,2,316
21249.7937007874,10430.2523622047,61,0,485
21317.6677777778,10818.107037037,139,3,821
21307.5190744215,10205.9343339587,43,3,329
21333.0058309038,10573.4277384423,155,6,917
21427.5571847507,10417.6284038542,96,3,432
21465.0750463249,10833.3085237801,106,0,434
21790.0745299145,10622.2020512821,208,5,808
22045.3999301432,10267.1589242054,24,0,511
22321.0660260384,11047.3177309361,76,3,305
22365.5660994764,11094.2997382199,124,2,446
22251.2677758817,10958.7162969283,229,1,699
22335.5759259259,11062.8092592593,42,1,185
22564.4137132268,10249.8841788279,53,4,555
22589.8955823293,10449.3001479603,174,0,651
22595.5142679901,10359.5257444169,32,2,283
22682.8459024635,10939.5497737557,97,1,575
22681.122965642,10561.1330922242,133,3,678
22777.7172590458,10725.1617034902,159,5,837
22987.7264573991,10517.5056053812,113,2,829
23051.2110939908,10854.750385208,102,1,541
23095.8160449668,10651.4583546244,149,2,560
23134.6779661017,10554.7209908735,62,3,338
23169.400985793,10471.236590316,128,19,595
23154.3387259858,10833.1075160094,164,2,463
23275.2183948864,10732.2329545455,106,3,420
23468.9618423588,10965.4316824051,344,4,940
23776.2654165164,11036.6303642265,65,1,356
24114.2779978394,10928.6975153043,137,7,370
24557.1727272727,10587.7378787879,37,2,647
24729.4640241275,11010.5023696682,79,1,552
24810.7988304094,10234.1502923977,39,2,433
24952.4696261682,11019.6362928349,65,3,238
25285.8496986884,10778.1212336051,25,1,191
25412.8188314418,10728.8045397226,45,1,182
25475.1536824181,10633.9395487441,74,5,244
25815.1708011387,10461.9373729158,51,1,551
25814.0121872996,10245.4887748557,35,1,320
26137.1495577593,10283.8616992763,48,1,347
26208.8845152895,10218.4970722186,43,3,308
26324.9803192653,11026.8672643779,161,8,761
26325.961014383,10390.9227857684,42,1,456
26393.7536708306,10279.9346920885,17,0,216
26470.4639670556,10245.7426218257,20,0,385
26680.9835004853,11069.6201876415,113,3,588
26810.2876272094,10602.1499732191,92,3,931
26870.5748945148,10217.7310126582,70,2,603
27063.4622051035,11071.2681752528,57,4,258
27156.9041575492,10365.5024070022,50,1,416
27193.787991334,11026.9894769421,189,4,658
27344.7271589487,10406.5694618273,81,6,508
27952.1718966954,10407.8203276868,116,8,712
27997.6397368421,10832.1405263158,123,5,555
28013.0773745998,11070.4701173959,69,3,468
28051.8228869896,10589.7765906933,68,9,309
28058.6082304527,10400.5058984911,72,4,636
28058.4876660342,10699.2770398482,87,6,407
28082.1191841938,10865.086042065,34,2,300
28179.3528134255,10910.9476801579,62,4,578
28477.9599282297,10387.2075358852,77,1,1320
28513.9950708564,10681.2144177449,81,1,610
28578.3864990073,10742.6048974189,72,11,405
29063.0883507853,10525.2684882199,118,0,1133
29206.7291187221,10602.5202382564,217,4,1659
