Xpos,Ypos,NGFR,JUN,LOXL2,SERPINE1
48.5313351498638,831.880411746897,0,0,1,68
86.8882920110193,1108.44876033058,0,0,2,27
149.829612669338,544.652261018889,0,10,1,365
61.8950233281493,904.531104199067,0,0,0,60
112.774875283447,170.560181405896,0,4,7,467
93.4985994397759,727.741596638655,0,1,0,83
244.419477074649,129.624478969307,0,3,0,160
350.402646944336,567.649046321526,2,0,0,286
296.321856287425,15.4565868263473,0,2,1,101
412.222600619195,956.332817337461,0,0,2,104
410.65695253955,11.8692756036636,0,0,0,99
421.13444924406,320.797516198704,0,2,0,118
450.235969387755,673.973852040816,0,0,0,126
463.839575971731,270.227561837456,0,4,0,74
505.359174133229,323.356836774445,2,0,0,90
505.426194539249,121.898464163823,0,0,0,139
510.671952428147,905.084241823588,0,0,1,118
511.275107091861,230.053783912423,0,2,1,90
610.29089376054,338.461214165261,0,5,2,158
630.468423169751,515.114038616251,1,0,0,194
690.282404508453,359.033813400125,0,7,0,60
711.477993858751,285.25230296827,0,0,1,131
752.971443012383,442.150871872631,0,0,0,117
746.088785046729,218.556074766355,0,1,0,140
772.285278745645,818.871951219512,1,1,0,105
788.472511144131,285.477340267459,0,1,0,130
835.053453294522,72.8465202434507,0,0,0,214
859.499245852187,345.266214177979,0,0,1,126
938.230198373055,749.181104609676,0,0,0,114
878.518023491292,900.716889428919,0,0,1,49
957.477564102564,379.541666666667,0,3,1,66
926.098765432099,454.322530864198,0,3,0,55
947.456078083407,108.614019520852,0,3,0,220
1169.66170388751,630.273779983457,0,0,4,35
966.894132653061,883.661989795918,0,1,1,58
1016.85628140704,307.462814070352,0,0,0,30
1052.09421364985,368.612759643917,0,1,1,64
1139.95629238885,558.484300427028,0,1,0,78
1126.89514679449,441.900539245057,0,3,0,22
1146.55020720434,890.508128785464,0,0,0,27
1161.59102611254,365.333946303788,1,0,1,50
1243.36338546458,443.928472861086,0,1,0,62
1247.90361445783,845.452530120482,0,0,0,74
1265.71317280453,553.215297450425,0,1,2,68
1308.78660547827,687.232324680912,0,0,1,100
1554.34090115264,349.49598323437,0,3,0,23
1651.54981378026,906.722067039106,0,1,3,58
1668.37016229713,451.626716604245,0,0,2,71
1705.25013865779,399.120909595119,0,1,1,70
1815.13487437186,407.792763819095,0,1,0,81
2131.01329592584,169.420834349841,0,0,3,16
2186.61900493052,272.029807261318,0,2,0,10
2237.96534653465,582.947400990099,0,0,0,17
2266.63838502048,455.290228203628,0,0,0,7
1900.76150306748,264.988496932515,0,2,0,7
1953.36397826995,307.505641454242,0,4,0,28
1904.28571428571,489.642857142857,0,0,0,44
1978.14188679245,386.923773584906,3,6,1,9
1995.49305263158,702.392421052632,0,1,1,22
2068.07381656805,605.51050295858,1,6,0,15
2006.75352733686,202.292768959436,0,1,14,20
2047.09922555663,432.406582768635,1,6,13,9
2048.2307277628,307.316442048518,0,4,2,17
2075.18328416912,57.7767944936087,0,10,0,15
2116.33966418938,499.95183044316,0,1,0,4
2150.81932284807,205.562795382351,0,1,1,13
2092.51396276596,373.84375,0,0,4,19
2134.53242074928,786.829250720461,1,0,0,38
2203.29950422864,480.394284047827,0,0,0,29
2212.49482758621,46.1738505747126,0,1,0,40
2265.32958454618,538.718179412543,0,2,1,37
2254.64647115694,376.202062520142,0,1,0,24
2297.93029814666,107.126107977438,0,2,1,27
2308.41493775934,304.232365145228,0,3,0,1
2334.97030953885,236.939355653822,0,0,0,4
2339.01646791596,449.657580919932,0,1,1,18
2388.89645308924,532.710526315789,1,2,1,10
2398.10835453774,360.194020356234,0,2,0,8
2412.54339622642,243.747169811321,0,0,1,6
2412.04208273894,36.9336661911555,0,1,1,62
2447.60121580547,463.392705167173,0,2,1,4
2472.43139348639,72.4201815269621,0,5,3,87
2522.66498242531,149.725834797891,0,5,0,16
3150.10957923008,437.438137869293,0,4,3,75
2920.54953606705,633.493265489374,0,1,2,81
3093.85725320562,636.838405685154,1,4,0,125
3148.13218254907,507.303144951525,0,5,2,62
3152.53905126976,389.309694936911,1,2,3,90
3489.81992337165,267.806787082649,0,5,5,57
3586.98436437797,551.477226376615,0,1,2,55
3636.40351758794,619.58040201005,0,2,0,21
3681.44521618337,415.428720263935,0,9,1,87
3718.85747126437,607.341762452107,1,0,1,19
3786.83614804168,1174.23032698527,0,0,0,50
3842.10600303951,584.72188449848,0,0,0,11
3930.46447140381,551.145580589255,0,0,0,11
3754.26550680787,532.055219364599,0,0,0,7
3873.43161803714,572.900795755968,0,0,0,5
3924.91185410334,808.245187436677,0,0,0,6
4010.87095905172,805.768857758621,1,1,0,12
3987.62382790954,46.6795366795367,1,4,0,7
4062.25409403064,911.444268357105,0,0,0,9
4147.75641828428,404.848465873513,1,3,0,11
4091.61031119368,816.089642359498,0,3,0,6
4168.47743732591,583.664066852368,0,0,0,5
4255.60656185919,648.579357484621,0,4,0,18
4406.70388802488,562.517107309487,0,1,0,9
4429.45678063773,731.963887821744,0,0,1,2
4449.6904078116,417.085582998277,0,3,1,7
4530.64382740711,481.02556931682,0,0,5,23
4555.0069641842,887.437180216032,0,1,0,38
4533.0602178091,672.150544522742,0,1,0,3
4616.09429280397,748.385268381873,1,1,7,5
4602.35672937771,557.416787264834,0,1,1,8
4668.42559188275,329.687711386697,0,0,1,2
4691.38111794597,629.430596416154,0,0,1,1
4692.94496095203,147.160654518408,0,0,0,1
4805.54265108182,895.717234518776,1,2,1,22
4781.00559440559,79.2699300699301,0,0,0,2
4741.55182926829,513.396951219512,0,0,0,0
4776.13426392287,364.095553317024,0,0,3,3
4759.31108426457,219.750226517668,3,4,3,3
4806.6164021164,526.201058201058,0,0,0,0
4876.9095603192,214.306837740573,0,1,2,27
4901.68095712861,804.183449651047,0,0,3,1
5011.49284870752,411.827319249442,0,2,2,5
5022.61843150607,595.832255135626,0,0,0,1
5062.01063829787,715.923852183651,0,0,0,0
5147.26783258007,335.496757712714,0,0,2,4
5170.4829571626,189.638645785352,1,1,1,1
5197.9407367859,83.671115856914,5,1,2,7
5301.08121693122,639.840211640212,0,1,1,7
5241.94792947929,516.786387863879,0,0,1,2
5243.09601259182,291.552465897167,0,0,0,2
5242.75424413905,587.188358932902,0,0,0,0
5292.17473524962,464.613464447806,0,0,0,0
5329.16717248356,367.061709661103,0,0,2,0
5347.91006905412,120.425887265136,0,0,2,0
5397.0323777403,440.42934232715,2,1,2,1
5398.99113591596,690.267235718976,1,1,1,2
5404.44313417191,894.586215932914,0,2,1,16
5514.31624583135,224.092520247737,0,3,1,10
5522.57144892435,762.973642969084,0,2,0,4
5500.97144194757,495.395599250936,0,0,0,1
5641.45240577983,645.132876508267,0,0,0,4
5648.18944547516,633.387755102041,0,0,1,12
5620.93252361673,682.745614035088,0,0,1,7
5765.76610551432,157.110816542948,1,8,5,60
5707.91880638445,405.559333795975,0,2,2,34
5712.14460909555,530.473173224323,0,0,1,13
5796.58814814815,335.146913580247,1,3,2,30
5814.35764250633,443.736270278315,1,2,1,25
5791.06775559589,788.941923774955,0,0,1,15
5894.26105717368,848.282512285749,0,1,3,52
5851.70566037736,570.470754716981,1,1,2,9
5856.41519174041,252.219026548673,1,5,0,9
5869.09402985075,146.740298507463,2,8,1,28
5942.91577698695,275.987939897193,0,1,3,20
5928.35252336449,623.32523364486,0,0,0,7
6042.42306996926,785.450913035617,1,2,1,13
5989.63755795981,605.712519319938,0,1,0,3
6017.03225806452,93.3007590132827,0,2,3,19
6065.09691232815,947.1507775524,1,6,1,50
6055.43250127356,689.987773815588,0,4,0,9
6052.51741654572,574.064586357039,0,1,0,7
6078.77849462366,478.065591397849,0,2,1,16
6087.21646623497,360.234967622572,1,2,2,9
6146.63273453094,823.933244621867,2,2,3,17
6153.15805892548,122.442287694974,0,0,1,2
6136.55711667685,307.507635919365,0,0,0,3
6160.00175336061,684.155464640561,0,6,0,14
6175.55420875421,518.662626262626,0,7,1,24
6239.52503265128,766.940647221013,0,1,0,18
6248.30995106036,513.817292006525,0,1,0,4
6250.77574370709,152.066361556064,3,1,5,7
6335.30049610206,362.435152374203,0,0,0,3
6337.91778341181,688.122781600869,0,0,0,9
6389.21202003339,532.092445742905,0,1,0,10
6404.31525641026,241.839743589744,0,2,1,11
6350.03858267717,569.379527559055,0,0,3,8
6382.74878892734,399.895501730104,1,0,0,3
6408.95051102743,154.087143625605,2,3,0,8
6438.21146131805,826.527793696275,0,3,0,14
6464.48444444444,453.577333333333,0,3,0,2
6514.21315410466,408.446231397023,0,1,1,0
6497.53231179214,373.26982011992,4,2,4,1
6530.11556111806,684.947434292866,1,0,1,0
6522.31853167555,578.265245707519,1,1,0,0
6530.19350473613,436.074875958503,0,0,0,0
6617.55207100592,577.822287968442,0,11,0,0
6621.12424242424,813.683746556474,0,0,1,0
6626.09533635988,912.031778786628,0,0,0,2
6713.5101663586,488.780591497227,1,3,1,0
6691.07150205761,651.18158436214,0,1,1,0
6719.32547699214,872.149831649832,0,0,0,0
6774.69551616267,597.417622523462,1,0,2,0
6806.68224299065,859.680996884735,2,0,0,0
6811.12024221453,679.802335640138,0,0,1,0
6870.44170771757,886.101806239737,2,0,0,1
6951.10317460317,1336.10793650794,0,0,0,4
7174.73467421414,908.828495724437,1,4,2,2
7165.87031910243,431.608334547574,2,3,2,0
7153.56187581416,563.591836734694,1,0,0,0
7168.63622754491,88.1983532934132,0,1,0,0
7210.9663936741,770.167749223383,0,1,0,0
7188.83288698447,673.981253347617,2,1,0,0
7228.89749017236,281.849712730572,6,4,2,0
7292.4429022082,211.315457413249,0,0,1,1
7295.07004120071,691.612419070041,0,0,0,0
7334.44116821118,48.3055321538894,0,0,0,13
7302.5931941222,477.65158546017,0,5,15,2
7319.60135135135,826.55472972973,0,0,0,0
7409.65033207683,284.799497397236,2,7,19,93
7414.01817478732,568.264887857695,0,3,0,19
7401.3714661407,828.232084155161,0,0,0,19
7445.84122137405,702.018320610687,2,15,2,41
7477.10354767184,877.607760532151,0,2,0,29
7477.24866857845,513.063293732077,0,8,2,71
7547.24968611367,697.112245752072,1,7,3,101
7530.93020072993,74.2828467153285,0,1,0,64
7725.38224091414,723.259482621806,1,0,3,168
7854.14206247326,33.8506632434745,0,0,1,158
8628.30857487923,63.9507850241546,0,0,4,0
8741.94803348602,192.904280524404,0,1,1,2
8782.0297029703,289.511315417256,0,3,1,1
8858.82644628099,160.855175127902,0,11,16,0
8898.19880457381,341.993503118503,0,1,1,1
8888.21654135338,1269.19022556391,0,0,11,14
8985.86564525634,1272.35297583972,1,2,1,8
9040.53961279693,238.807908828779,0,2,4,0
9048.11715664765,127.717858709961,0,4,11,0
9137.16554357592,1335.38791554358,0,7,0,15
9172.20220900595,750.702209005947,0,0,0,0
9269.44,77.2775757575758,0,0,0,5
9264.10646766169,1319.6263681592,1,1,0,58
9397.23034424139,927.044198895028,0,0,1,9
9411.70797158642,33.6385161799526,0,1,0,4
9463.97324656544,17.7498192335503,0,0,2,3
9289.24254881809,921.699897225077,2,1,1,12
9290.21052631579,29.1756122980719,0,1,0,2
9374.3597924773,713.002939904885,0,0,0,9
9399.55750085822,932.050120151047,0,2,10,46
9437.84045307443,27.2883495145631,0,0,0,2
9566.00924855491,902.21204238921,0,0,1,32
9542.06613594611,225.605021432946,0,0,1,18
9477.54563394179,688.391711889492,0,0,0,26
9512.01254089422,543.326608505998,2,0,2,21
9615.50287049399,670.747596795728,2,0,3,31
9540.34526558891,815.094110854503,0,0,2,8
9626.06587561375,312.166939443535,0,1,2,7
9671.42252631579,56.7105263157895,0,2,1,14
9728.92599388379,332.169418960245,0,0,1,5
9752.51737089202,146.459467918623,2,2,1,11
9842.10233795324,805.105977880442,0,0,0,6
9770.3128342246,868.274732620321,0,0,0,3
9796.77610094013,279.840425531915,0,0,1,8
9797.44835680751,742.477112676056,1,0,1,10
9820.98503166379,557.592976396085,0,1,0,3
9867.21685254027,260.32156133829,0,0,0,13
9867.36350877193,620.480701754386,0,0,0,2
9940.55940934066,530.874885531136,3,3,0,29
9885.85017421603,371.235772357724,1,1,2,5
9945.58141263941,726.726394052045,0,0,0,6
9966.39817503111,643.931148900871,0,0,0,6
10028.5790598291,599.960113960114,1,0,1,6
10035.5333969466,887.67334605598,0,1,1,27
10075.4124647035,783.62666397741,0,0,1,4
10171.3842623685,859.417730020148,0,3,1,41
10179.2596439169,761.99703264095,0,2,0,33
10477.0035343035,624.360083160083,6,2,8,68
10541.0523297491,522.681577060932,0,2,1,56
10263.1135646688,758.587201442091,0,0,0,24
10276.0700720367,912.266863130321,0,0,1,22
10316.1254442075,137.468017057569,1,7,1,134
10330.2496016994,725.46760488582,0,0,0,26
10339.9987531172,884.129675810474,0,1,1,15
10383.8456898718,255.390550389545,1,3,0,79
10438.9237472767,533.701525054466,0,0,3,56
10514.5784665579,564.288580750408,2,0,6,36
10504.4938657498,877.922638118309,2,11,1,77
10462.6279287723,437.554358013121,2,1,1,101
10539.1860254829,187.888368269626,0,3,6,216
10652.6543608676,590.579141670512,1,1,7,49
10703.3761366157,667.712796628964,1,1,4,59
10702.1290619252,492.49233599019,0,0,0,75
10740.1209590517,46.581088362069,0,1,1,63
10757.5166752181,1357.22370446383,0,2,0,16
10815.5014742572,446.815150827852,0,2,3,67
10891.9482775639,578.902773664989,3,6,7,87
10927.5695846046,910.593757333959,0,1,0,20
10909.333819242,29.899416909621,0,2,0,47
10920.9808563195,310.236105393166,0,1,21,83
10922.9186840472,836.040968342644,1,0,0,24
10963.2543252595,491.686851211073,0,6,2,35
10962.3004231312,737.844146685473,0,0,0,33
11025.8490356083,669.019658753709,0,0,0,37
11113.1795595096,740.791906260171,0,1,0,60
11049.6843016069,533.770580964153,0,0,3,33
11129.4594447469,251.391290146979,0,5,0,61
11078.5931576514,60.5108645399908,0,0,0,50
11194.4442826893,1026.78811540498,0,0,0,18
11160.9527121001,260.840055632823,0,0,2,51
11183.333440618,27.3241068554876,0,0,0,31
11208.0071085495,503.153698366955,1,6,6,55
11184.1069836553,93.1612184249629,0,1,0,13
11225.193989884,652.91520380839,0,0,0,51
11313.20882452,439.151902997642,4,7,22,62
11362.9143721634,513.846898638427,0,4,0,47
11447.6657294079,154.304995038042,0,9,1,119
11517.4688060084,308.811129128617,0,4,4,75
11494.4028455285,430.00487804878,0,32,1,58
11615.3907261714,636.398802478591,0,13,2,83
11567.1115301724,433.105603448276,5,6,3,59
11641.8078266946,71.4640111809923,0,2,0,31
11710.5992666317,248.81718177056,0,3,3,59
11713.8294209703,74.4866979655712,0,4,1,32
11743.2756368387,643.077400391901,0,1,0,30
11797.4361525705,1343.79237147595,2,1,1,54
11783.5790719697,749.838068181818,0,4,5,30
11794.2221006565,499.542669584245,0,0,2,24
11845.5086893555,440.125633598841,0,1,5,62
11846.6939813507,598.339361401526,0,1,1,38
11873.2395543175,225.34935753437,0,11,1,113
11930.8485434007,566.755053507729,0,2,3,44
12028.2857142857,376.282963727007,2,9,4,24
12037.9548022599,20.713405238829,0,0,0,12
12077.9996033845,218.664595452142,0,4,1,18
12190.8841366103,386.118310458559,0,2,2,10
12183.1210582576,256.698824158204,0,5,0,5
12289.7862448418,207.24704264099,0,1,1,4
12282.903944595,72.6988858777477,1,2,2,17
12365.486804901,110.385956644675,0,1,1,16
12390.4821731749,332.088285229202,0,0,5,13
12393.238372093,28.9208407871199,0,1,3,16
12431.1093907098,463.202895636437,3,1,9,13
12440.1064102564,91.1179487179487,0,0,2,14
12503.6569343066,569.066180048662,1,4,2,14
12572.5367053038,285.728837372673,3,0,6,29
12603.9271854788,501.103484247861,3,3,3,27
12644.3135384615,68.4572307692308,1,6,0,10
12637.111684958,554.905100064558,0,6,2,15
12679.6539256198,199.118801652893,0,0,3,11
12716.9369144285,115.760149906309,2,5,0,6
12894.5722809365,595.237163879599,1,6,5,76
12746.8442437923,562.135762657207,2,2,5,38
