Xpos,Ypos,CYR61,EGFR,LOXL2,GAPDH
7011.17851959361,36.744557329463,0,0,0,0
7012.50484094053,448.291562932227,0,0,0,6
7046.21609604269,350.228546020454,0,0,0,32
7078.83167199549,101.681775437277,0,0,0,1
7105.71239574346,284.717860224331,0,0,0,5
7133.26970033296,701.447280799112,0,0,0,0
7132.44366972477,475.697614678899,0,0,0,2
7171.58940217391,326.03152173913,0,0,0,11
7175.27447663354,159.0067667583,0,0,0,4
7182.00506445672,34.4346224677716,0,0,0,3
7234.26393110436,524.320499831138,0,0,0,1
7256.71105072464,105.342844202899,0,0,0,4
7427.83193277311,1081.38902619871,0,0,0,0
7517.45157215048,1023.31372824256,0,0,0,0
7639.02787834902,426.289645184649,3,0,0,29
7233.16224814422,714.912513255567,0,0,0,0
7273.11847111726,379.035800760982,0,0,0,9
7260.67564595932,192.811984606927,0,0,0,1
7328.09379574372,623.141425515145,0,0,0,1
7287.06235294118,297.885490196078,0,0,0,1
7309.20787325972,19.1262602016323,0,0,0,19
7325.80009920635,234.40873015873,0,0,0,0
7330.54220532319,148.413688212928,0,0,0,0
7431.33786078098,385.700097016735,0,0,0,5
7376.53826266805,77.1509824198552,0,0,0,0
7444.93532338308,130.532852976497,0,0,0,24
7421.91247833622,825.82712305026,0,0,0,1
7416.56290672451,528.796456977585,2,0,0,29
7428.50738916256,13.6724137931034,0,0,0,7
7494.85307835821,223.096082089552,0,0,0,1
7525.56964892412,338.362400906002,0,0,1,5
7572.42241086587,35.5052631578947,0,0,0,0
7591.0956565403,554.068666834045,0,0,0,41
7540.88466467322,462.176847501068,0,0,0,7
7579.38911147773,229.176761725194,0,0,0,11
7740.25596581748,418.836988068365,0,0,0,26
7679.58246805112,318.299121405751,0,0,0,9
7703.2005952381,652.390476190476,0,0,0,17
7759.30956077071,781.567619395489,0,0,0,8
7753.97307051638,192.199611327041,0,0,0,0
7748.26175548589,29.6870428422153,0,0,0,0
7861.79432624113,619.385097172331,2,0,1,95
7767.12656072645,282.981271282633,0,0,0,2
7945.69472312704,453.48319218241,0,0,0,30
7820.11950549451,843.790521978022,1,0,0,16
7834.17701683111,154.81021474173,0,0,0,1
7841.6855345912,257.091404612159,0,0,0,4
7881.19923664122,800.912595419847,0,0,0,4
7894.42497579864,354.785575992256,0,0,0,16
7923.18326512051,59.9386084583902,0,0,0,0
7969.34357813005,144.693626658039,0,0,0,0
7967.2356302521,862.945882352941,0,0,0,1
7969.24589201878,323.18838028169,0,0,0,32
7967.39151943463,233.893992932862,0,0,0,1
8070.97577896787,64.97711781889,0,0,0,0
8049.67325866293,642.376968848442,0,0,1,37
8082.93601078975,560.584744492732,0,0,1,10
8030.04871220605,195.471444568869,0,0,0,5
8102.21381278539,976.676484018265,0,0,0,1
8094.44003804089,791.027960057061,0,0,0,18
8088.61295572917,452.201822916667,0,0,0,26
8127.34295062463,364.768887566924,0,0,0,30
8120.10092348285,278.572559366755,0,0,0,0
8160.23195084485,194.631950844854,0,0,0,1
8189.40253261704,868.074827321566,0,0,0,2
8197.579004329,23.2813852813853,0,0,0,0
8199.88203592814,503.741317365269,0,0,0,20
8197.71126414166,309.880964092474,0,0,0,3
8199.94729344729,759.690408357075,0,0,0,1
234.458186101296,1525.60266980762,0,1,1,7
308.698181818182,1345.38981818182,0,0,0,1
350.556582722346,1683.29693975135,0,0,0,19
335.078576079878,1195.99761232906,0,0,0,3
330.13484952906,1546.01447277739,0,0,0,12
400.587671399102,1339.75015168062,0,0,0,5
488.502438189751,1506.65685687398,0,0,0,46
437.963975472662,965.690342360756,0,0,0,9
454.789620018536,1189.87488415199,0,0,0,12
469.416565656566,1381.41575757576,0,0,0,14
483.011308562197,1030.12708669898,0,0,0,2
579.489279766861,1110.82545795171,0,0,0,2
565.394747988141,1235.58068614994,0,0,0,6
545.398157987956,1323.31101664896,0,0,0,21
595.362195593351,986.068805566293,0,0,0,1
713.333526934805,1420.21707564977,0,0,0,32
656.55177941648,1584.69317088811,0,0,0,7
662.67667844523,1226.2691401649,0,0,0,10
701.943846153846,928.16,0,0,0,0
713.552540013918,1517.48712595685,0,0,0,4
734.630647590361,1259.42018072289,0,0,0,23
826.898920243172,1192.65592958897,0,0,0,16
764.553138373752,1566.7332382311,0,0,0,23
776.615215801024,987.809802487198,0,0,0,0
833.756626506024,1096.58614457831,0,0,0,15
822.016380655226,1349.76755070203,0,0,0,40
869.861021505376,1579.41317204301,0,0,0,63
860.966369930762,1025.63006923838,0,0,0,0
933.579117429838,1487.83345642541,0,0,0,19
920.267304015296,964.458508604206,0,0,0,0
1003.65958815959,936.202059202059,0,0,0,1
1022.91659785301,2207.3377374071,0,0,0,4
1081.49525816649,1527.16412012645,0,0,0,39
1177.92157603223,1412.32968277946,0,0,0,49
1203.48641975309,1097.00910493827,0,0,0,16
1281.47738951696,969.957348406989,0,0,0,1
1305.58674658675,1100.08424908425,0,0,0,5
1051.48435085008,1114.46870170015,0,0,0,3
1195.57716074813,1441.92321001895,0,0,0,25
1041.31532449881,1431.86340468909,0,1,0,4
1112.71337579618,1613.77707006369,2,0,0,40
1077.93167701863,1719.81780538302,0,0,0,2
1134.01963241437,1795.85839598997,0,0,0,0
1121.68073394495,1019.83914373089,0,0,0,1
1223.27373170058,1065.40686861247,0,0,0,0
1240.78580965096,1660.99256151059,0,0,0,49
1324.79497107254,1260.51326212728,0,0,0,41
1253.35338702037,1522.69919469446,0,0,0,66
1306.09926639156,1585.5421824851,0,0,0,33
1443.03674067395,1194.34035839062,0,0,0,17
1413.55645386117,1781.7987175913,0,0,0,14
1466.14607156031,1710.83032091479,0,0,0,11
1499.09864807774,1464.27418673426,0,0,0,63
1583.00371402043,1278.40035452013,0,0,0,12
1595.38546655656,1394.34764657308,0,0,0,10
1692.31855857453,1583.5617215549,0,0,0,16
1639.29521982886,1156.22676305695,0,0,0,1
1596.69279393173,1660.01137800253,0,0,0,24
1671.00374797407,1754.18202998379,0,0,0,3
1662.4459024511,955.071552364447,0,0,0,0
1646.80964970258,1066.64309319233,0,0,0,0
1739.83218133767,1408.26367147794,0,0,0,7
1745.0990797546,1068.18558282209,0,0,0,1
1773.70757430489,1233.8267817194,0,0,0,9
1781.4345,1769.75975,0,0,0,8
1830.72664141414,1297.44633838384,0,0,0,7
1876.68278769841,1086.98090277778,0,0,0,2
1858.33046800382,1480.27913085005,0,0,0,12
1950.84200385356,1361.40152001713,0,0,0,0
1893.93195266272,1768.14023668639,0,0,0,0
2020.50518754988,1212.27267890396,0,0,0,2
1919.48125478194,1587.34965570008,0,0,0,6
1935.2027027027,1069.37119932432,0,0,0,1
1976.00696202532,1008.16772151899,0,0,0,0
1989.31698617922,1554.0606330807,0,0,0,8
2018.95190562613,1644.73774954628,0,0,0,49
2077.22012578616,1045.16484607746,0,0,0,0
2078.04662457504,1287.81495871782,0,0,0,17
2119.76972523317,1708.06642298966,0,0,0,12
2090.48967741935,1390.17806451613,0,0,0,21
2095.97172111165,1485.99024865919,0,0,0,5
2131.06363027461,2094.15338245144,0,0,0,2
2149.05716523101,990.659357870008,0,0,0,0
2220.9286946521,1259.7820586544,0,0,0,11
2176.85533707865,1518.75585205993,0,0,0,21
2161.60061760165,1413.26145136387,0,0,0,19
2265.94518375509,1727.07322622906,0,1,0,19
2227.06897297297,2126.61837837838,0,0,0,0
2209.35231316726,1039.8952719878,0,0,0,0
2273.943359375,1420.78336588542,0,0,0,18
2284.42945823928,1029.79571106095,0,0,0,0
2305.39270342283,2048.33654437385,0,0,0,1
2321.53503184713,1216.91719745223,0,0,0,6
2335.11186954873,1082.20819112628,0,0,0,0
2388.2247767433,2133.71385141554,0,1,0,0
2360.45746045319,976.34159897392,0,0,0,0
2431.51048248133,1260.58802412407,0,0,0,1
2427.03688917279,1465.42590226765,0,0,0,7
2408.45457537854,1366.62310730744,0,0,0,2
2480.88028532142,1740.94267789618,0,0,0,1
2430.81637049004,1094.02854065697,0,0,0,0
2488.32364076935,1621.61093442375,1,0,1,1
2458.25142265908,1845.60062079669,0,0,0,0
2489.16666666667,1523.79151943463,0,0,0,3
2511.2706633558,1097.15147215325,0,0,0,0
2533.65947075209,964.759401114206,0,0,0,0
2528.6352173913,1435.2347826087,0,0,0,0
2597.69861544462,1259.82205538222,0,0,0,10
2581.44522042776,1567.95809690092,0,0,0,15
2597.79920739762,1049.4821664465,0,0,0,1
2640.90643831272,1720.14874722487,0,0,0,4
2656.45720040282,1114.51913393756,0,0,0,0
2713.14594998134,1609.02034341172,0,0,0,2
2687.50779286073,1401.52061337355,0,0,0,5
2709.60538461538,1153.54230769231,0,0,0,0
2724.30401034929,1849.10737386805,0,0,0,0
2807.32468655426,1723.85041072201,0,0,0,12
2896.10679970436,1735.09016999261,0,0,0,3
2731.31651693158,1851.4004837595,0,0,0,0
2762.82068206821,1769.77887788779,0,0,0,0
2759.64332825977,1269.12176560122,0,0,0,5
2783.88471446973,1521.40231859167,0,0,0,13
2767.60648967552,1118.67492625369,0,0,0,0
2815.53259361997,1387.16689782709,0,0,0,36
2792.82360024082,1905.36905478627,0,0,0,5
2855.1444932239,1729.90322580645,0,0,0,10
2809.45102147721,1204.73127291776,0,0,0,2
2834.33038674033,1659.62246777164,0,0,0,20
2921.34533771668,1274.09713090257,0,0,0,3
2893.88281389136,1097.53178984862,0,0,0,3
2885.73988439306,1547.07919075145,0,0,0,20
2898.43104514533,1823.951144094,0,0,0,3
2916.71220125786,1630.12427672956,0,0,0,7
2976.74278328307,1387.47985781991,0,0,0,15
2979.97072563064,1024.1220803488,0,0,0,0
3055.75686591276,1238.7556542811,0,0,0,16
3132.87643312102,1820.93036093418,0,0,0,2
3167.70566298343,1217.14074585635,0,1,0,5
3205.61299028427,1347.24073407701,1,0,0,11
3251.3273326572,976.014452332657,0,0,0,0
3244.40925058548,1264.55152224824,0,1,0,18
3255.41719077568,1561.79538784067,0,0,0,1
3256.00681959082,1658.25418474892,0,0,0,2
3298.39915397631,1856.99475465313,1,1,0,0
3284.68848580442,1430.24369085173,0,0,0,0
3320.43128760529,1727.36365824308,0,0,0,5
3332.08564513126,1311.04207782536,0,0,0,15
3332.92210857592,1479.31418830317,0,0,0,0
3336.41782322863,1104.18870221573,0,0,0,3
3390.66618366238,1859.35627603695,0,0,0,2
3422.01910315705,1267.94168509954,0,0,0,24
3397.3930371049,2210.34997709574,0,0,0,0
3410.12115193645,1187.21698113208,1,0,0,7
3418.47098464994,1063.1868214152,0,0,0,1
3432.45031157757,1395.59511315185,0,0,0,24
3492.66738594328,1706.99876695438,1,0,0,63
3713.86011377413,1233.39332898132,0,0,0,16
3482.89302884615,990.389122596154,0,0,0,0
3530.74680055129,1815.30163417996,0,0,0,13
3572.59936238045,1616.07066950053,0,0,0,34
3627.84919904253,1468.05487018965,0,0,0,5
3646.52608242045,955.217266562337,0,0,0,0
3641.70947630923,1667.93391521197,0,0,0,25
3692.18319719953,1599.52236483858,0,0,0,36
3896.23065963812,1777.18426176568,0,0,0,15
3700.38191881919,1112.95018450185,0,0,0,0
3724.94179242378,1388.82938096705,0,0,0,24
3803.96804595638,1530.07764114532,1,0,0,48
3768.75652173913,1695.28985507246,0,0,0,54
3809.03598416697,1128.19899244332,0,0,0,1
3963.50817803995,1347.23307413862,1,1,0,58
3894.20150138285,1615.10825760569,0,0,0,25
3922.45791424034,1687.92429857067,0,0,0,31
3968.85951570943,1465.57114268561,0,0,0,70
3973.63526151715,1575.84828541739,0,0,0,61
4015.87238095238,1669.71292517007,0,0,0,43
4082.65405117271,1007.5644989339,0,0,0,1
4088.31789259354,1484.60855179435,0,0,0,34
4110.73076923077,1210.36415711948,0,0,0,2
4125.4439004488,1841.44186046512,0,0,0,16
4122.63625103221,1594.81048720066,0,0,0,77
4296.53270030341,1697.40706820991,1,1,0,23
