Xpos,Ypos,EGFR,SOX10,CCNA2,GAPDH
15209.8533551555,760.818003273322,3,89,1,589
15409.1673387097,34.0661290322581,0,132,9,590
15631.8796791444,63.2660427807487,0,120,33,573
15821.0132904609,220.190568060021,7,275,0,1219
16065.389368312,223.753192958233,3,121,5,432
16196.9937940762,121.188998589563,4,255,37,929
16351.8754966887,389.253311258278,3,139,24,608
16522.9253097345,404.054159292035,2,227,12,862
16579.6117424242,581.82702020202,0,74,8,311
16775.0318212593,905.617806364252,1,37,3,543
16875.5651465798,244.550488599349,2,107,35,694
16909.5160877903,94.2725335606222,1,101,53,1041
17126.3142857143,141.956734693878,3,49,17,639
17281.6642335766,14.1214333112143,3,52,7,493
17541.0673274094,502.758373205742,5,84,23,595
17565.4684396027,817.139057994233,9,90,18,444
17586.5245508982,194.393213572854,1,130,2,635
17713.8496283591,657.376786735277,7,85,23,448
17774.5239829994,159.068913175471,3,92,17,407
17840.3343890208,524.534705727105,12,156,34,769
17930.2527503526,726.589844851904,5,140,32,552
17944.8028661307,333.072002796225,3,169,0,754
18074.7778143515,455.599407504937,7,237,16,1076
18126.7371446822,603.275950175663,12,137,21,508
18221.1197411003,810.681049982021,5,103,17,684
18299.1204285187,507.036571850757,5,68,14,388
18436.8124333925,516.778330373002,6,84,23,437
18515.7933658537,765.031024390244,6,219,1,1374
18807.6441407239,256.662870159453,4,243,77,1093
18966.1609860012,842.697808886184,7,149,20,667
19254.060991663,662.506801228609,4,211,2,900
19284.5559878945,563.89364461738,0,90,10,409
19361.4059900166,824.36772046589,1,97,5,447
19480.0252902156,482.880597014925,2,50,6,313
19503.0994224422,663.536303630363,4,67,6,341
19569.2244985062,358.634656423389,2,81,8,411
19573.718759787,157.016598809897,2,101,9,464
19606.5771528998,518.549736379613,7,48,31,583
19604.6238877481,705.345995893224,9,81,20,549
19736.0709382151,396.757818459191,9,131,5,723
19933.1198347107,640.013636363636,5,104,4,593
19963.0511826289,752.554478480031,8,78,9,540
19987.51755023,855.481481481482,4,104,3,489
20204.5641521599,402.586073500967,3,206,9,671
20247.0879168471,935.938934603725,5,74,22,583
20378.9811526905,553.079486479104,2,176,45,503
20695.0170863309,921.155275779377,8,165,25,650
20896.5755998844,221.23590633131,3,206,32,589
21004.9532528243,827.802882742501,3,123,0,451
21110.4530040546,763.085514190933,3,181,0,555
21287.7871198569,572.875134168157,3,122,3,519
21340.7742604108,212.922555115885,4,363,4,1600
21330.2052581565,820.36902122268,2,76,2,472
21422.111866969,490.187830687831,6,97,28,494
21485.180785124,574.855716253444,3,98,30,512
21507.2998629198,902.805688827964,6,97,14,980
21678.8461840298,615.126152638807,15,148,31,886
21778.9317311041,909.344479275514,7,87,5,749
21790.99152991,27.7993647432504,0,69,0,325
21805.5681897454,171.063480990582,7,154,5,704
21847.9281968536,435.280758370311,1,87,1,348
21981.0213365539,246.075684380032,2,154,9,598
21987.8245398773,559.373006134969,2,109,10,457
22033.1077068857,818.975679090335,0,67,36,385
22057.3763821318,668.028748341442,3,86,3,389
22123.4028703229,168.111737570477,1,114,52,771
22343.5547877591,387.952122408687,9,138,62,1074
22333.2391568707,122.204702067288,9,75,42,409
22479.9851851852,87.2456790123457,1,70,35,500
22634.449197861,948.279679144385,2,75,10,601
22748.6368047779,299.226203807391,0,118,17,498
22790.5933983496,548.232933233308,7,87,13,443
22889.602200489,621.58728606357,5,118,32,592
22936.7132616487,913.769115890084,4,31,19,526
23011.8897058824,374.566176470588,2,97,0,444
23225.1741702267,574.631284916201,2,171,0,631
23266.5932138772,861.056805184903,1,64,17,296
23580.6852933706,383.286258572517,5,112,31,618
23605.0934088152,763.157703194501,6,158,3,746
23620.5697674419,936.980189491817,4,108,11,811
23852.5554885404,873.17400482509,1,26,10,339
24065.8726769474,584.47963621985,1,36,5,371
24420.5863545532,580.207250927776,5,127,45,573
24431.675483871,361.705161290323,8,107,14,862
24505.4947111473,898.855573637103,5,66,0,337
24519.2138728324,742.251857968621,1,66,0,415
24589.5414044802,208.490812987667,0,91,0,794
24630.7147147147,55.984126984127,0,28,0,521
24662.1795324217,927.043228936921,2,87,7,377
24705.4342599549,788.034560480841,3,83,3,445
24726.32768,199.33056,0,60,2,685
24795.4961306965,578.613499570077,0,71,1,373
24827.013253012,347.487550200803,1,66,3,484
24845.1018518519,899.81712962963,1,74,17,467
24874.0770642202,683.102385321101,0,97,10,666
25209.7685706624,857.751676052561,1,33,9,0
25010.2210720887,478.175231053604,1,82,1,22
25081.2346938776,827.466742252457,4,76,5,0
25103.8592192691,251.946013289037,7,138,10,4
25126.3718572587,536.375506893755,3,92,2,0
25170.9290096407,750.421121822962,0,97,5,0
25218.2990309183,876.571296723581,0,30,11,17
25287.6909090909,309.565424739195,5,126,14,0
25551.9174025974,614.049350649351,2,154,49,3
25672.60731787,887.484482195361,1,31,19,44
25730.9652878218,653.431877350304,4,129,54,1
25942.5499207607,278.149762282092,2,119,8,275
26000.8441860465,706.766860465116,2,224,39,734
26056.5099925981,295.522575869726,3,156,16,504
26137.8297180043,678.682483731019,10,149,60,834
26351.1129560337,124.338868101029,2,276,70,924
26628.9630844955,800.524200164069,7,178,0,626
26733.4174228675,804.473684210526,7,191,1,561
27247.3932191541,382.239776301992,1,111,1,656
27375.7237103175,87.6691468253968,0,37,0,246
27855.661393597,519.51450094162,2,81,3,375
27945.901065449,547,1,79,3,336
28126.4329004329,315.751443001443,4,131,23,750
28265.4260550459,751.799816513761,15,215,36,1044
28694.1016785023,568.531310522918,5,53,9,367
28672.0124929018,365.863713798978,2,39,2,162
28687.36,911.45661971831,0,56,15,534
28879.8839795612,230.128043282236,4,146,15,387
29070.6309012876,588.613403763618,16,79,16,546
29124.8065461651,938.263312164143,3,162,38,526
30011.8379825932,638.343003793796,5,159,1,585
30040.8498071849,509.188958798457,7,269,0,836
30153.7175704989,951.214750542299,2,73,2,522
30161.2232066305,475.456130322949,0,145,48,520
30226.9414584047,808.012324546388,9,150,11,555
30440.8044402456,814.224846480869,1,55,1,245
30463.9357262104,724.44449081803,8,81,16,434
30484.4025600836,167.344043887147,4,118,17,678
30469.8616928447,414.615619546248,3,68,0,347
30492.1515296367,902.956500956023,2,40,4,260
30761.0617381046,61.9351160047188,3,112,6,787
30791.3880655226,419.03120124805,1,65,1,251
30798.4740316901,281.964788732394,3,46,10,266
30861.2655538695,846.003793626707,4,83,11,387
30874.9688204358,224.891059353869,5,61,22,544
31329.7770885029,86.3225806451613,2,88,6,485
31433.2401377583,225.287726988103,0,100,14,381
31438.5729442971,564.745689655172,2,38,20,405
31466.1923671996,800.985043837029,5,99,19,431
31545.2941008834,428.219720718153,0,90,26,363
31820.6443788922,805.04523107178,4,84,12,453
32052.2064112588,681.567240031274,2,147,0,422
32124.8204186559,891.286816011752,3,112,5,445
32159.5696623871,573.925344745601,5,130,1,630
32221.3101265823,535.920886075949,2,162,0,813
32380.0377032169,726.857488758215,11,89,4,379
32375.8568914956,256.975659824047,7,116,24,610
32488.1238793806,878.031784841076,7,148,13,525
32566.3789577836,562.288918205805,2,74,22,455
32713.987654321,822.472222222222,2,55,4,285
32745.5990510083,304.320047449585,1,104,42,482
32885.8815587604,434.541577170911,3,183,24,735
33197.3843555094,854.492203742204,7,90,17,813
33859.171437866,858.66395575797,12,54,8,350
34107.3311053985,742.234961439589,3,23,21,206
34159.2333916084,887.411713286713,4,18,4,195
34366.1871693122,531.321428571429,6,141,1,650
34353.2236320381,92.5535289452815,0,47,0,324
34487.735002158,109.087613293051,5,87,0,354
34846.9663904236,221.52532228361,2,81,0,321
34861.5076851421,324.368421052632,2,88,1,378
35131.2946898002,660.523396424816,14,62,13,473
35186.3039559339,944.438657986981,1,49,7,342
35236.733714044,152.813240270728,0,109,35,826
35266.2562020749,284.879566982409,3,60,4,227
35284.7401347449,930.498556304139,0,44,8,274
35324.9104647847,829.764756201882,0,77,9,350
35419.3627353816,745.657086223984,3,136,9,515
35438.8616377572,660.846308995563,4,54,14,324
35495.9607351713,82.9025341130604,1,95,15,501
35509.6381780962,229.458546571136,1,58,1,287
35683.4386594853,548.322561340515,3,113,20,783
35833.2366385373,169.986990154712,7,71,18,887
35940.9024390244,21.4429795649308,0,30,0,265
36048.6032742156,230.237380627558,4,114,13,697
36062.638410596,773.557284768212,2,43,0,523
36110.6924882629,40.430985915493,0,69,0,396
36280.8161582852,171.816158285243,1,95,21,424
36290.1452900479,56.2261841405003,0,34,0,193
36354.0815503876,862.586356589147,1,60,1,503
36493.6330299786,241.396680942184,3,155,28,798
36497.7791044776,532.055970149254,8,87,12,399
36530.1356281259,431.902324213004,1,103,22,392
36589.4313280363,22.9801362088536,0,33,3,195
36731.3846954711,200.647579385737,0,59,1,361
36759.4122807018,269.412768031189,1,56,7,308
36885.7753664036,823.956877113867,3,153,11,667
36924.2709278351,281.701030927835,2,65,4,525
36986.1661753869,411.766764922623,6,72,20,854
37013.6860946746,668.040532544379,1,72,32,636
37016.620886076,824.081329113924,1,54,16,351
61.5010044194456,1356.87866613098,8,94,0,300
78.0665905631659,1447.4303652968,4,92,2,314
231.387978142076,1247.56025309175,2,201,10,459
679.189904435187,1156.15143347219,7,186,36,882
685.022992838296,1663.56690539012,5,122,7,474
726.621110041707,1845.27045235804,0,217,23,702
927.002076843198,1035.67289719626,2,84,7,641
971.32794711715,1190.90782225487,2,79,6,560
1387.8596929668,1154.38736165655,5,89,2,482
1397.12845010616,1674.37261146497,3,99,31,568
1602.31569207994,1333.12842339008,4,158,1,609
1697.4481884058,1021.63297101449,3,139,33,1084
1861.83872180451,1649.42556390977,1,68,10,349
2236.75055845123,1771.74087862993,3,63,18,389
2270.81025978297,1514.71259454127,16,132,18,516
2524.99338842975,1737.72272727273,1,66,2,247
2739.01449800652,1134.24972816238,9,138,17,609
2986.90932914046,1651.41719077568,5,148,24,904
3043.20366795367,1164.96492921493,8,163,25,812
3076.47004754358,1380.42282091918,2,196,18,809
3146.56684491979,1007.94199917729,1,121,2,304
3539.55467579713,1372.53199229617,9,221,12,683
3546.27852494577,1060.39522776573,0,145,2,317
3638.2787446505,1813.04479315264,8,176,26,747
3823.33901682905,1298.00730735164,1,79,20,564
4127.36141804788,1094.75966850829,5,150,53,923
4118.79479326187,1271.76773864216,1,57,3,225
4162.83681672026,1536.50924437299,3,119,3,483
4163.61938414942,1347.38011105502,3,108,0,346
4341.86396709902,1669.64599810187,2,147,42,592
4492.29715447154,1848.24634146341,4,115,8,750
4545.83977900553,1087.39287906691,3,81,6,345
4581.81902186162,1598.06040117196,4,111,47,758
4701.04718417047,983.445459157788,2,66,6,522
4731.08378475984,1376.92199349946,3,73,14,426
4767.21703521704,1205.98907998908,10,82,23,948
4865.43675244654,1471.96085538239,5,71,11,305
4908.00119581465,1096.30642750374,3,71,19,574
4959.41033210332,1236.21365313653,9,168,17,641
5010.16788041395,1007.15561517823,5,105,24,871
5088.13511611541,1416.43912737509,10,168,7,536
5149.57094594595,1230.37795608108,3,92,10,310
5251.32132647227,1005.51457975986,0,127,14,572
5434.69539594843,1168.52486187845,0,100,25,641
5679.91252955083,1009.90583136328,0,102,9,510
5845.56240875912,1826.82627737226,0,72,1,370
5893.83496456294,1586.36753290584,1,103,1,396
6400.59004867496,1547.74418604651,21,119,34,895
6612.88933257273,1349.47632629778,19,92,23,546
6683.54166666667,1172.07298657718,14,193,23,837
6680.40886113589,1538.06155218555,5,191,44,740
6926.9936921783,1878.6173254836,0,115,3,483
7165.4801458671,1835.98460291734,1,181,7,691
7270.9257326375,1511.45845042152,7,94,0,421
7388.76557299097,1786.67712791251,1,76,40,507
7527.49775336994,1621.34148776835,0,60,0,260
7591.31965065502,1333.18777292576,2,43,2,234
7687.53393665158,1859.74585218703,8,92,32,657
7701.62974559687,1015.03796477495,0,95,46,600
7832.07320997587,1189.43724859212,0,45,8,289
7977.83421828909,1809.12861356932,4,50,11,353
7995.41581062975,1752.26663689147,11,112,15,486
8200.28553693358,1796.22501551831,11,103,19,696
8253.90218687873,1026.56858846918,3,138,13,569
8295.00135196034,1235.40063091483,2,139,1,568
8370.99138502319,1686.26087916943,8,91,56,723
8393.48130305116,1349.1702225281,4,136,47,1056
8503.88964698902,1731.58795609611,1,70,17,365
8510.57085828343,969.569860279441,3,55,0,431
8526.63230119634,1535.12104152006,9,41,16,315
8555.43878148799,1132.32396016403,3,78,21,383
8670.10503175379,1024.19638495359,0,34,5,320
8727.10315789474,1213.96673684211,4,120,6,632
8809.751070135,1442.40599275601,2,104,0,516
8831.51183712121,1041.88304924242,0,85,7,454
8875.63523178808,1290.58649006623,3,29,26,381
8974.77918287938,1410.56193255512,2,156,5,579
9073.37339055794,1864.74064990803,4,88,5,578
9182.00081433225,1412.08346905537,7,54,8,741
9341.85450236967,1481.71327014218,5,66,7,247
9394.84482094725,1392.42010011552,5,108,0,282
9805.57512776831,1852.42862010221,5,112,15,426
9967.12261191902,1216.94553749644,0,248,13,923
10007.194924406,967.899568034557,0,107,1,442
10181.4393770857,1658.22728958102,5,51,10,239
10634.8175342466,1507.51260273973,2,66,41,457
10937.1599736669,986.198815009875,7,85,32,634
10976.3121869783,1092.86644407346,0,70,9,502
10997.0496284501,1470.76512738853,3,82,29,352
11045.2353639241,1380.9727056962,2,50,7,409
11095.4158004158,1130.01288981289,5,70,5,304
11407.0649554741,1711.88449449974,7,59,14,439
11404.2031180401,1125.5438752784,1,197,75,958
11468.7085824494,1636.63413693346,16,222,0,1060
11614.282405678,1438.74336944341,7,107,7,460
11656.2592047128,1069.17783505155,0,126,2,438
11838.6029535865,1306.01518987342,3,124,9,508
11871.0881729546,1531.66384061043,4,49,8,172
11896.9530411449,1410.88282647585,2,84,22,381
12149.3257238307,1570.35579064588,4,52,0,475
12169.6424373647,1186.72471388803,4,77,8,578
12178.1368366285,1497.15712799168,3,48,0,520
12451.5784313725,1253.18552036199,4,102,41,647
12516.6739713775,1738.62388193202,0,55,16,273
12591.6078897338,1588.16492395437,2,54,13,280
12631.9260096931,1415.91922455574,2,92,24,450
12814.7998370451,1429.60347637154,0,91,63,606
13301.2785680417,1424.82503556188,2,167,27,760
13624.2100591716,1369.66035502959,0,60,22,221
13669.3188811189,1533.70181818182,5,199,31,542
13862.2914205345,1826.30210970464,3,50,22,784
14213.2826086957,1217.75553732568,6,63,1,356
14354.1262177044,1428.39135959339,2,93,0,437
14731.5163116743,1702.16662173092,0,80,35,578
14758.6263056093,1445.44410058027,5,122,31,643
15041.5326047359,1586.38324225865,5,131,15,535
15343.7983587339,1868.16178194607,0,102,16,486
15555.8967684022,1824.65888689408,1,118,23,522
15597.8357438017,1518.68491735537,4,161,47,505
15662.0303156146,1783.1042358804,3,80,5,378
15769.9504634068,1639.84116331096,4,73,13,357
15937.4812005277,1716.48647757256,0,88,2,565
16407.8347537879,1641.54119318182,2,148,4,636
16507.5131098573,1509.4646531696,10,97,21,595
16648.1196825397,1770.03396825397,4,31,0,548
16700.0718390805,1492.62867177522,2,3,9,494
16844.4494793133,1127.58148043907,11,6,38,1017
17053.2031372549,1049.16549019608,4,1,3,616
17346.5674846626,1567.49764039641,1,1,91,871
17451.2447611065,956.774518021794,1,13,14,465
17474.4028169014,1705.14178403756,0,0,1,136
17561.2277365492,1675.44387755102,0,14,3,182
17671.0972860125,1056.3732776618,2,89,8,366
17675.8336270708,1439.46951004582,3,91,19,400
17724.6815333579,1568.39845189827,3,48,8,349
17794.8174481168,1326.26056879324,2,95,3,355
17839.364753004,1827.10493991989,1,102,17,658
17929.5863829787,1625.23872340426,5,15,6,217
18088.5914380715,1657.08270989194,3,75,1,283
18124.1206669592,1781.98200965336,1,51,0,305
18150.1448703495,955.58793686584,4,176,9,672
18238.0849644128,1409.07918149466,2,72,0,248
18317.3665586843,1765.76202342387,1,139,72,736
18365.8572333017,1532.39252928142,2,87,23,599
18389.5674672489,1174.05786026201,5,206,44,1115
18392.2044935263,1661.4569687738,3,52,16,504
18525.9750737947,1216.40570678911,2,106,29,782
18521.0003883495,1730.81980582524,5,47,5,411
18602.2333553065,1746.40342781806,7,83,2,539
18632.3455172414,1479.47413793103,4,192,6,899
18786.6729055258,1358.97281639929,5,120,45,774
18799.9771021021,1626.57207207207,7,138,17,529
18836.0504807692,1245.31490384615,1,105,38,691
18878.6436642454,1734.24979822437,1,99,8,466
18909.2919413919,1453.34285714286,4,60,18,372
19015.7213190896,1880.36739433349,2,81,12,485
19040.9756560228,1425.40720834651,4,112,33,653
19125.7094479226,1204.66903813318,6,183,42,476
19160.3711460151,1601.40837696335,0,15,0,134
19199.9527720739,1506.90092402464,2,29,0,303
19232.0843468027,1379.36131816399,4,65,7,317
19233.8908571429,1658.06114285714,0,26,1,216
19272.6394453005,1292.21764252696,5,129,26,679
19379.3848970252,1758.82791762014,1,41,0,253
19548.4012079379,1786.25999424791,2,44,6,314
19751.7729994556,1380.37615677735,0,43,14,182
19804.8333721743,1755.61990212072,5,206,24,850
19883.0367268041,1400.30798969072,9,183,50,802
19950.6494284159,1853.25857376157,7,171,39,695
20047.5274294671,1180.96747648903,5,147,29,640
20063.9789388416,1733.46456055083,8,139,13,466
20091.7889727601,1337.76304561864,5,184,33,780
20168.2789175033,1049.94281972938,6,135,13,831
20540.7627053878,1560.87657623233,5,54,18,267
20561.2321250416,1663.18390422348,1,102,27,640
20636.6510369702,1351.44875263,3,132,19,457
20899.5566037736,1824.75061525841,4,92,4,370
21003.9917491749,1480.18646864686,6,116,1,335
21094.0916803503,1204.33278598796,5,220,85,757
21102.0055299539,1830.43963133641,2,64,0,436
21152.1326707001,1469.44295592048,2,128,3,402
21163.3079754601,1045.49938650307,4,125,11,545
21213.5129411765,1114.21,0,105,17,472
21243.8008542445,1844.38761345435,0,77,2,468
21293.0856079404,1523.60049627792,1,87,8,406
21318.4179918219,1716.72421626533,5,159,32,621
21602.6932938856,1285.32741617357,3,94,23,740
21654.9303116147,1773.42861189802,1,86,29,439
21852.7094102054,1603.2365805169,0,54,22,305
21875.0258928571,1109.20089285714,1,70,1,547
21955.1063746578,1326.50058662495,0,135,0,804
22158.5288461538,1472.3514957265,3,75,1,421
22191.7141796585,1708.85152190052,6,82,3,397
22185.6392670157,1576.69842931937,1,40,0,293
22204.6010346926,1215.300669507,1,135,16,766
22225.1427255985,1505.08149171271,1,53,0,261
22357.6537030774,1683.12309773419,1,88,3,630
22374.4360228199,1446.10893778864,3,107,15,764
22459.4574684575,1848.01872201872,1,62,4,409
22474.749665328,1219.92369477912,4,147,23,520
22579.0807932427,1118.96841718693,0,127,10,767
22637.0430314708,1800.530507386,1,146,1,792
22704.6069246436,1697.42769857434,3,183,0,948
22757.261493196,1176.21221037146,2,142,7,744
22876.0947515095,1340.98815606131,3,146,48,841
23041.5060918463,1050.81302717901,1,50,4,479
23105.5242165242,1162.76597476597,7,120,15,640
23288.4996209249,1061.48445792267,2,111,18,521
23345.3664745437,1798.4855907781,4,83,19,505
23652.5828977629,1296.50804934142,13,268,147,1377
23680.468761691,1708.13991769547,5,140,3,634
23828.8495625176,1074.92576912221,1,89,13,538
23839.5621873958,1518.35845281761,10,86,27,551
24141.5597993827,973.408950617284,7,130,14,719
24216.8,1751.54063492064,4,80,13,533
24344.5592814371,1370.33373253493,15,229,26,1071
24527.4163413999,1052.37392661983,5,176,27,577
24524.6649980747,1532.26261070466,2,71,4,281
24551.7600675866,1787.03154041115,11,144,34,828
24672.0219458669,1304.6244818337,0,179,50,811
24734.6753004005,1698.70120160214,4,121,13,436
24834.009362461,1496.09139545252,3,160,3,540
24866.5633924708,1202.64171354392,1,164,5,547
24945.3148751357,961.960912052117,1,52,4,294
25039.9040312876,1080.20367027678,0,69,25,437
25678.3591549296,1516.49530516432,0,30,5,235
25754.0236100533,991.478674790556,6,50,12,638
25768.7765856737,1467.58977595456,3,106,29,511
25838.1800062286,1647.10962317035,2,112,18,526
25837.024136496,1816.23970037453,1,95,3,672
25897.0822566753,1099.12316968131,8,112,28,574
25976.9334660222,1614.96246801251,7,200,6,657
26307.927191679,1260.68202080238,3,119,0,362
26420.7501492537,1713.97014925373,9,184,28,807
26449.3398278206,1285.07204349796,6,123,0,349
26973.649897855,1493.03243105209,4,125,42,550
26984.4395862717,1719.2023977433,9,68,32,573
27668.5802016499,1012.79055912007,12,146,54,672
27980.9905004634,1054.19207599629,0,93,12,655
27983.6555666004,1807.93986083499,14,77,30,630
28135.2089264174,1257.78287092883,1,157,35,656
28787.7576754386,1238.08698830409,3,118,10,498
28821.8353221957,1045.80959957571,9,95,29,731
29110.6414414414,1759.14486486486,2,80,0,615
29223.2023988006,1714.68178410795,0,87,0,518
29462.4722222222,1275.64468864469,1,109,23,475
29926.3371212121,1786.48691460055,2,78,0,402
29944.5302187616,1870.5127919911,1,95,1,408
30036.1689128482,1258.3149146451,0,22,0,176
30146.088362069,1059.05818965517,0,52,1,264
30253.1697027804,1864.30824544583,4,155,1,563
30330.7056795132,1616.48661257606,13,333,1,904
30454.6790074833,1013.02363135093,1,84,5,572
31093.7781929348,1625.43410326087,7,115,1,429
31226.1825452017,1741.63699582754,3,71,3,369
31215.379787234,1314.12056737589,4,142,0,455
31420.3253683791,1064.05057745918,2,243,2,1305
31522.8060721063,1850.39127134725,0,43,1,326
31563.4123785534,1738.22274199352,0,97,1,338
31568.9556913675,1289.6615737204,1,91,1,503
31837.7472773863,1348.43882126842,4,177,0,861
