cellID,Xpos,Ypos,EGFR,SOX10,CCNA2,GAPDH,WNT5A,PDGFRB,PDGFC,SERPINE1,NGFR,NRG1,FOSL1,VEGFC,AXL,MITF,LOXL2,RUNX2,FGFR1,JUN,VGF
1,256.09328358209,284.698009950249,2,183,23,565,0,0,0,1,85,2,0,0,4,3,2,1,4,4,6
2,590.918405365127,333.558122205663,0,93,14,384,5,1,0,8,3,1,0,2,1,16,2,5,8,3,5
3,1130.56139852189,864.749857873792,1,25,4,329,0,0,0,5,25,0,0,0,1,1,0,0,3,8,6
5,2671.22834049002,760.286435968679,2,72,8,102,2,1,0,17,5,0,0,4,0,20,3,0,5,1,8
7,3681.51010327795,712.006286484059,0,27,6,192,1,0,0,3,0,0,0,0,1,26,2,2,5,0,8
8,7368.8568866571,300.133428981349,0,95,27,339,17,2,0,17,6,3,0,0,1,77,5,1,6,11,14
10,10471.0481168552,106.43605900043,3,7,12,278,1,2,0,37,21,8,0,15,18,8,4,1,10,19,35
11,10458.8915291529,101.273707370737,2,8,6,284,3,2,0,55,18,8,0,7,6,6,2,3,9,17,17
12,10816.7316193054,311.220267628928,12,24,50,686,5,2,0,51,217,7,0,14,129,8,13,5,4,71,32
13,10867.3105670103,495.794673539519,0,2,46,413,7,2,0,87,78,11,0,11,98,11,11,2,7,24,35
14,13082.1077699294,51.8242179616549,0,77,5,237,8,2,0,0,1,1,0,1,1,45,1,0,8,4,4
15,13116.2976704055,157.35936151855,2,51,1,289,1,3,0,11,8,1,0,12,13,10,0,1,1,1,2
16,13204.2213900539,201.401737567406,0,62,6,347,1,1,0,30,18,2,0,8,9,8,3,0,2,3,6
17,13524.8196369105,345.57342356859,4,339,48,1016,7,1,0,19,23,5,0,0,9,132,6,0,6,7,18
18,15015.2616171004,488.23667905824,0,123,17,735,1,0,0,4,0,0,0,1,0,97,1,2,5,2,13
19,14971.7574955908,568.220458553792,0,54,4,282,0,0,0,1,1,0,0,2,0,25,0,0,2,0,4
20,15098.5938959826,186.708502024292,1,64,14,310,0,0,0,2,1,0,0,1,0,79,2,0,3,0,21
21,15186.8660869565,817.91597826087,7,132,8,669,3,0,0,3,5,0,0,1,1,51,3,0,3,1,4
24,18233.3551537822,664.578137988362,3,28,52,369,8,0,0,26,40,5,0,5,2,8,9,5,9,11,37
25,18684.2680448493,300.439383321654,1,48,15,311,4,1,0,3,0,0,0,0,0,52,5,0,1,0,9
26,18855.6258992806,366.001514577811,1,41,1,239,3,2,0,0,1,0,0,1,2,18,3,8,0,0,2
30,20686.4993875766,801.225721784777,1,55,4,201,0,0,0,0,0,0,0,0,0,18,1,1,13,0,3
31,20710.0710767065,718.385643912737,1,88,10,314,2,1,0,1,2,3,0,2,1,14,4,1,3,1,5
32,20788.8549772612,632.390096008085,0,48,1,304,1,0,0,0,1,1,0,1,1,14,4,0,3,0,4
33,20810.3597430407,720.569593147752,1,34,1,159,1,0,0,0,0,0,0,0,0,5,0,0,1,0,0
34,20904.008683068,829.896767969127,0,40,7,279,0,1,0,0,1,0,0,0,0,17,1,0,3,0,4
35,20942.5569849246,411.220502512563,4,138,47,478,5,0,0,1,4,2,0,2,2,87,7,4,4,4,12
37,22285.4232578025,568.085934159897,0,57,7,206,1,0,0,12,1,2,0,4,0,40,4,1,0,4,14
38,22586.9335278859,888.137808041505,0,67,12,255,0,0,0,6,0,0,0,1,1,73,7,1,4,0,19
39,22917.63298705,667.948057492529,2,146,23,730,2,0,0,9,3,1,0,5,2,27,7,3,19,3,226
40,23049.3565547815,602.9696010133,1,45,0,234,3,0,0,10,2,0,0,1,2,3,8,1,11,1,76
41,23201.8864288643,828.134891348913,1,52,7,407,2,0,0,8,1,0,0,2,1,23,2,0,3,1,29
