Xpos,Ypos,APCDD1,EGFR,MAP1B,GAPDH
19747.3685252895,2092.55438756856,2,53,30,1447
19784.1105769231,2253.2825,4,82,15,708
19959.6291692889,2179.71302706104,11,40,17,827
19996.0341924399,2042.44020618557,3,29,16,614
20160.7260338346,2067.85808270677,14,41,44,1371
20775.6286362699,2446.18093666185,10,58,6,581
20832.5646771688,2176.54315509208,11,31,13,590
21600.6480686695,2735.26030975928,1,21,5,533
21640.6784399063,2471.3744559759,0,22,2,487
21801.8511138614,2169.67153465347,26,166,17,1334
22045.2351057015,1927.51633568225,12,115,13,1616
22102.4210526316,2275.90626743537,55,69,14,997
22573.182638106,2540.99983894347,8,23,2,307
22787.0731946625,2517.09811616954,1,40,6,635
22857.2935312831,2030.11622481442,39,118,26,2156
22928.0238686271,2373.11189612373,8,45,17,1014
23320.4147247552,2368.968591692,25,13,6,916
23560.6144553645,2128.11158886159,7,60,11,1045
23675.6128034269,2259.56282722513,12,97,25,1141
23684.4105988798,2542.91986212839,5,43,5,744
24008.5851154833,1933.44354148845,20,73,19,1123
24223.4833501514,2463.52774974773,29,32,6,769
25346.4953065539,2334.22756871036,8,21,33,1427
25790.4067305268,2627.32518275775,35,22,8,569
26174.5352235551,2676.42704471101,7,27,11,376
27278.4429663609,2521.94877675841,3,28,0,255
27366.8913160251,2475.13589973142,2,7,3,207
27401.434252386,2675.10737009544,7,48,4,554
28368.2333423987,2072.40277400054,0,29,33,723
28555.6979044031,2347.19284200612,29,35,6,1060
28694.8278427205,2538.84165781084,4,8,4,712
28755.3866666667,2105.46860215054,5,49,5,910
28977.784088579,2347.73836374821,0,50,5,673
29064.1340250142,2104.97839681637,5,113,9,1068
29233.7169811321,2503.72267710929,49,35,8,785
29315.4974670719,2299.99270516717,51,42,31,1205
29666.6158642189,2475.03541738829,23,22,0,376
29671.6269911942,2476.90224596814,16,19,5,575
29666.3935224031,2367.99815405269,72,61,28,1567
30503.6065852966,2606.70394550099,11,26,8,528
30522.4112116992,2691.10550139276,1,9,5,219
30932.6930232558,2461.99302325581,26,38,9,631
31028.0385572139,2460.15174129353,13,15,2,295
32364.1581828134,2126.44334975369,4,2,0,147
32376.6879659212,2133.87646432375,1,9,1,135
32425.1656976744,2165.39825581395,5,13,2,405
32615.5309181761,2266.81011867583,1,9,4,256
33109.6061240513,2195.69039518451,12,25,19,1061
33268.2244094488,2266.28241469816,24,17,16,654
33861.396882494,2634.53806954436,13,30,9,470
33928.6913489736,2215.88831867058,104,69,9,1269
34215.916913215,2698.40680473373,7,18,4,596
34521.8183455397,2290.44915355985,39,69,11,1698
34514.0031104199,2009.66951788491,10,8,1,410
34602.830292745,1996.72974119644,4,9,0,333
34817.6840572034,2114.74377648305,22,47,7,1672
34937.7668804225,2395.31459826481,57,39,14,1368
35160.8942767607,2560.02012205179,38,21,3,404
35342.0142912823,2318.87891386254,11,30,5,574
35845.4989231874,2246.95100502513,72,95,5,688
35991.9404718693,2329.24627949183,31,43,4,508
36161.2740712661,2655.94370735406,5,21,1,268
36358.541032371,2652.20157480315,5,42,4,517
36445.4211058665,2430.79888739043,10,58,2,951
36444.935483871,2002.78993855607,4,33,6,863
36783.5423978567,2243.31547220362,3,13,7,678
37049.6528822055,2485.01315789474,3,12,6,554
720.338129496403,3082.12401507366,0,3,8,285
804.897106109325,2804.70418006431,1,27,6,962
1313.78155339806,2814.94801779935,46,29,16,719
1990.03702304496,2859.6751038912,74,40,8,1033
2139.49082007344,3343.75091799266,66,75,6,1993
2183.74108416548,3668.02211126961,28,16,11,330
2374.29218817436,3607.63228312473,83,49,9,955
2421.78293010753,2901.41980286738,41,69,10,1813
2718.48366921473,2952.85615010424,32,33,23,1849
2934.20854777355,3281.26001342582,4,14,3,525
3158.0323840147,3024.92191088654,37,16,13,939
3172.74252344718,3491.96336931517,4,23,4,649
3174.58956692913,3191.97293307087,6,18,5,397
3401.36505073281,2825.63111612176,31,24,12,747
3481.91573745565,3552.45729853016,6,28,14,1049
3706.90362485616,2816.82968929804,38,27,11,733
3880.89361889653,3506.59633350961,9,104,3,760
3924.35470039661,3659.88133776396,45,137,0,1276
4005.20717895104,3555.59609688099,2,58,1,376
4664.16093645485,2921.92695652174,57,31,5,779
4672.19500811688,2924.93141233766,12,9,6,491
4877.64910485934,3577.55895140665,0,27,4,260
5019.26750993101,3346.68314865147,40,44,3,811
5029.0347950429,2966.33698760725,10,5,7,295
5061.33290816327,2906.51232993197,5,3,0,286
5095.43400167084,2970.99874686717,11,10,9,382
5150.42850086441,3497.67547542603,33,30,3,490
5681.77298266587,2889.61817095039,62,89,21,1311
6229.01205292808,3296.32542905804,96,80,10,1538
8159.80514705882,3542.3911199095,7,28,5,337
8655.80430065102,2884.7869402249,9,53,6,615
9095.29903730445,3168.81849177698,24,48,9,647
9241.24994319473,3061.78959327426,11,39,13,702
9337.13781291173,3378.20895915679,18,19,0,351
10898.1958480219,2997.48531139835,0,52,5,265
10971.1041936879,2993.68741893645,1,50,9,293
12190.517055049,2817.2188449848,1,0,2,333
12262.2647342995,3691.60579710145,20,19,0,287
13235.3146154509,3264.85324261476,96,157,46,2972
16975.4458702065,3387.98421828909,8,16,6,596
17410.0750857143,3045.44068571429,17,29,22,2142
17693.4396767585,3270.39403596631,4,9,10,1037
18733.0655968689,3770.66183953033,79,84,30,2052
18733.3289828983,3631.06131863186,38,62,6,1129
18965.4326460481,2833.15773195876,50,73,18,1302
19125.5130954836,3144.08991544648,60,45,28,988
19473.6102605863,2945.0848534202,29,50,13,1057
19673.5542635659,3031.4496124031,20,57,10,1677
20022.8089978448,3197.26926185345,55,65,29,1289
21885.5594405594,3689.96516446516,24,16,11,1024
21934.3101977511,3751.03722373013,30,13,7,1191
21971.5325692455,2903.92473734479,9,106,10,1331
21948.9058171745,3656.24792243767,37,21,12,1040
22045.2892042575,3731.54840344653,34,13,14,1543
22266.5904936015,2869.65722120658,17,49,1,568
22286.8735160803,3532.11957694798,14,22,7,377
22449.8716690042,3650.94296400187,17,32,7,273
22523.4781451387,3218.17427850939,17,41,11,578
22694.475921007,3675.08488278092,79,39,12,483
22801.5843076124,3638.19225772928,42,21,0,91
22848.9233684211,3747.29389473684,162,28,4,1176
24240.5672180451,3494.61954887218,1,13,3,147
25386.3745814732,3022.98060825893,64,34,17,1160
25734.0600488202,3382.97770545159,133,26,9,1227
25848.6974645466,3015.48975791434,76,22,24,1046
26682.0237458194,3232.22976588629,17,28,23,1243
27853.9254111198,3262.15524667189,21,50,7,658
28304.1580237601,3452.55496888554,21,33,4,831
28570.1196408941,3951.29846097472,68,13,12,743
29483.0299956841,3324.81527837721,29,41,3,747
29648.3887445887,3493.88008658009,15,31,14,737
30269.2474783862,2878.7431556196,3,13,13,531
32168.9989686165,3542.07573301901,13,58,6,856
32739.4081632653,3094.43086448062,44,49,8,831
32803.0380645161,3398.90967741935,48,37,6,705
33146.8074835207,3689.82745250097,4,15,14,953
33823.0556473829,3003.55730027548,79,46,16,790
34463.567209776,3229.62805498982,4,21,0,385
34470.7138700291,2807.6724862593,7,15,1,586
34859.54743255,3236.00152306353,1,84,18,842
34957.0814272644,2878.68728270814,31,44,14,1734
35100.1352362205,3315.61003937008,11,28,10,702
35723.8707380529,3639.40846227578,44,26,12,738
36043.5577637444,3460.02303120357,29,110,5,731
36655.7654873255,3354.46712755863,16,34,12,879
36699.9217559895,3254.76859160781,25,55,6,1047
36983.8088330808,3216.95280363715,35,77,12,714
37051.1384959047,3768.52494415488,4,14,16,696
765.007584597433,4605.36464410735,22,37,3,765
1429.21892005023,4601.6916422492,11,38,10,1093
1598.41364311479,4793.11372798642,13,13,4,346
1601.72479376719,3809.37351054079,7,13,6,1085
1737.95488721805,3814.2022556391,4,10,11,686
1928.67984774794,4467.29266229647,9,26,6,119
1972.63280445086,3873.81289923759,83,38,11,311
2056.39726612559,4411.36565570269,18,30,4,68
2341.38109912686,4648.81407293272,34,91,5,2073
2995.67411734823,3838.24282448565,14,16,13,857
3052.605907173,4337.65333333333,6,7,0,706
3064.48657718121,3764.225950783,10,13,19,652
3209.78008298755,4001.69558657111,8,52,12,1149
3411.20888888889,3763.09518518519,19,60,15,1347
3482.05784194244,4949.93943939252,2,6,10,313
3606.20725022104,4167.7133510168,15,57,8,776
3708.48521838642,4052.6259774938,6,53,9,678
3816.21193727871,4318.96627887371,7,10,2,313
4076.06963288109,4528.59337589785,12,7,3,503
4459.83489461358,4280.17283372365,4,6,6,735
5033.01036418598,4304.96343745502,17,87,1,825
5042.3733935743,4314.11636546185,10,39,3,517
5293.49955307263,4423.12715083799,12,87,3,786
5534.26737967914,4188.32784862197,223,47,3,1054
5697.49931833674,4720.52551368196,94,17,11,844
7144.34284701294,4501.62825740117,22,70,1,1070
7271.6112209847,4574.35453315291,39,68,17,1449
7922.43445766545,4329.82495820631,14,113,28,1903
8641.40753424657,3882.93664383562,30,72,20,1144
8871.38837405223,4440.41828138163,9,22,3,571
9014.89765912169,3999.1307796479,15,51,9,1029
10499.1741049534,4526.69004413928,2,14,1,380
12192.53801621,3811.4961404863,62,61,8,630
13036.0985967504,4065.7182422452,111,36,10,1101
13159.1195745411,4286.52135872362,73,36,0,1050
13210.8373184358,3864.85988826816,74,46,81,1175
13377.2915180341,3998.81827189853,106,51,54,1304
13637.149932341,3961.79918809202,47,43,42,1057
13720.7654639175,4406.52147766323,119,70,18,1322
13889.3618881119,4439.3851981352,14,12,16,589
13896.852514919,4439.34470019892,2,15,7,360
13961.1319290466,4235.06356245381,41,40,23,1123
14224.5507207329,4506.29745385963,12,70,4,1092
16934.6006006006,3990.79399399399,9,12,11,50
17968.6543126685,4643.87938005391,3,12,3,390
18154.0283585179,4397.16580418133,4,20,1,508
20179.9244926852,4545.48183105238,21,32,6,1066
20367.7669140114,4405.05216062855,7,11,6,679
20461.3453228266,4529.63650228775,6,38,2,416
20729.1600292291,4405.25611983924,8,28,0,470
20810.1112743298,4355.76386338597,10,26,1,302
22471.1262077295,4539.44414251208,6,10,5,464
22518.7073863636,4449.73645104895,4,35,4,339
22505.5514249383,4475.17720098736,2,10,0,133
22775.0069686411,3816.4081010453,3,45,20,816
22935.5257979805,4489.97451640345,155,96,12,2742
23701.2192480409,4045.33160165537,39,78,13,2318
24059.1529680365,3753.64459665145,0,11,4,255
24107.8922902494,4292.71904761905,46,27,34,570
24147.1676464626,4489.72795459153,38,32,27,287
24853.3636502365,4580.05234243858,17,22,11,885
24870.3797175272,4206.08404723316,21,29,33,898
24995.8777959629,4149.41980360065,18,20,8,611
25131.6926624169,4528.85514715855,14,19,18,1214
25230.2904432392,4192.055171124,17,23,16,1103
26945.6146964856,4034.23610223642,2,8,27,289
27293.8566716642,4409.66806596702,1,13,4,280
27970.1480314961,4236.47664041995,22,31,9,495
28574.5577678071,3960.32529444756,56,6,6,623
28866.9435367115,5008.89865563599,6,44,9,524
32817.8601605408,4410.9835234474,8,27,3,650
33243.1792388487,4261.76578911472,11,55,4,1262
33232.976489447,4169.90862944162,14,29,8,1046
33875.5539857228,4621.10217132659,10,33,36,1516
33955.3477169308,4294.15251843716,4,68,30,1027
34247.2714979651,4623.36628593935,5,63,9,892
35797.3287019414,4283.54948610582,165,71,3,867
36534.533869602,4193.24237933954,20,25,14,631
36548.4354597824,4397.86835929166,17,24,14,470
36928.8494877857,4537.39204097715,15,9,10,493
