Xpos,Ypos,APCDD1,EGFR,MAP1B,GAPDH
36008.768627451,2273.62424242424,45,9,14,323
36128.553723874,2242.41271710333,35,22,17,339
36259.5536368394,1936.86185243328,56,40,13,621
37046.1831742243,2787.70047732697,74,29,8,706
1086.77807133421,3699.34808454425,3,4,7,26
1620.99625390219,3192.26971904266,199,54,11,702
1654.50300171527,3068.01436535163,253,52,16,1061
1825.78081232493,3426.68697478992,120,38,12,750
1877.79966499162,3662.32864321608,16,13,5,526
2043.96125040703,2959.07391729078,105,9,4,414
3069.42420828639,3037.35323569909,72,69,14,743
3333.6146377894,3341.39768483943,54,43,22,826
5944.58761492699,3204.43510005408,74,14,17,255
6030.17996604414,3381.22835314092,95,33,6,388
6272.00296275395,2883.79937923251,169,33,39,823
6336.90829809725,3183.9817653277,98,24,29,545
6363.44802454929,3680.92673571155,20,6,18,294
6541.24645236027,3662.68404286128,2,3,3,188
6705.92763368556,3597.45308997759,0,12,3,152
6871.93601190476,3681.78608630952,32,6,10,184
7412.67016552281,3352.95195801373,13,67,9,838
7794.81068524971,3335.28106852497,47,13,2,491
7883.39703989704,3309.46589446589,86,10,8,607
7985.23917525773,3646.19896907216,22,9,14,271
8047.67178924259,3165.01975850714,154,42,32,994
8199.39428959891,3480.02923181509,23,15,4,338
8554.77009345794,2849.46978193146,38,5,15,127
8709.38374579896,3245.04460739383,20,30,4,122
8714.22469635628,3087.23819163293,68,29,4,216
8759.35206481966,3686.26476738108,155,72,8,560
10375.9411198073,3168.47862733293,102,98,21,1404
10528.3259165967,2990.68457878533,119,88,25,1386
11182.5743519782,3339.04502046385,69,30,14,963
11458.7076923077,3360.32307692308,53,49,14,1011
11432.7768795473,3599.99865265427,29,12,1,206
11450.8896833504,3450.15219611849,8,8,4,279
11607.2583436341,3523.61969509683,18,8,13,662
11820.4189479334,3478.91760601181,35,35,14,919
13174.1651734436,3587.75580059729,161,32,12,407
13375.0779969651,2954.13869499241,49,20,5,235
13393.091399299,3364.9994607711,74,29,2,294
13442.6069169127,3153.92366090257,74,6,7,393
13533.0130039012,3708.07379713914,104,43,5,320
13883.8405486498,3229.72010287184,29,12,17,231
14021.7806826434,3062.55192447349,59,57,17,853
13989.7485760781,3103.06509357201,36,49,9,435
14291.6928485937,3214.93237582286,147,51,26,1138
14856.1326374745,3417.17871690428,32,17,9,349
16042.3770074422,3057.42283587936,107,24,10,399
17009.9047888386,2977.02978883861,73,117,48,1410
17111.2905177015,3323.31809286604,30,84,11,1083
17223.3341820496,3170.31317632081,46,65,25,968
17369.3128524785,2940.76639952508,24,9,9,396
18113.3230343064,3673.94630300447,133,21,5,485
18274.2138967326,3116.71591367487,178,66,15,1573
18646.5424492863,2978.55090157776,192,74,18,1067
18728.935474537,3571.08883101852,9,13,0,262
18812.8055290753,3608.85637114712,2,14,2,201
19313.89923443,3172.85702462239,66,37,26,958
19452.1020070838,3424.03069657615,43,41,7,781
19537.929965837,2956.53757930698,59,26,38,814
19861.5522174535,3340.12567403984,227,125,26,2383
20439.6804086754,2823.4482882237,39,54,4,719
21077.5574996261,3115.01465530133,94,71,29,1071
21469.22956942,3412.34050966608,36,19,10,580
21586.5410869565,2992.55391304348,217,61,10,664
21596.9317940552,2886.11279193206,24,5,11,479
21625.3149486497,2805.9901103081,40,18,46,341
21814.8669734824,3295.54613193075,394,44,10,588
22118.7972560976,2823.10670731707,312,48,51,924
22185.1586929967,3330.17151872964,199,76,29,1279
22398.344548552,2966.31331629756,45,71,19,1165
22932.0702488439,2890.29046465536,84,52,12,961
23013.4187986652,3257.37764182425,27,22,19,480
23023.0642982971,3381.19260129184,6,21,3,307
23042.1488630354,3553.42226335272,15,32,7,439
23445.4789344931,3046.68080094228,31,108,22,2183
24032.543138587,2921.09510869565,9,6,2,443
24370.6289256198,2922.76033057851,83,22,9,975
24257.3707417582,2893.0043956044,37,14,2,567
24368.3697368421,2838.05438596491,81,23,6,753
25031.077073808,3175.33572828217,55,39,2,653
25102.5073759499,3067.66629414394,136,35,11,863
25114.1002936526,3475.25570363677,4,31,4,532
25298.1552783467,3531.73394153789,29,24,20,547
25560.9442186089,3525.86720867209,106,36,13,459
25788.3445549605,3342.63835756185,77,19,38,484
25818.9686429061,2863.85332419465,124,33,8,1624
26284.8593247588,2915.09083601286,109,19,27,611
26341.0350520127,3308.84237901402,72,37,10,528
26380.638021978,3173.6421978022,76,22,14,555
26940.9557443795,2973.35227473889,128,36,21,820
27689.5103038028,3493.22285957085,34,44,19,763
27808.4945251397,3734.39843575419,73,40,37,798
27948.6133885739,3636.98844308766,51,44,13,621
28326.6589337022,3438.72927530063,169,84,6,794
28866.541863354,3640.18310559006,68,8,3,214
29546.3102797323,2954.78445169041,106,12,22,974
29514.8695968035,3551.19941881584,22,22,4,386
29591.0805588585,3589.4224137931,16,27,7,353
29674.0925387597,3092.8648255814,44,18,25,498
29965.8709106985,2846.03743000295,58,11,7,567
29995.4928664073,3399.53372243839,61,15,60,992
30048.1376848547,2910.74987251402,131,25,42,882
30111.2093082401,3667.0979145473,73,31,7,505
30333.9845252052,3377.09449003517,60,67,24,665
30450.1569246972,3011.84325083377,87,31,20,1034
31119.4884684176,3736.6470865104,22,28,11,768
31940.436958516,3478.45744572419,102,73,16,1057
32365.9551662708,3716.39578384798,13,17,4,302
32548.0584169454,3159.93333333333,46,17,14,610
32793.1086956522,2915.86570048309,100,23,40,632
33025.0480881616,3215.8841208883,137,35,23,1274
33190.958075831,2931.79589109738,121,26,20,1302
33292.4010827882,3601.1071509136,43,11,10,553
33395.8923333333,3661.45666666667,31,25,5,477
33780.7096774194,3465.19495601173,249,77,17,931
33990.8190522361,3358.73578960126,185,45,28,947
35041.9830467425,3131.21990796803,105,36,15,771
35120.4302921579,3323.78728856996,46,12,12,577
35973.5091799266,3279.22154222766,191,19,6,666
36056.3087644696,3504.68249468462,110,17,3,559
36321.4138072735,3283.22477912472,109,20,15,677
36354.0825504697,2969.74235458725,234,16,39,1465
36587.0204531783,3208.02225787046,174,36,18,574
186.803337041157,4446.13503893215,87,58,12,654
1044.70543854134,4547.60138321283,5,14,2,248
1883.56220404649,3755.32501076195,21,8,15,280
2101.85582154516,4583.97578890098,38,15,9,678
2122.05358948433,4366.77199191102,12,19,10,489
2154.59677419355,4187.32700822264,45,20,11,640
2268.91076203209,4213.02740641711,93,9,18,346
2490.20619946092,4616.6846361186,11,7,9,331
3125.61960414703,4427.48727615457,13,4,5,108
2834.05220188026,4189.51855517071,38,25,28,415
3143.39287418483,4428.23779226976,68,44,0,142
5460.30765115035,4245.51096843232,39,10,11,358
5474.95787728027,3996.75290215589,107,30,15,465
5506.79436038514,4643.08665749656,82,12,14,755
5518.18660022148,4337.83637873754,85,22,8,694
5743.16360968452,3919.33553436048,92,16,7,639
6016.61132075472,4269.80062893082,99,26,12,699
6724.88276637616,4271.20269890357,181,22,8,78
6774.42680893631,4627.78259419807,70,25,8,249
7199.32216343327,4026.74955908289,82,26,3,90
8060.19961612284,3882.94049904031,142,29,32,830
8152.9833496572,3825.40058765916,69,29,23,619
8500.27195257503,3742.36865505743,29,13,10,329
9573.25663170882,4416.64435533621,18,1,4,606
9758.99745547074,4669.50018175209,26,40,12,450
9767.67618619294,3942.79581740499,126,57,18,802
10620.9454125178,3751.91411806543,41,20,1,535
10716.0303537285,3917.42710325048,112,42,6,787
10766.7937540664,4299.79342875732,36,40,18,1148
10837.6651062297,4594.9744328412,15,36,5,814
11243.7938546205,4018.50401284109,71,28,7,558
11424.7995893224,4258.07351129363,50,36,9,766
11522.7566615283,4378.77890332526,24,23,4,555
11738.4878484141,3828.74007963751,197,73,48,1520
11826.7997886952,4440.67406233492,77,45,35,1575
12218.0113180854,4270.33930676727,70,40,12,675
12375.2860054348,4431.89164402174,11,7,0,633
12452.4618813042,4052.89749003049,151,47,33,905
12994.7599645704,3886.345659876,152,66,23,994
13042.4403188588,4010.49737780575,135,63,15,943
14253.7265217819,4153.89654833317,61,59,2,1203
15063.6123508044,4077.57628437987,0,18,10,630
15505.4641424273,3893.39217652959,5,30,44,996
17803.9554248568,4474.53799721405,21,7,5,200
17773.8183122847,4394.07357443552,66,33,5,944
17843.762845159,4582.08318769661,75,58,6,685
17944.8200661522,4453.46703417861,8,13,6,278
18471.1353424658,4331.34904109589,12,11,4,304
19086.6329943503,4643.33988700565,51,33,10,1016
19179.8102974828,4297.81945080092,99,27,28,967
19634.3983894893,4188.16698453062,185,27,4,506
19733.8416243655,4482.8769035533,137,20,7,428
19960.9977741805,4204.62747875354,189,36,10,881
20398.7690444145,4029.13701211306,62,37,10,491
20443.187409201,3931.05302663438,86,25,12,680
20615.8820698748,4838.89288068556,9,15,5,126
21185.7118927973,4440.08207705193,63,29,5,420
21281.8885300956,4502.73585636786,72,32,6,272
21955.1179765447,4343.73026430947,68,41,7,779
22247.3426945668,4229.76321585903,71,38,8,490
22737.6193857077,3880.72233369347,173,34,30,767
22844.548156956,3792.2372175981,112,38,14,415
22844.6788273616,3858.55244299674,151,37,16,520
23052.5039255598,4276.39226519337,110,11,27,821
23297.9401285583,4024.44168962351,63,14,7,380
23296.0432210353,4253.65291700904,36,12,4,233
23489.8803325312,4185.53795668344,43,13,1,417
23608.2082538168,4577.66579198473,79,22,11,242
23781.5270403146,4340.56415929204,19,19,4,1076
23779.8767921147,4462.47558243728,30,19,13,414
23948.4098742431,4423.48750194069,16,15,7,437
24046.6464542652,4472.48715313464,12,7,5,73
24424.2860948322,4518.65876398508,16,34,0,67
24510.8693987841,4282.71177662689,147,41,6,307
25042.7218710493,3946.38790560472,95,44,10,730
25567.2196391395,3723.00173490632,99,25,8,741
25690.1940125319,4224.41076815967,62,39,4,598
25758.4048122686,4415.61766261237,9,26,10,581
25957.7925944458,4622.62847135352,55,81,28,983
26180.3767595088,3734.48936807427,69,15,9,674
26394.3218523878,4335.78350217077,60,8,6,557
26506.9011868617,4384.50013800718,59,22,7,425
26602.3467679128,4245.47546728972,103,38,23,1158
27331.4582969432,4620.10283842795,60,16,21,386
27670.7171509385,4127.20313705323,68,26,16,736
27906.4682044888,4128.32876142976,41,45,62,940
28080.6321831869,4611.20539523212,193,102,10,762
28169.2250665574,3949.82531230801,119,53,58,938
28484.2798344948,3896.3074912892,72,35,65,1209
28715.6951871658,4093.10597958192,127,37,14,682
30084.5335201121,4625.44806884131,71,25,38,690
30165.6280266344,4497.33020581114,25,27,3,594
30223.2057761733,4600.88471720818,94,10,7,1144
30393.4253220612,4403.20933977456,18,30,10,519
30537.7314373297,4493.62823569482,24,25,3,503
30852.6604938272,4617.41397849462,220,23,10,820
30955.0867519759,3937.79525780956,165,42,54,1282
31117.3324733595,3743.11699383062,51,35,23,882
31191.9792092074,4135.00259884908,68,56,37,1432
31334.105721393,4548.0337893864,155,32,8,799
31497.9625935162,3896.33823336396,72,20,33,1984
31519.9029649596,4379.44184117769,38,18,26,490
31737.622871517,3813.21575077399,113,24,20,641
31812.2961373391,4367.42775393419,191,36,10,639
32078.1623006834,4434.87101366743,19,20,8,400
32309.0398101766,3779.80279462167,125,26,11,1316
32428.5158349328,3800.90547024952,34,28,0,291
32595.3719844358,4429.72684824903,100,20,4,369
32663.6305466238,4209.24147909968,68,15,17,556
33417.5278757939,4236.93549752999,26,8,2,96
33381.3560606061,4231.37745098039,77,20,4,671
33445.3668891361,3843.3787541713,66,24,19,663
33467.3345640443,4246.94461800625,43,10,2,462
33798.5544167887,4781.57995770294,71,25,11,645
33908.7822754491,4516.0697005988,267,17,11,960
33922.8028880866,4185.75144404332,109,24,14,1321
34180.7177193963,4682.90287870319,274,45,26,825
34390.9015416238,4091.18376156218,72,19,1,682
36159.3092595195,4256.4826471828,112,17,4,869
36211.4224112205,4109.49239033124,106,19,4,753
36613.6093270036,4298.65093549288,66,6,34,326
37038.9925317401,4100.4499626587,90,44,21,1113
283.587010236498,5246.52382633251,18,8,3,259
374.279257182901,5182.94779257183,43,7,32,278
594.122702702703,5507.85891891892,33,7,17,343
949.608560311284,4690.39416342412,40,22,30,443
1158.57129396985,4996.42587939698,51,22,4,415
1176.78616352201,5269.80466148724,11,14,4,258
1691.5199138859,5354.35091496233,24,9,5,329
2532.74630769231,4738.32261538462,30,23,23,883
2534.92604575919,5242.50080887451,99,26,4,603
2602.42415196744,4843.51831750339,64,18,21,552
2659.01559454191,4761.84275503574,37,10,7,412
2708.4777908805,5319.15900157233,13,19,6,614
3295.49697848683,4906.7986463621,173,25,33,607
3374.52119055322,5535.62245228082,158,21,23,700
3503.50462262565,5257.17112119684,139,54,39,1005
3899.34822409374,5213.15440009764,62,35,16,425
3984.59704773869,5442.49057788945,24,14,1,386
4014.26377036462,5541.94103956556,43,11,7,395
5360.74209486166,4746.13749294184,126,23,9,518
5512.80715321411,5559.593040116,26,2,9,359
5510.66861741039,5477.1426481346,21,3,6,205
6100.49101546176,4938.41203510238,12,21,9,859
6708.57900741586,5401.73683209736,65,22,6,490
7258.54799595824,5561.97238127316,3,0,7,455
7546.83964438591,5530.30325979585,2,0,4,198
7544.86061026352,5537.24341192788,13,5,9,319
8424.70795755968,5111.9875331565,97,38,10,773
8574.91503067485,5035.75552147239,62,19,1,363
9350.83008247153,5372.61081293363,30,22,17,250
9475.41158730159,5083.62746031746,48,8,20,426
9761.10151878497,4684.77298161471,86,29,38,499
